"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"712","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","29512",NA,"Plantae",NA,NA,"Bixaceae","Bixa","Bixa arborea","V. Demuner/25-09-2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3442","2007","04","02",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Taquaral, Santa Luzia, propr.: José Rochinha","-40.696111","-18.994167","40W41'46","18S59'39","200","200",NA,"Arvoreta 7m, frutos vermelhos. Mata secundária, topo da rocha.","MBML029512","MBML029512","arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","30173",NA,"Plantae",NA,NA,"Bixaceae","Bixa","Bixa arborea","V. Demuner/25-09-2007","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3912","2007","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.802778","-18.945833","40W48'10","18S56'45","400","400",NA,"Árvore 14m, fuste 8m, Dap 25cm, frutos vermelhos. Entre afloramento rochoso, fundo de vale.","MBML030173","MBML030173","arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","30435",NA,"Plantae",NA,NA,"Bixaceae","Bixa","Bixa arborea","V. Demuner/25-09-2007","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2789","2007","07","04",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, Prop. Ciro Ferreira","-40.665556","-18.978056","40W39'56","18S58'41","170","170",NA,"Árvore 10m, frutos maduros de cor vináceos.","MBML030435","MBML030435","arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","30429",NA,"Plantae",NA,NA,"Bixaceae","Bixa","Bixa orellana","A. M. Assis/24-05-2004","A. M. Assis; K. F. O. Faria","1026","2004","04","23",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.740278","-18.983056","40W44'25","18S58'59","140","140",NA,"Arbusto 5m, frutos vermelhos. Morro com macega e reflorestamento.","MBML030429","MBML030429","orellana",NA,"2004",NA,NA,NA,"05","24",NA,NA,NA,NA,NA,NA
"716","2018-03-14 14:29:35-03","MBML","MBML-HERBARIO","24160",NA,"Plantae",NA,NA,"Compositae","Blainvillea","Blainvillea dichotoma","G. Heiden/05-04-2016","H. Q. Boudet Fernandes; et al","3354","2004","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Erva, 1,5m. Área do pomar. JAC 65","MBML024160","MBML024160","dichotoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2018-03-14 14:29:35-03","MBML","MBML-HERBARIO","24161",NA,"Plantae",NA,NA,"Compositae","Blainvillea","Blainvillea dichotoma","G. Heiden/05-04-2016","H. Q. Boudet Fernandes; et al","3329","2004","05","15",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Erva. Capítulo amarelo. Mata do morro da sede. JAC 31.","MBML024161","MBML024161","dichotoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2019-10-02 15:56:05-03","MBML","MBML-HERBARIO","31134",NA,"Plantae",NA,NA,"Blechnaceae","Blechnum","Blechnum lanceola","N.T.L. Pena/25-09-2018","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3211","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Rupícula, soros de cor marrom. Beira de córrego.","MBML031134","MBML031134","lanceola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","51144",NA,"Plantae",NA,NA,"Nyctaginaceae","Boerhavia","Boerhavia",NA,"L. Kollmann; C.N.Fraga, C.Fraga e M.F.O.Siva","13248","2016","12","16",NA,"Brasil","Espírito Santo","Águia Branca","Perto da cidade, beira de estrada","-40.732333","-18.996389","40W43'56,4","18S59'47",NA,NA,NA,"Erva ao sol, flores violetas.","MBML051144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2018-01-16 07:34:32-02","MBML","MBML-HERBARIO","31149",NA,"Plantae",NA,NA,"Lomariopsidaceae","Bolbitis","Bolbitis",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3251","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Rupícula, soros de cor negro.","MBML031149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2018-07-31 08:30:10-03","MBML","MBML-HERBARIO","25977",NA,"Plantae",NA,NA,"Convolvulaceae","Bonamia","Bonamia agrostopolis","M.R. Rodrigues/2018","V. Demuner; et al","2030","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.906944","40W44'5","18S54'25",NA,NA,NA,"Liana 6m, botões florais verdes, látex branco. Interior de mata.","MBML025977","MBML025977","agrostopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2018-07-31 08:30:10-03","MBML","MBML-HERBARIO","25978",NA,"Plantae",NA,NA,"Convolvulaceae","Bonamia","Bonamia agrostopolis","M.R. Rodrigues/2018","V. Demuner; et al","2056","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.906944","40W44'5","18S54'25",NA,NA,NA,"Liana 5m, botões florais, flores brancas, látex branco. Borda da mata.","MBML025978","MBML025978","agrostopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2018-08-20 08:16:03-03","MBML","MBML-HERBARIO","30582",NA,"Plantae",NA,NA,"Convolvulaceae","Bonamia","Bonamia agrostopolis","M.R. Rodrigues/2018","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2754","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Liana, frutos imaturos de cor verde. Borda de mata.","MBML030582","MBML030582","agrostopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2018-11-23 15:49:07-02","MBML","MBML-HERBARIO","23757",NA,"Plantae",NA,NA,"Rubiaceae","Borreria","Borreria verticillata","A. Nepomuceno/2018","H. Q. Boudet Fernandes; et al","3317","2004","05","15",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Falsa-poaia. Erva. Bordo do brejo. Flor branca. JAC 14.","MBML023757",NA,"verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","26749",NA,"Plantae",NA,NA,"Nyctaginaceae","Bougainvillea","Bougainvillea spectabilis","C. Farney/20-10-2008","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","2008","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril, fragmento a esquerda do campo","-40.734722","-18.907028","40W44'5","18S54'25,3","200","200",NA,"Escandente 6m, botões florais, flores verde claro, brácteas lilás. Borda de mata.","MBML026749",NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","30584",NA,"Plantae",NA,NA,"Nyctaginaceae","Bougainvillea","Bougainvillea spectabilis","L. Kollmann/29-06-2016","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2745","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Liana, flores com brácteas rosa, sépalas de cor verde, pétalas amarelas. Borda de mata.","MBML030584",NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","31142",NA,"Plantae",NA,NA,"Nyctaginaceae","Bougainvillea","Bougainvillea spectabilis","L. Kollmann/29-06-2016","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3213","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Escandente, brácteas e sépalas de cor lilás, pétalas de cor amarela. Borda de mata.","MBML031142",NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","32214",NA,"Plantae",NA,NA,"Nyctaginaceae","Bougainvillea","Bougainvillea spectabilis","C. Farney/20-10-2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3488","2007","10","04",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.735444","-18.903417","40W44'7,6","18S54'12,3","175","175",NA,"Floresta de encosta explorada. Arbusto escandente chegando a 5m. Brácteas rosas claras, frutos jovens.","MBML032214",NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2017-09-14 11:50:50-03","MBML","MBML-HERBARIO","27039",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","Bradea",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2454","2006","06","07",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.800278","-18.945","40W48'1","18S56'42","450","450",NA,"Arbusto 2m, botões florais, flores flores lilás, frutos verdes. Afloramento rochoso.","MBML027039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2017-09-14 11:50:51-03","MBML","MBML-HERBARIO","27644",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","Bradea",NA,"L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1621","2006","11","29",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","300","300",NA,"Arbusto 2,5m de alt. Botões florais e flores lilás. Vegetação Rupestre.","MBML027644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2017-09-14 11:50:51-03","MBML","MBML-HERBARIO","29574",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","Bradea",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3475","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.664444","-18.973889","40W39'52","18S58'26","400","400",NA,"Arbusto 2m, botões florais, flores lilás frutos azulados. Afloramento rochoso.","MBML029574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2017-09-14 11:50:51-03","MBML","MBML-HERBARIO","30175",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","Bradea",NA,"V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3913","2007","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.802778","-18.945833","40W48'10","18S56'45","400","400",NA,"Arbusto 2m, botões florais, flores lilás, frutos verdes. Afloramento rochoso.","MBML030175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2017-09-14 11:50:51-03","MBML","MBML-HERBARIO","28039",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","Bradea brasiliensis","J.A. Oliveira/Jan.2014","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1344","2006","09","06",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","300","300",NA,"Arbusto 2m de alt. Flore roxas. Vegetação rupestre.","MBML028039",NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2017-09-14 11:43:49-03","MBML","MBML-HERBARIO","26528",NA,"Plantae",NA,NA,"Cactaceae","Brasiliopuntia","Brasiliopuntia brasiliensis","V. Demuner, L.F.S Magnago","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen e Alex","2221","2006","04","25",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta (CEIER), Prop.: Alex Sandro","-40.648056","-19.022778","40W38'53","19S1'22","170","170",NA,"Arbusto 2m, frutos imaturos verdes. Interior de mata em regeneração.","MBML026528","MBML026528","brasiliensis",NA,"2006",NA,NA,NA,"04","27",NA,NA,NA,NA,NA,NA
"735","2017-09-14 11:43:49-03","MBML","MBML-HERBARIO","27512",NA,"Plantae",NA,NA,"Cactaceae","Brasiliopuntia","Brasiliopuntia brasiliensis","R.R. Vervloet/17-12-2007","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Domingos Breda","3017","2006","10","19",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta, prop.: Domingos Breda","-40.647778","-19.023056","40W38'52","19S1'23","180","180",NA,"Arbusto 2m, botões florais, flores verdes. Interior de mata alterada.","MBML027512","MBML027512","brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2017-09-14 11:43:49-03","MBML","MBML-HERBARIO","27676",NA,"Plantae",NA,NA,"Cactaceae","Brasiliopuntia","Brasiliopuntia brasiliensis","L. Kollmann/17-10-2008","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","652","2006","02","02",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, propr.: Seu Voito.","-40.666944","-18.902778","40W40'1","18S54'10","300","300",NA,"Arbusto 2,5m de alt. Frutos amarelos e botões florais verdes. Vegetação rupestre.","MBML027676","MBML027676","brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2017-09-14 11:50:22-03","MBML","MBML-HERBARIO","28034",NA,"Plantae",NA,NA,"Polygalaceae","Bredemeyera","Bredemeyera",NA,"L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1346","2006","09","06",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","300","300",NA,"Arbusto 2m de alt. Frutos verdes. Vegetação rupestre.","MBML028034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2017-09-14 11:50:22-03","MBML","MBML-HERBARIO","27146",NA,"Plantae",NA,NA,"Polygalaceae","Bredemeyera","Bredemeyera floribunda","M.C.A. Mota & J.F.B. Pastore/IX-2016","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Domingos Breda","3000","2006","10","19",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta, prop.: Domingos Breda","-40.647778","-19.023056","40W38'52","19S1'23","180","180",NA,"Escandente 7m, frutos verdes. Ambiente rochoso.","MBML027146",NA,"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2017-09-14 11:50:22-03","MBML","MBML-HERBARIO","30176",NA,"Plantae",NA,NA,"Polygalaceae","Bredemeyera","Bredemeyera hebeclada","M.C.A. Mota & J.F.B. Pastore/IX-2016","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3915","2007","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.802778","-18.945833","40W48'10","18S56'45","400","400",NA,"Escandente 2m, botões florais, flores amarelas, frutos verdes. Afloramento rochoso.","MBML030176",NA,"hebeclada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2017-09-14 11:50:22-03","MBML","MBML-HERBARIO","31174",NA,"Plantae",NA,NA,"Polygalaceae","Bredemeyera","Bredemeyera hebeclada","M.C.A. Mota & J.F.B. Pastore/IX-2016","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3253","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Liana, frutos imaturos de cor verde. Borda de mata.","MBML031174",NA,"hebeclada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","27820",NA,"Plantae",NA,NA,"Bromeliaceae","Bromelia","Bromelia antiacantha","L.F.S. Magnago e V. Demuner, 1/2/2006","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","565","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Rupícula ao sol. Frutos imaturos verdes. Brácteas do escapo floral vermelhas.","MBML027820","MBML027820","antiacantha",NA,"2006",NA,NA,NA,"02","01",NA,NA,NA,NA,NA,NA
"742","2017-09-14 11:51:51-03","MBML","MBML-HERBARIO","30197",NA,"Plantae",NA,NA,"Solanaceae","Brunfelsia","Brunfelsia",NA,"V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","4017","2007","05","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (proprriedade vendida)","-40.662778","-18.971944","40W39'46","18S58'19","450","450",NA,"Arbusto 1m, flores azuis, frutos verdes. Afloramento rochoso.","MBML030197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2017-09-14 11:49:10-03","MBML","MBML-HERBARIO","34353",NA,"Plantae",NA,NA,"Orchidaceae","Bulbophyllum","Bulbophyllum epiphytum","R.R.Vervloet, 11/3/2008","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3447","2007","04","02",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Taquaral, Santa Luzia, propr.: José Rochinha","-40.696111","-18.994167","40W41'46","18S59'39","200","200",NA,"Epífita 5m estéril (SÓ CULTIVO). Mata secundária, topo da rocha.(Herborizada por R.R.Vervloet em 11/03/2008: flores de cor laranja com máculas vinho, labelo de cor verde","MBML034353",NA,"epiphytum",NA,"2008",NA,NA,NA,"03","11",NA,NA,NA,NA,NA,NA
"744","2017-09-14 11:44:37-03","MBML","MBML-HERBARIO","26532",NA,"Plantae",NA,NA,"Cyperaceae","Bulbostylis","Bulbostylis",NA,"V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2222","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833","40W38'52,8","19S1'22,2","200","200",NA,"Herbácea 20cm, inflorescência marrom. Sobre rocha, leve camada de solo.","MBML026532","MBML026532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2017-09-14 11:44:37-03","MBML","MBML-HERBARIO","26533",NA,"Plantae",NA,NA,"Cyperaceae","Bulbostylis","Bulbostylis",NA,"V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2228","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833","40W38'52,8","19S1'22,2","200","200",NA,"Herbácea 30cm, inflorescência marrom. Sobre rocha, leve camada de solo.","MBML026533","MBML026533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2017-09-14 11:44:37-03","MBML","MBML-HERBARIO","32538",NA,"Plantae",NA,NA,"Cyperaceae","Bulbostylis","Bulbostylis",NA,"V. Demuner; T. A. Cruz, M.Belizário.","4831","2007","12","20",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.6625","-18.985","40W39'45","18S59'6","150","150",NA,"Herbácea infrutescência verde. Afloramento rochoso.","MBML032538","MBML032538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","27660",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1654","2006","11","29",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","380","380",NA,"Arbusto 1m de alt. Flores amarelas. Borda da mata.","MBML027660",NA,"macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","27679",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1672","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778","40W38'52","19S1'22","190","190",NA,"Arbusto 1m de alt. Flores amarelas. Mata alterada.","MBML027679","MBML027679","macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","27732",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1669","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778","40W38'52","19S1'22","190","190",NA,"Arbusto 3m de alt. Botões florais e flores amarelas. Mata alterada.","MBML027732",NA,"macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","27988",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1068","2006","07","25",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Assentamento 16 de abril.","-40.735556","-18.903333","40W44'8","18S54'12","150","150",NA,"Arbusto 2m de alt. Frutos verdes. Mata.","MBML027988","MBML027988","macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","32252",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","W.R. Anderson/2009","V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4538","2007","11","20",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, propr.: Jorge Wroblewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Arbusto 3m, botões florais e flores amarelas. Fundo de vale, interior de mata.","MBML032252",NA,"macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","32386",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","W.R. Anderson/2009","V. Demuner; T. A. Cruz, M.Belizário.","4820","2007","12","19",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.801389","-18.955833","40W48'5","18S57'21","300","300",NA,"Arbusto 1m botões florais amarelos. Interior de mata, riacho.","MBML032386","MBML032386","macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","35177",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","Bunchosia macilenta","R.F. Almeida/IX-2012","M.M. Saavedra; et al","652","2008","01","16",NA,"Brasil","Espírito Santo","Águia Branca","Propriedade do Sr. Ailton Cortelete","-40.801944","-18.954444","40W48'7","18S57'16",NA,NA,NA,NA,"MBML035177",NA,"macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","2017-09-14 11:43:49-03","MBML","MBML-HERBARIO","34804",NA,"Plantae",NA,NA,"Burmanniaceae","Burmannia","Burmannia capitata","P. J. M. Maas/2009","L. Kollmann; A.P. Fontana, E. Leme & M. Zanoni","10928","2008","04","26",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia","-40.697778","-18.989444","40W41'52","18S59'22",NA,NA,NA,"Erva no sol no brejo úmido. Flores lilás claro.","MBML034804","MBML034804","capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","2019-05-15 08:12:48-03","MBML","MBML-HERBARIO","27390",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","Byrsonima",NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2951","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Arbusto 5m, botões florais marrom, glândulas rosadas. Vegetação rupestre.","MBML027390","MBML027390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","2019-05-15 08:12:48-03","MBML","MBML-HERBARIO","29647",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","Byrsonima",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3529","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.662222","-18.984167","40W39'44","18S59'3","150","150",NA,"Arvoreta 7m frutos verdes. Mata secundária.","MBML029647","MBML029647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","2019-05-15 08:12:48-03","MBML","MBML-HERBARIO","30201",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","Byrsonima",NA,"V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3976","2007","05","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (proprriedade vendida)","-40.661944","-18.974444","40W39'43","18S58'28","250","250",NA,"Árvore 9, fuste 4m, dap 25cm, frutos verdes. Vegetação em afloramento rochoso.","MBML030201","MBML030201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
