"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"1889","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","27963",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","559","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.73","-18.892222","40W43'48","18S53'32","300","300",NA,"Terrestre. Soros marrons. Mata.","MBML027963","MBML027963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","27964",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","600","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.73","-18.892222","40W43'48","18S53'32","300","300",NA,"Terrestre. Soros verdes. Mata beira de um corrego.","MBML027964","MBML027964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","30499",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2731","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Terrestre, soros marrom.","MBML030499","MBML030499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","30516",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2728","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Terrestre, soros marrom.","MBML030516","MBML030516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","32128",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris brasiliensis","A.J. Arruda & A. Salino/XII-2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3408","2007","10","02",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Mata de encosta. Terrestre, a sombra. Soros marginais.","MBML032128","MBML032128","brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","32221",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris cf. brasiliensis","A.J. Arruda & A. Salino/XII-2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3487","2007","10","04",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.735444","-18.903417","40W44'7,6","18S54'12,3","175","175",NA,"Floresta de encosta explorada. Terrestre 1m, rizoma curto. Soros marginais.","MBML032221","MBML032221","cf. brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","31106",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris denticulata","M. Guerra Santos/21-XI-2007","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3160","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Terrestre, soros de cor marrom.","MBML031106","MBML031106","denticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","32217",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","Pteris denticulata","A.J. Arruda & A. Salino/XII-2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3498","2007","10","04",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.735444","-18.903417","40W44'7,6","18S54'12,3","175","175",NA,"Floresta de encosta explorada. Terrestre. Soros marrons.","MBML032217","MBML032217","denticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","2019-05-09 14:19:56-03","MBML","MBML-HERBARIO","32236",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Pterocarpus","Pterocarpus rohrii",NA,"V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4526","2007","11","20",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, propr.: Jorge Wroblewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Árvore 19m, fuste 8m, dap 40cm, botões florais, flores pétalas amarelas, sépalas verde (Pau sangue). Borda de mata.","MBML032236","MBML032236","rohrii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","2019-05-09 14:19:56-03","MBML","MBML-HERBARIO","23643",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Pterocarpus","Pterocarpus violaceus","H.Q.B.Fernandes/A.M. de Assis","H. Q. Boudet Fernandes; et al","3335","2004","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Pau-sangue. Árvore 15m X 50cm. Frutos imaturos. Barranco próximo à beira da estrada. JAC 41.","MBML023643","MBML023643","violaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","2019-05-09 14:19:56-03","MBML","MBML-HERBARIO","46778",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Pterodon","Pterodon",NA,"A. M. Assis; Mateus Helmer","2127","2009","09","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Berlim - macega na beira da estrada próx. Rio São José","-40.710167","-18.975667","40W42'36,6","18S58'32,4","140","140",NA,"Árvore 15m; frutos verdes. Nome comum: sicupira","MBML046778","MBML046778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900","2017-09-14 11:51:58-03","MBML","MBML-HERBARIO","30522",NA,"Plantae",NA,NA,"Sterculiaceae","Pterygota","Pterygota",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2761","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Liana, frutos imaturos de cor verde, látex de cor branca. Borda de mata.","MBML030522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","27797",NA,"Plantae",NA,NA,"Bignoniaceae","Pyrostegia","Pyrostegia venusta","L.F.S. Magnago & V. Demuner, 26/7/2006","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1129","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Liana. Flores laranja. Borda da mata.","MBML027797","MBML027797","venusta",NA,"2006",NA,NA,NA,"07","26",NA,NA,NA,NA,NA,NA
"1902","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","30573",NA,"Plantae",NA,NA,"Bignoniaceae","Pyrostegia","Pyrostegia venusta","A.R. Zuntini/20-01-2010","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2803","2007","07","04",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, Prop. Ciro Ferreira","-40.665556","-18.978056","40W39'56","18S58'41","170","170",NA,"Liana, flores com sépalas verdes, pétalas laranja.","MBML030573","MBML030573","venusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","2017-09-14 11:52:17-03","MBML","MBML-HERBARIO","28033",NA,"Plantae",NA,NA,"Vochysiaceae","Qualea","Qualea cryptantha","G.H. Shimizu/VIII-2011","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1347","2006","09","06",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","300","300",NA,"Arvoreta 1,5m de alt. Flores amarelas. Vegetação rupestre.","MBML028033",NA,"cryptantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904","2019-03-26 09:44:45-03","MBML","MBML-HERBARIO","31158",NA,"Plantae",NA,NA,"Bombacaceae","Quararibea","Quararibea similis","C.D.M. Ferreira/25-01-2019","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3257","2007","08","17",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo. Prop. Ailton Corteleti","-40.801583","-18.955833","40W48'5,7","18S57'21","250","250",NA,"Arbusto 2m, sépalas de cor verde, frutos maduros de cor laranja.","MBML031158","MBML031158","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","2017-09-14 11:48:59-03","MBML","MBML-HERBARIO","26793",NA,"Plantae",NA,NA,"Nyctaginaceae","Ramisia","Ramisia brasiliensis","Fontana/2009","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","1934","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Árvore 13m, fuste 9m, DAP 30cm, flores verdes. Interior de mata.","MBML026793",NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","27014",NA,"Plantae",NA,NA,"Nyctaginaceae","Ramisia","Ramisia brasiliensis","Fontana/2009","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2369","2006","06","06",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, Escola Agroecológica","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Árvore 12m, fuste 4m, DAP 25cm, frutos velhos. Interior de mata.","MBML027014",NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","2017-09-14 11:48:59-03","MBML","MBML-HERBARIO","30186",NA,"Plantae",NA,NA,"Nyctaginaceae","Ramisia","Ramisia brasiliensis","V. Demuner/21-09-2007","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3965","2007","05","17",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.801389","-18.955833","40W48'5","18S57'21","300","300",NA,"Árvore 14m, fuste 2m, Dap 50cm, flores verdes. Borda de mata.","MBML030186",NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908","2017-09-14 11:48:59-03","MBML","MBML-HERBARIO","30510",NA,"Plantae",NA,NA,"Nyctaginaceae","Ramisia","Ramisia brasiliensis","V. Demuner/21-09-2007","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2762","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Árvore 14m, frutos secos de cor marrom.","MBML030510",NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","2017-09-14 11:51:10-03","MBML","MBML-HERBARIO","27678",NA,"Plantae",NA,NA,"Rubiaceae","Randia","Randia",NA,"L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1674","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778","40W38'52","19S1'22","190","190",NA,"Arbusto 2m de alt. Frutos verdes. Mata alterada.","MBML027678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910","2017-09-14 11:51:10-03","MBML","MBML-HERBARIO","28355",NA,"Plantae",NA,NA,"Rubiaceae","Randia","Randia",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","530","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.73","-18.892222","40W43'48","18S53'32","300","300",NA,"Arvoreta 4m de alt. Frutos verdes. Mata","MBML028355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","2017-09-14 11:51:10-03","MBML","MBML-HERBARIO","30424",NA,"Plantae",NA,NA,"Rubiaceae","Randia","Randia",NA,"A. M. Assis; K. F. O. Faria","1032","2004","04","23",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.740278","-18.983056","40W44'25","18S58'59","140","140",NA,"Arbusto 4m, frutos verdes. Morro com macega e reflorestamento.","MBML030424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912","2017-09-14 11:51:10-03","MBML","MBML-HERBARIO","32125",NA,"Plantae",NA,NA,"Rubiaceae","Randia","Randia",NA,"H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3394","2007","10","02",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Mata de encosta. Arbusto 4m x 2cm. Frutos amarelos.","MBML032125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","26490",NA,"Plantae",NA,NA,"Apocynaceae","Rauvolfia","Rauvolfia",NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","1917","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Arvoreta 5m, frutos maduros amarelos. Interior de mata.","MBML026490","MBML026490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","28605",NA,"Plantae",NA,NA,"Apocynaceae","Rauvolfia","Rauvolfia",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","585","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.73","-18.892222","40W43'48","18S53'32","300","300",NA,"Arbusto 2m de alt. Frutos amerelos e verdes. Beira do corrego. Mata.","MBML028605","MBML028605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","27879",NA,"Plantae",NA,NA,"Zingiberaceae","Renealmia","Renealmia alpinia","P.J.M. Maas/2009","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","616","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Herbácea 4m de alt. Flores laranja. Frutos verdes. Solo úmido.","MBML027879",NA,"alpinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916","2017-09-14 11:42:09-03","MBML","MBML-HERBARIO","27738",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","Rhodospatha aff. arborescens","Daniela G. da Silva/13-10-2015","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1601","2006","11","28",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, Mata do Zequinha, propr.: Zequinha.","-40.812778","-18.871389","40W48'46","18S52'17","400","400",NA,"Terrestre. Espádice bege e espata rosa. Mata fundo de vale.","MBML027738","MBML027738","aff. arborescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","2017-09-14 11:42:09-03","MBML","MBML-HERBARIO","31169",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","Rhodospatha aff. latifolia","Daniela G. da Silva/13-10-2015","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3164","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Terrestre, espata de cor branca e espadice de cor rosa.","MBML031169","MBML031169","aff. latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","2017-09-14 11:42:09-03","MBML","MBML-HERBARIO","28032",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","Rhodospatha arborescens","Daniela G. da Silva/13-10-2015","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1313","2006","09","06",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","380","380",NA,"Terrestre. Espádice vermelha. Espata branca. Mata a beira do córrego.","MBML028032","MBML028032","arborescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","2017-09-14 11:42:09-03","MBML","MBML-HERBARIO","30124",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","Rhodospatha arborescens","M. Pellegrini/29-06-2012","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3952","2007","05","17",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.801389","-18.955833","40W48'5","18S57'21","300","300",NA,"Herbácea espádice jovem rosa, adulta verde, espata branca. Beira de riacho, fundo de vale.","MBML030124","MBML030124","arborescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","30190",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","Rhodospatha latifolia","Daniela G. da Silva/13-10-2015","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","4023","2007","05","19",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, propr.: Zequinha","-40.812778","-18.871389","40W48'46","18S52'17","350","350",NA,"Hemepífita espádice rosa, espata branca. Interior de mata.","MBML030190","MBML030190","latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","2018-07-16 11:40:19-03","MBML","MBML-HERBARIO","27025",NA,"Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","T.D.M. Barbosa/18-VII-2007","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2487","2006","06","08",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha","-40.812778","-18.871389","40W48'46","18S52'17","400","400",NA,"Arvoreta 7m, botões florais, flores brancas. Interior de mata.","MBML027025","MBML027025","macrocalyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922","2019-05-09 14:19:56-03","MBML","MBML-HERBARIO","32462",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Rhynchosia","Rhynchosia phaseoloides","E.S. Cândido/14-10-2014","V. Demuner; T. A. Cruz, M.Belizário.","4785","2007","12","19",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.802056","-18.944556","40W48'7,4","18S56'40,4","340","340",NA,"Liana 4m, flores amarelas, frutos verdes. Borda de mata.","MBML032462","MBML032462_1 MBML032462_2","phaseoloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","2017-09-14 11:44:38-03","MBML","MBML-HERBARIO","27395",NA,"Plantae",NA,NA,"Cyperaceae","Rhynchospora","Rhynchospora albiceps","W. Thomas/2016","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2936","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Herbácea, inflorescência branca. Vegetação rupestre.","MBML027395","MBML027395","albiceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924","2017-09-14 11:44:38-03","MBML","MBML-HERBARIO","30206",NA,"Plantae",NA,NA,"Cyperaceae","Rhynchospora","Rhynchospora albiceps","W. Thomas/2016","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3977","2007","05","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (proprriedade vendida)","-40.661944","-18.974444","40W39'43","18S58'28","250","250",NA,"Herbácea inflorescência branca. Afloramento rochoso.","MBML030206","MBML030206","albiceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925","2017-09-14 11:44:38-03","MBML","MBML-HERBARIO","31096",NA,"Plantae",NA,NA,"Cyperaceae","Rhynchospora","Rhynchospora exaltata","W. Thomas/2016","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3189","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Planta com 1m, infrutescência de cor bege.","MBML031096","MBML031096","exaltata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926","2017-09-14 11:44:38-03","MBML","MBML-HERBARIO","32117",NA,"Plantae",NA,NA,"Cyperaceae","Rhynchospora","Rhynchospora setigera","W. Thomas/2016","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3447","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","-40.662222","-18.985806","40W39'44","18S59'8,9","175","175",NA,"Vegetação rupestre. Erva 30cm. Inflorescência verde com base das brácteas verde amarelados assim como as flores.","MBML032117","MBML032117","setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","2018-03-14 14:30:44-03","MBML","MBML-HERBARIO","23756",NA,"Plantae",NA,NA,"Rubiaceae","Richardia","Richardia",NA,"H. Q. Boudet Fernandes; et al","3325","2004","05","15",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Erva. Bordo do brejo. JAC 23","MBML023756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928","2017-09-14 11:52:16-03","MBML","MBML-HERBARIO","32273",NA,"Plantae",NA,NA,"Violaceae","Rinorea","Rinorea guianensis","C.N. Fraga/11-05-2010","V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4587","2007","11","22",NA,"Brasil","Espírito Santo","Águia Branca","Sr. Voito","-40.747028","-18.978472","40W44'49,3","18S58'42,5","130","130",NA,"Arvoreta 7m botões florais brancos. Borda de mata.","MBML032273",NA,"guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","27005",NA,"Plantae",NA,NA,"Euphorbiaceae","Romanoa","Romanoa tamnoides","D. Araujo/01-04-2015","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2446","2006","06","07",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.800278","-18.945","40W48'1","18S56'42","450","450",NA,"Liana 2m, botões florais, flores e frutos verdes. Afloramento rochoso.","MBML027005","MBML027005","tamnoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930","2019-08-05 14:35:54-03","MBML","MBML-HERBARIO","30475",NA,"Plantae",NA,NA,"Euphorbiaceae","Romanoa","Romanoa tamnoides","J. Külkamp/16-07-2019","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2818","2007","07","05",NA,"Brasil","Espírito Santo","Águia Branca","Prop. Sr. Voito","-40.746944","-18.978611","40W44'49","18S58'43","180","180",NA,"Liana, botões, flores e frutos de cor verde.","MBML030475","MBML030475","tamnoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
