"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","previousCatalogNumber","typeStatus","relatedCatalogItem"
"224","2019-07-11 10:07:42-03","ESALQ","ESA","122786","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Alchornea",NA,"Alchornea",NA,NA,NA,NA,NA,"Flores, T.B.","1657","2012","10","28","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Arvoreta, ca. 2m de alt. Botões imaturos verdes.","auto",NA,NA,"ESA122786",NA,NA,NA,NA,NA,NA
"225","2019-07-11 10:13:55-03","ESALQ","ESA","121895","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus",NA,"Allophylus",NA,NA,NA,NA,NA,"Kuntz, J.","638","2012","03","23","Brasil","Espírito Santo","Ibitirama","Mata do Alemão - Claus (Diva).Beira do Rio. Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore ca. 6 m alt. Vegetativa.","auto",NA,NA,"ESA121895",NA,NA,NA,NA,NA,NA
"226","2019-07-11 10:13:56-03","ESALQ","ESA","122638","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus",NA,"Coelho, R.L.G.","2014",NA,NA,"Flores, T.B.","1509","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta - Sítio do Alemão (Claus - Diva), depois do sítio da Jacutinga.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1168","1168",NA,"Árvore, ca. 6m de alt. Botões verdes, flores alvas.","auto",NA,NA,"ESA122638","ESA122638",NA,NA,NA,NA,NA
"227","2019-07-11 10:08:10-03","ESALQ","ESA","122706","S","Plantae","Magnoliophyta",NA,"Fabaceae","Anadenanthera",NA,"Anadenanthera",NA,NA,NA,NA,NA,"Flores, T.B.","1577","2012","10","26","Brasil","Espírito Santo","Ibitirama","Estrada entre os municípios de Iuna e Ibitirama, Beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 3m de alt. Flores alvas.","auto",NA,NA,"ESA122706",NA,NA,NA,NA,NA,NA
"228","2019-07-11 10:08:10-03","ESALQ","ESA","122702","S","Plantae","Magnoliophyta",NA,"Fabaceae","Anadenanthera",NA,"Anadenanthera",NA,NA,NA,NA,NA,"Flores, T.B.","1573","2012","10","26","Brasil","Espírito Santo","Ibitirama","Estrada entre os municípios de Iuna e Ibitirama, Beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 15m de alt. Frutos marrons.","auto",NA,NA,"ESA122702",NA,NA,NA,NA,NA,NA
"229","2019-07-11 10:15:06-03","ESALQ","ESA","122771","S","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia",NA,"Anemia",NA,NA,NA,NA,NA,"Flores, T.B.","1642","2012","10","28","Brasil","Espírito Santo","Ibitirama","Santa Marta #?# ao lado do alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Erva, ca. 60cm de altura.","auto",NA,NA,"ESA122771",NA,NA,NA,NA,NA,NA
"230","2019-07-11 10:15:09-03","ESALQ","ESA","122614","S","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,"Dittrich, V.A.O.","2014","09",NA,"Flores, T.B.","1485","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Trilha a direita após a ponte ao lado do alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Erva inteira.","auto",NA,NA,"ESA122614",NA,NA,NA,NA,NA,NA
"231","2019-07-11 10:04:42-03","ESALQ","ESA","121907","S","Plantae","Magnoliophyta",NA,"Annonaceae","Annona",NA,"Annona",NA,NA,NA,NA,NA,"Kuntz, J.","650","2012","03","23","Brasil","Espírito Santo","Ibitirama","Distrito Santa Marta. Mata do Calçado. Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore ca. 6 m alt., frutos imaturos verdes.","auto",NA,NA,"ESA121907",NA,NA,NA,NA,NA,NA
"232","2019-07-11 10:04:59-03","ESALQ","ESA","122613","S","Plantae","Magnoliophyta",NA,"Araceae","Anthurium",NA,"Anthurium",NA,NA,NA,NA,NA,"Flores, T.B.","1484","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Trilha a direita após a ponte ao lado do alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Epífita, frutos roxos.","auto",NA,NA,"ESA122613","ESA122613",NA,NA,NA,NA,NA
"233","2019-02-22 15:08:39-03","ESALQ","ESA","112559","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra",NA,"Aphelandra",NA,NA,NA,NA,NA,"Colletta, G.D.","501","2010","04","12","Brasil","Espírito Santo","Ibitirama",NA,"-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"ESA112559",NA,NA,NA,NA,NA,NA
"234","2019-02-22 15:08:39-03","ESALQ","ESA","112571","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora",NA,NA,NA,NA,NA,"Colletta, G.D.","513","2010","04","13","Brasil","Espírito Santo","Ibitirama",NA,"-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"ESA112571",NA,NA,NA,NA,NA,NA
"235","2019-02-22 15:08:40-03","ESALQ","ESA","112568","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","paulensis","Aphelandra paulensis",NA,NA,NA,NA,NA,"Colletta, G.D.","510","2010","04","13","Brasil","Espírito Santo","Ibitirama",NA,"-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"ESA112568",NA,NA,NA,NA,NA,NA
"236","2019-07-11 10:08:10-03","ESALQ","ESA","122625","S","Plantae","Magnoliophyta",NA,"Fabaceae","Bauhinia",NA,"Bauhinia",NA,NA,NA,NA,NA,"Flores, T.B.","1496","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta, Mata do Calçado, Trilha na Tecnotruta. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1282","1282",NA,"Trepadeira. Brotos roxos.","auto",NA,NA,"ESA122625",NA,NA,NA,NA,NA,NA
"237","2019-07-11 10:08:10-03","ESALQ","ESA","122746","S","Plantae","Magnoliophyta",NA,"Fabaceae","Bauhinia",NA,"Bauhinia",NA,NA,NA,NA,NA,"Flores, T.B.","1617","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 7m de alt. Frutos marrons.","auto",NA,NA,"ESA122746",NA,NA,NA,NA,NA,NA
"238","2019-07-11 10:06:00-03","ESALQ","ESA","122611","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii",NA,"Kollmann, L.","2019","03","15","Flores, T.B.","1482","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Trilha a direita após a ponte ao lado do alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Erva, ca. 2,5m de alt. Botões alvos.","auto",NA,NA,"ESA122611",NA,NA,NA,NA,NA,NA
"239","2019-07-11 10:06:00-03","ESALQ","ESA","122580","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","A.DC.","Kollmann, L.","2019","03","15","Flores, T.B.","1451","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Erva, ca. 4m de alt. Frutos castanhos.","auto",NA,NA,"ESA122580",NA,NA,NA,NA,NA,NA
"240","2019-07-11 10:06:00-03","ESALQ","ESA","122631","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","paranaensis","Begonia paranaensis","Brade","Kollmann, L.","2019","03","15","Flores, T.B.","1502","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta - Sítio do Alemão (Claus - Diva), depois do sítio da Jacutinga.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1168","1168",NA,"Erva, ca. 1m de alt. Frutos verdes, botões e flores alvas.","auto",NA,NA,"ESA122631",NA,NA,NA,NA,NA,NA
"241","2019-07-11 10:08:56-03","ESALQ","ESA","122715","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Besleria",NA,"Besleria",NA,NA,NA,NA,NA,"Flores, T.B.","1586","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Erva, ca. 50cm de alt. Flores amarelas, com ápice alvo.","auto",NA,NA,"ESA122715","ESA122715",NA,NA,NA,NA,NA
"242","2019-07-11 10:13:07-03","ESALQ","ESA","122713","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Borreria",NA,"Borreria",NA,NA,NA,NA,NA,"Flores, T.B.","1584","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Pasto.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Erva, ca. 50cm de alt. Flores alvas.","auto",NA,NA,"ESA122713",NA,NA,NA,NA,NA,NA
"243","2019-07-11 10:10:53-03","ESALQ","ESA","122745","S","Plantae","Magnoliophyta",NA,"Meliaceae","Cabralea",NA,"Cabralea",NA,NA,NA,NA,NA,"Flores, T.B.","1616","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 12m de alt. Frutos marrons, sementes vermelhas.","auto",NA,NA,"ESA122745",NA,NA,NA,NA,NA,NA
"244","2019-07-11 10:10:53-03","ESALQ","ESA","122758","S","Plantae","Magnoliophyta",NA,"Meliaceae","Cabralea",NA,"Cabralea",NA,NA,NA,NA,NA,"Flores, T.B.","1629","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 16m de alt. Flores alvas.","auto",NA,NA,"ESA122758",NA,NA,NA,NA,NA,NA
"245","2019-07-11 10:13:50-03","ESALQ","ESA","122757","S","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia",NA,"Casearia",NA,NA,NA,NA,NA,"Flores, T.B.","1628","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 8m de alt. Flores passadas.","auto",NA,NA,"ESA122757",NA,NA,NA,NA,NA,NA
"246","2019-07-11 10:08:11-03","ESALQ","ESA","122704","S","Plantae","Magnoliophyta",NA,"Fabaceae","Cassia",NA,"Cassia",NA,NA,NA,NA,NA,"Flores, T.B.","1575","2012","10","26","Brasil","Espírito Santo","Ibitirama","Estrada entre os municípios de Iuna e Ibitirama, Beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 15m de alt. Flores amarelas, frutos castanhos.","auto",NA,NA,"ESA122704",NA,NA,NA,NA,NA,NA
"247","2019-07-11 10:08:11-03","ESALQ","ESA","122623","S","Plantae","Magnoliophyta",NA,"Fabaceae","Cassia",NA,"Cassia",NA,NA,NA,NA,NA,"Flores, T.B.","1494","2012","10","23","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao lado da ponte da entrada do distrito.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 12m de alt. Botões verdes, flores amarelas. Frutos castanhos - coletados no Chão.","auto",NA,NA,"ESA122623",NA,NA,NA,NA,NA,NA
"248","2019-07-11 10:08:11-03","ESALQ","ESA","122596","S","Plantae","Magnoliophyta",NA,"Fabaceae","Cassia",NA,"Cassia",NA,NA,NA,NA,NA,"Flores, T.B.","1467","2012","10","23","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Estrada para o alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 20m de alt. Frutos castanhos e flores amarelas - Coletados no chão.","auto",NA,NA,"ESA122596",NA,NA,NA,NA,NA,NA
"249","2019-07-11 10:10:53-03","ESALQ","ESA","122785","S","Plantae","Magnoliophyta",NA,"Meliaceae","Cedrela",NA,"Cedrela",NA,NA,NA,NA,NA,"Flores, T.B.","1656","2012","10","28","Brasil","Espírito Santo","Ibitirama","Estrada entre os vilarejos de Santa Marta e Pedra Roxa #?# Em frente ao sítio Caparaó, beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","838","838",NA,"Árvore, ca. 15m de alt. Frutos marrons. Flores alvas com androginóforo vermelho.","auto",NA,NA,"ESA122785",NA,NA,NA,NA,NA,NA
"250","2019-07-11 10:10:53-03","ESALQ","ESA","112510","S","Plantae","Magnoliophyta",NA,"Meliaceae","Cedrela",NA,"Cedrela",NA,NA,NA,NA,NA,"Colletta, G.D.","399","2010","01","14","Brasil","Espírito Santo","Ibitirama, distrito de Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA112510","ESA112510",NA,NA,NA,NA,NA
"251","2019-07-11 10:14:19-03","ESALQ","ESA","112525","S","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum",NA,"Cestrum",NA,NA,NA,NA,NA,"Colletta, G.D.","414","2010","01","15","Brasil","Espírito Santo","Ibitirama, distrito de Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA112525","ESA112525",NA,NA,NA,NA,NA
"252","2019-07-11 10:08:12-03","ESALQ","ESA","122707","S","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista",NA,"Chamaecrista",NA,NA,NA,NA,NA,"Flores, T.B.","1578","2012","10","26","Brasil","Espírito Santo","Ibitirama","Estrada entre os municípios de Iuna e Ibitirama, Beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Arbusto, ca. 1m de alt. Flores amarelas. Frutos imaturos verdes, amadurecendo marrons.","auto",NA,NA,"ESA122707",NA,NA,NA,NA,NA,NA
"253","2019-07-11 10:08:12-03","ESALQ","ESA","121892","S","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista",NA,"Chamaecrista",NA,NA,NA,NA,NA,"Kuntz, J.","635","2012","03","23","Brasil","Espírito Santo","Ibitirama","Mata do Alemão - Claus (Diva) Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Subarbusto ca. 30 cm alt., flores amarelas, frutos imaturos verdes e maduros marrons.","auto",NA,NA,"ESA121892",NA,NA,NA,NA,NA,NA
"254","2019-07-11 10:08:12-03","ESALQ","ESA","122770","S","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista",NA,"Chamaecrista",NA,NA,NA,NA,NA,"Flores, T.B.","1641","2012","10","28","Brasil","Espírito Santo","Ibitirama","Santa Marta #?# ao lado do alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Arbusto, ca. 40cm de alt. Flores amarelas, frutos imaturos verdes.","auto",NA,NA,"ESA122770",NA,NA,NA,NA,NA,NA
"255","2019-07-11 10:08:12-03","ESALQ","ESA","122636","S","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","nictitans","Chamaecrista nictitans",NA,NA,NA,NA,NA,"Flores, T.B.","1507","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta - Sítio do Alemão (Claus - Diva), depois do sítio da Jacutinga.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1168","1168",NA,"Subarbusto, ca. 80cm de alt. Flores amarelas, frutos castanhos.","auto",NA,NA,"ESA122636",NA,NA,NA,NA,NA,NA
"256","2019-07-11 10:13:08-03","ESALQ","ESA","122617","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Coccocypselum",NA,"Coccocypselum",NA,NA,NA,NA,NA,"Flores, T.B.","1488","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Trilha a direita após a ponte ao lado do alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Erva, ca. 60cm de alt. Flores roxas.","auto",NA,NA,"ESA122617",NA,NA,NA,NA,NA,NA
"257","2019-07-11 10:08:26-03","ESALQ","ESA","122668","S","Plantae","Magnoliophyta",NA,"Fabaceae","Crotalaria",NA,"Crotalaria",NA,NA,NA,NA,NA,"Flores, T.B.","1539","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arbusto, ca. 1,5m de alt. Flores amarelas, frutos imaturos verdes.","auto",NA,NA,"ESA122668",NA,NA,NA,NA,NA,NA
"258","2019-07-11 10:13:56-03","ESALQ","ESA","122722","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,NA,NA,"Flores, T.B.","1593","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 3m de alt. Flores alvas, botões verdes.","auto",NA,NA,"ESA122722","ESA122722",NA,NA,NA,NA,NA
"259","2019-07-11 10:13:56-03","ESALQ","ESA","122701","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,NA,NA,"Flores, T.B.","1572","2012","10","26","Brasil","Espírito Santo","Ibitirama","Estrada entre os municípios de Iuna e Ibitirama, Beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","669","669",NA,"Árvore, ca. 12m de alt. Frutos castanhos, com sementes marrons e brilhantes, arilo laranja com forte aroma e muito visitado por formigas.","auto",NA,NA,"ESA122701","ESA122701",NA,NA,NA,NA,NA
"260","2019-07-11 10:13:56-03","ESALQ","ESA","122756","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,NA,NA,"Flores, T.B.","1627","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 12m de alt. Frutos verdes.","auto",NA,NA,"ESA122756","ESA122756_1 ESA122756_2",NA,NA,NA,NA,NA
"261","2019-07-11 10:13:56-03","ESALQ","ESA","122775","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,NA,NA,"Flores, T.B.","1646","2012","10","28","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 9m de alt. Flores alvas.","auto",NA,NA,"ESA122775","ESA122775",NA,NA,NA,NA,NA
"262","2019-07-11 10:13:56-03","ESALQ","ESA","122563","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,NA,NA,"Flores, T.B.","1434","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta - estrada entre o centro e o alojamento do ICMBIO - na Beira do Rio.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 9m de alt. Frutos imaturos verdes, amadurecendo amarelos.","auto",NA,NA,"ESA122563","ESA122563",NA,NA,NA,NA,NA
"263","2019-07-11 10:09:42-03","ESALQ","ESA","122568","S","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,NA,NA,NA,"Flores, T.B.","1439","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Subarbusto, ca. 50cm de alt. Flores rosa.","auto",NA,NA,"ESA122568","ESA122568",NA,NA,NA,NA,NA
"264","2019-07-11 10:09:42-03","ESALQ","ESA","122634","S","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,NA,NA,NA,"Flores, T.B.","1505","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta - Sítio do Alemão (Claus - Diva), depois do sítio da Jacutinga.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1168","1168",NA,"Subarbusto, ca. 60cm de alt. Flores roxas","auto",NA,NA,"ESA122634","ESA122634",NA,NA,NA,NA,NA
"265","2019-07-11 10:08:27-03","ESALQ","ESA","122703","S","Plantae","Magnoliophyta",NA,"Fabaceae","Dalbergia",NA,"Dalbergia",NA,NA,NA,NA,NA,"Flores, T.B.","1574","2012","10","26","Brasil","Espírito Santo","Ibitirama","Estrada entre os municípios de Iuna e Ibitirama, Beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 12m de alt. Frutos marrons.","auto",NA,NA,"ESA122703",NA,NA,NA,NA,NA,NA
"266","2019-07-11 10:08:28-03","ESALQ","ESA","122579","S","Plantae","Magnoliophyta",NA,"Fabaceae","Inga",NA,"Inga",NA,NA,NA,NA,NA,"Flores, T.B.","1450","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Árvore, ca. 4m de alt. Frutos imaturos verdes.","auto",NA,NA,"ESA122579",NA,NA,NA,NA,NA,NA
"267","2019-02-22 15:18:19-03","ESALQ","ESA","112507","S","Plantae","Magnoliophyta",NA,"Fabaceae","Inga",NA,"Inga",NA,NA,NA,NA,NA,"Colletta, G.D.","396","2010","01","14","Brasil","Espírito Santo","Ibitirama, distrito de Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA112507","ESA112507",NA,NA,NA,NA,NA
"268","2019-07-11 08:49:09-03","ESALQ","ESA","112561","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Justicia","monticola","Justicia monticola",NA,NA,NA,NA,NA,"Colletta, G.D.","503","2010","04","12","Brasil","Espírito Santo","Ibitirama",NA,"-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"ESA112561",NA,NA,NA,NA,NA,NA
"269","2019-07-11 10:13:23-03","ESALQ","ESA","122781","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Ladenbergia",NA,"Ladenbergia",NA,NA,NA,NA,NA,"Flores, T.B.","1652","2012","10","28","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 7m de alt. Frutos marrons. Mucilagem incolor.","auto",NA,NA,"ESA122781",NA,NA,NA,NA,NA,NA
"270","2019-07-11 10:10:08-03","ESALQ","ESA","122572","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Stigmaphyllon",NA,"Stigmaphyllon",NA,NA,NA,NA,NA,"Flores, T.B.","1443","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Trepadeira, flores amarelas.","auto",NA,NA,"ESA122572","ESA122572",NA,NA,NA,NA,NA
"271","2019-07-11 10:14:31-03","ESALQ","ESA","122571","S","Plantae","Magnoliophyta",NA,"Symplocaceae","Symplocos",NA,"Symplocos",NA,NA,NA,NA,NA,"Flores, T.B.","1442","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Árvore, ca. 5m de alt. Frutos pretos.","auto",NA,NA,"ESA122571","ESA122571",NA,NA,NA,NA,NA
"272","2019-07-11 10:10:52-03","ESALQ","ESA","122588","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","arborea","Tibouchina arborea",NA,"Meyer, F.S.","2013","11",NA,"Flores, T.B.","1459","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Árvore, ca. 12m de alt. Cálice verde, corola e androceu rosa esbranquiçado.","auto",NA,NA,"ESA122588","ESA122588",NA,NA,NA,NA,NA
"273","2019-07-11 10:10:52-03","ESALQ","ESA","122763","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","arborea","Tibouchina arborea",NA,"Meyer, F.S.","2013","11",NA,"Flores, T.B.","1634","2012","10","27","Brasil","Espírito Santo","Ibitirama","Estrada entre os vilarejos de Santa Marta e São José #?# beira da estrada.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 12m de alt. Flores rosa.","auto",NA,NA,"ESA122763","ESA122763",NA,NA,NA,NA,NA
"274","2019-07-11 10:11:05-03","ESALQ","ESA","122655","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,NA,NA,NA,"Flores, T.B.","1526","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Estrada para o alojamento do ICMBIO, lado esquerdo para quem vai sentido ao alojamento, no meio de um maciço de Samambaias.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 10m de alt. Frutos verdes com uma textura amarronzada.","auto",NA,NA,"ESA122655",NA,NA,NA,NA,NA,NA
