"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","previousCatalogNumber","typeStatus","relatedCatalogItem"
"48","2019-07-11 10:11:40-03","ESALQ","ESA","122658","S","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,NA,NA,NA,NA,"Flores, T.B.","1529","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Estrada para o alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 8m de alt. Flores verdes.","auto",NA,NA,"ESA122658","ESA122658",NA,NA,NA,NA,NA
"49","2019-07-11 10:11:40-03","ESALQ","ESA","122711","S","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,NA,NA,NA,NA,"Flores, T.B.","1582","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 4m de alt. Botões verdes.","auto",NA,NA,"ESA122711","ESA122711_1 ESA122711_2",NA,NA,NA,NA,NA
"50","2019-07-11 10:11:40-03","ESALQ","ESA","122692","S","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,NA,NA,NA,NA,"Flores, T.B.","1563","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 4m de alt. Frutos imaturos verdes.","auto",NA,NA,"ESA122692","ESA122692",NA,NA,NA,NA,NA
"51","2019-07-11 10:11:05-03","ESALQ","ESA","122708","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,NA,"Flores, T.B.","1579","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Arvoreta, ca. 3m de alt. Flores e frutos nos ramos e tronco. Flores alvas, frutos imaturos verdes, amadurecendo roxos. Casca fissurada.","auto",NA,NA,"ESA122708",NA,NA,NA,NA,NA,NA
"52","2019-07-11 10:11:05-03","ESALQ","ESA","122709","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,NA,"Flores, T.B.","1580","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Arvoreta, ca. 3m de alt. Flores e frutos nos ramos e tronco. Flores alvas, frutos imaturos verdes, amadurecendo roxos. Casca fissurada.","auto",NA,NA,"ESA122709",NA,NA,NA,NA,NA,NA
"53","2019-07-11 10:11:05-03","ESALQ","ESA","121899","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,NA,"Kuntz, J.","642","2012","03","23","Brasil","Espírito Santo","Ibitirama","Mata do Alemão - Claus (Diva) Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore ca. 5 m alt., botões alvos com corola avermelhada, frutos secos.","auto",NA,NA,"ESA121899",NA,NA,NA,NA,NA,NA
"54","2019-07-11 10:11:05-03","ESALQ","ESA","122710","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,NA,"Flores, T.B.","1581","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Arvoreta, ca. 3m de alt. Flores e frutos nos ramos e tronco. Flores alvas, frutos imaturos verdes, amadurecendo roxos. Casca fissurada.","auto",NA,NA,"ESA122710",NA,NA,NA,NA,NA,NA
"55","2019-07-11 10:11:05-03","ESALQ","ESA","122712","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla",NA,NA,NA,NA,NA,"Flores, T.B.","1583","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 5m de alt. Frutos marrons, sementes vermelhas. Botões imaturos verdes.","auto",NA,NA,"ESA122712",NA,NA,NA,NA,NA,NA
"56","2019-07-11 10:11:05-03","ESALQ","ESA","122717","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla",NA,NA,NA,NA,NA,"Flores, T.B.","1588","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 4m de alt. Frutos marros, sementes vermelhas.","auto",NA,NA,"ESA122717",NA,NA,NA,NA,NA,NA
"57","2019-07-11 10:04:42-03","ESALQ","ESA","122747","S","Plantae","Magnoliophyta",NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,NA,NA,NA,"Flores, T.B.","1618","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Arvoreta, ca. 3m de alt. Frutos roxos.","auto",NA,NA,"ESA122747",NA,NA,NA,NA,NA,NA
"58","2019-07-11 10:04:42-03","ESALQ","ESA","122723","S","Plantae","Magnoliophyta",NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,NA,NA,NA,"Flores, T.B.","1594","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 5m de alt. Frutos verdes, com pedicelo roxo.","auto",NA,NA,"ESA122723",NA,NA,NA,NA,NA,NA
"59","2019-07-11 10:08:41-03","ESALQ","ESA","122599","S","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa",NA,"Mimosa",NA,NA,NA,NA,NA,"Flores, T.B.","1470","2012","10","23","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Estrada para o alojamento do ICMBIO.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 6m de alt. Frutos amarelos esverdeados. Flores amarelas.","auto",NA,NA,"ESA122599",NA,NA,NA,NA,NA,NA
"60","2019-07-11 10:11:05-03","ESALQ","ESA","122641","S","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia",NA,"Mollinedia",NA,NA,NA,NA,NA,"Flores, T.B.","1512","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta, Mata do Calçado, Trilha na Tecnotruta. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1282","1282",NA,"Arvoreta, ca. 3m de alt. Frutos amarelos.","auto",NA,NA,"ESA122641",NA,NA,NA,NA,NA,NA
"61","2019-07-11 10:11:24-03","ESALQ","ESA","122620","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,NA,"Flores, T.B.","1491","2012","10","23","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao lado da ponte da entrada do distrito.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 6m de alt. Frutos imaturos verdes, passando a amarelos, vermelho e amadurecendo pretos - Gosto não agradável.","auto",NA,NA,"ESA122620",NA,NA,NA,NA,NA,NA
"62","2019-07-11 10:11:24-03","ESALQ","ESA","122663","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,NA,"Flores, T.B.","1534","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 3m de alt. Botões verdes.","auto",NA,NA,"ESA122663",NA,NA,NA,NA,NA,NA
"63","2019-07-11 10:11:24-03","ESALQ","ESA","122695","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,NA,"Flores, T.B.","1566","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arvoreta, ca. 3m de alt. Botões alvos.","auto",NA,NA,"ESA122695",NA,NA,NA,NA,NA,NA
"64","2019-07-11 10:11:24-03","ESALQ","ESA","122752","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,NA,"Flores, T.B.","1623","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 10m de alt. Frutos imaturos amarelos.","auto",NA,NA,"ESA122752",NA,NA,NA,NA,NA,NA
"65","2019-07-11 10:11:24-03","ESALQ","ESA","122693","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,NA,"Flores, T.B.","1564","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 4m de alt. Botões e flores alvas.","auto",NA,NA,"ESA122693",NA,NA,NA,NA,NA,NA
"66","2019-07-11 10:11:25-03","ESALQ","ESA","122652","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1523","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arvoreta, ca. 2,5m de alt. Frutos imaturos verdes, passando a vermelhos e amadurecendo pretos. Flores e botões alvos.","auto",NA,NA,"ESA122652",NA,NA,NA,NA,NA,NA
"67","2019-07-11 10:11:25-03","ESALQ","ESA","122653","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1524","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arvoreta, ca. 3m de alt. Flores e botões alvos.","auto",NA,NA,"ESA122653",NA,NA,NA,NA,NA,NA
"68","2019-07-11 10:11:25-03","ESALQ","ESA","122666","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1537","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arvoreta, ca. 2m de alt. Flores alvas.","auto",NA,NA,"ESA122666",NA,NA,NA,NA,NA,NA
"69","2019-07-11 10:11:25-03","ESALQ","ESA","122767","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1638","2012","10","28","Brasil","Espírito Santo","Ibitirama","Santa Marta #?# Na margem do rio calçado, no restaurante Vale dos muriquis (ao lado da Tecnotruta).","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 4m de alt. Frutos imaturos verdes.","auto",NA,NA,"ESA122767",NA,NA,NA,NA,NA,NA
"70","2019-07-11 10:11:25-03","ESALQ","ESA","122687","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1558","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvoe, ca. 5m de alt. Flores e botões alvos.","auto",NA,NA,"ESA122687",NA,NA,NA,NA,NA,NA
"71","2019-07-11 10:11:25-03","ESALQ","ESA","122688","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O. Berg) Kiaersk.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1559","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arvoreta, ca. 3m de alt. Frutos imaturos verdes, amadurecendo pretos.","auto",NA,NA,"ESA122688",NA,NA,NA,NA,NA,NA
"72","2019-07-11 10:11:39-03","ESALQ","ESA","122683","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Lima, D.F.","2016",NA,NA,"Flores, T.B.","1554","2012","10","25","Brasil","Espírito Santo","Ibitirama","Santa Marta - Propriedade abandonada, depois do sítio da Jacutinga e antes do sítio do Alemão (Cláus #?# Diva) #?# Na ramificação da entrada com a entrada do sítio.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 12m de alt. Frutos imaturos verdes amarelados.","auto",NA,NA,"ESA122683",NA,NA,NA,NA,NA,NA
"73","2019-07-11 10:12:53-03","ESALQ","ESA","122753","S","Plantae","Magnoliophyta",NA,"Primulaceae","Myrsine",NA,"Myrsine",NA,NA,NA,NA,NA,"Flores, T.B.","1624","2012","10","27","Brasil","Espírito Santo","Ibitirama","Propriedade Particular (Paulo Kintão). No município de Ibitirama pegar o caminho para o cemitério, estrada de terra à direita em uma baixada. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","795","795",NA,"Árvore, ca. 15m de alt. Frutos imaturos verdes, amadurecendo pretos.","auto",NA,NA,"ESA122753",NA,NA,NA,NA,NA,NA
"74","2019-07-11 10:09:27-03","ESALQ","ESA","122633","S","Plantae","Magnoliophyta",NA,"Lauraceae","Nectandra",NA,"Nectandra",NA,NA,NA,NA,NA,"Flores, T.B.","1504","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta - Sítio do Alemão (Claus - Diva), depois do sítio da Jacutinga.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1168","1168",NA,"Árvore, ca. 12m de alt. Flores alvas. Forte aroma.","auto",NA,NA,"ESA122633",NA,NA,NA,NA,NA,NA
"75","2019-07-11 10:09:10-03","ESALQ","ESA","122646","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius",NA,"Rossini, J.","2014","09",NA,"Flores, T.B.","1517","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta, Mata do Calçado, Trilha na Tecnotruta. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1282","1282",NA,"Epífita, cálice verde, corola roxa.","auto",NA,NA,"ESA122646","ESA122646",NA,NA,NA,NA,NA
"76","2019-07-11 10:12:52-03","ESALQ","ESA","122629","S","Plantae","Magnoliophyta",NA,"Polypodiaceae","Niphidium","crassifolium","Niphidium crassifolium",NA,"Dittrich, V.A.O.","2014","09",NA,"Flores, T.B.","1500","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta - Sítio do Alemão (Claus - Diva), depois do sítio da Jacutinga.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1168","1168",NA,"Coletado no Chão.","auto",NA,NA,"ESA122629",NA,NA,NA,NA,NA,NA
"77","2019-07-11 10:07:13-03","ESALQ","ESA","122727","S","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea",NA,"Sloanea",NA,NA,NA,NA,NA,"Flores, T.B.","1598","2012","10","26","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Árvore, ca. 3,5m de alt. Frutos imaturos verdes.","auto",NA,NA,"ESA122727","ESA122727",NA,NA,NA,NA,NA
"78","2019-07-11 10:09:40-03","ESALQ","ESA","122651","S","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea",NA,"Ocotea",NA,NA,NA,NA,NA,"Flores, T.B.","1522","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 4m de alt. Flores amarelas.","auto",NA,NA,"ESA122651",NA,NA,NA,NA,NA,NA
"79","2019-07-11 10:09:40-03","ESALQ","ESA","122610","S","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya","(Meisn.) Mez","Ribeiro, H.L.","2018","09","21","Flores, T.B.","1481","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Trilha a direita após a ponte ao lado do alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Arvoreta, ca. 3m de alt. Flores alvas.","auto",NA,NA,"ESA122610",NA,NA,NA,NA,NA,NA
"80","2019-07-11 10:11:40-03","ESALQ","ESA","122670","S","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,NA,NA,NA,"Flores, T.B.","1541","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Árvore, ca. 4m de alt. Flores e botões amarelos.","auto",NA,NA,"ESA122670","ESA122670",NA,NA,NA,NA,NA
"81","2019-07-11 10:13:24-03","ESALQ","ESA","122592","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,NA,NA,NA,NA,"Flores, T.B.","1463","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","920","920",NA,"Erva, ca. 80cm de alt. Inflorescência roxa, frutos verdes.","auto",NA,NA,"ESA122592",NA,NA,NA,NA,NA,NA
"82","2019-07-11 10:13:24-03","ESALQ","ESA","122783","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,NA,NA,NA,NA,"Flores, T.B.","1654","2012","10","28","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Arbusto, ca. 2m de alt. Frutos verdes.","auto",NA,NA,"ESA122783",NA,NA,NA,NA,NA,NA
"83","2019-07-11 10:12:08-03","ESALQ","ESA","122777","S","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora",NA,"Passiflora",NA,NA,NA,NA,NA,"Flores, T.B.","1648","2012","10","28","Brasil","Espírito Santo","Ibitirama","Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","803","803",NA,"Trepadeira, Flores rosa, frutos imaturos verdes.","auto",NA,NA,"ESA122777","ESA122777",NA,NA,NA,NA,NA
"84","2019-07-11 10:12:09-03","ESALQ","ESA","112516","S","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"Colletta, G.D.","405","2010","01","15","Brasil","Espírito Santo","Ibitirama, distrito de Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA112516","ESA112516",NA,NA,NA,NA,NA
"85","2019-07-11 10:12:09-03","ESALQ","ESA","122612","S","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"Flores, T.B.","1483","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Trilha a direita após a ponte ao lado do alojamento do ICMBIO. Mata de Encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Erva inteira, espigas verdes.","auto",NA,NA,"ESA122612","ESA122612",NA,NA,NA,NA,NA
"86","2019-07-11 10:12:09-03","ESALQ","ESA","122671","S","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"Flores, T.B.","1542","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Erva, ca. 40cm de alt. Espigas verdes. Face abaxial de algumas folhas e caule roxo.","auto",NA,NA,"ESA122671","ESA122671",NA,NA,NA,NA,NA
"87","2019-07-11 10:12:09-03","ESALQ","ESA","122648","S","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"Flores, T.B.","1519","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta, Mata do Calçado, Trilha na Tecnotruta. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1282","1282",NA,"Subarbusto inteiro, espigas verdes. Sobre pedras.","auto",NA,NA,"ESA122648","ESA122648",NA,NA,NA,NA,NA
