"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","scientificNameAuthorship","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","class","relatedCatalogItem"
"367","2017-09-14 11:42:20-03","MBML","MBML-HERBARIO","39948",NA,"Plantae",NA,NA,"Asclepiadaceae","Marsdenia","loniceroides","Marsdenia loniceroides","Tatiana Konno/XI-2014",NA,NA,"A. P. Fontana; C. Esgario, R. Louzada, C. Moreira & D.H. Krause","2336","2006","08","05",NA,"Brasil","Espírito Santo","Pancas","Parque Nacional dos Pontões Capixabas. Lajinha, propriedade de Vidal Krause. Inselbergue","-40.774889","-19.191472",NA,"310","310",NA,"Arbustiva ca 1m. Rupícola, heliófila. Flores vinho.","MBML039948","MBML039948",NA,"40W46'29,6","19S11'29,3",NA,NA,NA,NA,NA,NA,NA
"368","2017-09-14 11:43:58-03","MBML","MBML-HERBARIO","50812",NA,"Plantae",NA,NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3550","2013","05","23",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.875","-19.231389",NA,"760","760",NA,"Arbusto, ca 1m. Rupícola. Folhas verde discolores, crassa. Frutos laranjas, arilo branco","MBML050812","MBML050812",NA,"40W52'30","19S13'53",NA,NA,NA,NA,NA,NA,NA
"369","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","40195",NA,"Plantae",NA,NA,"Melastomataceae","Merianthera","burlemarxii","Merianthera burlemarxii","R. Goldenberg/2011",NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & E.S. Leal","5747","2009","11","18",NA,"Brasil","Espírito Santo","Pancas","Afloramento em frente a Pedra do Camelo, na margem da rodovia Pancas-Colatina, há 5 km do centro de Pancas. Inselbergue","-40.805","-19.239444",NA,NA,NA,NA,"Arbusto ca 40cm alt., folhas discolores. Flores com hipanto ferrugineo, corola, filetes e gineceu róseos, anteras amarelas","MBML040195","MBML040195",NA,"40W48'18","19S14'22",NA,NA,NA,NA,NA,NA,NA
"370","2017-09-14 11:48:30-03","MBML","MBML-HERBARIO","50800",NA,"Plantae",NA,NA,"Myrsinaceae","Myrsine",NA,"Myrsine",NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3555","2013","05","23",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.875","-19.231389",NA,"760","760",NA,"Arbusto ca 1m. Folhas verde discolores, frutos verdes com sépalas castanhas","MBML050800",NA,NA,"40W52'30","19S13'53",NA,NA,NA,NA,NA,NA,NA
"371","2020-03-04 16:41:35-03","MBML","MBML-HERBARIO","35536",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia","R.F. Almeida/IX-2012",NA,NA,"L.A. Pereira; et al","1600","2008","01","18",NA,"Brasil","Espírito Santo","Pancas","Antes da rampa de pouso","-40.874722","-19.230833",NA,NA,NA,NA,NA,"MBML035536","MBML035536",NA,"40W52'29","19S13'51",NA,NA,NA,NA,NA,NA,NA
"372","2017-09-14 11:42:20-03","MBML","MBML-HERBARIO","40197",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum",NA,"Oxypetalum",NA,NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & E.S. Leal","5751","2009","11","18",NA,"Brasil","Espírito Santo","Pancas","Pedra da colina, há 2 km da rampa de voo livre. Inselbergue","-40.876389","-19.230833",NA,"700","700",NA,"Liana. Folhas discolores. Látex alvo. Flores com cálice e corola creme-esverdeados, corona vinácea","MBML040197","MBML040197",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"373","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","50801",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora",NA,"Passiflora",NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3557","2013","05","23",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.875","-19.231389",NA,"760","760",NA,"Liana, folhas verdes claras. Sépalas creme, pétalas brancas, corona branca, androginóforo verde claro, estames com filetes brancos, anteras amarelas voltadas para apenas um lado. Ovário verde claro","MBML050801",NA,NA,"40W52'30","19S13'53",NA,NA,NA,NA,NA,NA,NA
"374","2017-09-14 11:51:26-03","MBML","MBML-HERBARIO","45720",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia",NA,"Paullinia",NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3549","2013","05","23",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto. Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.875","-19.231389",NA,"760","760",NA,"Liana, em ambiente rupícola, heliófila. Folhas verde discolores. Flores com sépalas verdes, pétalas brancas com centro amarelado","MBML045720",NA,NA,"40W52'30","19S13'53",NA,NA,NA,NA,NA,NA,NA
"375","2017-09-14 11:50:08-03","MBML","MBML-HERBARIO","39935",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","incana","Peperomia incana","V.B. Sarnaglia Jr./2012",NA,NA,"A. P. Fontana; C. Esgario, R. Louzada, C. Moreira & D.H. Krause","2342","2006","08","05",NA,"Brasil","Espírito Santo","Pancas","Parque Nacional dos Pontões Capixabas. Lajinha, propriedade de Vidal Krause. Inselbergue","-40.774889","-19.191472",NA,"310","310",NA,"Terrestre, borda do scrube. Caule e base da inflorescência vermelha. Folhas discolores","MBML039935",NA,NA,"40W46'29,6","19S11'29,3",NA,NA,NA,NA,NA,NA,NA
"376","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","40690",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Phanera",NA,"Phanera",NA,NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5829","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Liana. Flores com cálice castanho, corola alva","MBML040690","MBML040690",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"377","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","47725",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Phanera","smilacina","Phanera smilacina","Haroldo C. de Lima/14-04-2013",NA,NA,"H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7642","2013","04","14",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, estrada para Pedra da Colina, rampa de voo-livre. Vegetação rupestre",NA,"-19.231222",NA,"750","750",NA,"Trepadeira com ramos achatados e gavinhas. Frutos imaturos avermelhados. Ocasional na floresta baixa. Material DNA","MBML047725","MBML047725",NA,"40W52'363","19S13'52,4",NA,NA,NA,NA,NA,NA,NA
"378","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","21011",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","marinana","Pleroma marinana","Fraga/26-XI-2013",NA,"HOLOTIPO","C. N. de Fraga; et al","962","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarada, ereta ca. 3,0m de altura. Folhas com pelos amarelados. Flores lilás, com centro vermelho.","MBML021011","MBML021011",NA,"40W54'33","19S16'27",NA,NA,NA,NA,"4",NA,NA
"379","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","39977",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","marinana","Pleroma marinana","Fraga/26-XI-2013",NA,"PARATIPO","D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","35","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arbusto 1,5m alt., folhas discolores, cálice verde, corola púrpura","MBML039977","MBML039977",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"380","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","50883",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","marinana","Pleroma marinana","C.N. Fraga/13-04-2013",NA,NA,"C. N. de Fraga; H. C. Lima, R. Gribel & M. Lemes","3500","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833",NA,"775","775",NA,"Arbusto ca. 2m, crescendo diretamente em fissuras da rocha. Folhas verdes discolores, indumento verde amarelado na face abaxial. Flores com sépalas verdes, pétalas roxas com base branca, estames lilás-amarelado. Frutos verdes, e quando","MBML050883","MBML050883",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"381","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","40080",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","penduliflora","Pleroma penduliflora","Fraga/26-XI-2013",NA,"PARATIPO","D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","40","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arbusto 2m alt., folhas discolores, inflorescência pêndula, corola verde, cálice roxo, estames róseos, anteras amarelas","MBML040080","MBML040080",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"382","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","48264",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","penduliflora","Pleroma penduliflora","Fraga/31-03-2014",NA,"PARATIPO","D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","40","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arbusto de 2m alt., folhas discolores, inflorescência pêndula, corola verde, cálice roxo, estames róseos, anteras amarelas","MBML048264","MBML048264",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"383","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","50885",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","penduliflora","Pleroma penduliflora","C.N. Fraga/13-04-2013",NA,NA,"C. N. de Fraga; H. C. Lima, R. Gribel & M. Lemes","3505","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833",NA,"775","775",NA,"Arbusto ca. 2m, crescendo diretamente sobre litosolo arenoso sobre pedras. Folhas verdes discolores. Flores com sépalas verdes, pétalas rochas, estames roxo-esbranquiçado","MBML050885","MBML050885",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"384","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","21014",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","penduliflora","Pleroma penduliflora","Fraga/26-XI-2013",NA,"HOLOTIPO","C. N. de Fraga; et al","965","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarado, ereta ca. 1,0m de altura. Caule não alado. Inflorescência pêndula no ápice do ramo. Flores roxas.","MBML021014","MBML021014",NA,"40W54'33","19S16'27",NA,NA,NA,NA,"1",NA,NA
"385","2018-01-30 15:47:21-02","MBML","MBML-HERBARIO","21013",NA,"Plantae",NA,NA,"Polypodiaceae","Polypodium","catharinae","Polypodium catharinae",NA,NA,NA,"C. N. de Fraga; et al","964","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Terrestre em área rupestre ensolarado, soros amarelados.","MBML021013","MBML021013",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"386","2018-01-30 15:47:21-02","MBML","MBML-HERBARIO","21102",NA,"Plantae",NA,NA,"Polytrichaceae","Polytrichum","juniperinum","Polytrichum juniperinum","J. Rossini/VII-2003",NA,NA,"C. N. de Fraga; et al","976","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Filídeos da base castanhos e ápice esverdeado. Esporófito de base castanha e ápice esverdeado.","MBML021102",NA,NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"387","2017-09-14 11:26:07-03","MBML","MBML-HERBARIO","5422",NA,"Plantae",NA,NA,"Portulacaceae","Portulaca","oleracea","Portulaca oleracea","L. Kollmann/03-11-2016",NA,NA,"H. Q. Boudet Fernandes","2657","1988","12","09",NA,"Brasil","Espírito Santo","Pancas","Estrada Pancas X V. Verde","-40.851389","-19.225278",NA,NA,NA,NA,"Erva, haste rosada. Flor amarela, ao sol. Herb. Culta. (jardim rupestre).","MBML005422",NA,NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"388","2017-09-14 11:51:17-03","MBML","MBML-HERBARIO","40047",NA,"Plantae",NA,NA,"Sapindaceae",NA,NA,NA,NA,NA,NA,"D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","44","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Liana. Folhas concolores, cálice alvo esverdeado, corola alvo-amarelada, estames alvo-esverdeados","MBML040047",NA,NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"389","2017-09-14 11:27:28-03","MBML","MBML-HERBARIO","5475",NA,"Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","in dupl.: Lana Sylvestre/1997",NA,NA,"H. Q. Boudet Fernandes","2666","1988","12","09",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.851389","-19.225278",NA,NA,NA,NA,"Erva sobre substrato úmido, pouco espesso, sobre pedra. Ao sol.","MBML005475","MBML005475",NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"390","2017-09-14 11:27:28-03","MBML","MBML-HERBARIO","5474",NA,"Plantae",NA,NA,"Selaginellaceae","Selaginella","sellowii","Selaginella sellowii","in dupl.: Lana Sylvestre/1997",NA,NA,"H. Q. Boudet Fernandes","2668","1988","12","09",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.851389","-19.225278",NA,NA,NA,NA,"Pteridófita herbácea. Sobre substrato úmido, pouco espesso. Na rocha. Ao sol. Herb. Cult. (jardim rupestre).","MBML005474","MBML005474",NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"391","2017-09-14 11:44:29-03","MBML","MBML-HERBARIO","39953",NA,"Plantae",NA,NA,"Compositae","Senecio","hortensiae","Senecio hortensiae","A.M. Teles/VIII-2015",NA,"ISOTIPO","A. P. Fontana; C. Esgario, R. Louzada, C. Moreira & D.H. Krause","2344","2006","08","05",NA,"Brasil","Espírito Santo","Pancas","Parque Nacional dos Pontões Capixabas. Lajinha, propriedade de Vidal Krause. Inselbergue","-40.774889","-19.191472",NA,"310","310",NA,"Arbustiva ca 1m. Rupícola heliófila. Flores amarelas.","MBML039953","MBML039953",NA,"40W46'29,6","19S11'29,3",NA,NA,NA,NA,NA,NA,NA
"392","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","40691",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Senegalia",NA,"Senegalia",NA,NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5828","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Árvore de 8m alt. Frutos verdes","MBML040691","MBML040691",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"393","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","40693",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna",NA,"Senna",NA,NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5832","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arbusto na borda de mata. Flores com cálice castanho, corola e estames amarelos, gineceu verde","MBML040693","MBML040693",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"394","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","5441",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna",NA,"Senna",NA,NA,NA,"H. Q. Boudet Fernandes","2659","1988","12","09",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.851389","-19.225278",NA,NA,NA,NA,"Sub arbusto 20cm, flores amarelas, frutos verdes, ao sol.","MBML005441","MBML005441",NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"395","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","21022",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","affinis","Senna affinis","A. Gibau/18-03-2019",NA,NA,"C. N. de Fraga; et al","973","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Trepadeira em sub-bosque de mata, flores amarelas.","MBML021022","MBML021022",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"396","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","47740",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata","A. Gibau/19-03-2019",NA,NA,"H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7630","2013","03","14",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, estrada para Pedra da Colina, rampa de voo-livre. Vegetação rupestre","-40.876667","-19.231222",NA,"750","750",NA,"Arbusto escandente, sobre árvore de 7m alt., flores com cálice amarelo-esverdeado e corola amarela, estames amarelados e gineceu esverdeado. Ocasional na floresta baixa no entorno de afloramento. Material DNA","MBML047740","MBML047740",NA,"40W52'36","19S13'52,4",NA,NA,NA,NA,NA,NA,NA
"397","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","21021",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata","A. Gibau/19-03-2019",NA,NA,"C. N. de Fraga; et al","972","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Trepadeira em sub-bosque de mata, flores amarelas.","MBML021021","MBML021021",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"398","2017-09-14 11:51:28-03","MBML","MBML-HERBARIO","40002",NA,"Plantae",NA,NA,"Sapindaceae","Serjania",NA,"Serjania",NA,NA,NA,"A. P. Fontana; C. Esgario, R. Louzada, C. Moreira & D.H. Krause","2338","2006","08","05",NA,"Brasil","Espírito Santo","Pancas","Parque Nacional dos Pontões Capixabas. Lajinha, propriedade de Vidal Krause. Inselbergue","-40.774889","-19.191472",NA,"310","310",NA,"Trepadeira, heliófila. Frutos verdes.","MBML040002",NA,NA,"40W46'29,6","19S11'29,3",NA,NA,NA,NA,NA,NA,NA
"399","2017-09-14 11:20:28-03","MBML","MBML-HERBARIO","5480",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","brasiliensis","Sinningia brasiliensis","I. C. San Martin Gajardo/2000",NA,NA,"H. Q. Boudet Fernandes","2675","1988","12","09",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.851389","-19.225278",NA,NA,NA,NA,"Erva ereta, 60cm. Haste rosada. Flor verde com pontuações marron-purpúreas. Ao sol. Herb. Culta. (jardim rupestre).","MBML005480","MBML005480",NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"400","2019-10-03 16:40:52-03","MBML","MBML-HERBARIO","54185",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna","guianensis","Siparuna guianensis",NA,NA,NA,"J. Külkamp; C.N. Fraga, P.M.L.A. Santos & P.H.A. Figueiredo","968","2019","07","17",NA,"Brasil","Espírito Santo","Pancas","Estrada subindo para a pista de vôo livre. Próximo da estrada em mata alta que leva a rampa de vôo livre","-40.880278","-19.234722",NA,"553","553",NA,"Altura 3m. Habitat: Interior de mata alta (20m) úmido, solo profundo, com baixa incidencia de luz. Hábito/Forma de vida: Arbusto pouco ramificado, DAP 15cm, folhas concolores de cheiro forte. Botões verdes","MBML054185","MBML054185",NA,"40W52'49","19S14'5",NA,NA,NA,NA,NA,NA,NA
"401","2019-10-03 16:40:52-03","MBML","MBML-HERBARIO","54182",NA,"Plantae",NA,NA,"Solanaceae","Solanum",NA,"Solanum",NA,NA,NA,"J. Külkamp; C.N. Fraga, P.M.L.A. Santos & P.H.A. Figueiredo","969","2019","07","17",NA,"Brasil","Espírito Santo","Pancas","Estrada subindo para a pista de vôo livre. 2 km após o início da estrada vicinal, na margem do barranco","-40.880278","-19.240278",NA,"553","553",NA,"Altura 1,5m. Habitat: Floresta Estacional, em ambiente aberto próximo da estrada. Hábito/Forma de vida: Arbusto com folhas sedosas, espinhos em todo o caule, flores amarelas","MBML054182","MBML054182",NA,"40W52'49","19S14'25",NA,NA,NA,NA,NA,NA,NA
"402","2018-07-26 08:56:10-03","MBML","MBML-HERBARIO","50813",NA,"Plantae",NA,NA,"Solanaceae","Solanum","aff. caelicola","Solanum aff. caelicola","M.R. Rodrigues/2018",NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3553","2013","05","23",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.875","-19.231389",NA,"760","760",NA,"Arbusto, ca 1m. Folhas verde discolores, tricomas brancos. Flores com sépalas verdes, pétalas brancas com listra vinosa, estames amarelos","MBML050813",NA,NA,"40W52'30","19S13'53",NA,NA,NA,NA,NA,NA,NA
"403","2017-09-14 11:47:25-03","MBML","MBML-HERBARIO","50882",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.N. Fraga/13-04-2013",NA,NA,"C. N. de Fraga; H. C. Lima, R. Gribel & M. Lemes","3501","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833",NA,"775","775",NA,"Planta reptante na rocha, folhas verdes discolores. Flores com sépalas verdes, pétalas amarelas, estames amarelados","MBML050882","MBML050882",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"404","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","47723",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Swartzia","acutifolia","Swartzia acutifolia","Haroldo C. de Lima/25-Fev.-2014",NA,NA,"H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7645","2013","04","14",NA,"Brasil","Espírito Santo","Pancas","Estrada para Pedra da Colina, ca 1km após o trevobituba. Km 9",NA,"-19.237111",NA,"329","329",NA,"Árvore com 18m de altura. Tronco com casca escamosa, pardacenta, DAP ca 1,2m. Frutos imaturos sub-aureo-tomentosos. Indivíduo remanescente em área degradada. Material DNA","MBML047723","MBML047723",NA,"40W54'354","19S14'13,6",NA,NA,NA,NA,NA,NA,NA
"405","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","5421",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos",NA,NA,NA,"H. Q. Boudet Fernandes","2279","1988","12","09",NA,"Brasil","Espírito Santo","Pancas","Estrada Pancas X V. Verde","-40.866667","-19.225278",NA,NA,NA,NA,"Os dados desta ficha foi registrado do banco de dados, a original se perdeu na enchente de 18/12/2000.","MBML005421",NA,NA,"40W51'60","19S13'31",NA,NA,NA,NA,NA,NA,NA
"406","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","5448",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana",NA,NA,NA,"H. Q. Boudet Fernandes","2678","1988","12","09",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.851389","-19.225278",NA,NA,NA,NA,"Nome vulgar: coco de pedra. Arbustiva 3m. Estipes 8, até 40 x 90cm com cicatrizes foliares agudas. Folhas arqueadas, 14 por estipe. Folíolos (aproximadamente dos 2/3 distais) pêndulos, os outros deflexos. Frutos verdes, alaranjados e c","MBML005448",NA,NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"407","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","6326",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana",NA,NA,NA,"L. R. Noblick; et al","4838","1992","03","10",NA,"Brasil","Espírito Santo","Pancas","3 KM NW of town on the road Pancas/Vila Verde","-40.851389","-19.225278",NA,NA,NA,NA,"Palmeirinho is the common name. Clustered palm with 2-5m x 8-10cm trunk. 7-11 LEAVES in crown, spirally arranged and spreading. Leaf sheath plus petiole is 80-100cm long with a true leaf petiole only 18-30cm long with smooth margins an","MBML006326",NA,NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"408","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","40712",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","corymbosa","Tibouchina corymbosa","F.S. Meyer/11-04-2016",NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5826","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arvoreta ca 3m alt. Fores com cálice verde, corola roxa, estames róseos, gineceu vináceo","MBML040712","MBML040712",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"409","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","40056",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","fissinervia","Tibouchina fissinervia","L. Kollmann & R. Goldenberg/2015",NA,NA,"D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","45","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Árvore ca 10m alt., folhas discolores, cálice, corola gineceu e estames purpúreos. Muito frequente, grande florada","MBML040056","MBML040056",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
