"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","scientificNameAuthorship","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","class","relatedCatalogItem"
"639","2019-11-07 11:15:53-03","UFMG","BHCB-SL","119457","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","delgadii","Cyathea delgadii","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13448","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas","-40.8775","-19.234722",NA,"665","665",NA,NA,NA,NA,NA,"-40.8775","-19.234722","Sternb.","05","19",NA,NA,NA,NA
"640","2019-11-07 11:15:57-03","UFMG","BHCB-SL","132662","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","microdonta","Cyathea microdonta","Salino, A","2009",NA,"Parauapebas; Megale, ME; Arruda, AJ","14464","2009","08","26","América","Brasil","Espírito Santo","Pancas","Sítio Floresta","-40.787639","-20.535278",NA,"150","150",NA,NA,NA,NA,NA,"-40.787639","-20.535278","(Desv.) Domin","08","26",NA,NA,NA,NA
"641","2019-11-07 11:15:04-03","UFMG","BHCB-SL","132635","PreservedSpecimen","Plantae",NA,NA,"Athyriaceae","Diplazium","cristatum","Diplazium cristatum","Megale, ME; Salino, A","2010",NA,"Salino, A; Megale, ME; Arruda, AJ","14437","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta., Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em barranco, perto de córrego.",NA,NA,NA,"-40.787639","-20.535278","(Desr.) Alston","05",NA,NA,NA,NA,NA
"642","2019-11-07 11:19:35-03","UFMG","BHCB-SL","119441","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","Arruda, AJ; Salino, A","2008",NA,"Salino, A","13432","2008","05","18","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Próximo a propriedade da família Stur","-40.795","-19.201944",NA,"135","135",NA,"Terrestre na borda de floresta.",NA,NA,NA,"-40.795","-19.201944","(Raddi) J.Sm.","09",NA,NA,NA,NA,NA
"643","2019-11-07 11:19:35-03","UFMG","BHCB-SL","120363","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","Salino, A","2008",NA,"Salino, A","13461","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para vôo livre.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em ilha de vegetação no afloramento.",NA,NA,NA,"-40.8775","-19.234722","(Raddi) J.Sm.","05","19",NA,NA,NA,NA
"644","2019-11-07 11:15:23-03","UFMG","BHCB-SL","132644","PreservedSpecimen","Plantae",NA,NA,"Athyriaceae","Hemidictyum","marginatum","Hemidictyum marginatum","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14446","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre no barranco, perto de córrego, borda de mata.",NA,NA,NA,"-40.787639","-20.535278","(L.) C.Presl","08","26",NA,NA,NA,NA
"645","2019-11-07 11:19:50-03","UFMG","BHCB-SL","120362","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","Salino, A","2008",NA,"Salino, A","13460","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a Pedra do Vôo Livre","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em barranco na beira de estrada.",NA,NA,NA,"-40.8775","-19.234722","(Lam.) Raddi","05","19",NA,NA,NA,NA
"646","2019-12-19 16:19:18-03","UFMG","BHCB-SL","119459","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Palhinhaea","cernua","Palhinhaea cernua","Salino, A",NA,NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13450","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre, Floresta Estacional Semidecidual.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em barranco de estrada.",NA,NA,NA,"-40.8775","-19.234722","(L.) Franco & Vasc.",NA,NA,NA,NA,NA,NA
"647","2020-02-11 18:26:16-03","UFMG","BHCB-SL","132646","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pecluma",NA,"Pecluma",NA,NA,NA,"Salino, A; Megale, ME; Arruda, AJ","14448","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Rupícola no interior de mata, margem de córrego.",NA,NA,NA,"-40.787639","-20.535278","M.G.Price",NA,NA,NA,NA,NA,NA
"648","2020-02-11 18:26:32-03","UFMG","BHCB-SL","132636","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14438","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta, Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em barranco, perto de córrego.",NA,NA,NA,"-40.787639","-20.535278","(L.) Link","08","26",NA,NA,NA,NA
"649","2019-11-07 11:17:03-03","UFMG","BHCB-SL","119455","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13446","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, subida para a pedra de Vôo livre, Floresta Estacional Semidecidual.","-40.8775","-19.234722",NA,"665","665",NA,"Hemiepífita na borda de floresta.",NA,NA,NA,"-40.8775","-19.234722","Schott","05","19",NA,NA,NA,NA
"650","2019-11-07 11:20:13-03","UFMG","BHCB-SL","119449","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","leptophylla","Pteris leptophylla",NA,NA,NA,"Salino, A","13440",NA,NA,NA,"América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de vôo Livre","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre na borda de floresta.",NA,NA,NA,"-40.8775","-19.234722","Sw.",NA,NA,NA,NA,NA,NA
"651","2019-11-07 11:20:13-03","UFMG","BHCB-SL","132652","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","plumula","Pteris plumula","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14454","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em barranco, perto de córrego.",NA,NA,NA,"-40.787639","-20.535278","Desv.","08","26",NA,NA,NA,NA
"652","2019-11-07 11:20:13-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","plumula","Pteris plumula","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14454","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em barranco, perto de córrego.",NA,NA,NA,"-40.787639","-20.535278","Desv.","08","26",NA,NA,NA,NA
"653","2019-11-07 11:20:30-03","UFMG","BHCB-SL","119438","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13429","2008",NA,NA,"América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Próximo a propriedade da família Stur, Floresta Estacional Semideicidual.","-40.795","-19.201944",NA,"135","135",NA,"Sobre rocha úmida na borda de afloramento rochoso.",NA,NA,NA,"-40.795","-19.201944","(Arn.) Spring","05","18",NA,NA,NA,NA
"654","2019-11-07 11:20:30-03","UFMG","BHCB-SL","120366","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13464","2008",NA,NA,"América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre, Floresta Estacional Semideicidual.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em ilha de vegetação no afloramento.",NA,NA,NA,"-40.8775","-19.234722","(Arn.) Spring","05","19",NA,NA,NA,NA
"655","2019-12-19 16:21:03-03","UFMG","BHCB-SL","190500","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Salino, A",NA,NA,"Paula, LFA de; Azevedo, LO; Forzza, RC","892","2016","03","11","América","Brasil","Espírito Santo","Pancas","Pedra da Colina","-40.876667","-19.231111",NA,"745","745",NA,"Em ilha de vegetação sobre inselberg. Subarbusto.","BHCB190500",NA,NA,"-40.876667","-19.231111","(Arn.) Spring",NA,NA,NA,NA,NA,NA
"656","2019-12-19 16:19:38-03","UFMG","BHCB-SL","179768","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","jungermannioides","Selaginella jungermannioides","Salino, A",NA,NA,"Moura, LC; Salino, A; Moura, IO","46","2015","11","17","América","Brasil","Espírito Santo","Pancas","Fazenda da familia Stur, Córrego Palmital.","-40.795556","-19.202222",NA,"200","200",NA,"Rupícola. Erva prostrada em rocha. Dried in alcohol 70%.",NA,NA,NA,"-40.795556","-19.202222","(Gaudich.) Spring",NA,NA,NA,NA,NA,NA
"657","2019-11-07 11:20:39-03","UFMG","BHCB-SL","119445","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Heringer, G","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13436","2008",NA,NA,"América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre, Floresta Estacional Semidecidual.","-40.8775","-19.234722",NA,"665","665",NA,"Sobre rocha na borda de floresta.",NA,NA,NA,"-40.8775","-19.234722","Spring","06",NA,NA,NA,NA,NA
"658","2019-11-07 11:20:39-03","UFMG","BHCB-SL","132642","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Heringer, G","2010",NA,"Salino, A; Megale, ME; Arruda, AJ","14444","2009",NA,NA,"América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Erva rupícola, na margem de córrego no interior de mata.",NA,NA,NA,"-40.787639","-20.535278","Spring","02",NA,NA,NA,NA,NA
"659","2019-12-19 16:19:38-03","UFMG","BHCB-SL","179769","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Salino, A",NA,NA,"Moura, LC; Salino, A; Moura, IO","47","2015","11","17","América","Brasil","Espírito Santo","Pancas","Fazenda da familia Stur, Córrego Palmital.","-40.795556","-19.202222",NA,"200","200",NA,"Rupícola. Erva ereta, decumbente. Dried in alcohol 70%.",NA,NA,NA,"-40.795556","-19.202222","Spring",NA,NA,NA,NA,NA,NA
"660","2019-12-19 16:19:38-03","UFMG","BHCB-SL","190499","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","sellowii","Selaginella sellowii","Salino, A",NA,NA,"Paula de, LFA; Azevedo, LO; Forzza, RC","893","2016","03","11","América","Brasil","Espírito Santo","Pancas","Pedra da Colina","-40.876667","-19.231111",NA,"725","725",NA,"Em ilha de vegetção sobre inselberg. Erva rupícula.",NA,NA,NA,"-40.876667","-19.231111","Hieron.",NA,NA,NA,NA,NA,NA
"661","2019-11-07 11:19:14-03","UFMG","BHCB-SL","119452","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13443","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre, Floresta Estacional Semidecidual.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em barranco de estrada.",NA,NA,NA,"-40.8775","-19.234722","(Sw.) A.R.Sm.","05","19",NA,NA,NA,NA
"662","2019-11-07 11:20:34-03","UFMG","BHCB-SL","179770","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Góes-Neto, LAA","2015",NA,"Moura, LC; Salino, A; Moura, IO","48","2015","11","17","América","Brasil","Espírito Santo","Pancas","Córrego Palmital, Fazenda da família Stur.","-40.8513984680176","-19.2250003814697","32475","200","200",NA,"Rupícula. Dried in alcohol 70%.",NA,NA,"auto",NA,NA,"(Arn.) Spring","11","12",NA,NA,NA,NA
"663","2019-11-07 11:19:50-03","UFMG","BHCB-SL","132658","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14460","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Rupícola em pasto.",NA,NA,"auto",NA,NA,"(Lam.) Raddi","08","26",NA,NA,NA,NA
"664","2019-12-19 16:18:54-03","UFMG","BHCB-SL","108385","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","Salino, A",NA,NA,"Fernandes, HQB","2667","1988","12","09","América","Brasil","Espírito Santo","Pancas","Próximo da rodovia Colatina - Pancas.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Samambaia herbácea. Folhas verdes clara.&nf;*Ficha muito borrada.",NA,NA,"auto",NA,NA,"(Sav.) Sw.",NA,NA,NA,NA,NA,NA
"665","2019-10-16 14:11:54-03","UEL","FUEL","55811","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos",NA,"Symplocos",NA,"2018",NA,"Moraes, PLR; Werff, H van der; Pontes, TA; Cruz, M","4719","2015","01","29",NA,"Brasil","Espirito Santo","Pancas","trilha para a Pedra da Colina","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Árvore 6m, frutos verdes","FUEL055811",NA,"auto",NA,NA,NA,"10",NA,NA,NA,NA,NA
"666","2019-10-03 10:04:11-03","UFSCar","SORO","7507","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","G.S. Siqueira","2015",NA,NA,"7315","2014","12","02",NA,"Brasil","Espírito Santo","Pancas","Área de montanha. Estrada - Lajinha. UTM X:311981 Y:7873581.","-40.8513984680176","-19.2250003814697","32475","146","146",NA,"Nome vulgar: Batinga rosa; Altura: 18m; Porte: Arbóreo; Forma de vida: terrestre; Cor/Botão: branco; Cor/Flor: branca.",NA,NA,"auto",NA,NA,"O.Berg","03","20",NA,NA,NA,NA
"667","2019-11-28 15:44:42-03","UFU","HUFU","58912","S","Plantae",NA,NA,"Asteraceae","Verbesina",NA,"Verbesina",NA,NA,NA,"Forzza, R.C.; Silva, J.; Hemeljeviski, K.V. & Saraiva, D.P.","5835","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina","-40.876389","-19.230833",NA,"700","700",NA,"Arvoreta, ca. de 4 m. altura. folhas glaucas na face abaxial. Flores róseas.; Floresta Estacional","HUFU00056301","HUFU00056301",NA,"-40.876389","-19.230833",NA,NA,NA,NA,NA,NA,NA
"668","2019-11-28 15:46:03-03","UFU","HUFU","78595","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Sylvestre, L.",NA,NA,"Pereira, O.J.; Fernandes, H.Q.B.","2332","1991","07","13",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo, Mata Atlântica e afloramento rochoso ao lado da rodovoa que chega à Pancas, ao seu lado esquerdo.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Planta florescendo em grandes tufos, quando seca, muito quebradiça.","HUFU00076210",NA,"auto",NA,NA,"(Arn.) Spring",NA,NA,NA,NA,NA,NA
"669","2019-05-06 11:52:14-03","UFU","HUFU","72378","S","Plantae",NA,NA,"Asteracaeae",NA,NA,NA,NA,NA,NA,"Forzza, R.C.; Paulla, L.F.A. de","8746","2016","03","11",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina","-40.876667","-19.231111",NA,"745","745",NA,"Arbusto, 1,5m altura. Flores róseas.; Borda de mata alterada. Inselbergue com floresta alterada","HUFU00059199","HUFU00059199",NA,"-40.876667","-19.231111",NA,NA,NA,NA,NA,NA,NA
"670","2019-11-28 15:45:16-03","UFU","HUFU","68256","S","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,"Shepherd, G.J.; Semir, J.; Andrade, J.B. & Leite, V.","5875","1977","09","08",NA,"Brasil","Espírito Santo","Vale de Pancas","Ca. 60 Km. Noroeste de Colatina, Em costa de rochas graníticas.",NA,NA,NA,NA,NA,NA,"Arbusto baixo de 50 cm; Sulculento; flores purpuras.; Rochas.","HUFU00068853","HUFU00068853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2019-05-06 11:53:12-03","UFU","HUFU","72379","S","Plantae",NA,NA,"Asteraceae","Eremanthus",NA,"Eremanthus",NA,NA,NA,"Paulla, L.F.A. de; Azevedo, L.O. & Forzza, R.C.","886","2016","03","11",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina","-40.876667","-19.231111",NA,"745","745",NA,"Capítulos lilases; folhas discolores. 2,5 metros. Arbóreo; Em capão de marta sobre inselberg (escrube)","HUFU00059200","HUFU00059200",NA,"-40.876667","-19.231111",NA,NA,NA,NA,NA,NA,NA
"672","2019-02-07 09:49:23-02","MN","R-TIPOS","37504a","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","grazielae","Mandevilla grazielae","Sales, M.F.","1993","Isoparatypus","Bruno, E.A.; Mello Filho, L.E.","91","1942","07","11",NA,"Brasil","Espírito Santo","Pancas","Aldeiamento dos índios","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037504a","R000037504a_001","auto",NA,NA,"M.F. Sales, Kin.-Gouv. & A.O. Simões","06","24",NA,NA,NA,NA
"673","2019-02-07 09:49:23-02","MN","R-TIPOS","37504","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","grazielae","Mandevilla grazielae","Sales, M.F.","1993","Paratypus","Bruno, E.A.; Mello Filho, L.E.","91","1942","07","11",NA,"Brasil","Espírito Santo","Pancas","Aldeiamento dos índios","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037504","R000037504_001","auto",NA,NA,"M.F. Sales, Kin.-Gouv. & A.O. Simões","06","24",NA,NA,NA,NA
"674","2019-02-07 09:49:51-02","MN","R-TIPOS","37647b","S","Plantae",NA,NA,"Rubiaceae","Ixora","emygdioi","Ixora emygdioi","Di Maio, F.R.","2004","Isotypus","Bueno, E.A.; Mello Filho, L.E.","191","1942","07","11",NA,"Brasil","Espírito Santo","Pancas","margem esquerda do rio Pancas","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037647b","R000037647b_001","auto",NA,NA,"Di Maio & Peixoto","04","29",NA,NA,NA,NA
"675","2019-02-07 09:49:51-02","MN","R-TIPOS","37647","S","Plantae",NA,NA,"Rubiaceae","Ixora","emygdioi","Ixora emygdioi","Di Maio, F.R.","2004","Holotypus","Bueno, E.A.; Mello Filho, L.E.","191","1942","07","11",NA,"Brasil","Espírito Santo","Pancas","margem esquerda do rio Pancas","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037647","R000037647_001","auto",NA,NA,"Di Maio & Peixoto","04","29",NA,NA,NA,NA
"676","2019-02-07 09:49:51-02","MN","R-TIPOS","37647a","S","Plantae",NA,NA,"Rubiaceae","Ixora","emygdioi","Ixora emygdioi","Di Maio, F.R.","2004","Isotypus","Bueno, E.A.; Mello Filho, L.E.","191","1942","07","11",NA,"Brasil","Espírito Santo","Pancas","margem esquerda do rio Pancas","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037647a","R000037647a_001","auto",NA,NA,"Di Maio & Peixoto","04","29",NA,NA,NA,NA
"677","2019-02-07 09:49:51-02","MN","R-TIPOS","37647c","S","Plantae",NA,NA,"Rubiaceae","Ixora","emygdioi","Ixora emygdioi","Di Maio, F.R.","2004","Isotypus","Bueno, E.A.; Mello Filho, L.E.","191","1942","07","11",NA,"Brasil","Espírito Santo","Pancas","margem esquerda do rio Pancas","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037647c","R000037647c_001","auto",NA,NA,"Di Maio & Peixoto","04","29",NA,NA,NA,NA
"678","2019-02-07 09:49:44-02","MN","R-TIPOS","37633","S","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae",NA,NA,"Paratypus","Bueno, E.A. ; Mello Filho, L.E.",NA,"1942","07","11",NA,"Brasil","Espirito Santo","Pancas","Rio Pancas","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"R000037633","R000037633_001","auto",NA,NA,"Sacco",NA,NA,NA,NA,NA,NA
"679","2019-09-30 11:23:10-03","IF","SPSF","48141","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,NA,"D.A.Folli","6797","2011","02","10","América do Sul","Brasil","ES","Pancas",NA,"-40.758333","-19.231111",NA,NA,NA,NA,"COLETA: Arbóreo; fruto maduro roxo; fruto imaturo verde; exsudação branca-latex; descamação ausente; forma do fuste: cilíndrico; altura total: 20m; altura do fuste:10m; cap fuste: 50cm; diâmetro da copa: 5m&nf;Sapota roxa&nf;1 duplicata; GEOGRAFIA: Estrada:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"680","2019-09-30 11:24:33-03","IF","SPSF","51217","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea",NA,"Ocotea",NA,NA,NA,"P.L.R. de Moraes & H.van der Werff & T.A. Pontes","4730","2015","01","29","América do Sul","Brasil","ES","Pancas","Córrego São Luiz","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"COLETA: Árvore 18 m, flores brancas;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
