"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","monthIdentified","class","dayIdentified","coordinatePrecision","previousCatalogNumber","geoFlag","typeStatus","infraspecificEpithet","relatedCatalogItem"
"158","2019-12-06 15:06:57-03","MBM","MBM","85364","S","Plantae",NA,NA,"Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","(Spreng.) A. DC.","Renner, S.S.",NA,"Hatschbach, G.","46697","1983","08","04","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM085364","MBM085364",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"159","2019-12-06 15:19:16-03","MBM","MBM","84977","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ruelliaefolia","Psychotria ruelliaefolia","(Cham. & Schltdl.) Müll. Arg.","s",NA,"Hatschbach, G.; et al.; et al.","46880",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM084977","MBM084977",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"160","2019-12-06 14:35:09-03","MBM","MBM","85339","S","Plantae",NA,NA,"Begoniaceae","Begonia","digitata","Begonia digitata rufescens","Irmcher ex Char.","Smith, S.F.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46877","1983","10","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"ISOTYPUS como B. latior Smith & Wasshausen","MBM085339","MBM085339",NA,NA,NA,"30072",NA,"auto",NA,"rufescens",NA
"161","2019-12-06 14:34:56-03","MBM","MBM","84229","S","Plantae",NA,NA,"Asteraceae","Vernonia","tijucana","Vernonia tijucana","(Glaz.) Ekman","Robinson, H.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","49414","1985","06","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM084229","MBM084229",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"162","2019-12-06 14:38:53-03","MBM","MBM","90038","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Lombardi, J.A.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46878",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090038","MBM090038",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"163","2019-12-06 14:37:27-03","MBM","MBM","85436","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","platzmani","Vriesea platzmani","Mez","Leme, E.M.C.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46872","1982","10","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Epífita.","MBM085436","MBM085436",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"164","2019-12-06 15:04:41-03","MBM","MBM","97840","S","Plantae",NA,NA,"Melastomataceae","Leandra","fallax","Leandra fallax","(Cham.) Cogn.","Wurdack, J.J.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48632",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-162","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097840","MBM097840",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"165","2019-12-06 15:06:47-03","MBM","MBM","143629","S","Plantae",NA,NA,"Meteoriaceae","Pilotrichella","subpachygastrella","Pilotrichella subpachygastrella","Broth.","D. Griffin, I.I.I.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55576","1991","06","16","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-162","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"+ Brypteris fruticosa T. Tayl. (Lejeuneaceae, Hepaticae)","MBM143629",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"166","2019-12-06 14:33:08-03","MBM","MBM","99186","S","Plantae",NA,NA,"Asteraceae","Mikania","perhirta","Mikania perhirta","R.M. King & H. Rob.","Robinson, H.","1988","Hatschbach, G.; Silva, J.M.; Silva, J.M.","48628","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Volúvel, capítulos creme. Orla da mata pluvial","MBM099186","MBM099186",NA,NA,NA,"30072",NA,"auto","HOLOTYPE",NA,NA
"167","2019-12-06 14:27:59-03","MBM","MBM","97865","S","Plantae",NA,NA,"Araceae","Philodendron","hatschbachii","Philodendron hatschbachii","Nadruz & Mayo","Mayo, S.","1986","Hatschbach, G.; Silva, J.M.; Silva, J.M.","48621","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Crescendo ao longo do tronco de árvores da mata pluvial","MBM097865","MBM097865",NA,NA,NA,"30072",NA,"auto","PARATYPE",NA,NA
"168","2019-12-06 15:04:04-03","MBM","MBM","144842","S","Plantae",NA,NA,"Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Del Rei, M.","2010","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55566","1991","06","16","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR 262","-41.4131011962891","-20.4641990661621",NA,NA,"1000","1000",NA,"Trepadeira, flores verdes, anteras alvas. Mata pluvial","MBM144842","MBM144842","05",NA,"06","30072",NA,"auto",NA,NA,NA
"169","2019-12-06 15:14:25-03","MBM","MBM","76143","S","Plantae",NA,NA,"Poaceae","Dichanthelium","caparoense","Dichanthelium caparoense","(Zuloaga & Morrone) Zuloaga","Viana, P.L.","2008","Hatschbach, G.; Guimarães, O.; Guimarães, O.","45170","1982","07","21","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR 262.","-41.4131011962891","-20.4641990661621",NA,NA,"1000","1000",NA,"Cespitosa, folhas vinosas. Mata pluvial.","MBM076143","MBM076143","12",NA,NA,"30072",NA,"auto",NA,NA,NA
"170","2019-12-06 15:11:46-03","MBM","MBM","99605","S","Plantae",NA,NA,"Orchidaceae","Oncidium","divaricatum","Oncidium divaricatum","Lindl.","Chase, M.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48634","1984","12","01","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Epífita.","MBM099605","MBM099605",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"171","2019-12-06 14:36:10-03","MBM","MBM","97894","S","Plantae",NA,NA,"Blechnaceae","Blechnum","binervatum","Blechnum binervatum acutum","(Desv.) R.M. Tryon","Smith, A.R.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48630","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097894","MBM097894",NA,NA,NA,"30072",NA,"auto",NA,"acutum",NA
"172","2019-12-06 15:12:58-03","MBM","MBM","96913","S","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48620",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM096913","MBM096913",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"173","2019-12-06 14:39:17-03","MBM","MBM","143611","S","Plantae",NA,NA,"Cladoniaceae","Cladonia","ceratophylla","Cladonia ceratophylla","(Sw.) Sprengel","Sipman, H.",NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55596","1991","06","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM143611",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"174","2019-12-06 15:06:25-03","MBM","MBM","90816","S","Plantae",NA,NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","Pirani, J.R.",NA,"Hatschbach, G.","47687","1984","04","06","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090816",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"175","2019-12-06 15:05:09-03","MBM","MBM","97841","S","Plantae",NA,NA,"Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","Wurdack, J.J.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48626",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097841","MBM097841",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"176","2019-12-06 14:37:53-03","MBM","MBM","91300","S","Plantae",NA,NA,"Campanulaceae","Centropogon","cornutus","Centropogon cornutus","(L.) Druce",NA,NA,"Hatschbach, G.","47682","1984","04","06","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM091300","MBM091300",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"177","2019-12-06 15:22:00-03","MBM","MBM","96915","S","Plantae",NA,NA,"Solanaceae","Metternichia","principis","Metternichia principis macrocalyx","Carvalho","Carvalho, L.F. de",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48624",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM096915","MBM096915",NA,NA,NA,"30072",NA,"auto",NA,"macrocalyx",NA
"178","2019-12-06 15:22:55-03","MBM","MBM","96929","S","Plantae",NA,NA,"Solanaceae","Solanum","vellozianum","Solanum vellozianum","Dun.","Stehmann, J.R.; Semir",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48619",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM096929","MBM096929",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"179","2019-12-06 15:11:41-03","MBM","MBM","99615","S","Plantae",NA,NA,"Orchidaceae","Masdevallia","curtipes","Masdevallia curtipes","Barb. Rodr.","Romero, G.A.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48637","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM099615","MBM099615",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"180","2019-12-06 14:26:10-03","MBM","MBM","90831","S","Plantae",NA,NA,"Apocynaceae","Ditassa","burchellii","Ditassa burchellii","Hook. & Arn.","Fontella, J.",NA,"Hatschbach, G.","47681","1984","04","06","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090831","MBM090831",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"181","2019-12-06 15:22:29-03","MBM","MBM","76025","S","Plantae",NA,NA,"Solanaceae","Solanum","megalochiton","Solanum megalochiton","Mart.","Nee, M.",NA,"Hatschbach, G.; et al.; et al.","45174","1982","07","21","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM076025","MBM076025",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"182","2019-12-06 15:13:01-03","MBM","MBM","90844","S","Plantae",NA,NA,"Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(Forst.) Hook. & Arn.","Callejas, R.",NA,"Hatschbach, G.","47684",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090844","MBM090844",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"183","2019-12-06 15:17:24-03","MBM","MBM","76126","S","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Smith, A.R.",NA,"Hatschbach, G.","45177","1982","07","21","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM076126","MBM076126",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"184","2019-12-06 15:12:14-03","MBM","MBM","143632","S","Plantae",NA,NA,"Orthotrichaceae","Schlotheimia","torquata","Schlotheimia torquata","(Hedw.) Brid.","D. Griffin, I.I.I.",NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55604","1991","06","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM143632",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"185","2019-12-06 15:00:02-03","MBM","MBM","97902","S","Plantae",NA,NA,"Lomariopsidaceae","Lomariopsis","marginata","Lomariopsis marginata","(Schrader) Kuhn","Smith, A.R.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48616","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097902","MBM097902",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"186","2019-12-06 14:28:03-03","MBM","MBM","97869","S","Plantae",NA,NA,"Araceae","Philodendron","ornatum","Philodendron ornatum","Schott","Mayo, S.",NA,"Hatschbach, G.; et al.; et al.","48638","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097869","MBM097869",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"187","2019-12-06 15:22:52-03","MBM","MBM","96925","S","Plantae",NA,NA,"Solanaceae","Solanum","vaillantii","Solanum vaillantii","Dun.","Nee, M.",NA,"Hatschbach, G.; et al.; et al.","48633",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM096925","MBM096925",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"188","2019-12-06 15:13:37-03","MBM","MBM","76447","S","Plantae",NA,NA,"Piperaceae","Piper","solmsianum","Piper solmsianum","C. DC.","Callejas, R.",NA,"Hatschbach, G.; et al.; et al.","45175","1982","07","21","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM076447","MBM076447",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"189","2019-12-06 15:04:37-03","MBM","MBM","89504","S","Plantae",NA,NA,"Melastomataceae","Leandra","confusa","Leandra confusa","Cogn.","Wurdack, J.J.",NA,"Hatschbach, G.","4768-",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM089504","MBM089504",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"190","2019-12-06 15:06:37-03","MBM","MBM","103191","S","Plantae",NA,NA,"Mendonciaceae","Mendoncia","coccinea","Mendoncia coccinea","Vell.","Hatschbach, G.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48627","1985","12","02","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM103191","MBM103191",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"191","2019-12-06 14:28:03-03","MBM","MBM","97863","S","Plantae",NA,NA,"Araceae","Philodendron","ochrostemon","Philodendron ochrostemon uleanum","Engl.","Mayo, S.",NA,"Hatschbach, G.; et al.; et al.","48635","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097863","MBM097863",NA,NA,NA,"30072",NA,"auto",NA,"uleanum",NA
"192","2019-12-06 15:13:28-03","MBM","MBM","90842","S","Plantae",NA,NA,"Piperaceae","Piper","coccoloboides","Piper coccoloboides","Kunth","Callejas, R.",NA,"Hatschbach, G.","47686",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090842","MBM090842",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"193","2019-12-06 15:02:35-03","MBM","MBM","77595","S","Plantae",NA,NA,"Malpighiaceae","Tetrapteris","mucronata","Tetrapteris mucronata","Cav.","Anderson, W.R.",NA,"Hatschbach, G.; et al.; et al.","45166",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM077595","MBM077595",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"194","2019-12-06 14:34:53-03","MBM","MBM","153533","S","Plantae",NA,NA,"Asteraceae","Vernonia","discolor","Vernonia discolor","(Sprenger) Less.","Robinson, H.",NA,"Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","57942","1992","10","10","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Seg. J. Pruski: Aspilia floribunda (Gardner) Baker","MBM153533","MBM153533",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"195","2019-12-06 14:37:24-03","MBM","MBM","144246","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","heterostachys","Vriesea heterostachys","(Baker) L.B. Smith","Costa-Kurtz, A.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55564","1991","06","16","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Epífita.","MBM144246","MBM144246",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"196","2019-12-06 14:37:14-03","MBM","MBM","144242","S","Plantae",NA,NA,"Bromeliaceae","Portea","silveirae","Portea silveirae","Mez","Leme, E.M.C.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55609","1991","06","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Rodovia BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM144242","MBM144242",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"197","2019-12-06 14:23:46-03","MBM","MBM","103191","S","Plantae",NA,NA,"Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Mart.","Hatschbach, G.","1985","Hatschbach, G.; Silva, J.M.; Silva, J.M.","48627","1985","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rodovis BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM103191","MBM103191","10",NA,NA,"30072",NA,"auto",NA,NA,NA
"198","2019-12-06 15:11:09-03","MBM","MBM","92266","S","Plantae",NA,NA,"Orchidaceae","Amblostoma","armeniacum","Amblostoma armeniacum","(Lindley) Brieger ex Pabst","Barros, F.",NA,"Hatschbach, G.","47688","1984","04","06","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Epífita","MBM092266","MBM092266",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"199","2019-12-06 15:25:10-03","MBM","MBM","161151","S","Plantae",NA,NA,"Violaceae","Anchietea","parvifolia","Anchietea parvifolia","Hallier","Smith, S.F.",NA,"Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","57940","1992","10","10","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM161151","MBM161151",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"200","2019-12-06 14:27:47-03","MBM","MBM","86934","S","Plantae",NA,NA,"Araceae","Anthurium","harrisii","Anthurium harrisii","(Grah.) G. Don","Mayo, S.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46873","1983","10","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM086934","MBM086934",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"201","2019-12-06 14:27:47-03","MBM","MBM","86834","S","Plantae",NA,NA,"Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmsg.) Kunth","Nadruz, M.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46873","1983","10","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM086834","MBM086834",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"202","2019-12-06 14:27:47-03","MBM","MBM","97873","S","Plantae",NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth","Nadruz, M.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48625","1984","12","05","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM097873","MBM097873",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"203","2019-12-06 14:27:55-03","MBM","MBM","84237","S","Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens","(Aubl.) Engl.","Mayo, S.",NA,"Hatschbach, G.","46698","1983","08","04","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM084237",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"204","2019-12-06 15:21:36-03","MBM","MBM","96923","S","Plantae",NA,NA,"Solanaceae","Athenaea","martiana","Athenaea martiana","Sendtn.","Hunziker; Barboza",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48622",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-26","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM096923","MBM096923",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"205","2019-12-06 15:21:42-03","MBM","MBM","76040","S","Plantae",NA,NA,"Solanaceae","Athenaea","picta","Athenaea picta","(Mart.) Sendtn.","Hunziker",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","45171","1982","07","21","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM076040","MBM076040",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"206","2019-12-06 14:29:22-03","MBM","MBM","90121","S","Plantae",NA,NA,"Asteraceae","Austroeupatorium","picturatum","Austroeupatorium picturatum","(Malme) R.M. King & H. Rob.","Robinson, H.",NA,"Hatschbach, G.","47485","1984","04","06","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090121","MBM090121",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"207","2019-12-06 15:01:38-03","MBM","MBM","90086","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","(A. Juss.) B. Gates","Anderson, W.R.",NA,"Hatschbach, G.","47679",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM090086","MBM090086",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"208","2019-12-06 15:24:18-03","MBM","MBM","248516","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","culta","Barbacenia culta","L.B. Sm. & Ayensu","Mello-Silva, R.",NA,"Vieira, F.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM248516","MBM248516",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"209","2019-12-06 15:24:18-03","MBM","MBM","227954","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","culta","Barbacenia culta","L.B. Sm. & Ayensu","Mello-Silva, R.",NA,"Vieira, F.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM227954","MBM227954",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"210","2019-12-06 14:35:14-03","MBM","MBM","85337","S","Plantae",NA,NA,"Begoniaceae","Begonia","suburbia","Begonia suburbia","Smsith & Washausen","Smith, S.F.",NA,"Hatschbach, G.","46692","1983","08","04","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM085337","MBM085337",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"211","2019-12-06 15:03:58-03","MBM","MBM","155290","S","Plantae",NA,NA,"Marantaceae","Calathea","colorata","Calathea colorata","(Koern.) Benth.","Andersson, L.",NA,"Hatschbach, G.","57944",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM155290","MBM155290",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"212","2019-12-06 14:42:20-03","MBM","MBM","143644","S","Plantae",NA,NA,"Dicraniaceae","Campylopus","savannarum","Campylopus savannarum","(C. Muell.) Broth.","D. Griffin, I.I.I.",NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55603","1991","06","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM143644",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
