"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","monthIdentified","class","dayIdentified","coordinatePrecision","previousCatalogNumber","geoFlag","typeStatus","infraspecificEpithet","relatedCatalogItem"
"1","2019-12-16 18:34:54-03","NYBG","NYBG","559265","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","R. Callejas Posada","1983","G. G. Hatschbach","46683","1983","08","03","South America","Brazil","Espírito Santo","Muniz Freire","Ibatiba, 22 km L","-41.4131","-20.4644","-41.4131","-20.4644","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00559265","NY00559265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:35:27-03","NYBG","NYBG","555270","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(G.Forst.) Hook. & Arn.","R. Callejas Posada","1985","G. G. Hatschbach","47684","1984","04","06","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00555270","NY00555270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:35:27-03","NYBG","NYBG","555271","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(G.Forst.) Hook. & Arn.","R. Callejas Posada","1985","G. G. Hatschbach","46693","1983","08","04","South America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00555271","NY00555271",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:35:43-03","NYBG","NYBG","555583","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","abutiloides","Piper abutiloides","Kunth","R. Callejas Posada","1983","G. G. Hatschbach","46680","1983","08","03","South America","Brazil","Espírito Santo","Muniz Freire","Ibatiba, 22 km L","-41.4131","-20.4644","-41.4131","-20.4644","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00555583","NY00555583",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 18:36:02-03","NYBG","NYBG","556083","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","coccoloboides","Piper coccoloboides","Kunth","E. J. Tepe","2007","G. G. Hatschbach","47686","1984","04","06","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00556083","NY00556083",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 18:36:51-03","NYBG","NYBG","557258","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","solmsianum","Piper solmsianum","C.DC.","R. Callejas Posada","1983","G. G. Hatschbach","45175","1982","07","21","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4644","-41.4131","-20.4644","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00557258","NY00557258",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 19:03:02-03","NYBG","NYBG","669844","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cladotrichum","Solanum cladotrichum","Vand. ex Dunal","M. H. Nee","1986","G. G. Hatschbach","46870","1983","10","15","South America","Brazil","Espírito Santo","Muniz Freire","Arredores.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00669844","NY00669844",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 19:03:36-03","NYBG","NYBG","00700311","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","didymum","Solanum didymum","Dunal","L. L. Giacomin","2013","G. G. Hatschbach","45174","1982","07","21","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00700311","NY00700311",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 19:03:36-03","NYBG","NYBG","770360","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","didymum","Solanum didymum","Dunal","L. L. Giacomin","2013","G. G. Hatschbach","45174","1982","07","21","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=398796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00770360","NY00770360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 19:03:52-03","NYBG","NYBG","669308","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","flaccidum","Solanum flaccidum","Vell.","M. H. Nee","1985","G. G. Hatschbach","45169","1982","07","21","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00669308","NY00669308",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 19:04:07-03","NYBG","NYBG","00828475","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","graveolens","Solanum graveolens","Bunbury","L. L. Giacomin","2013","G. G. Hatschbach","46882","1983","10","15","South America","Brazil","Espírito Santo","Muniz Freire","Arredores.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00828475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 19:04:07-03","NYBG","NYBG","669141","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","graveolens","Solanum graveolens","Bunbury","L. A. Bohs","1988","G. G. Hatschbach","46882","1983","10","15","South America","Brazil","Espírito Santo","Muniz Freire","Arredores.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00669141","NY00669141","12",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 19:07:53-03","NYBG","NYBG","781503","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","vaillantii","Solanum vaillantii","Dunal","M. H. Nee","1986","G. G. Hatschbach","48633","1984","12","05","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00781503","NY00781503",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 19:07:53-03","NYBG","NYBG","770403","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","vellozianum","Solanum vellozianum","Dunal","L. L. Giacomin","2013","G. G. Hatschbach","48619","1984","12","05","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00770403","NY00770403","05",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 17:45:15-03","NYBG","NYBG","498946","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Staurogyne","minarum","Staurogyne minarum","(Nees) Kuntze","D. C. Wasshausen","1983","G. G. Hatschbach","46703","1983","08","04","South America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00498946","NY00498946",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 18:21:24-03","NYBG","NYBG","521113","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Meriania","tetramera","Meriania tetramera","Wurdack","J. J. Wurdack","1984","G. G. Hatschbach","46686","1983","01","01","South America","Brazil","Espírito Santo","Muniz Freire","Ibatiba, 20 km L","-41.3136227","-20.233444","-41.3136227","-20.233444","900","900","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00521113","NY00521113",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 18:57:10-03","NYBG","NYBG","1145307","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae",NA,NA,NA,NA,NA,NA,"V. C. Souza","439","1993","02","17","South America","Brazil","Espírito Santo","Muniz Freire","Vieira Machado.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145307","NY01145307",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 19:00:15-03","NYBG","NYBG","1184678","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","martiana","Athenaea martiana","Sendtn.","A. T. Hunziker; G. E. Barboza","1990","G. G. Hatschbach","48622","1984","12","05","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01184678","NY01184678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 19:00:15-03","NYBG","NYBG","1184676","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Aureliana","cuspidata","Aureliana cuspidata","(Witasek) I.M.C. Rodrigues & Stehmann","I. M. C. Rodrigues","2013","G. G. Hatschbach","45171","1982","07","21","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01184676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 19:00:15-03","NYBG","NYBG","1184677","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Aureliana","cuspidata","Aureliana cuspidata","(Witasek) I.M.C. Rodrigues & Stehmann","I. M. C. Rodrigues","2013","G. G. Hatschbach","45171","1982","07","21","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4644","-41.4131","-20.4644","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01184677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 16:48:20-03","NYBG","NYBG","00804618","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Austroeupatorium","picturatum","Austroeupatorium picturatum","(Malme) R.M.King & H.Rob.","H. E. Robinson","1985","R. A. Wasum","47685","1984","04","06","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00804618","NY00804618",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 18:06:19-03","NYBG","NYBG","442285","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","(A.Juss.) B.Gates","B. Gates",NA,"G. G. Hatschbach","47679","1984","04","06","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=625011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00442285","NY00442285",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-16 18:56:34-03","NYBG","NYBG","331149","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","febrifuga","Esenbeckia febrifuga","(A.St.-Hil.) A.Juss. ex Mart.","J. A. Kallunki","1992","V. C. Souza","112","1991","06","27","South America","Brazil","Espírito Santo","Muniz Freire","Próx. a est. de chao indo para Iúna, lado direito, próx. córrego.","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=582920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00331149","NY00331149",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-16 18:55:41-03","NYBG","NYBG","390063","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","J. R. Pirani","1984","G. G. Hatschbach","47687","1984","04","06","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00390063","NY00390063",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 16:50:44-03","NYBG","NYBG","808358","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","macahensis","Lepidaploa macahensis","(Glaz. ex G.M.Barroso) H.Rob.",NA,NA,"G. G. Hatschbach","46690","1983","08","04","South America","Brazil","Espírito Santo","Muniz Freire","Arredores","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00808358","NY00808358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-16 16:58:01-03","NYBG","NYBG","470311","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","Loes.","R. M. de Carvalho-Okano","1992","G. G. Hatschbach","47852","1983","10","15","South America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire. Arredores","-41.4131","-20.4644","-41.4131","-20.4644",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00470311","NY00470311",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-02-10 11:45:37-02","BM","SOLANACEAE_SOURCE_BR","69284","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Rodrigues, I.M.C.","2012","Hatschbach, G.; Guimarães, O.","45171","1982","07","27","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4642",NA,NA,"1000","1000",NA,"Arbusto 2 m; flor alva, nervuras vinosas.; Clareiras da mata pluvial.",NA,NA,"01","Dicotyledoneae","01","30072","5311797","auto",NA,NA,NA
"28","2015-02-10 11:46:21-02","BM","SOLANACEAE_SOURCE_BR","54483","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","flaccidum","Solanum flaccidum","Vell.","Knapp, S.","2011","Hatschbach, G.; Guimarães, O.","45169","1982","07","21","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4642",NA,NA,"1000","1000",NA,"voluvel; flor alva; ao longa de cerrado na mata",NA,NA,"02","Dicotyledoneae",NA,"30072","3075215","auto",NA,NA,NA
"29","2015-02-10 11:46:52-02","BM","SOLANACEAE_SOURCE_BR","28821","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Nee, M.","2007","Hatschbach, G.; Cervi, A.C.; Silva, J.M.","57943","1992","12","10","Southern America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4642",NA,NA,"1000","1000",NA,"arbusto 2 m, petalas alvas.; Orla da mata pluvial.","BM000846192",NA,"01","Dicotyledoneae","01","30072",NA,"auto",NA,NA,NA
"30","2019-10-09 11:20:51-03","UFBA","ALCB","90034","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EG","2010","Hatschbach, G; Guimarães, O","46881","1983","10","15","Southern America","Brasil","Espírito Santo","Muniz Freire","arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"ca. 2m. Flor verde-pálida.","ALCB003655","ALCB003655 ALCB003655_1","10",NA,"21","30072",NA,"auto",NA,NA,NA
"31","2019-07-11 10:05:59-03","ESALQ","ESA","2376","S","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","tijucana","Vernonia tijucana","(Glaz.) Ekman","Robinson, H.",NA,"Hatschbach, G.","46690","1983","08","04",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Fl","ESA002376","ESA002376",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"32","2019-02-22 15:24:10-03","ESALQ","ESA","98961","S","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","stenophylla","Mollinedia stenophylla",NA,"Peixoto, A.L.","2005","Hatschbach, G.","46881","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"ESA098961","ESA098961",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"33","2019-07-11 10:14:39-03","ESALQ","ESA","48573","S","Plantae","Magnoliophyta",NA,"Velloziaceae","Nanuza","plicata","Nanuza plicata","(Mart.) L.B.Sm. & Ayensu","Mello-Silva, R.",NA,"Vieira, F. ; Santos, G.B.","BHCB 39945","1997","09",NA,NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"ESA048573","ESA048573",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"34","2019-07-11 10:14:02-03","ESALQ","ESA","2401","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,NA,NA,"Hatschbach, G.","46689","1983","08","04",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"ESA002401","ESA002401",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"35","2019-07-11 10:14:39-03","ESALQ","ESA","48541","S","Plantae","Magnoliophyta",NA,"Velloziaceae","Barbacenia","culta","Barbacenia culta","L.B.Sm. & Ayensu","Mello-Silva, R.",NA,"Vieira, F. ; Santos, G.B.","BHCB 39946","1997","09",NA,NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"ESA048541","ESA048541",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"36","2020-02-13 14:08:25-03","MN","R","206064","S","Plantae",NA,NA,"Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Pellegrini, M.O.O.","2012","Leane, N.","660","1982","05","07",NA,"Brasil","Espiríto Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"R010035150",NA,"05",NA,"22","30072",NA,"auto",NA,NA,NA
"37","2019-02-15 11:44:44-02","IPA","IPA","44252","S","Plantae","Plantae",NA,"Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","(A. Juss.) B. Gates","B. Gates","1984","Hatschbach","47679","1984","04","06","Southern America","Brasil","Espirito Santo","Muniz Freire","rod. BR-262. Orla da mata.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Trepadeira lenhosa, flor rosada.","IPA0044252",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"38","2019-08-27 13:31:49-03","IAP","PACA-AGP","67917","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Caamembeca","oxyphylla","Caamembeca oxyphylla","(DC.) J.F. B. Pastore","Pastore, J.","2019","Hatschbach, G.","46875","1983","10","15",NA,"Brasil","ES","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Arbusto de 1,50 m. Habitat: Arredores","PACA067917",NA,"07","Magnoliatae","18","30072",NA,"auto",NA,NA,NA
"39","2019-08-27 13:31:10-03","IAP","PACA-AGP","68721","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J.J. Wurdack","1985","Hatschbach, G.","48626","1984","12","05",NA,"Brasil","ES","Muniz Freire","Rod. BR 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"árvore de 20m - flores alvas","PACA068721",NA,NA,"Magnoliatae",NA,"30072",NA,"auto",NA,NA,NA
"40","2020-03-10 08:27:04-03","UFV","VIC","052609","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.",NA,NA,"H.V. Pinto Junior; et al.","454","2018","07","17",NA,"Brasil","Espírito Santo","Muniz Freire","Pedra do Cruzeiro, Borda de mata subida para pedra do Cruzeiro,antropizado.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Planta com 2 m, borda de mata,folhas verdes e flores brancas,abundante.","VIC052609","VIC052609",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"41","2020-03-10 08:27:01-03","UFV","VIC","052612","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","calvescens","Baccharis calvescens","DC.",NA,NA,"H.V. Pinto Junior; et al.","457","2018","07","17",NA,"Brasil","Espírito Santo","Muniz Freire","Pedra do Cruzeiro, Borda de mata subida para pedra do Cruzeiro,antropizado.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Planta com 2 m, borda de mata, folhas discolores, parte abaxial verde claro, abundante,sol.","VIC052612","VIC052612",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"42","2020-03-10 08:30:33-03","UFV","VIC","052621","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bradea",NA,"Bradea",NA,NA,NA,"H.V. Pinto Junior; et al.","459","2018","07","17",NA,"Brasil","Espírito Santo","Muniz Freire","Pedra do Cruzeiro, Borda de mata , subida para Pedra do Cruzeiro,antropizado.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Planta de cerca de 1,5 m, borda de mata, folhas verdes, peétalas alvas nas pontas e roxas na bases, botão roxo, sol.","VIC052621","VIC052621",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
