"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","individualCount","class"
"131","2019-11-06 09:57:49-03","UFOP","OUPR","7534","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","conspersa","Christella conspersa","(Schrad.) Á.Löve & D.Löve",NA,"Ilegível","s.n.","1909","06","26",NA,"Brasil","Minas Gerais","Rio Pomba","Entrada do capão","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"132","2019-11-05 16:46:21-03","UFOP","OUPR","5540","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Parablechnum","cordatum","Parablechnum cordatum","(Desv.) Gasper & Salino",NA,"Santos, M.A.","s.n.","1909","06","25",NA,"Brasil","Minas Gerais","Rio Pomba","Estrada nova","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"133","2019-11-05 16:43:26-03","UFOP","OUPR","10064","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","oligophyllum","Asplenium oligophyllum","Kaulf.","Sylvestre, L.S.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Pomba","Manso","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,"18289","auto",NA,NA,NA
"134","2019-11-06 09:55:00-03","UFOP","OUPR","5565","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Stigmatopteris",NA,"Stigmatopteris",NA,NA,"Ilegível","s.n.","1909","06","26",NA,"Brasil","Minas Gerais","Rio Pomba","Margens de córrego.","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"135","2019-11-06 09:55:00-03","UFOP","OUPR","12893","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Stigmatopteris",NA,"Stigmatopteris",NA,NA,"Carneiro, J.F.","s.n.","1909","06","26",NA,"Brasil","Minas Gerais","Rio Pomba","Margens de um córrego.","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"136","2019-11-06 09:57:14-03","UFOP","OUPR","11682","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pecluma","plumula","Pecluma plumula","(Humb. & Bonpl. ex Willd.) M.G.Price","Assis, F.C.","Ilegível","s.n.","1909","06","28",NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2012","03",NA,NA,"18289","auto",NA,NA,NA
"137","2019-11-06 09:54:59-03","UFOP","OUPR","10682","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","Viveiros & Salino","Viveiros, R.S.","Turma 1° ano","s.n.","1909","06",NA,NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2015","04",NA,NA,"18289","auto",NA,NA,NA
"138","2019-11-06 09:57:48-03","UFOP","OUPR","8449","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita","(Vahl) Pic.Serm.",NA,"Flores, F.","s.n.","1909","06","28",NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,"Erva",NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"139","2019-11-05 16:43:25-03","UFOP","OUPR","8288","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","auriculatum","Asplenium auriculatum","Sw.","Sylvestre, L.S.","Fiusa","s.n.","1909","06","28",NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2011","03",NA,NA,"18289","auto",NA,NA,NA
"140","2019-11-05 16:42:33-03","UFOP","OUPR","11962","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Smith",NA,"Santos, M.; Fiusa & Oliveira","s.n.","1909","06",NA,NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"141","2019-11-06 09:57:12-03","UFOP","OUPR","11399","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","minus","Campyloneurum minus","Fée","Souza, F.S.","Fiusa, J.","s.n.","1909","06","28",NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2012","02",NA,NA,"18289","auto",NA,NA,NA
"142","2019-11-05 16:43:25-03","UFOP","OUPR","5558","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","auriculatum","Asplenium auriculatum","Sw.","Sylvestre, L.S.","s.col.","s.n.","1909","06","28",NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,"Sobre rochas",NA,NA,"1999","12",NA,NA,"18289","auto",NA,NA,NA
"143","2019-12-18 15:50:33-03","UFOP","OUPR","11967","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Jascone, C.E.","Santos, M.; Colombo, C. & Oliveira, L.","s.n.","1909","06","26",NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2005","06",NA,NA,"18289","auto","07",NA,NA
"144","2019-11-06 09:57:19-03","UFOP","OUPR","11822","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Dutra, V.F.","Lisboa, M.A.","s.n.","1909",NA,NA,NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2001","11",NA,NA,"18289","auto","12",NA,NA
"145","2019-11-06 09:57:17-03","UFOP","OUPR","11775","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","(L.) Fée","Almeida, T.E.","Felippe, J.; Santos, C.","s.n.","1909","06",NA,NA,"Brasil","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2013","04",NA,NA,"18289","auto","17",NA,NA
"146","2019-12-11 13:14:04-03","UFPE","URM","93642","S","Fungi","Ascomycota","Capnodiales","Mycosphaerellaceae","Cercospora","caribaea","Cercospora caribaea","Cif.","Machado, AR; Lopes, UP; Freitas-Lopes, RL; Cunha, DS; Michereff, SJ","Lopes, UP","s.n.","2016",NA,NA,"Southern America","Brasil","Minas Gerais","Rio Pomba","Zona da Mata de Minas Gerais","-42","-20","-42","-20",NA,"Isolado n° B8. Doença foliar (Mancha branca) em Manihot esculenta","URM0093642",NA,"2019","10",NA,NA,NA,NA,NA,NA,NA
"147","2019-07-17 14:34:08-03","UFRRJ","RBR","3743","S","Plantae",NA,NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea","Kuhlm.","T. A. Amorim","E. P. Heringer","2595","1948","10","25",NA,"Brasil","Minas Gerais","Rio Pomba","Fazenda de Bocaiú. Silverania","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,"RBR00003743","RBR00003743","2018","05",NA,NA,"18289","auto","03",NA,NA
"148","2019-11-25 12:12:11-03","UFSM","SMDB","1062","S","Plantae",NA,NA,"Lauraceae","Nectandra","rigida","Nectandra rigida","Nees","Vattimo, I","Heringer, EP","2631","1950","05","10",NA,"Brasil","Minas Gerais","Rio Pomba",NA,"-43.17919921875","-21.2747001647949",NA,NA,NA,NA,"SMDB001062",NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"149","2019-12-06 14:35:23-03","MBM","MBM","180190","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","cymbalum","Adenocalymma cymbalum","(Cham.) Bur. & K. Schum.","J.C. Gomes Jr.","Heringer, E.P.","2645","1950","07","28","Southern America","Brazil","Minas Gerais","Rio Pomba","Rio Pomba","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,"MBM180190",NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"150","2018-08-17 11:59:27-03","JBB","HEPH","21244","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Oncidum","baueri","Oncidum baueri","Lindl.","Meneguzzo, TEC","Salles, AEH","3444","2004","11","19","Southern America","Brasil","Minas Gerais","Rio Pomba","Praça Principal de Rio Pomba","-43.17919921875","-21.2747001647949",NA,NA,NA,"Erva epífita. Sépalas amarelas c/ manchas marrons na base até a metade das pétalas laterais, labelo com alas amarelas. Haste c/ 2m de altura",NA,NA,"2014",NA,NA,NA,"18289","auto",NA,NA,NA
"151","2019-10-02 15:08:21-03","UFMG","BHCB","86330","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Hildaea","pallens","Hildaea pallens","(Sw.) C.Silva & R.P.Oliveira",NA,"Mota, NFO; Viana, PL","4","2004","02","26","Southern America","Brasil","Minas Gerais","Rio Pomba","Fazenda Várzea Alegre","-43.17919921875","-21.2747001647949",NA,NA,NA,"Erva decumbente; Próxima a açude, em área degradada","BHCB025166",NA,"2019","01",NA,NA,"18289","auto",NA,NA,NA
"152","2019-10-02 14:52:41-03","UFMG","BHCB","86329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Elaeocarpus","serratus","Elaeocarpus serratus","L.",NA,"Mota, NFO; Viana, PL","3","2004","02","26","Southern America","Brasil","Minas Gerais","Rio Pomba","Fazenda Várzea Alegre","-43.17919921875","-21.2747001647949",NA,NA,NA,"Árvore cultivada com flores creme, melitófilas. Aroma adocicado","BHCB020318",NA,"2018",NA,NA,NA,"18289","auto",NA,NA,NA
"153","2019-05-02 10:54:18-03","IBt","SP-BRYOPHYTA","182336","S","Plantae",NA,NA,"Lejeuneaceae","Microlejeunea","sp.","Microlejeunea sp.",NA,NA,"Yano, O.; Pirani, J.R.","7262","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083403",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"154","2019-05-02 10:54:18-03","IBt","SP-BRYOPHYTA","182336","S","Plantae",NA,NA,"Lejeuneaceae","Microlejeunea","sp.","Microlejeunea sp.",NA,NA,"Yano, O.; Pirani, J.R.","7262","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083403",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"155","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","182332","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.","Sematophyllum sp.",NA,NA,"Yano, O.; Pirani, J.R.","7258","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083399",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"156","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","182332","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.","Sematophyllum sp.",NA,NA,"Yano, O.; Pirani, J.R.","7258","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083399",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"157","2019-05-02 10:53:02-03","IBt","SP-BRYOPHYTA","182333","S","Plantae",NA,NA,"Entodontaceae","Erythrodontium","squarrosum","Erythrodontium squarrosum","(Hampe) Paris","Henriques, D.K.","Yano, O.; Pirani, J.R.","7259","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083400",NA,"2012","05","440","440",NA,NA,NA,NA,NA
"158","2019-05-02 10:53:02-03","IBt","SP-BRYOPHYTA","182333","S","Plantae",NA,NA,"Entodontaceae","Erythrodontium","squarrosum","Erythrodontium squarrosum","(Hampe) Paris","Henriques, D.K.","Yano, O.; Pirani, J.R.","7259","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083400",NA,"2012","05","440","440",NA,NA,NA,NA,NA
"159","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182335","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,"Yano, O.; Pirani, J.R.","7261","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083402",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"160","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182335","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,"Yano, O.; Pirani, J.R.","7261","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083402",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"161","2019-05-02 10:53:38-03","IBt","SP-BRYOPHYTA","182334","S","Plantae",NA,NA,"Helicophyllaceae","Helicophyllum","torquatum","Helicophyllum torquatum","(Hook.) Brid.",NA,"Yano, O.; Pirani, J.R.","7260","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083401",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"162","2019-05-02 10:53:38-03","IBt","SP-BRYOPHYTA","182334","S","Plantae",NA,NA,"Helicophyllaceae","Helicophyllum","torquatum","Helicophyllum torquatum","(Hook.) Brid.",NA,"Yano, O.; Pirani, J.R.","7260","1983","05","26","Southern America","BRASIL","Minas Gerais","Rio Pomba","fazenda Santa Maria, ca 3 km da MG 133","-43.179167","-21.274722","-43.179167","-21.274722",NA,"sobre tronco de Ficus","SP083401",NA,NA,NA,"440","440",NA,NA,NA,NA,NA
"163","2019-12-31 09:52:21-03","INPA","INPA-FUNGOS","258911","S","Fungi","Basidiomycota","Geastrales","Geastraceae","Geastrum",NA,"Geastrum",NA,NA,"Pezzini, F.F.","91","2014","01","20","Southern America","Brasil","Minas Gerais","Rio Pomba",NA,"-43.103056","-21.2725","-43.103056","-21.2725",NA,NA,"INPA0258911",NA,NA,NA,"563","563",NA,NA,NA,NA,NA
"164","2019-06-27 15:37:39-03","Cenargen","CEN","28877","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","(Jacq.) Macbr.","T. B. Cavalcanti","Aldicir Osni Scariot","365","1989","02","07",NA,"Brasil","MG","RIO POMBA","Rodovia BR - 040 - Ubá, km 66.","-43.08333","-21.18333","-43.08333","-21.18333","Exsicatas",NA,"CEN00028877","CEN00028877","1989","03","600","600",NA,NA,NA,"5",NA
"165","2019-11-13 11:23:52-03","USP","SPF","82178","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","(Jacq.) J.F.Macbr.","Graham, SA","Scariot, AO","365","1989","02","07",NA,"Brasil","Minas Gerais","Rio Pomba",NA,"-43.17919921875","-21.2747001647949",NA,NA,NA,NA,"SPF00082178",NA,"1997","05","600","600","18289","auto",NA,NA,NA
"166","2020-02-03 14:46:01-03","USP","SPF","32654","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Cordeiro, I","Pirani, JR","671","1983","05","26",NA,"Brasil","Minas Gerais","Rio Pomba","MG 133, estrada para Ubá.","-43.17919921875","-21.2747001647949",NA,NA,NA,"Arvoreta 4.5 m alt. Ramos levemente vergados, folhagem verde escura, face inferior das folhas com faixa ferrugínea ao longo da nervura média.","SPF00032654",NA,"1983","11",NA,NA,"18289","auto","18",NA,NA
"167","2019-10-07 09:15:43-03","UEFS","HUEFS","130931","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae","Mansoa","glaziovii","Mansoa glaziovii","Bureau & K.Schum.","J.C.Gomes","Heringer, E.P.","2646","1950","08","23",NA,"Brasil","Minas Gerais","Rio Pomba",NA,"-43.17919921875","-21.2747001647949",NA,NA,NA,NA,"HUEFS0130931","HUEFS0130931","1952","06",NA,NA,"18289","auto",NA,NA,"Asteranae"
"168","2019-11-07 11:16:03-03","UFMG","BHCB-SL","86327","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","villosa","Cyathea villosa","Willd.","Mota, NFO; Salino, A","Mota, NFO; Viana, PL","1","2004","02","26","América","Brasil","Minas Gerais","Rio Pomba","Fazenda Várzea Alegre","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,"18289","auto",NA,NA,NA
"169","2020-03-02 13:47:08-03","UFSC","FLOR","67860","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys",NA,"Merostachys",NA,"Vinícius-Silva, R.","Vinícius-Silva, R.; Silva, E.A.","60","2015","08","15",NA,"Brasil","Minas Gerais","Rio Pomba","Monte Alegre, Próximo à casa do Sr. Nelito.","-43.17919921875","-21.2747001647949",NA,NA,NA,"Indivíduos com, aproximadamente, 8-12m de altura, inicialmente eretos e, posteriormente, inclinando sobre a vegetação adjacente. Entrenós com 40-55cm de comprimento, 1,8-2,1cm de diâmetro, verde com estrias amarelas, escabro. Planta e","FLOR0067860","FLOR0067860_01 FLOR0067860_02","2015","08",NA,NA,"18289","auto","15",NA,NA
"170","2019-11-21 10:13:51-03","IBt","SP","54659","S","Plantae",NA,NA,"Orchidaceae","Stelis","aprica","Stelis aprica","Lindl.","Handro, O","Heringer, EP","2552","1947","11","24",NA,"Brasil","Minas Gerais","Rio Pomba","Fazenda de Bocaiú","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"1980","07",NA,NA,"18289","auto",NA,NA,NA
"171","2019-11-21 10:04:20-03","IBt","SP","186308","S","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.",NA,"Pirani, JR; Yano, O","671","1983","05","26",NA,"Brasil","Minas Gerais","Rio Pomba","MG 133, estrada para Ubá&nf;Arvoreta","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18289","auto",NA,NA,NA
"172","2019-11-21 10:06:15-03","IBt","SP","54459","S","Plantae",NA,NA,"Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Handro, O","Heringer, EP","2531","1947","06","07",NA,"Brasil","Minas Gerais","Rio Pomba","Substação Experimental de Pomba","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,NA,NA,"1947","08",NA,NA,"18289","auto",NA,NA,NA
