"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","recordNumber","locality","identifiedBy","yearIdentified","monthIdentified","dayIdentified","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","relatedCatalogItem"
"55","2020-02-18 10:01:22-03","UFRRJ","RBR","3070","S","Plantae",NA,NA,"Bignoniaceae","Zeyheria","Zeyheria tuberculosa","Gentry, A; et al.","1985","01",NA,"Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"RBR00003070","RBR00003070","tuberculosa","(Vell.) Bureau ex Verl.","49647","'14 km S of Ipanema, alt. 400 m.; road to Manhuaçu, small forest remnant beside road.19°40#?# S - 41°45#?# W'",NA,NA,NA,NA,"17",NA,NA,"26330","auto",NA,NA,NA,NA
"56","2020-02-18 10:01:22-03","UFRRJ","RBR","3069","S","Plantae",NA,NA,"Bignoniaceae","Xylophragma","Xylophragma myrianthum","Gentry, A; et al.","1985","01",NA,"Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"RBR00003069","RBR00003069","myrianthum","(Cham. ex Steud.) Sprague","49639","'14 km. S of Ipanema, alt. 400 m.; road to Manhuaçu, small forest remnant beside road.19°40#?# S - 41°45#?# W'",NA,NA,NA,NA,"17",NA,NA,"26330","auto",NA,NA,NA,NA
"57","2020-02-18 10:01:20-03","UFRRJ","RBR","2968","S","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","Pyrostegia venusta","Gentry, A; et al.","1985","01",NA,"Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"RBR00002968","RBR00002968","venusta","(Ker Gawl.) Miers","49635","'14 km S of Ipanema, alt. 400 m., road to Manhuaçu. Small forest remnant beside road.19°40#?# S - 41°45#?# W'",NA,NA,NA,NA,"17",NA,NA,"26330","auto",NA,NA,NA,NA
"58","2020-02-18 10:01:20-03","UFRRJ","RBR","3006","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","Handroanthus chrysotrichus","Gentry, A; et al.","1985","01",NA,"Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"RBR00003006","RBR00003006","chrysotrichus","(Mart. ex DC.) Mattos","49637","'14 Km. S of Ipanema, alt. 400 m.; road to Manhuaçu, small forest remnant beside road.19°40#?# S - 41°45#?# W'","Coelho, RA","2016","11","09","17",NA,NA,"26330","auto",NA,NA,NA,NA
"59","2020-02-18 10:01:20-03","UFRRJ","RBR","2975","S","Plantae",NA,NA,"Bignoniaceae","Sparattosperma","Sparattosperma leucanthum","Gentry, A; et al.","1985","01",NA,"Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"RBR00002975","RBR00002975","leucanthum","(Vell.) K.Schum.","49622","14 km S of Ipanema on road to Manhuaçu, alt. 400 m.",NA,NA,NA,NA,"17",NA,NA,"26330","auto",NA,NA,NA,NA
"60","2020-02-18 10:01:19-03","UFRRJ","RBR","2955","S","Plantae",NA,NA,"Bignoniaceae","Amphilophium","Amphilophium crucigerum","Gentry, A; et al.","1985","01",NA,"Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"RBR00002955","RBR00002955","crucigerum","(L.) L.G.Lohmann","49634","'Estrada para Manhuaçu, 14 Km S of Ipanema, alt. 400 m., road to Manhuaçu, small forest remnant beside road.19°40#?# S - 41°45#?# W'","Coelho, RA","2016","11","09","17",NA,NA,"26330","auto",NA,NA,NA,NA
"61","2019-12-06 14:48:55-03","MBM","MBM","172297","S","Plantae",NA,NA,"Fabaceae","Machaerium","Machaerium ruddianum","Mendonça Filho, C.V.",NA,NA,"Southern America","Brazil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,"Frutos imaturos, beira de estrada. Arbóreo 5,0m. Mata atlântica.","MBM172297","MBM172297","ruddianum","Mend. & Azev.","247","Estrada Ipanema - Caratinga","Filardi, F.L.R.","2009","12",NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"62","2019-07-11 11:06:18-03","MBM","MBM","172296","S","Plantae",NA,NA,"Fabaceae","Machaerium","Machaerium hirtum","C.V. Mendonça f.",NA,NA,"Southern America","Brazil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,"MBM172296","MBM172296","hirtum","(Vell.) Stellfeld","283","Estrada Ipanema - Caratinga","C.V. Mendonça f.",NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"63","2019-12-06 14:50:13-03","MBM","MBM","271646","S","Plantae",NA,NA,"Fabaceae","Pterocarpus","Pterocarpus rohrii","Costa, L.V.","1999","09","Southern America","Brazil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,"Floresta Estacional semideciduaal. Árvore 8m","MBM271646","MBM271646","rohrii","Vahl","s.n","UHE Pipoca","Lima, H.C.","2009","06",NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"64","2019-12-06 14:22:58-03","MBM","MBM","329392","S","Plantae",NA,NA,NA,NA,NA,"Costa, L.V.","1999","09","Southern America","Brazil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,"Árvore 10m","MBM329392","MBM329392",NA,NA,"s.n.","UHE Pipoca",NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"65","2019-10-02 15:04:03-03","UFMG","BHCB","134882","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","Solanum asperum","Almeida, TE; Souza, DT; Gontijo, FD","2009","12","Southern America","Brasil","Minas Gerais","Ipanema","-41.7825","-19.809167","-41.7825","-19.809167",NA,"Arbusto, 1,5 m de altura. Flores brancas e frutos imaturos verdes.; Floresta Estacional Semidecidual","BHCB023587",NA,"asperum","Rich.","2141","Rio Manhuaçu., Margens do rio, beira de estrada.",NA,"2010","04",NA,"08","432","432",NA,NA,NA,NA,NA,NA
"66","2019-10-02 14:54:44-03","UFMG","BHCB","50800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","Swartzia apetala glabra","Costa, LV","1999","09","Southern America","Brasil","Minas Gerais","Ipanema","-41.713056","-19.800833","-41.713056","-19.800833",NA,"Floresta Estacional Semidecidual","BHCB010961",NA,"apetala","Vogel","s.n.","UHE Pipoca.",NA,"2013","11","14",NA,NA,NA,NA,NA,"glabra",NA,NA,NA
"67","2019-10-02 14:51:31-03","UFMG","BHCB","33832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Sparattosperma","Sparattosperma leucanthum",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"leucanthum","(Vell.) Schum.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"68","2019-10-02 14:53:30-03","UFMG","BHCB","23766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Apuleia","Apuleia leiocarpa",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"leiocarpa","(Vogel) J.F.Macbr.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"69","2019-10-02 14:54:37-03","UFMG","BHCB","23762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","Senna multijuga",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"multijuga","(Rich.) H.S.Irwin & Barneby","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"70","2019-10-02 14:54:13-03","UFMG","BHCB","23767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","Machaerium hirtum",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"hirtum","(Vell.) Stellfeld","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"71","2019-10-02 14:54:37-03","UFMG","BHCB","23762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","Senna multijuga",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"multijuga","(Rich.) H.S.Irwin & Barneby","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"72","2019-10-02 14:53:55-03","UFMG","BHCB","61240","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dalbergia","Dalbergia ecastaphyllum",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"ecastaphyllum","(L.) Taub.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"73","2019-10-02 14:51:31-03","UFMG","BHCB","33832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Sparattosperma","Sparattosperma leucanthum",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"leucanthum","(Vell.) Schum.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"74","2019-10-02 14:53:30-03","UFMG","BHCB","23766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Apuleia","Apuleia leiocarpa",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"leiocarpa","(Vogel) J.F.Macbr.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"75","2019-10-02 14:53:22-03","UFMG","BHCB","64385","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","Senefeldera verticillata",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,"Mata","BHCB045046",NA,"verticillata","(Vell.) Croizat","s.n.",NA,NA,"2004",NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"76","2019-10-02 14:54:13-03","UFMG","BHCB","23767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","Machaerium hirtum",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"hirtum","(Vell.) Stellfeld","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA
"77","2020-03-09 10:32:44-03","CVRD","CVRD","16006","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","Nectandra reticulata","Folli, D.A.","2019","07","América do Sul","BRASIL","MG","Conceição Do Ipanema",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Canela peluda","CVRD016006",NA,"reticulata","(Ruíz & Pav.) Mez","7650",NA,"Geovane S. Siqueira","2019","09","13","16","547","547",NA,NA,NA,"Magnoliopsida",NA,NA
"78","2020-01-31 11:25:37-03","CVRD","CVRD","8030","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Tripterodendron","Tripterodendron filicifolium","Luz, A.A. da","2002","11","América do Sul","BRASIL","MG","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,"<ll>dwc_commonname:</ll> Arruda da mata","CVRD008030",NA,"filicifolium","Radlk.","89",NA,"R.G. Coelho & P.R. Acevedo","2016","11","08","22",NA,NA,"26330","auto",NA,"Magnoliopsida",NA,NA
"79","2019-06-27 15:30:09-03","Cenargen","CEN","109913","S","Plantae",NA,NA,"Asteraceae","Achyrocline","Achyrocline cf. satureoides","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109913","CEN00109913","cf. satureoides","(Lam.) DC.","166","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"80","2019-06-27 15:33:44-03","Cenargen","CEN","109922","S","Plantae",NA,NA,"Fabaceae Faboideae","Alysicarpus","Alysicarpus","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109922",NA,NA,NA,"175","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"81","2019-06-27 15:43:24-03","Cenargen","CEN","109912","S","Plantae",NA,NA,"Thelypteridaceae","Amblovenatum","Amblovenatum opulentum","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109912",NA,"opulentum","(Kaulf.) J.P.Roux","165","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"82","2019-06-27 15:30:09-03","Cenargen","CEN","109914","S","Plantae",NA,NA,"Asteraceae",NA,NA,"Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109914",NA,NA,NA,"167","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"83","2019-06-27 15:33:21-03","Cenargen","CEN","109917","S","Plantae",NA,NA,"Fabaceae Caesalp.","Chamaecrista","Chamaecrista","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109917",NA,NA,NA,"170","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"84","2019-06-27 15:36:50-03","Cenargen","CEN","109906","S","Plantae",NA,NA,"Gleicheniaceae","Dicranopteris","Dicranopteris flexuosa","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca.","CEN00109906",NA,"flexuosa","(Schrad.) Underw.","159","Km 11, da MG 111, Ipanema/Manhuaçu19","Z. J. G. Miranda",NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"85","2019-06-27 15:31:38-03","Cenargen","CEN","109908","S","Plantae",NA,NA,"Convolvulaceae","Distimake","Distimake","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca.","CEN00109908",NA,NA,NA,"161","Km 11, da MG 111, Ipanema/Manhuaçu19",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"86","2019-06-27 15:33:44-03","Cenargen","CEN","109925","S","Plantae",NA,NA,"Fabaceae Faboideae",NA,NA,"Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109925",NA,NA,NA,"178","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"87","2019-06-27 15:33:44-03","Cenargen","CEN","109926","S","Plantae",NA,NA,"Fabaceae Faboideae",NA,NA,"Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109926",NA,NA,NA,"179","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"88","2019-06-27 15:42:38-03","Cenargen","CEN","109916","S","Plantae",NA,NA,"Rubiaceae","Guettarda","Guettarda","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109916",NA,NA,NA,"169","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"89","2019-06-27 15:30:29-03","Cenargen","CEN","109915","S","Plantae",NA,NA,"Asteraceae","Ichthyothere","Ichthyothere","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109915",NA,NA,NA,"168","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"90","2019-06-27 15:43:32-03","Cenargen","CEN","109919","S","Plantae",NA,NA,"Verbenaceae","Lantana","Lantana camara","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109919",NA,"camara","L.","172","Km 11, da MG 111, Ipanema/Manhuaçu","Z. J. G. Miranda",NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"91","2019-06-27 15:37:31-03","Cenargen","CEN","109920","S","Plantae",NA,NA,"Lygodiaceae","Lygodium","Lygodium venustum","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109920",NA,"venustum","Sw.","173","Km 11, da MG 111, Ipanema/Manhuaçu","B. M. T. Walter",NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"92","2019-06-27 15:35:01-03","Cenargen","CEN","109923","S","Plantae",NA,NA,"Fabaceae Faboideae","Macroptilium","Macroptilium atropurpureum","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109923",NA,"atropurpureum","(Sessé & Moc. ex DC.) Urb.","176","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"93","2019-06-27 15:40:42-03","Cenargen","CEN","109918","S","Plantae",NA,NA,"Piperaceae","Piper","Piper","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109918",NA,NA,NA,"171","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"94","2019-06-27 15:28:54-03","Cenargen","CEN","109909","S","Plantae",NA,NA,NA,NA,NA,"Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca.","CEN00109909",NA,NA,NA,"162","Km 11, da MG 111, Ipanema/Manhuaçu19",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"95","2019-06-27 15:28:54-03","Cenargen","CEN","109911","S","Plantae",NA,NA,NA,NA,NA,"Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109911",NA,NA,NA,"164","Km 11, da MG 111, Ipanema/Manhuaçu",NA,NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
"96","2019-06-27 15:30:36-03","Cenargen","CEN","109924","S","Plantae",NA,NA,"Asteraceae","Porophyllum","Porophyllum ruderale","Zenilton de Jesus Gayoso Miranda","2019","03",NA,"Brasil","MG","IPANEMA","-41.783333","-19.807222","-41,783333","-19,807222","Exsicatas","Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109924",NA,"ruderale","(Jacq.) Cass.","177","Km 11, da MG 111, Ipanema/Manhuaçu","Z. J. G. Miranda",NA,NA,NA,"13","465","465",NA,NA,NA,NA,"1",NA
