"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","continentOcean","preparationType","typeStatus","previousCatalogNumber","relatedCatalogItem"
"1400","2019-07-11 10:10:36-03","ESALQ","ESA","27098","S","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","Cogn.","Chiea, S.C.A.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, até 1,5 m alt.; frutos negros. Beira de mata.","ESA027098","ESA027098","Magnoliophyta",NA,"1997","08",NA,"33136",NA,"auto","10010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","2019-07-11 10:10:36-03","ESALQ","ESA","27542","S","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","Cogn.","Chiea, S.C.A.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","10","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, até 1,5 m alt.; frutos negros. Beira de mata.","ESA027542","ESA027542","Magnoliophyta",NA,"1997","08",NA,"33136",NA,"auto","10010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","2019-07-11 08:54:13-03","ESALQ","ESA","26378","S","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Weissenberg, E.W.","Harley, R.M. et al.","1994","01","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA026378","ESA026378","Magnoliophyta",NA,"2011","12",NA,"33136",NA,"auto","CFCR 13850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","2019-07-11 08:52:59-03","ESALQ","ESA","85743","S","Plantae","Fabaceae","Swartzia","oblata","Swartzia oblata",NA,"Pinto, R.B.","Stehmann, J.R. et al.","2003","02","15","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA085743","ESA085743","Magnoliophyta",NA,"2011",NA,NA,"33136",NA,"auto","3403",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","2019-07-11 10:10:52-03","ESALQ","ESA","33629","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","11","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Estrada entre o Seminário e a cancela de entrada do parque.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, ca. 2 m alt.; flores alvas. Beira de mata.","ESA033629","ESA033629","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","10019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","2019-07-11 10:10:52-03","ESALQ","ESA","27558","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, ca. 2 m alt.; botões verdes; restosde flores lilases. Entre rochas.","ESA027558","ESA027558","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","9963",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","2019-07-11 10:10:52-03","ESALQ","ESA","22970","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Souza, V.C. et al.","1994","01","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA022970",NA,"Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","CFCR 13827",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","2019-07-11 10:10:52-03","ESALQ","ESA","24226","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Harley, R.M. et al.","1994","01","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA024226",NA,"Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","2019-07-11 10:10:52-03","ESALQ","ESA","27274","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","11","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Estrada entre o Seminário e a cancela de entrada do parque.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, até 1,5 m alt.; corola roxa. Beira de mata.","ESA027274","ESA027274","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","10027",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","2019-07-11 08:54:43-03","ESALQ","ESA","113876","S","Plantae","Melastomataceae","Tibouchina","decemcostata","Tibouchina decemcostata",NA,"Meyer, F.S.","Almeda, F.","1998","05","29","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA113876","ESA113876","Magnoliophyta",NA,"2013","11",NA,"33136",NA,"auto","5304",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","2019-07-11 10:10:52-03","ESALQ","ESA","33039","S","Plantae","Melastomataceae","Tibouchina","martialis","Tibouchina martialis","(Cham.) Cogn.","Meyer, F.S.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","11","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Estrada entre o Seminário e a cancela de entrada do parque.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, até 1,8 m alt.; cálice vermelho, corola e filetes alvos, anteras roxas. Barranco.","ESA033039","ESA033039","Magnoliophyta",NA,"2013","11",NA,"33136",NA,"auto","10044",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","2019-07-11 08:54:43-03","ESALQ","ESA","113895","S","Plantae","Melastomataceae","Tibouchina","martiusiana","Tibouchina martiusiana",NA,"Meyer, F.S.","Almeda, F.","1998","05","28","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA113895","ESA113895","Magnoliophyta",NA,"2013","11",NA,"33136",NA,"auto","5296",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","2019-07-11 10:05:46-03","ESALQ","ESA","27281","S","Plantae","Asteraceae","Tilesia","baccata","Tilesia baccata","(L.) Pruski","Magenta, M.A.G.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","11","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Estrada entre o Seminário e a cancela de entrada do parque.","-43.4152984619141","-19.959400177002",NA,NA,"Subarbusto, ca. 1,2 m alt.; caule castanho com manchas verdes; flores do raio amarelas; flores do disco alaranjadas. Beira de mata.","ESA027281","ESA027281","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","10020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","2019-02-22 15:23:48-03","ESALQ","ESA","113897","S","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis",NA,NA,"Almeda, F.","1998","05","28","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA113897","ESA113897","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","5299",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","2019-07-11 10:05:58-03","ESALQ","ESA","26094","S","Plantae","Asteraceae","Trichogonia","hirtiflora","Trichogonia hirtiflora","(DC.) Sch. Bip. ex Baker","Roque, N.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, até 1,2 m alt.; invólucro vinho; flores rosa-forte. Entre rochas.","ESA026094","ESA026094","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","9989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","2019-07-11 10:05:58-03","ESALQ","ESA","27574","S","Plantae","Asteraceae","Trichogonia","hirtiflora","Trichogonia hirtiflora","(DC.) Sch. Bip. ex Baker","Roque, N.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, até 1,2 m alt.; invólucro vinho; flores rosa-forte. Entre rochas.","ESA027574","ESA027574","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","9989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","2019-07-11 10:14:37-03","ESALQ","ESA","23617","S","Plantae","Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Arbo, M.M.","Atkins, S. et al.","1994","01","16","Brasil","Minas Gerais","Santa Bárbara","Parque Natural do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA023617","ESA023617","Magnoliophyta",NA,"2001","01","01","33136",NA,"auto","CFCR 13802",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","2019-02-22 15:20:01-03","ESALQ","ESA","27278","S","Plantae","Hypericaceae","Vismia",NA,"Vismia",NA,NA,"Souza, V.C. et al.","1996","01","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA027278","ESA027278","Magnoliophyta",NA,NA,NA,NA,"33136",NA,"auto","10023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","2019-07-11 10:15:05-03","ESALQ","ESA","126563","S","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum",NA,"Shimizu, G.H.","Marcondes-Ferreira, W. et al.","1990","03","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA126563",NA,"Magnoliophyta",NA,"2009","09",NA,"33136",NA,"auto","252",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","2019-07-11 10:15:05-03","ESALQ","ESA","27544","S","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","Mart.","Barbosa, A.R.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, ca. 2 m alt.; flores amarelas. Entre rochas.","ESA027544",NA,"Magnoliophyta",NA,"1998","05",NA,"33136",NA,"auto","10008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","2020-02-13 14:06:40-03","MN","R","217356","S","Plantae","Apocynaceae","Ditassa","conceptionis","Ditassa conceptionis","Fontella","Rapini, A.","Rapini, A. 318; Kawasaki, M.L. & Mello-Silva, R.","1997","05","26","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.451389","-20.134722","43°27'05W","20°08'05S",NA,"R000217356",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,"1700","1700",NA,NA,NA,NA,NA,NA,NA
"1421","2020-02-13 14:09:04-03","MN","R","231232","S","Plantae","Euphorbiaceae","Sebastiania",NA,"Sebastiania",NA,NA,"Alves, R.J.V.","2003","12","12","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4847","-20.096533","43°29.082'W","20°05.792'S",NA,"R010032399,R010032401,R010032400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7210","1262","1262",NA,NA,NA,NA,NA,NA,NA
"1422","2020-02-13 14:07:51-03","MN","R","219394","S","Plantae","Bromeliaceae","Vriesea",NA,"Vriesea",NA,NA,"Alves, R.J.V.","2011","01","19","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.472817","-20.089433","43°28.369'W","20°05.366'S",NA,"R010010863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8368","1923","1923",NA,NA,NA,NA,NA,NA,NA
"1423","2020-02-13 14:13:52-03","MN","R","11183","S","Plantae","Verbenaceae","Vitex","cymosa","Vitex cymosa","Bertero ex Spreng.","Diogo, J.C.","Glaziou, A.F.M.","1892","05","04","Brasil","Minas Gerais","Santa Barbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Plantas do Brasil Central","R000011183","R000011183_001",NA,NA,NA,NA,NA,"33136",NA,"auto","19723",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","2020-02-13 14:06:30-03","MN","R","95100","S","Plantae","Apocynaceae","Araujia","sericifera","Araujia sericifera","Brot.",NA,NA,"1934","02","12","Brasil","Minas Gerais","Santa Barbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","2020-02-13 14:10:51-03","MN","R","34317","S","Plantae","Fabaceae","Senna","multijuga","Senna multijuga","(Rich.) H.S. Irwin & Barneby","Bortoluzzi, R.L.C.","Mello Barreto, H.L.","1933","04","12","Brasil","Minas Gerais","Santa Barbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico de Belo Horizonte n. 4203",NA,NA,NA,NA,"2003","02","03","33136",NA,"auto","5897",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","2020-02-13 14:08:03-03","MN","R","231927","S","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Mart.",NA,"Alves, R.J.V.","1996","06","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010034544",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","5136",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","2020-02-13 14:06:40-03","MN","R","95134","S","Plantae","Apocynaceae","Ditassa","tomentosa","Ditassa tomentosa","(Decne.) Fontella","Fontella, J.P.","Mello Barreto, H.L.","1933","04","12","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1983","08","23","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","2020-02-13 14:08:03-03","MN","R","51068","S","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Mart.","Benthem, J. van & Maas, P.J.M.","Mello Barreto, H.L.","1933","04","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico de Belo Horizonte 9588",NA,NA,NA,NA,"1977",NA,NA,"33136",NA,"auto",NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA
"1429","2020-02-13 14:08:03-03","MN","R","51069","S","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Mart.","Benthem, J. van & Maas, P.J.M.","Mello Barreto, H.L.","1933","04","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico de Belo Horizonte 9589",NA,NA,NA,NA,"1977",NA,NA,"33136",NA,"auto","9589","1300","1300",NA,NA,NA,NA,NA,NA,NA
"1430","2020-02-13 14:09:31-03","MN","R","231370","S","Plantae","Fabaceae","Cassia",NA,"Cassia",NA,NA,"Alves, R.J.V.","1996","06","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010031187,R010031188,R010031189",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","5139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","2020-02-13 14:07:19-03","MN","R","231599","S","Plantae","Arecaceae","Allagoptera",NA,"Allagoptera",NA,NA,"Alves, R.J.V. 5162; Walter","1996","06","12","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010032835,R010032836,R010032837",NA,NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","2020-02-13 14:06:25-03","MN","R","28464","S","Plantae","Anemiaceae","Anemia","raddiana","Anemia raddiana","Link","Mickel, J.T.","Sampaio, A.J.","1934","02","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico Belo Horizonte","R010043775,R010043776","R010043775 R010043776",NA,NA,"2005",NA,NA,"33136",NA,"auto","7042",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","2020-02-13 14:06:40-03","MN","R","95135","S","Plantae","Apocynaceae","Ditassa","tomentosa","Ditassa tomentosa","(Decne.) Fontella","Fontella, J.P.","Mello Barreto, H.L.","1933","04","17","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1983","08","23","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","2020-02-13 14:07:40-03","MN","R","11310","S","Plantae","Bignoniaceae","Arrabidaea","sceptrum","Arrabidaea sceptrum","(Cham.) Sandwith","Gentry, A.","Glaziou, A.F.M.","1881","09","10","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Plantas do Brasil Central","R000011310","R000011310_001",NA,NA,"1974",NA,NA,"33136",NA,"auto","12998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","2020-02-13 14:07:14-03","MN","R","191651","S","Plantae","Apocynaceae","Temnadenia","violacea","Temnadenia violacea","(Vell.) Miers","Santos, L.B.","Mello Barreto, H.L.","1934","02","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1994","04","04","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","2020-02-13 14:11:00-03","MN","R","69816","S","Plantae","Fabaceae","Stylosanthes","guianensis","Stylosanthes guianensis","(Aubl.) Sw.","Vanni, R.","s.col.","1934","02","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botanico de Bello Horizonte.",NA,NA,NA,NA,"1998","12","03","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","2020-02-13 14:06:35-03","MN","R","95098","S","Plantae","Apocynaceae","Blepharodon","pictum","Blepharodon pictum","(Vahl) W.D. Stevens","Gabrielle, R.","Sampaio, A.J.","1934","02","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2011","09","05","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","2020-02-13 14:06:58-03","MN","R","95137","S","Plantae","Apocynaceae","Oxypetalum","appendiculatum","Oxypetalum appendiculatum","Mart.","Fontella, J.P.","Mello Barreto, H.L.","1933","04","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico de Belo Horizonte",NA,NA,NA,NA,"1967","01","04","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","2020-02-13 14:08:52-03","MN","R","232372","S","Plantae","Cyperaceae","Lagenocarpus",NA,"Lagenocarpus",NA,NA,"Alves, R.J.V.","2011","01","21","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010036817",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","8365",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","2020-02-13 14:07:46-03","MN","R","231914","S","Plantae","Boraginaceae",NA,NA,NA,NA,NA,"Alves, R.J.V.","1998","11","22","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010034548,R010034549;R010034550",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","2020-02-13 14:12:24-03","MN","R","232053","S","Plantae","Ochnaceae","Lavradia",NA,"Lavradia",NA,NA,"Alves, R.J.V.","1996","06","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010006561,R010035797,R010035792","R010006561 R010035792 R010035797",NA,NA,NA,NA,NA,"33136",NA,"auto","5122",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","2020-02-13 14:08:44-03","MN","R","95421","S","Plantae","Convolvulaceae","Jacquemontia","eriocephala","Jacquemontia eriocephala","(Moric.) Meisn.","Falcão, J.","Sampaio, A.J.","1934","02","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1964",NA,NA,"33136",NA,"auto","6995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","2020-02-13 14:13:45-03","MN","R","229847","S","Plantae","Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,"Alves, R.J.V.","1998","11","20","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010029650,R010029651,R010029652","R010029650 R010029651 R010029652",NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","2020-02-13 14:10:50-03","MN","R","69828","S","Plantae","Fabaceae","Rhynchosia",NA,"Rhynchosia",NA,NA,"Sampaio, A.J.","1934","02","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botanico de Bello Horizonte.",NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","2020-02-13 14:11:55-03","MN","R","58437","S","Plantae","Moraceae","Cecropia",NA,"Cecropia",NA,NA,"Sampaio, A.J.","1934","02","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botanico de Bello Horizonte",NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","7038",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","2020-02-13 14:11:45-03","MN","R","231183","S","Plantae","Melastomataceae","Miconia",NA,"Miconia",NA,NA,"Alves, R.J.V.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010030711",NA,NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","2020-02-13 14:10:45-03","MN","R","33154","S","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","(Vell.) Taub.","Mattos, N.F.","Mello Barreto, H.L.","1933","04","20","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1972","09",NA,"33136",NA,"auto","5515",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","2020-02-13 14:06:53-03","MN","R","41312","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A. Rich.) K. Schum.",NA,"Mello Barreto, H.L.","1933","04","21","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","2020-02-13 14:07:13-03","MN","R","231566","S","Plantae","Apocynaceae","Tassadia","subulata","Tassadia subulata","(Vell.) Fontella & E.A.Schwarz",NA,"Alves, R.J.V.","1998","11","22","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010033474,R010033475,R010033476",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6418",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","2020-02-13 14:09:03-03","MN","R","231234","S","Plantae","Euphorbiaceae","Croton",NA,"Croton",NA,NA,"Alves, R.J.V.","2003","11","12","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010032393,R010032394,R010032395",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","7206",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","2020-02-13 14:12:59-03","MN","R","35205","S","Plantae","Phyllanthaceae","Phyllanthus","klotzschianus","Phyllanthus klotzschianus","Müll. Arg.","J. A. Steyermark","Mello Barreto, H.L.","1933","04","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","2644",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","2020-02-13 14:12:37-03","MN","R","36253","S","Plantae","Orchidaceae","Eulophidium","longifolium","Eulophidium longifolium",NA,NA,"Sampaio, A.J.","1934","02","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico de Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","7071",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","2020-02-13 14:10:27-03","MN","R","33022","S","Plantae","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"Mello Barreto, H.L.","1933","04","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","701",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","2020-02-13 14:11:13-03","MN","R","21398","S","Plantae","Fabaceae","Zornia","curvata","Zornia curvata","Mohlenbr.","Fortuna-Perez, A.P.","Sampaio, A.J.","1934","02","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,"33136",NA,"auto","7051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","2020-02-13 14:06:40-03","MN","R","95129","S","Plantae","Apocynaceae","Ditassa","mucronata","Ditassa mucronata","Mart.","Fontella, J.P.","Mello Barreto, H.L.","1933","04","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,"5°",NA,NA,NA,NA,NA,"1967","01","03","33136",NA,"auto",NA,"760","760",NA,NA,NA,NA,NA,NA,NA
"1456","2020-02-13 14:06:24-03","MN","R","28460","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,"Sampaio, A.J.","1934","02","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Jardim Botânico Belo Horizonte","R010040078,R010040079","R010040078 R010040079",NA,NA,NA,NA,NA,"33136",NA,"auto","7043",NA,NA,NA,NA,NA,NA,NA,NA,NA
