"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","continentOcean","preparationType","typeStatus","previousCatalogNumber","relatedCatalogItem"
"1457","2020-02-13 14:13:55-03","MN","R","232375","S","Plantae","Xyridaceae","Xyris",NA,"Xyris",NA,NA,"Alves, R.J.V.","2011","01","21","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010036819",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","8350",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","2020-02-13 14:06:40-03","MN","R","95130","S","Plantae","Apocynaceae","Ditassa","mucronata","Ditassa mucronata","Mart.","Rapini, A.","Mello Barreto, H.L.","1933","04","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,"5°",NA,NA,NA,NA,NA,"1999",NA,NA,"33136",NA,"auto",NA,"760","760",NA,NA,NA,NA,NA,NA,NA
"1459","2020-02-13 14:08:59-03","MN","R","232171","S","Plantae","Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,NA,"Alves, R.J.V.","1996","06","12","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010036484,R010036485,R010036486",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","5168",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","2020-02-13 14:08:59-03","MN","R","232169","S","Plantae","Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,NA,"Alves, R.J.V.","1996","06","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010036478,R010036479,R010036480",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","5174",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","2020-02-13 14:08:59-03","MN","R","232165","S","Plantae","Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,NA,"Alves, R.J.V.","1996","06","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010036452",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6137",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","2020-02-13 14:08:58-03","MN","R","232164","S","Plantae","Eriocaulaceae","Leiothrix",NA,"Leiothrix",NA,NA,"Alves, R.J.V.","1996","06","11","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010036453",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","5123",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","2020-02-13 14:08:03-03","MN","R","231928","S","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Mart.",NA,"Alves, R.J.V.","1998","11","22","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"R010034557",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6426",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","2020-02-13 14:09:04-03","MN","R","231743","S","Plantae","Euphorbiaceae","Sebastiania","glandulosa","Sebastiania glandulosa","(Mart.) Pax",NA,"Alves, R.J.V.","1998","11","21","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010033969,R010033970",NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6391",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","2020-02-13 14:08:48-03","MN","R","226555","S","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,"Alves, R.J.V.","1998","11","22","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010005803","R010005803",NA,NA,NA,NA,NA,"33136",NA,"auto","6412",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","2020-02-13 14:13:45-03","MN","R","227849","S","Plantae","Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,"Alves, R.J.V.","2011","01","21","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010007624,R010009803","R010007624 R010009803",NA,NA,NA,NA,NA,"33136",NA,"auto","8366",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","2020-02-13 14:13:46-03","MN","R","228977","S","Plantae","Velloziaceae","Vellozia","crassicaulis","Vellozia crassicaulis","Mart. ex Schult. f.",NA,"Alves, R.J.V.","1998","11","21","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010012221,R010012222","R010012221 R010012222",NA,NA,NA,NA,NA,"33136",NA,"auto","6392",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","2020-03-04 09:17:59-03","MN","R","227983","S","Plantae","Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum",NA,NA,"Alves, R.J.V.","2011","01","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010008933","R010008933",NA,NA,NA,NA,NA,"33136",NA,"auto","8310",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","2020-02-13 14:13:45-03","MN","R","227878","S","Plantae","Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,"Alves, R.J.V.","2011","01","20","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010007725","R010007725",NA,NA,NA,NA,NA,"33136",NA,"auto","8336",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","2020-02-13 14:13:45-03","MN","R","229849","S","Plantae","Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,"Alves, R.J.V.","1996","06","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010029654","R010029654",NA,NA,NA,NA,NA,"33136",NA,"auto","5128",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","2020-02-13 14:13:39-03","MN","R","229829","S","Plantae","Velloziaceae","Aylthonia","tricolor","Aylthonia tricolor","(Mart.) N.L. Menezes",NA,"Alves, R.J.V.","1996","06","13","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"R010029656","R010029656",NA,NA,NA,NA,NA,"33136",NA,"auto","5177",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","2020-02-13 14:08:24-03","MN","R","206026","S","Plantae","Commelinaceae",NA,NA,NA,NA,NA,"Vidal, J.","1954","11",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Cipó","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","IV 1198",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","2020-02-13 14:08:43-03","MN","R","95430","S","Plantae","Convolvulaceae","Ipomoea","nil","Ipomoea nil","(L.) Roth","Simão-Bianchini, R.","Sampaio, A.J.","1934","02","11","Brasil","Minas Gerais","Santa Barbará",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,"33136",NA,"auto","6999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","2019-12-09 08:37:20-03","UFPI","TEPB","29231","PreservedSpecimen","Plantae","Lamiaceae","Vitex",NA,"Vitex",NA,NA,"Semir, J","1993","09","08","Brasil","Minas Gerais","Santa Barbara","Estrada Mariana-Santa Barbara, Reserva da Comp. Vale do Rio Doce","-43.4152984619141","-19.959400177002",NA,NA,"Árvore cerca de 5m de alt; flores violáceas, manchadas de creme claro",NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","2019-12-09 08:37:05-03","UFPI","TEPB","1785","PreservedSpecimen","Plantae","Campanulaceae","Siphocampylus",NA,"Siphocampylus",NA,NA,"Cruz, N.D","1977","11","18","Brasil","Minas Gerais","Santa Barbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Subarbusto, flor vermelha Ambiente: Campo Aberto",NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","2019-07-29 13:47:50-03","UFPI","TEPB","1787","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","amplifolium","Erythroxylum amplifolium","(Mart.) O. E. Schultz","A.M.S.F.Vaz","Cruz, N.D","1977","11","18","Brasil","Minas Gerais","Santa Barbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto <ll>dwc_commonname:</ll> Cipó-de-escada",NA,NA,NA,NA,"1996","03","01","33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","2015-07-02 14:02:58-03","JBP","HPL","10456","S","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia",NA,"R. Tsuji","R. Tsuji","2008","01","17","Brasil","MG","Santa Bárbara do Monte Alegre","Coletado nas proximidades do município de Santa Bárbara do Monte Alegre, sentido Lima Duarte-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","01","17",NA,NA,NA,"2432",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","2015-07-02 14:02:16-03","JBP","HPL","10453","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","R. Tsuji","R. Tsuji","2008","01","17","Brasil","MG","Santa Bárbara do Monte Alegre","Coletado nas proximidades do município de Santa Bárbara do Monte Alegre, sentido Lima Duarte-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",NA,NA,NA,"2429",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","2015-07-02 14:01:04-03","JBP","HPL","10452","S","Plantae","Begoniaceae","Begonia","fischeri","Begonia fischeri",NA,"R. Tsuji","R. Tsuji","2008","01","17","Brasil","MG","Santa Bárbara do Monte Alegre","Coletado nas proximidades do município de Santa Bárbara do Monte Alegre, sentido Lima Duarte-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","01","17",NA,NA,NA,"2428",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","2015-07-02 14:01:33-03","JBP","HPL","10455","S","Plantae","Cucurbitaceae","Cayaponia",NA,"Cayaponia",NA,NA,"R. Tsuji","2008","01","17","Brasil","MG","Santa Bárbara do Monte Alegre","Coletado nas proximidades do município de Santa Bárbara do Monte Alegre, sentido Lima Duarte-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2431",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","2015-07-02 14:55:41-03","JBP","HPL","10277","S","Plantae","Polygalaceae","Diclidanthera","laurifolia","Diclidanthera laurifolia","Mart.","V.C. Souza","R. Tsuji","2008","01","17","Brasil","MG","Santa Bárbara do Monte Alegre","Coletado nas proximidades do município de Santa Bárbara do Monte Alegre; em beira de estrada sentido Lima Duarte-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","05","28",NA,NA,NA,"2426",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","2015-07-02 14:00:39-03","JBP","HPL","10454","S","Plantae","Arecaceae","Geonoma","brevispatha","Geonoma brevispatha",NA,"H. Lorenzi","R. Tsuji","2008","01","17","Brasil","MG","Santa Bárbara do Monte Alegre","Coletado nas proximidades do município de Santa Bárbara do Monte Alegre, sentido Lima Duarte-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","02","10",NA,NA,NA,"2430",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","2019-02-15 11:34:52-02","IPA","IPA","86726","S","Plantae","Bignoniaceae",NA,NA,NA,NA,NA,"Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","2010","11","13","Brasil","Minas Gerais","Santa Bárbara","RPPN Serra do Caraça, na borda da cachoeira do taboão.","-43.506389","-20.081667","-43.506389","-20.081667","Cipó trepador; flor rosa.; Cerrado.","IPA0086726",NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,"989","1205","1205",NA,NA,"Southern America",NA,NA,NA,NA
"1484","2019-02-22 11:44:21-03","IPA","IPA","39890","S","Plantae","Leguminosae-Caes.","Chamaecrista","gilliesii","Chamaecrista gilliesii","(Glaz. ex Harms) H.S. Irwin & Barneby",NA,"Glaziou",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"IPA0039890",NA,"Plantae",NA,NA,NA,NA,"33136",NA,"auto","14638",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"1485","2019-02-22 11:44:13-03","IPA","IPA","40084","S","Plantae","Leguminosae-Caes.","Cassia","thyrsiflora","Cassia thyrsiflora","Glaz.",NA,"Glaziou",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Campo.","-43.4152984619141","-19.959400177002",NA,NA,NA,"IPA0040084",NA,"Plantae",NA,NA,NA,NA,"33136",NA,"auto","14632",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"1486","2019-02-15 11:33:44-02","IPA","IPA","88212","S","Plantae","Asteraceae","Baccharis",NA,"Baccharis",NA,NA,"Semir, J.; et al.; et al.","1993","09","09","Brasil","Minas Gerais","Santa Bárbara","Caraça.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto ca. 1m de altura, em fenda na rocha no leito do rio, próximo a cascatinha. Indivíduo com flores pistiladas.","IPA0088212",NA,"Plantae",NA,NA,NA,NA,"33136",NA,"auto","28837",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"1487","2019-02-22 11:44:21-03","IPA","IPA","12152","S","Plantae","Leguminosae-Caes.","Chamaecrista","mucronata","Chamaecrista mucronata","(Spreng.) H.S. Irwin & Barneby",NA,"Magalhães, M.","1943","02","04","Brasil","Minas Gerais","Santa Bárbara","Catas altas. Canga","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto 1m. Flor amarela. Muito frequênte","IPA0012152",NA,"Plantae",NA,NA,NA,NA,"33136",NA,"auto","2853",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"1488","2019-02-15 11:52:08-02","IPA","IPA","88202","S","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","Mart.",NA,"Barbosa, A.R.","1996","01","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça., Próximo a cachoeira.","-43.4152984619141","-19.959400177002",NA,NA,"Árvore ca. 5 m de altura. Flores amarelas.; Em Região de Campo Rupestre","IPA0088202",NA,"Plantae",NA,NA,NA,NA,"33136",NA,"auto","34215",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"1489","2020-03-10 08:28:26-03","UFV","VIC","50578","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","comosa","Astraea comosa","(Müll.Arg.)","O.L.M. Silva","Silva, O.L.M.; A.A.C. Sousa","2016",NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Caminho para o Santuário do Caraça. Cerca de 7km após a portaria da RPPN Serra do Caraça.","-43","-20","-43","-20","ampo rupestre, próximo de corpo d'água. Arbusto, cerca de 1,5m de altura, caules lignificados na base e próximo dos ramos mais jovens, cobertos de tricomas alvos castanho-claros. Estípulas verdes a castanhas. Folhas verdes discolores (","VIC050578","VIC050578",NA,NA,"2016",NA,NA,NA,NA,NA,"318","1116","1116",NA,NA,NA,NA,NA,NA,NA
"1490","2020-03-10 08:30:12-03","UFV","VIC","51304","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Viana, P.L.","Viana, P.L.","2008","06","20","Brasil","Minas Gerais","Santa Bárbara","RPPN Capivari","-43","-20","-43","-20","Em beira de córrego. Colmos escandentes, proliferantes. Comum.","VIC051304","VIC051304",NA,NA,"2009","10",NA,NA,NA,NA,"et al.","1350","1350",NA,NA,NA,NA,NA,NA,NA
"1491","2020-03-10 08:27:52-03","UFV","VIC","36568","PreservedSpecimen","Plantae","Caesalpinioideae","Chamaecrista",NA,"Chamaecrista","Moench.","Coutinho, Í.A.C.","Coutinho, Í.A.C.","2010","10","11","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","Estrada de Três Cruzes - Serra Negra","-43.820028","-21.9675","-43.820028","-21.9675","Campo Rupestre. Arbustos variando entre 1-1,5 m de altura. Folhas verdes, cortáceas. Folhas novas do ápice caulinar vináceas. Fruto castanho escuro. Na base do morro encontra-se esta espécie há um solo arenoso similar ao de campo rupes","VIC036568",NA,NA,NA,"2010","10","15",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","2020-03-10 08:27:53-03","UFV","VIC","35831","PreservedSpecimen","Plantae","Caesalpinioideae","Chamaecrista","cytisoides","Chamaecrista cytisoides","(DC. ex Collad.) H.S. Irwin & Barneby","Coutinho, Í.A.C.","Coutinho, Í.A.C.; Dalvi, V.C.","2011","06","15","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","Serra Negra ou Três Cruzes, Sítio do Sr. Juquinha. Área de transição entre ambiente arenoso, campo rupestre e floresta estacional sub-montana.","-43.820028","-21.9675","-43.820028","-21.9675","Arvoreta, c.a. de 1,0 metro de altura. Final da frutificação.","VIC035831","VIC035831 VIC035831_1",NA,NA,"2011","06","15",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","2020-03-10 08:27:53-03","UFV","VIC","36569","PreservedSpecimen","Plantae","Caesalpinioideae","Chamaecrista","cytisoides","Chamaecrista cytisoides","(DC. ex Collad.) H.S. Irwin & Barneby","Coutinho, Í.A.C.","Coutinho, Í.A.C.","2010","10","11","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","Estrada de Três Cruzes - Serra Negra","-43.820028","-21.9675","-43.820028","-21.9675","Campo Rupestre. Arbustos variando entre 1-1,5 m de altura. Folhas verdes, cartáceas. Folhas novas do ápice caulinar vináceas. Fruto castanho esuro. Na base do morro encontra-se esta espécie há um solo arenoso, similar ao de campo rupes","VIC036569",NA,NA,NA,"2010","10","15",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","2020-03-10 08:27:41-03","UFV","VIC","31923","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,"Ribeiro, O B C","2008","10","15","Brasil","Minas Gerais","Santa Bárbara","Serra de Capanema","-43","-20","-43","-20","Saxícola em afloramento rochoso quartizítico","VIC031923","VIC031923",NA,NA,NA,NA,NA,NA,NA,NA,"239","1561","1561",NA,NA,NA,NA,NA,NA,NA
"1495","2020-03-10 08:27:41-03","UFV","VIC","31922","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,"Ribeiro, O B C","2008","10","15","Brasil","Minas Gerais","Santa Bárbara","Serra de Capanema","-43","-20","-43","-20","Saxícola em afloramento rochoso quartizítico","VIC031922","VIC031922",NA,NA,NA,NA,NA,NA,NA,NA,"236","1561","1561",NA,NA,NA,NA,NA,NA,NA
"1496","2020-03-10 08:27:41-03","UFV","VIC","31921","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,"Ribeiro, O B C","2008","10","15","Brasil","Minas Gerais","Santa Bárbara","Serra de Capanema","-43","-20","-43","-20","Saxícola em afloramento rochoso quartizítico","VIC031921","VIC031921",NA,NA,NA,NA,NA,NA,NA,NA,"235","1561","1561",NA,NA,NA,NA,NA,NA,NA
"1497","2020-03-10 08:27:42-03","UFV","VIC","31927","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","Ule","Ribeiro, O B C","Ribeiro, O B C","2008","09","25","Brasil","Minas Gerais","Santa Bárbara","Serra de Capanema","-43","-20","-43","-20","Rupícola em afloramento rochoso quartzítico","VIC031927","VIC031927",NA,NA,"2008","09","25",NA,NA,NA,"227","1641","1641",NA,NA,NA,NA,NA,NA,NA
"1498","2020-03-10 08:27:42-03","UFV","VIC","31911","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","vidaliorum","Orthophytum vidaliorum","Ribeiro & Paula",NA,"Ribeiro, O.B.C.; Paula, C.C. de","2008","09","25","Brasil","Minas Gerais","Santa Bárbara","Serra da Capanema, Afloramento rochoso quartzítico voltado para Oeste.","-43.58475","-20.191389","-43.58475","-20.191389","Saxícola lateralmente em afloramento rochoso quartzítico. População associada a cupins. TIPO.","VIC031911","VIC031911 VIC031911_1 VIC031911_2",NA,NA,NA,NA,NA,NA,NA,NA,"208",NA,NA,NA,NA,NA,NA,"Tipo",NA,NA
"1499","2020-03-10 08:29:29-03","UFV","VIC","37431","PreservedSpecimen","Plantae","Mimosoideae","Senegalia","grandistipula","Senegalia grandistipula","(Benth.) Seigler & Ebinger","Terra, V.","Terra, V.; Coutinho, Í.A.C.","2012","04","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.822083","-21.980722","-43.822083","-21.980722","Arvoreta.","VIC037431","VIC037431",NA,NA,"2012","04","14",NA,NA,NA,"614",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","2020-03-10 08:29:29-03","UFV","VIC","37432","PreservedSpecimen","Plantae","Mimosoideae","Senegalia","lacerans","Senegalia lacerans","(Benth.) Seigler & Ebinger","Terra, V.","Terra, V.; Coutinho, Í.A.C.","2012","04","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.822083","-21.980722","-43.822083","-21.980722","Liana.","VIC037432","VIC037432",NA,NA,"2012","04","14",NA,NA,NA,"612",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","2020-03-10 08:29:29-03","UFV","VIC","37430","PreservedSpecimen","Plantae","Mimosoideae","Senegalia","lacerans","Senegalia lacerans","(Benth.) Seigler & Ebinger","Terra, V.","Terra, V.; Coutinho, Í.A.C.","2012","04","14","Brasil","Minas Gerais","Santa Bárbara","Beira do rio, próximo do Sítio do Seu Juquinha","-43.826694","-21.974861","-43.826694","-21.974861","Arbusto escandente.","VIC037430","VIC037430",NA,NA,"2012","04","14",NA,NA,NA,"615",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","2020-03-10 08:29:29-03","UFV","VIC","45386","PreservedSpecimen","Plantae","Mimosoideae","Senegalia",NA,"Senegalia","Raf.",NA,"Terra, V.; Coutinho, Í.A.C.","2012","04","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Árvore de 6 m, floresta atlântica","VIC045386","VIC045386",NA,NA,NA,NA,NA,"33136",NA,"auto","608",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","2020-03-10 08:29:29-03","UFV","VIC","45388","PreservedSpecimen","Plantae","Mimosoideae","Senegalia",NA,"Senegalia","Raf.",NA,"Terra, V.; Coutinho, Í.A.C.","2012","04","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"VIC045388","VIC045388",NA,NA,NA,NA,NA,"33136",NA,"auto","607",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","2020-03-10 08:28:28-03","UFV","VIC","6256","PreservedSpecimen","Plantae","Euphorbiaceae","Croton",NA,"Croton","L.",NA,"Leitão Filho, H.F.; et al.","1978","12","13","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Arbusto de até 1,5 metros, flores creme.","VIC006256","VIC006256",NA,NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","2020-03-10 08:30:29-03","UFV","VIC","1219","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","crispa","Clematis crispa","Sinn",NA,"Condit, I.J.","1928","06",NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"VIC001219","VIC001219",NA,NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","2020-03-10 08:27:29-03","UFV","VIC","30838","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lopes, M.M.M.","Baptista, M.L.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Árvore.","VIC030838","VIC030838",NA,NA,"2005","06","27","33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","2020-03-10 08:28:58-03","UFV","VIC","43051","PreservedSpecimen","Plantae","Melastomataceae",NA,NA,NA,NA,NA,"Coutinho, I.A.C.; Terra, V.","2014","01","24","Brasil","Minas Gerais","Santa Bárbara do Monte Verde",NA,"-43.7022018432617","-21.9591999053955",NA,NA,"Arvoreta de 2 m,caule quebradiço,com muito água, flores de roxo escuro folhas discolores de tricomas prateado na face adaxial.","VIC043051","VIC043051",NA,NA,NA,NA,NA,"16174",NA,"auto","485",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","2020-03-10 08:28:58-03","UFV","VIC","42377","PreservedSpecimen","Plantae","Melastomataceae",NA,NA,NA,NA,NA,"Coutinho, I.A.C.; Terra, V.","2014","01","24","Brasil","Minas Gerais","Santa Bárbara do Monte Verde",NA,"-43.7022018432617","-21.9591999053955",NA,NA,"Arvoreta de 2 m, caule quebradiço, com muita água, flores roxo escuro com base de pétalas rosa escuro, folhas discolores, de tricomas prateados na face adaxial.","VIC042377","VIC042377 VIC042377_1",NA,NA,NA,NA,NA,"16174",NA,"auto","321",NA,NA,NA,NA,NA,NA,NA,NA,NA
