"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","infraspecificEpithet","class","typeStatus"
"253","2019-10-02 15:07:14-03","UFMG","BHCB","120243","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bifrenaria",NA,"Bifrenaria",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Grama, cume.","-42.481333","-20.728556",NA,NA,"Erva epífita, no interior de mata no cume do pico. Coordenadas aproximadas.",NA,"2562","Southern America","-42.481333","-20.728556",NA,NA,NA,"1423","1423",NA,NA,NA,NA
"254","2019-10-02 15:07:15-03","UFMG","BHCB","120268","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb",NA,"2008","02","Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","16","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, trilha do munho","-42.480083","-20.720194",NA,NA,"Coordenadas da sede do parque.; Erva epífita. Flores amarelo-esverdeados tendendo a branco.; em mata úmida",NA,"2587","Southern America","-42.480083","-20.720194",NA,"BHCB001039","BHCB001039","1299","1299","16",NA,NA,NA
"255","2020-01-27 18:59:56-03","UFMG","BHCB","48106","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell",NA,"2012","08","Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.485833","-20.716111",NA,NA,"Arbusto, ca. 2,0 m. Folhas cartáceas, ferrugíneas face abaxial, cálice ferrugíneo, pétalas vermelhas, anteras amarelas, frutos imaturos verdes; Mata atlântica em diversos graus de perturbação, margem de estrada",NA,"3129","Southern America","-42.485833","-20.716111",NA,"BHCB011739",NA,"1400","1400",NA,NA,NA,NA
"256","2019-10-02 14:52:31-03","UFMG","BHCB","48063","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","floribunda","Cayaponia floribunda","(Cogn.) Cogn.",NA,"2013","11","Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Margem de estrada.","-42.485833","-20.716111",NA,NA,"Liana; folhas cartáceas, flores brancas, frutos imaturos verdes.; Mata atlântica em diversos graus de perturbação.",NA,"3086","Southern America","-42.485833","-20.716111",NA,"BHCB011348",NA,"1400","1400","14",NA,NA,NA
"257","2019-10-02 15:03:44-03","UFMG","BHCB","48092","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto",NA,NA,NA,"Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro.","-42.483333","-20.716111",NA,NA,"Mata atlântica em diversos graus de perturbação, beira córrego. 20º42'58-20º43'19S 42º29'09-42º29'02W. Arbusto, ca. 2,0 m. Folhas papiráceas, brácteas e flores amarelo-limão.",NA,"s.n.","Southern America","-42.483333","-20.716111",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"258","2019-10-02 15:07:26-03","UFMG","BHCB","120258","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2017","08","Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.475778","-20.739583",NA,NA,"Erva epífita; Em mata úmida",NA,"2577","Southern America","-42.475778","-20.739583",NA,"BHCB028329",NA,"1576","1576","31",NA,NA,NA
"259","2019-10-02 15:07:28-03","UFMG","BHCB","120236","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Grama","-42.481333","-20.728556",NA,NA,"Erva terrestre, campo sujo úmido. Flores rosadas. Coordenadas aproximadas.",NA,"2555","Southern America","-42.481333","-20.728556",NA,NA,NA,"1423","1423",NA,NA,NA,NA
"260","2019-10-02 15:07:31-03","UFMG","BHCB","48053","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,"Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","P.E. da Serra do Brigadeiro","-42.485833","-20.701611",NA,NA,"Erva; mata atlântica em diversos graus de perturbação; margem de estrada; folhas coriáceas, flores lilases a vermelhas, calosidades do labelo amarelas.",NA,"3076","Southern America","-42.485833","-20.701611",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"261","2019-10-02 14:50:03-03","UFMG","BHCB","48060","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Erigeron",NA,"Erigeron","L.",NA,NA,NA,"Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro.","-42.485833","-20.716111",NA,NA,"Plantas do Brasil. Mata Atlântica em diversos graus de perturbação, margem de estrada. Arbusto, ca. 1m. Folhas cartáceas. Brácteas verdes. Lacínios brancos. Flores amarelas. Coordenadas 20°42'58''-20°43'19''S, 42°29'9''-42°29'2''W.",NA,"3083","Southern America","-42.485833","-20.716111",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"262","2019-10-02 15:07:33-03","UFMG","BHCB","120239","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa",NA,"Gomesa",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Grama","-42.481333","-20.728556",NA,NA,"Erva epífita, em mata de encosta, beira da trilha. Flores verde-amareladas. Coordenadas aproximadas.",NA,"2558","Southern America","-42.481333","-20.728556",NA,NA,NA,"1423","1423",NA,NA,NA,NA
"263","2019-10-02 15:07:34-03","UFMG","BHCB","120255","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.475778","-20.739583",NA,NA,"Erva terrestre, em mata úmida. Coordenadas aproximadas.",NA,"2574","Southern America","-42.475778","-20.739583",NA,NA,NA,"1576","1576",NA,NA,NA,NA
"264","2019-10-02 15:07:44-03","UFMG","BHCB","120234","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Grama.","-42.481667","-20.7285",NA,NA,"Erva terrestre, em encostas a beira de estradas, solo úmido. Flores verdes, sépalas verde-escuras, pétalas laterais e labelo verde-claros.",NA,"2553","Southern America","-42.481667","-20.7285",NA,NA,NA,"1410","1410",NA,NA,NA,NA
"265","2019-10-02 15:07:44-03","UFMG","BHCB","120245","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, mancha de campo úmido atrás do morro do lado do alojamento para pesquisadores.","-42.478167","-20.721556",NA,NA,"Erva terrestre, em campo úmido, circundado por mata. Solo escuro, com água sobre a superfície. Flores verdes, sépalas verde-escuras, pétalas laterais e labelo verde-claros.",NA,"2564","Southern America","-42.478167","-20.721556",NA,NA,NA,"1354","1354",NA,NA,NA,NA
"266","2019-10-02 15:07:47-03","UFMG","BHCB","120250","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","repens","Habenaria repens","Nutt.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.472944","-20.747056",NA,NA,"Erva terrestre, em campo rupestre de altitude úmido. Flores verdes.",NA,"2569","Southern America","-42.472944","-20.747056",NA,NA,NA,"1770","1770",NA,NA,NA,NA
"267","2019-10-02 15:07:47-03","UFMG","BHCB","120251","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","rolfeana","Habenaria rolfeana","Schltr.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.473167","-20.748417",NA,NA,"Erva terrestre, em campo rupestre de altitude úmido. Flores Verdes, sépalas verde-escuras, pétalas laterais e labelo verde-claros.",NA,"2570","Southern America","-42.473167","-20.748417",NA,NA,NA,"1825","1825",NA,NA,NA,NA
"268","2019-10-02 15:07:47-03","UFMG","BHCB","120249","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","rupicola","Habenaria rupicola","Barb.Rodr.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.474056","-20.744194",NA,NA,"Erva terrestre, em campo rupestre úmido de altitude. Flores Verdes.",NA,"2568","Southern America","-42.474056","-20.744194",NA,NA,NA,"1755","1755",NA,NA,NA,NA
"269","2019-10-02 15:07:47-03","UFMG","BHCB","120267","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","rupicola","Habenaria rupicola","Barb.Rodr.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","16","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Sede do parque","-42.479139","-20.722556",NA,NA,"Erva terrestre, em campo .... Flores Verdes.",NA,"2586","Southern America","-42.479139","-20.722556",NA,NA,NA,"1309","1309",NA,NA,NA,NA
"270","2019-10-02 15:07:48-03","UFMG","BHCB","120265","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","warmingii","Habenaria warmingii","Rchb",NA,"2008","02","Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","16","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Sede do parque","-42.480083","-20.720194",NA,NA,"Erva terrestre. Sépalas verdes, pétalas laterais e labelo verde-claros.; campo sujo brejoso",NA,"2584","Southern America","-42.480083","-20.720194",NA,"BHCB001680","BHCB001680","1299","1299","16",NA,NA,NA
"271","2019-10-02 15:07:50-03","UFMG","BHCB","120237","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Heterotaxis","brasiliensis","Heterotaxis brasiliensis","(Brieger & Illg) F.Barros",NA,"2013","07","Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Grama","-42.481333","-20.728556",NA,NA,"Erva epífita, em mata de encosta. Flores verdes. Coordenadas aproximadas.; Erva epífita, flores verdes; Mata de encosta",NA,"2556","Southern America","-42.481333","-20.728556",NA,"BHCB009118",NA,"1423","1423","17",NA,NA,NA
"272","2019-10-02 15:08:23-03","UFMG","BHCB","48089","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ichnanthus","pallens","Ichnanthus pallens","(Sw.) Munro ex Benth.",NA,"2001","01","Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.483889","-20.716111",NA,NA,"Erva, folhas papiráceas, inflorescências verdes; Mata atlântica em diversos graus de perturbação",NA,"3112","Southern America","-42.483889","-20.716111",NA,"BHCB025155",NA,"1400","1400","18",NA,NA,NA
"273","2019-12-16 17:40:50-03","UFMG","BHCB","48066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Justicia","laeta","Justicia laeta","S. Moore",NA,"2002","05","Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, 20º42'58-20º43'19S, 43º29'09-43º29'02W","-43.485833","-20.716111",NA,NA,"Arbusto, ca. 1m. Folhas papiráceas, cálice verde, corola roxa.; Mata Atlântica em diversos graus de perturbação.",NA,"3089","Southern America","-43.485833","-20.716111",NA,"BHCB053039","BHCB053039","1400","1400",NA,NA,NA,NA
"274","2019-10-02 14:50:17-03","UFMG","BHCB","48055","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","salzmannii","Lepidaploa salzmannii","(DC.) H.Rob.",NA,NA,NA,"Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro.","-42.485833","-20.716111",NA,NA,"Plantas do Brasil. Mata Atlântica em diversos graus de perturbação, margem de estrada. Arbustivo, ca. 1,5m. Folhas cartáceas. Brácteas verde-arroxeadas. Flores lilás-claro. Coordenadas 20°42'58''-20°43'19''S, 42°29'9''-42°29'2''W.",NA,"3078","Southern America","-42.485833","-20.716111",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"275","2019-10-02 15:07:50-03","UFMG","BHCB","120266","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Liparis","nervosa","Liparis nervosa","(Thunb.) Lindl.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","16","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Sede do parque","-42.480083","-20.720194",NA,NA,"Erva terrestre, campo sujo brejoso. Flores roxas.",NA,"2585","Southern America","-42.480083","-20.720194",NA,NA,NA,"1299","1299",NA,NA,NA,NA
"276","2019-10-02 15:07:50-03","UFMG","BHCB","120256","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Malaxis",NA,"Malaxis",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.475778","-20.739583",NA,NA,"Erva terrestre, em mata úmida. Coordenadas aproximadas.",NA,"2575","Southern America","-42.475778","-20.739583",NA,NA,NA,"1576","1576",NA,NA,NA,NA
"277","2019-10-02 14:52:04-03","UFMG","BHCB","48094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","Loes.",NA,"2013","05","Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.485833","-20.716111",NA,NA,"Arbusto de ramos decumbentes. Folhas cartáceas, frutos imaturos laranja.; Mata Atlântica em diversos graus de pertubação. Beira de córrego.",NA,"3117","Southern America","-42.485833","-20.716111",NA,"BHCB034636",NA,"1400","1400",NA,NA,NA,NA
"278","2019-10-02 14:50:37-03","UFMG","BHCB","48051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mutisia","coccinea","Mutisia coccinea","A.St.-Hil.",NA,NA,NA,"Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro.","-42.485833","-20.716111",NA,NA,"Plantas do Brasil. Mata Atlântica em diversos graus de perturbação, margem de estrada. Liana. Folíolos cartáceos. Brácteas verdes de ápice roxo. Lacínios vermelhos. Flores amarelas. Coordenadas 20°42'58''-20°43'19''S, 42°29'9''-42°29'2''W.",NA,"3074","Southern America","-42.485833","-20.716111",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"279","2019-10-02 15:07:53-03","UFMG","BHCB","120263","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Octomeria","campos-portoi","Octomeria campos-portoi","Schltr.",NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.475778","-20.739583",NA,NA,"Erva epífita, em mata úmida. Coordenadas aproximadas.",NA,"2582","Southern America","-42.475778","-20.739583",NA,NA,NA,"1576","1576",NA,NA,NA,NA
"280","2019-10-02 15:07:53-03","UFMG","BHCB","120242","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Oncidium",NA,"Oncidium",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2008","02","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Grama","-42.481333","-20.728556",NA,NA,"Erva terrestre, em campo limpo úmido. Sépalas e pétalas laterais vermelho-escuro e labelo amarelo. Coordenadas aproximadas.",NA,"2561","Southern America","-42.481333","-20.728556",NA,NA,NA,"1423","1423",NA,NA,NA,NA
