"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","infraspecificEpithet","class","typeStatus"
"103","2020-03-10 08:30:57-03","UFV","VIC","038114","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","variegata","Vellozia variegata","Goethart & Henrard",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbustiva de campo rupestre de velósia, pétalas rochas.","auto","s.n.",NA,NA,NA,NA,"VIC038114","VIC038114",NA,NA,NA,NA,NA,NA
"104","2020-03-10 08:29:48-03","UFV","VIC","037911","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Coppensia","barbaceniaceae","Coppensia barbaceniaceae","(Lindl) Campacci",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037911","VIC037911",NA,NA,NA,NA,NA,NA
"105","2020-03-10 08:29:41-03","UFV","VIC","038629","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","fallax","Myrcia fallax","(Rich.)",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC038629","VIC038629",NA,NA,NA,NA,NA,NA
"106","2020-03-10 08:29:48-03","UFV","VIC","038098","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Coppensia","ramosa","Coppensia ramosa","(Lindl.) Campacci",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso.campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038098","VIC038098",NA,NA,NA,NA,NA,NA
"107","2020-03-10 08:29:48-03","UFV","VIC","038636","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Coppensia","ramosa","Coppensia ramosa","(Lindl.) Campacci",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso.","auto","s.n.",NA,NA,NA,NA,"VIC038636","VIC038636",NA,NA,NA,NA,NA,NA
"108","2020-03-10 08:26:57-03","UFV","VIC","037909","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Ditassa","leonii","Ditassa leonii","Fontella & T.U.P. Konno",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Liana de campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037909","VIC037909",NA,NA,NA,NA,NA,NA
"109","2020-03-10 08:31:02-03","UFV","VIC","037925","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","filifolia","Xyris filifolia","L.A. Nilsson",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbustiva,campo rupestre de velósia, pétalas amarelas.","auto","s.n.",NA,NA,NA,NA,"VIC037925","VIC037925",NA,NA,NA,NA,NA,NA
"110","2020-03-10 08:28:23-03","UFV","VIC","037919","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto, ocorre em todas as áreas campestres, pétalas rosas.","auto","s.n.",NA,NA,NA,NA,"VIC037919","VIC037919",NA,NA,NA,NA,NA,NA
"111","2020-03-10 08:27:20-03","UFV","VIC","038634","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","clausseni","Stevia clausseni","Sch. Bip. ex Baker",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"|Herbácea de campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC038634","VIC038634",NA,NA,NA,NA,NA,NA
"112","2020-03-10 08:29:47-03","UFV","VIC","038104","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","teres","Acianthera teres","(lindl. Borba)",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso.","auto","s.n.",NA,NA,NA,NA,"VIC038104","VIC038104",NA,NA,NA,NA,NA,NA
"113","2020-03-10 08:29:48-03","UFV","VIC","038100","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sacoila","lanceolata","Sacoila lanceolata","(Aubl) Garay",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038100","VIC038100",NA,NA,NA,NA,NA,NA
"114","2020-03-10 08:28:15-03","UFV","VIC","037917","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","scabra","Bulbostylis scabra","(Presl) C.B.Clarke.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, , campo graminoso.Campo rupestre de velozia.","auto","s.n.",NA,NA,NA,NA,"VIC037917","VIC037917",NA,NA,NA,NA,NA,NA
"115","2020-03-10 08:30:34-03","UFV","VIC","037924","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","(Willd. ex R & S) O.Kuntze",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037924","VIC037924",NA,NA,NA,NA,NA,NA
"116","2020-03-10 08:28:45-03","UFV","VIC","42326","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC042326",NA,NA,NA,NA,NA,NA,NA
"117","2020-03-10 08:28:23-03","UFV","VIC","037906","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gautheria","serrata","Gautheria serrata",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto, ocorre em todas as áreas campestres,pétalas lilás.","auto","s.n.",NA,NA,NA,NA,"VIC037906","VIC037906",NA,NA,NA,NA,NA,NA
"118","2020-03-10 08:28:23-03","UFV","VIC","42179","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","flavescens","Leiothrix flavescens","(Bong.) Ruhland",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo graminoso,folhas formam roseta , pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC042179","VIC042179",NA,NA,NA,NA,NA,NA
"119","2020-03-10 08:29:48-03","UFV","VIC","038097","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso.","auto","s.n.",NA,NA,NA,NA,"VIC038097","VIC038097",NA,NA,NA,NA,NA,NA
"120","2020-03-10 08:27:21-03","UFV","VIC","42343","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonanthura","divaricata","Vernonanthura divaricata","(Spreng.) H. Rob.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042343","VIC042343",NA,NA,NA,NA,NA,NA
"121","2020-03-10 08:28:48-03","UFV","VIC","038116","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum","L.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC038116","VIC038116",NA,NA,NA,NA,NA,NA
"122","2020-03-10 08:30:18-03","UFV","VIC","037918","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","euprepes","Panicum euprepes","Renvoize",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037918","VIC037918",NA,NA,NA,NA,NA,NA
"123","2020-03-10 08:29:05-03","UFV","VIC","038624","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC038624","VIC038624",NA,NA,NA,NA,NA,NA
"124","2020-03-10 08:30:38-03","UFV","VIC","038106","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Relbunium","hypocarpium","Relbunium hypocarpium","(L.) Hemsl.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038106","VIC038106",NA,NA,NA,NA,NA,NA
"125","2020-03-10 08:27:41-03","UFV","VIC","037915","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","weddelliana","Dyckia weddelliana","Baker",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Folhas formam uma roseta, pétalas de coloração vermelha, campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC037915","VIC037915",NA,NA,NA,NA,NA,NA
"126","2020-03-10 08:30:38-03","UFV","VIC","037901","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Spermacoce","poaya","Spermacoce poaya","A.St Hill",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso e campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037901","VIC037901",NA,NA,NA,NA,NA,NA
"127","2020-03-10 08:27:42-03","UFV","VIC","037912","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","carinata","Pitcairnia carinata","Mez",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Folhas formam uma roseta, pétalas amarela, Campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC037912","VIC037912",NA,NA,NA,NA,NA,NA
"128","2020-03-10 08:27:28-03","UFV","VIC","037922","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arvoreta de 1,5 m, pétalas de coloração amarela, campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC037922","VIC037922",NA,NA,NA,NA,NA,NA
"129","2020-03-10 08:28:23-03","UFV","VIC","42168","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo graminoso,folhas formam roseta , pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC042168","VIC042168",NA,NA,NA,NA,NA,NA
"130","2020-03-10 08:29:00-03","UFV","VIC","037908","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","pectinata","Lavoisiera pectinata","Cogn",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC037908","VIC037908",NA,NA,NA,NA,NA,NA
"131","2020-03-10 08:28:23-03","UFV","VIC","42167","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae",NA,NA,NA,NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo graminoso,folhas formam roseta , pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC042167","VIC042167",NA,NA,NA,NA,NA,NA
"132","2020-03-10 08:27:07-03","UFV","VIC","037927","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC037927","VIC037927",NA,NA,NA,NA,NA,NA
"133","2020-03-10 08:28:41-03","UFV","VIC","037921","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Heterozygis","nitida","Heterozygis nitida","(Benth.) Epling",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de pétalas rochas, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037921","VIC037921",NA,NA,NA,NA,NA,NA
"134","2020-03-10 08:27:21-03","UFV","VIC","038635","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","geminata","Vernonia geminata","Kunth",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arvoreta,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038635","VIC038635",NA,NA,NA,NA,NA,NA
"135","2020-03-10 08:30:24-03","UFV","VIC","037903","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","stricta","Polygala stricta","A.St Hill",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037903","VIC037903",NA,NA,NA,NA,NA,NA
"136","2020-03-10 08:28:18-03","UFV","VIC","037910","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Trilepis","lhotzkiana","Trilepis lhotzkiana","Nees ex Arn.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, , campo graminoso.Campo rupestre de velozia.","auto","s.n.",NA,NA,NA,NA,"VIC037910","VIC037910",NA,NA,NA,NA,NA,NA
"137","2020-03-10 08:29:48-03","UFV","VIC","038099","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Grobya","amherstiae","Grobya amherstiae","Lindl.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso.campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038099","VIC038099",NA,NA,NA,NA,NA,NA
"138","2020-03-10 08:28:23-03","UFV","VIC","42166","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","macropodus","Paepalanthus macropodus","Ruhland",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo graminoso,folhas formam roseta , pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC042166","VIC042166",NA,NA,NA,NA,NA,NA
"139","2020-03-10 08:30:38-03","UFV","VIC","038107","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","sessilis","Psychotria sessilis","(Vell) Muell.Arg.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 5 m, escrube, mata de encosta , mata nebular.","auto","s.n.",NA,NA,NA,NA,"VIC038107","VIC038107",NA,NA,NA,NA,NA,NA
"140","2020-03-10 08:29:48-03","UFV","VIC","038619","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell) Hoehne",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038619","VIC038619",NA,NA,NA,NA,NA,NA
"141","2020-03-10 08:29:41-03","UFV","VIC","037902","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 2,5 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC037902","VIC037902",NA,NA,NA,NA,NA,NA
"142","2020-03-10 08:29:48-03","UFV","VIC","038620","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","janeirensis","Habenaria janeirensis","Kraenzl.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038620","VIC038620",NA,NA,NA,NA,NA,NA
"143","2020-03-10 08:29:43-03","UFV","VIC","037913","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC037913","VIC037913",NA,NA,NA,NA,NA,NA
"144","2020-03-10 08:30:36-03","UFV","VIC","037923","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Paulicourea","marcgravii","Paulicourea marcgravii","A.St Hill",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037923","VIC037923",NA,NA,NA,NA,NA,NA
"145","2020-03-10 08:28:48-03","UFV","VIC","038115","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Lycopodiella","camporum","Lycopodiella camporum","B.LLg & P.G.Windisch",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC038115","VIC038115",NA,NA,NA,NA,NA,NA
"146","2020-03-10 08:29:07-03","UFV","VIC","037907","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","fothergillae","Tibouchina fothergillae","(DC) Cogn",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC037907","VIC037907",NA,NA,NA,NA,NA,NA
"147","2020-03-10 08:29:55-03","UFV","VIC","037926","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Crotalaria","micans","Crotalaria micans","Link",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037926","VIC037926",NA,NA,NA,NA,NA,NA
"148","2020-03-10 08:30:17-03","UFV","VIC","038110","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Olyra","micrantha","Olyra micrantha","HBK",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038110","VIC038110",NA,NA,NA,NA,NA,NA
"149","2020-03-10 08:26:43-03","UFV","VIC","038218","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","glaucescens","Hippeastrum glaucescens","(Mart.) herb",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC038218","VIC038218",NA,NA,NA,NA,NA,NA
"150","2020-03-10 08:29:05-03","UFV","VIC","037914","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","theaezans","Miconia theaezans","(Bompl.) Cogn",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC037914","VIC037914",NA,NA,NA,NA,NA,NA
"151","2020-03-10 08:29:46-03","UFV","VIC","038111","PreservedSpecimen","Plantae",NA,NA,"Onagraceae","Fuchsia","regia","Fuchsia regia","(Vell.) Munz",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbustiva , escandente, pétlas vermelhas, campo graminoso, mata nebular, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC038111","VIC038111",NA,NA,NA,NA,NA,NA
"152","2020-03-10 08:29:48-03","UFV","VIC","038105","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(SW) Lindl.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"herbácea de afloramento rochodo, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038105","VIC038105",NA,NA,NA,NA,NA,NA
"153","2020-03-10 08:30:27-03","UFV","VIC","038630","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","(Fée)",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038630","VIC038630",NA,NA,NA,NA,NA,NA
"154","2020-03-10 08:29:08-03","UFV","VIC","42324","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore , 3m, escrube de encosta","auto","s.n.",NA,NA,NA,NA,"VIC042324","VIC042324",NA,NA,NA,NA,NA,NA
