"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","infraspecificEpithet","relatedCatalogItem"
"194","2020-01-31 11:25:33-03","CVRD","CVRD","8789","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","ramalhoi","Trichilia ramalhoi","Rizzini","Terry D. Pennington","Luz, A.A. da","205","2004","06","30","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cedro de grota","CVRD008789",NA,"34474","auto",NA,NA,"2006","12","20",NA,"Magnoliopsida",NA,NA
"195","2020-01-31 11:25:39-03","CVRD","CVRD","8854","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simarouba","amara","Simarouba amara","Aubl.","Domingos A. Folli","Luz, A.A. da","220","2004","08","31","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Caxeta","CVRD008854",NA,"34474","auto",NA,NA,"2004","08","31",NA,"Magnoliopsida",NA,NA
"196","2020-01-31 13:35:06-03","CVRD","CVRD","8765","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Peltogyne","angustiflora","Peltogyne angustiflora","Ducke","Domingos A. Folli","Luz, A.A. da","204","2004","06","16","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Revisado por: R.B. Pinto 15-X-2014 <ll>dwc_commonname:</ll> Roxinho","CVRD008765",NA,"34474","auto",NA,NA,"2004","06","16",NA,"Magnoliopsida",NA,NA
"197","2020-01-31 11:24:23-03","CVRD","CVRD","8108","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cf. leucopterum","Machaerium cf. leucopterum","Vogel","Carlos Victor Mendonça Filho","Luz, A.A. da","113","2003","03","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Jacarandá de espinho","CVRD008108",NA,"34474","auto",NA,NA,"2004","08","26",NA,"Magnoliopsida",NA,NA
"198","2020-01-31 11:25:15-03","CVRD","CVRD","9469","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","(Raddi) Cogn.","Paulo Guimarães","Luz, A.A. da","316","2006","03","08","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Quaresma fundão","CVRD009469",NA,"34474","auto",NA,NA,"2007","10","30",NA,"Magnoliopsida",NA,NA
"199","2020-01-31 11:24:24-03","CVRD","CVRD","8968","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pterocarpus","rohrii","Pterocarpus rohrii","Vahl.","Domingos A. Folli","Luz, A.A. da","253","2004","11","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau sangue","CVRD008968",NA,"34474","auto",NA,NA,"2004","11","08",NA,"Magnoliopsida",NA,NA
"200","2020-01-31 13:35:06-03","CVRD","CVRD","14503","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","(Mart. ex Hayne) Benth.","Domingos A. Folli","Folli, D.A.","7114","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Revisado por: R.B. Pinto 15-X-2014 <ll>dwc_commonname:</ll> Pau roxo","CVRD014503",NA,"34474","auto","629","629","2013","09","19",NA,"Magnoliopsida",NA,NA
"201","2020-01-31 11:25:37-03","CVRD","CVRD","6932","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Toulicia","laevigata","Toulicia laevigata","Radlk.","Pedro Acevedo Rodriguez","Luz, A.A. da","14","2001","07","10","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Camboatá branco","CVRD006932",NA,"34474","auto",NA,NA,"2009","03","11",NA,"Magnoliopsida",NA,NA
"202","2020-01-31 11:23:54-03","CVRD","CVRD","14504","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","oblonga","Piptocarpha oblonga","(Gardner) Baker","Gustavo Heiden","Folli, D.A.","7115","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó marrom","CVRD014504","CVRD014504","34474","auto","629","629","2016","04","04",NA,"Magnoliopsida",NA,NA
"203","2020-01-31 11:24:23-03","CVRD","CVRD","9149","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","fulvovenosum","Machaerium fulvovenosum","H.C.Lima","Domingos A. Folli","Luz, A.A. da","287","2005","05","17","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Jacarandá cipó","CVRD009149",NA,"34474","auto",NA,NA,"2005","07","07",NA,"Magnoliopsida",NA,NA
"204","2020-03-09 10:32:37-03","CVRD","CVRD","9733","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","ochraceus","Handroanthus ochraceus","(Cham.) Mattos","Lúcia G. Lohmann","Luz, A.A. da","352","2006","09","14","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ipê coceira","CVRD009733",NA,"34474","auto",NA,NA,"2007","05","23",NA,"Magnoliopsida",NA,NA
"205","2020-01-31 11:24:30-03","CVRD","CVRD","8107","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","dispermum","Aspidosperma dispermum","Müll. Arg.","Washington Marcondes Ferreira-Neto","Luz, A.A. da","112","2003","02","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Peroba rosa","CVRD008107",NA,"34474","auto",NA,NA,"2006","01","27",NA,"Magnoliopsida",NA,NA
"206","2020-01-31 11:24:30-03","CVRD","CVRD","7441","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","dispermum","Aspidosperma dispermum","Müll. Arg.","Washington Marcondes Ferreira-Neto","Luz, A.A. da","69","2002","07","31","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Peroba rosa","CVRD007441",NA,"34474","auto",NA,NA,"2006","01","27",NA,"Magnoliopsida",NA,NA
"207","2020-01-31 11:25:19-03","CVRD","CVRD","9363","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,NA,"Luz, A.A. da","281","2005","03","24","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiaba do mato","CVRD009363",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"208","2020-03-09 10:32:37-03","CVRD","CVRD","9148","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Vell.) Mattos","Domingos A. Folli","Luz, A.A. da","288","2005","05","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ipê roxo","CVRD009148",NA,"34474","auto",NA,NA,"2005","07","07",NA,"Magnoliopsida",NA,NA
"209","2020-01-31 11:24:23-03","CVRD","CVRD","7413","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Lonchocarpus","cultratus","Lonchocarpus cultratus","(Vell.) A.M.G. Azevedo & H.C. Lima","Haroldo C. de Lima","Luz, A.A. da","67","2002","07","17","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Óleo amarelo","CVRD007413",NA,"34474","auto",NA,NA,"2003","03","08",NA,"Magnoliopsida",NA,NA
"210","2020-01-31 13:35:23-03","CVRD","CVRD","8941","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pterygota","brasiliensis","Pterygota brasiliensis","Allemão","Geovane S. Siqueira","Luz, A.A. da","232","2004","10","05","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Farinha seca","CVRD008941",NA,"34474","auto",NA,NA,"2019","06","05",NA,"Magnoliopsida",NA,NA
"211","2020-03-09 10:33:05-03","CVRD","CVRD","14662","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.","Domingos A. Folli","Folli, D.A.","7144","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Sabugueiro do mato","CVRD014662",NA,"34474","auto","629","629","2013","09","19",NA,"Magnoliopsida",NA,NA
"212","2020-01-31 11:24:35-03","CVRD","CVRD","7384","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides","Cham. & Schltdl.","J. G. Jardim","Luz, A.A. da","64","2002","06","16","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Gemada","CVRD007384",NA,"34474","auto",NA,NA,"2004","04","23",NA,"Magnoliopsida",NA,NA
"213","2020-01-31 11:25:19-03","CVRD","CVRD","7345","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,NA,"Luz, A.A. da","57","2002","04","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá limão","CVRD007345","CVRD007345","34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"214","2020-01-31 13:34:58-03","CVRD","CVRD","9501","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Rhizophoraceae","Paradrypetes","ilicifolia","Paradrypetes ilicifolia","Kuhlm.","Domingos A. Folli","Luz, A.A. da","326","2006","04","20","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Folha de espinho","CVRD009501",NA,"34474","auto",NA,NA,"2006","04","25",NA,"Magnoliopsida",NA,NA
"215","2020-01-31 11:24:30-03","CVRD","CVRD","9102","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","Müll. Arg.","Domingos A. Folli","Luz, A.A. da","282","2005","04","06","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Peroba osso","CVRD009102",NA,"34474","auto",NA,NA,"2005","04","11",NA,"Magnoliopsida",NA,NA
"216","2020-01-31 11:23:54-03","CVRD","CVRD","14499","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","sp.","Mikania sp.",NA,NA,"Folli, D.A.","7110","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Arnica da pedra","CVRD014499","CVRD014499","34474","auto","640","640",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"217","2020-03-09 10:32:48-03","CVRD","CVRD","8812","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","lamprophylla","Mollinedia lamprophylla","Perkins","E.J. Lírio","Luz, A.A. da","211","2004","07","29","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Orelha de serra","CVRD008812",NA,"34474","auto",NA,NA,"2013","08","30",NA,"Magnoliopsida",NA,NA
"218","2020-01-31 11:23:56-03","CVRD","CVRD","9340","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso","Harold Robinson","Luz, A.A. da","298","2005","08","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau pincel","CVRD009340",NA,"34474","auto",NA,NA,"2006","12","28",NA,"Magnoliopsida",NA,NA
"219","2020-01-31 11:24:23-03","CVRD","CVRD","7082","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","nictitans","Machaerium nictitans","(Vell.) Benth.","Domingos A. Folli","Luz, A.A. da","25","2001","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Tira filho","CVRD007082",NA,"34474","auto",NA,NA,"2001","09","19",NA,"Magnoliopsida",NA,NA
"220","2020-01-31 11:24:24-03","CVRD","CVRD","9086","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Geovane S. Siqueira","Luz, A.A. da","270","2005","01","21","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ipê candeia","CVRD009086",NA,"34474","auto",NA,NA,"2005","02","24",NA,"Magnoliopsida",NA,NA
"221","2020-01-31 11:24:19-03","CVRD","CVRD","8945","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Domingos A. Folli","Luz, A.A. da","233","2004","10","05","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Angelim da baixada","CVRD008945",NA,"34474","auto",NA,NA,"2004","10","05",NA,"Magnoliopsida",NA,NA
"222","2020-01-31 11:24:23-03","CVRD","CVRD","9142","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cf. leucopterum","Machaerium cf. leucopterum","Vogel","Domingos A. Folli","Luz, A.A. da","292","2005","06","01","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Jacarandá de espinho","CVRD009142",NA,"34474","auto",NA,NA,"2005","06","01",NA,"Magnoliopsida",NA,NA
"223","2020-01-31 13:35:04-03","CVRD","CVRD","7365","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","laurina","Inga laurina","(Sw.) Willd.","Terry D. Pennington","Luz, A.A. da","62","2002","06","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ingá amarelo","CVRD007365",NA,"34474","auto",NA,NA,"2006","12","20",NA,"Magnoliopsida",NA,NA
"224","2020-01-31 13:35:01-03","CVRD","CVRD","3648","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Anadenanthera","peregrina","Anadenanthera peregrina","(L.) Speg.","Domingos A. Folli","Folli, D.A.","1535","1991","12","15","América do Sul","BRASIL","ES","Baixo Guandu","Árvore à beira da estrada de Baixo Guandu à Ibituba.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico curtidor","CVRD003648",NA,"34474","auto",NA,NA,"1993","05","14",NA,"Magnoliopsida",NA,NA
"225","2020-01-31 11:24:19-03","CVRD","CVRD","9571","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Domingos A. Folli","Luz, A.A. da","330","2006","05","17","América do Sul","BRASIL","ES","Baixo Guandu","Baixo Guandu á Palmeiras","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cerejeira","CVRD009571",NA,"34474","auto",NA,NA,"2006","05","23",NA,"Magnoliopsida",NA,NA
"226","2020-01-31 11:25:19-03","CVRD","CVRD","9502","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,NA,"Luz, A.A. da","324","2006","04","19","América do Sul","BRASIL","ES","Baixo Guandu","Baixo Guandu á Pancas","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiaba do mato","CVRD009502",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"227","2020-01-31 11:23:57-03","CVRD","CVRD","3943","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Bougainvillea","praecox","Bougainvillea praecox","Griseb.","Antonio Furlan","Souza, V.D.","376","1992","09","08","América do Sul","BRASIL","ES","Baixo Guandu","Indo de Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Capa garrote","CVRD003943",NA,"34474","auto",NA,NA,"1994","04","05",NA,"Magnoliopsida",NA,NA
"228","2020-01-31 11:24:05-03","CVRD","CVRD","9197","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Cucurbitaceae","Momordica","charantia","Momordica charantia","Linn.","Geovane S. Siqueira","Reis, R.","67","2005","07","20","América do Sul","BRASIL","ES","Baixo Guandu","Km 174 + 600","-41.0158004760742","-19.5188999176025",NA,NA,NA,"4º linha pátio Baixo Guandu, àrea C <ll>dwc_commonname:</ll> Melão de São Caetano","CVRD009197",NA,"34474","auto",NA,NA,"2005","08","24",NA,"Magnoliopsida",NA,NA
"229","2020-01-31 13:35:07-03","CVRD","CVRD","3873","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Poincianella","pluviosa","Poincianella pluviosa var. paraensis","(Ducke) L.P.Queiroz","Geovane S. Siqueira","Folli, D.A.","1620","1992","05","27","América do Sul","BRASIL","ES","Baixo Guandu","Lado dir. da est. de B. Guandú, km 22, Ibituba, Rio Guandú - B. Guandú- ES. Coleta de flor DAF.1533.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cola cabaço","CVRD003873",NA,"34474","auto",NA,NA,"2016","07","01",NA,"Magnoliopsida","var. paraensis",NA
"230","2020-01-31 13:35:07-03","CVRD","CVRD","3646","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Poincianella","pluviosa","Poincianella pluviosa var. paraensis","(Ducke) L.P.Queiroz","Geovane S. Siqueira","Folli, D.A.","1533","1991","12","15","América do Sul","BRASIL","ES","Baixo Guandu","Lado direito da Est. de Baixo Guandu Km 22, Ibituba, Rio Guandú. Coleta de fruto DAF.1620","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cola cabaço","CVRD003646",NA,"34474","auto",NA,NA,"2016","07","01",NA,"Magnoliopsida","var. paraensis",NA
"231","2020-01-31 11:25:30-03","CVRD","CVRD","4072","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","expeditionaria","Spondias expeditionaria","J.D. Mitch. & Daly","John D. Mitch. & Douglas C. Daly","Souza, V.D.","390","1992","11","09","América do Sul","BRASIL","ES","Baixo Guandu","Lado direito da estrada indo de Baixo Guandu para Mutum Preto - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cajazinho","CVRD004072",NA,"34474","auto",NA,NA,"2017","07","30","PARATYPUS","Magnoliopsida",NA,NA
"232","2020-03-09 10:32:40-03","CVRD","CVRD","4070","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","americana","Cordia americana","(L.) Gottschling & J.S. Mill.","Antonio Furlan","Souza, V.D.","388","1992","11","09","América do Sul","BRASIL","ES","Baixo Guandu","Lado direito da estrada indo de Baixo Guandu para Mutum Preto - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Guaiuvira","CVRD004070",NA,"34474","auto",NA,NA,"1998","03","11",NA,"Magnoliopsida",NA,NA
"233","2020-01-31 13:35:14-03","CVRD","CVRD","4071","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Calotropis","procera","Calotropis procera","(Aiton) W.T.Aiton","Jorge Fontella Pereira","Souza, V.D.","389","1992","11","09","América do Sul","BRASIL","ES","Baixo Guandu","Lado esquerdo da estrada, indo de Baixo Guandu para Mutum Preto - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Balão de vento","CVRD004071",NA,"34474","auto",NA,NA,"2004","01","16",NA,"Magnoliopsida",NA,NA
"234","2020-01-31 13:35:04-03","CVRD","CVRD","9410","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","velloziana","Mimosa velloziana","Mart.",NA,"Reis, R.","64","2005","07","20","América do Sul","BRASIL","ES","Baixo Guandu","Linha 3, area C, pátio de B. Guandú","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Malícia rosa","CVRD009410",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"235","2020-01-31 11:25:39-03","CVRD","CVRD","9411","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Merremia","aegyptia","Merremia aegyptia","(L.) Urb.","Rosangela Simão-Bianchini","Reis, R.","65","2005","07","20","América do Sul","BRASIL","ES","Baixo Guandu","Linha 4, area C, pátio de B. Guandú","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Corda de viola","CVRD009411",NA,"34474","auto",NA,NA,"2007","08","02",NA,"Magnoliopsida",NA,NA
"236","2020-01-31 11:23:59-03","CVRD","CVRD","9415","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Antigonum","sp.","Antigonum sp.",NA,NA,"Reis, R.","74","2005","07","20","América do Sul","BRASIL","ES","Baixo Guandu","Linha 4, area C, pátio de B. Guandú","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Amor agarradinho","CVRD009415",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"237","2020-03-09 10:33:05-03","CVRD","CVRD","3647","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","expeditionaria","Spondias expeditionaria","J.D. Mitch. & Daly","John D. Mitch. & Douglas C. Daly","Folli, D.A.","1534","1991","12","15","América do Sul","BRASIL","ES","Baixo Guandu","Localizada no Barranco do Rio Guandú, lado direito da estrada de Baixo Guandu à Ibituba. Km 22.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cajazinho","CVRD003647",NA,"34474","auto",NA,NA,"2017","07","30","HOLOTYPUS","Magnoliopsida",NA,NA
"238","2020-01-31 11:24:34-03","CVRD","CVRD","3645","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K. Schum.","Domingos A. Folli","Folli, D.A.","1532","1991","12","15","América do Sul","BRASIL","ES","Baixo Guandu","Localizada no barranco do Rio Guandú, próximo à Ibituba.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cabreúva","CVRD003645",NA,"34474","auto",NA,NA,"1996","09","19",NA,"Magnoliopsida",NA,NA
"239","2020-01-31 11:24:32-03","CVRD","CVRD","3631","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.","A. J. M. Leeuwenberg","Folli, D.A.","1518","1991","12","11","América do Sul","BRASIL","ES","Baixo Guandu","Localizada no meio do pasto, próximo à Fazenda.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Espedoce","CVRD003631",NA,"34474","auto",NA,NA,"1993","07","14",NA,"Magnoliopsida",NA,NA
"240","2020-01-31 11:25:33-03","CVRD","CVRD","6887","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","José Rubens Pirani","Luz, A.A. da","8","2001","05","24","América do Sul","BRASIL","ES","Baixo Guandu","Município de Baixo Guandu a Alto Laje","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau marfim","CVRD006887",NA,"34474","auto",NA,NA,"2006","04","05",NA,"Magnoliopsida",NA,NA
"241","2020-01-31 13:35:09-03","CVRD","CVRD","3632","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","dryaticum","Stryphnodendron dryaticum","Scalon","Geovane S. Siqueira","Folli, D.A.","1519","1991","12","11","América do Sul","BRASIL","ES","Baixo Guandu","No barranco do rio, próx. à est. do Mutun Preto em Baixo Guandu, lado esquerdo.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Barbatimão preto","CVRD003632",NA,"34474","auto",NA,NA,"2017","11","13",NA,"Magnoliopsida",NA,NA
"242","2020-01-31 11:25:30-03","CVRD","CVRD","4123","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","tuberosa","Spondias tuberosa","Arruda","Daly, D.C. & M.V. Stefano","Folli, D.A.","1757","1992","12","15","América do Sul","BRASIL","ES","Baixo Guandu","No pasto próximo ao curral do Sr. Wilson Machado, km 7, estrada de Baixo Guandu à Ibituba - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Umbú","CVRD004123",NA,"34474","auto",NA,NA,"2011","03","02",NA,"Magnoliopsida",NA,NA
"243","2020-01-31 11:23:57-03","CVRD","CVRD","3872","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Bougainvillea","praecox","Bougainvillea praecox","Griseb.","Antonio Furlan","Folli, D.A.","1619","1992","05","27","América do Sul","BRASIL","ES","Baixo Guandu","Próximo a estrada de Baixo Guandu a Ibituba - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Capa garrote","CVRD003872",NA,"34474","auto",NA,NA,"1994","04","05",NA,"Magnoliopsida",NA,NA
