"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","infraspecificEpithet","relatedCatalogItem"
"1","2019-12-16 16:47:33-03","NYBG","NYBG","533776","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Pseudolaelia","vellozicola","Pseudolaelia vellozicola","(Hoehne) Porto & Brade","G. F. J. Pabst","A. P. Duarte","13977","1971","05","19","South America","Brazil","Espírito Santo","Baixo Guandu","N, 3 km antes do B. Guandu","-41.0158","-19.5189","-41.0158","-19.5189","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=386178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00533776","NY00533776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 16:47:33-03","NYBG","NYBG","533777","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Pseudolaelia","vellozicola","Pseudolaelia vellozicola","(Hoehne) Porto & Brade","G. F. J. Pabst","A. P. Duarte","13977","1971","05","19","South America","Brazil","Espírito Santo","Baixo Guandu","Norte, 3 km antes de Barra do Guandu","-41.0158","-19.5189","-41.0158","-19.5189","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=386179 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00533777","NY00533777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:52:32-03","NYBG","NYBG","02431750","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","expeditionaria","Spondias expeditionaria","J.D.Mitch. & Daly",NA,"V. C. Souza","390","1992","11","09","South America","Brazil","Espírito Santo","Baixo Guandu","lado direito da estrada indo de Baixo Guandú para Mutum Preto.","-41.0158004760742","-19.5188999176025",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02431750","NY02431750","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:52:32-03","NYBG","NYBG","02431749","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","expeditionaria","Spondias expeditionaria","J.D.Mitch. & Daly",NA,"V. C. Souza","390","1992","11","09","South America","Brazil","Espírito Santo","Baixo Guandu","lado direito da estrada indo de Baixo Guandú para Mutum Preto.","-41.0158004760742","-19.5188999176025",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02431749","NY02431749","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 17:11:49-03","NYBG","NYBG","02447574","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","reticulata","Pouteria reticulata","(Engl.) Eyma",NA,"A. A. da Luz","308","2006","01","04","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada Baixo Gandú a Itaguaçu.","-41.0158004760742","-19.5188999176025",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02447574","NY02447574","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 17:10:27-03","NYBG","NYBG","02447562","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,"A. A. da Luz","471","2007","12","07","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada Baixo Gandú.","-41.0158004760742","-19.5188999176025",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02447562","NY02447562","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:13:33-03","NYBG","NYBG","02474102","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"H. C. de Lima","7620","2013","04","12","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 9","-41.02292","-19.58217","-41.02292","-19.58217","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02474102","NY02474102",NA,NA,"186","186",NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 17:06:23-03","NYBG","NYBG","02423473","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","M. Ribeiro","M. Ribeiro","1031","2014","04","18","South America","Brazil","Espírito Santo","Baixo Guandu",NA,"-41.0017","-19.6164","-41.0017","-19.6164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423473","NY02423473",NA,NA,"140","140","2014","05","18",NA,NA,NA,NA
"9","2019-12-16 17:06:23-03","NYBG","NYBG","2423156","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"H. C. de Lima","7847","2014","10","19","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 8, em frente ao Sitio da Fantasia.","-41.0133","-19.5381","-41.0133","-19.5381","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423156","NY02423156",NA,NA,"62","62",NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 17:06:23-03","NYBG","NYBG","2423158","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"H. C. de Lima","7846","2014","10","19","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 8, em frente ao Sitio da Fantasia.","-41.0133","-19.5381","-41.0133","-19.5381","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423158","NY02423158",NA,NA,"62","62",NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 17:06:23-03","NYBG","NYBG","2423159","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"M. Ribeiro","1154","2014","04","18","South America","Brazil","Espírito Santo","Baixo Guandu","Coletada no meio de um pasto, em um morro.","-41.0164","-19.6164","-41.0164","-19.6164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423159","NY02423159",NA,NA,"140","140",NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 17:06:23-03","NYBG","NYBG","2423161","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"H. C. de Lima","7847","2014","10","19","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 8, em frente ao Sitio da Fantasia.","-41.0133","-19.5381","-41.0133","-19.5381","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423161","NY02423161",NA,NA,"62","62",NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 17:16:09-03","NYBG","NYBG","02423491","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","coriaceum","Centrosema coriaceum","Benth.",NA,"H. C. de Lima","7641","2013","04","14","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 9","-41.02292","-19.58217","-41.02292","-19.58217","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423491","NY02423491",NA,NA,"186","186",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 17:23:24-03","NYBG","NYBG","02474104","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Lonchocarpus","violaceus","Lonchocarpus violaceus","(Jacq.) Kunth ex DC.",NA,"H. C. de Lima","7619","2013","04","11","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 9","-41.02292","-19.58217","-41.02292","-19.58217","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02474104","NY02474104",NA,NA,"186","186",NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 17:23:24-03","NYBG","NYBG","02474112","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Lonchocarpus","violaceus","Lonchocarpus violaceus","(Jacq.) Kunth ex DC.",NA,"H. C. de Lima","7619","2013","04","11","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 9","-41.02292","-19.58217","-41.02292","-19.58217","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02474112","NY02474112",NA,NA,"186","186",NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 17:23:42-03","NYBG","NYBG","2480186","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","stipitatum","Machaerium stipitatum","(DC.) Vogel",NA,"H. C. de Lima","7625","2013","04","13","South America","Brazil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba","-41.00714","-19.69347","-41.00714","-19.69347","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02480186","NY02480186",NA,NA,"150","300",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-03 10:31:37-03","UNESP-IBB","BOTU","33808","PreservedSpecimen","Plantae",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,"Fontana, A.P.","8172","2014","06","21",NA,"Brasil","Espírito Santo","Baixo Guandu","Pedra do Souza Inselbergue as margens do rio Doce, divisa com o município de Aimores-MG","-40.966944","-19.489722","40°58'01w","19°29'23s",NA,NA,"BOTU033808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-03-04 11:49:09-03","UFRJ","RFA","10934","Preservedecimen","Plantae",NA,NA,"Fabaceae","Cassia","spinigera","Cassia spinigera","Rizzini","C. Rizzini","A. P. Duarte","13973",NA,NA,NA,NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Planta rasteira de flores amarelas","RFA10860",NA,"34474","auto",NA,NA,NA,NA,NA,"Isotipo",NA,NA,NA
"19","2013-07-03 10:54:12-03","EBDA","BAH","7919","S","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","R.All.","G. C. P. Pinto et H. P. Bautista","J.C.A. de Lima","17","1981","05","11",NA,"Brasil","Espírito Santo","Baixo Guandu","Brasil. Espírito Santo, Mun. Baixo Guandu, Prox. A localidade de laranja da terra.","-41.0158","-19.5189",NA,NA,NA,"Árvore de 10m de altura, 0,6m de diâmetro do fuste, 15m de diâmetro da copa; frutos verdes. Frequência mediana.",NA,NA,"34474","auto",NA,NA,"1981",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:18:16-03","UFBA","ALCB","118814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","Lima, HC","Lima, HC; Gribel, R; Marcus, FO","7846","2014","10","19","Southern America","Brasil","Espírito Santo","Baixo Guandu","Estrada para Itabuna, Km 8, em frente ao sitio da Fantasia.","-41.013333","-19.538056","-41.013333","-19.538056",NA,"com 12-13 metros de altura. Tronco ramificado na base, (CAP 208cm) Botões esverdeados, flores abertas com cálice verde e corola branca, pétalas esverdeadas na base da face dorsal, androceu com capuz vinoso na base. População com 3 indivíduos.; com re",NA,NA,NA,NA,"62","62","2014","19",NA,NA,NA,NA,NA
"21","2019-02-22 15:06:44-03","ESALQ","ESA","136131","S","Plantae",NA,NA,"Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","T.B. Flores","A. A. da Luz","30","2001","10","18",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"ESA136131",NA,"34474","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"22","2019-02-22 15:19:26-03","ESALQ","ESA","108191","S","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron",NA,"Stryphnodendron",NA,NA,"Folli, D.A.","1519","1991","12","11",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"ESA108191","ESA108191","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-02-22 15:06:45-03","ESALQ","ESA","136930","S","Plantae",NA,NA,"Meliaceae","Trichilia","casaretti","Trichilia casaretti","D.DC.","Folli, D.A.","Luz, A.A","65","2002","07","10",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"ESA136930",NA,"34474","auto",NA,NA,"2002","07","10",NA,NA,NA,NA
"24","2019-02-22 15:24:05-03","ESALQ","ESA","132444","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","pallida","Trichilia pallida",NA,"Flores, T.B.","Luz, A.A.","505","2009","05","06",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"ESA132444",NA,"34474","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"25","2019-02-22 15:24:06-03","ESALQ","ESA","129339","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","ramalhoi","Trichilia ramalhoi","Rizz.",NA,"Luz, A.A.","205","2014","06","30",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"ESA129339",NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-03-10 08:30:29-03","UFV","VIC","18799F","PreservedSpecimen","Plantae",NA,NA,"Pyriculariaceae","Cordana","musae","Cordana musae","(Zimm.) Höhn.",NA,"Gonçalos","s.n.","1937","05","25",NA,"Brasil","Espirito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Musa","VIC18799F",NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:06:46-03","UNICAMP","UEC","181775","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Monge, M","Luz, AA","511","2009","09","24",NA,"Brazil","Espírito Santo","Baixo Guandu","Estrada: Baixo Guandú à Itambé","-29.268056","-78.488972","-29.268056","-78.488972",NA,"Porte: aArbóreo&nf;Forma Fuste: Cilíndrico&nf;Forma Vida: Terrestre&nf;Superfície Casca: áspera&nf;Altura Total (m): 6,0&nf;Altura Fuste (m): 1&nf;Cap Fuste (cm): 45&nf;Diametro Copa(m): 3&nf;Cor Fruto Maduro: Marrom&nf;Cor Fruto Imaturo: Verde&nf;Descama","UEC038054","UEC038054",NA,NA,NA,NA,"2011","08","17",NA,NA,NA,NA
"28","2019-08-20 10:08:17-03","UNICAMP","UEC","194265","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Chorisia",NA,"Chorisia","Kunth",NA,"Luz, AA","293","2005","07","13",NA,"Brazil","Espírito Santo","Baixo Guandu","Baixo Guandú a Ibituba","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Fuste cilíndrico, casca áspera, botão verde, flor branca e vermelha, seiva incolor. Terrestre, arbóreo, altura total 10, altura do fuste 2, CAP do fuste 106, diâmetro da copa 7. Descamação ausente.","UEC137527","UEC137527","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:03:00-03","UNICAMP","UEC","116878","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","dispermum","Aspidosperma dispermum","Müll.Arg.","Marcondes-Ferreira, W","Luz, AA","112","2003","02","18",NA,"Brazil","Espírito Santo","Baixo Guandu","Ecossistema: Mata ciliar.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Forma do Fuste: Cilíndrico; Superfície da Casca: Áspera; Cor do Botão: Verde; Cor da Flor: branca; Cor da Exsudação: Incolor; Cor do Fruto Maduro: Marrom; Cor do Fruto Imaturo: Verde. Forma de Vida: Terrestre; Porte: Arbóreo; Altura To","UEC037194","UEC037194","34474","auto",NA,NA,"2013","11",NA,NA,NA,NA,NA
"30","2019-08-20 10:03:00-03","UNICAMP","UEC","116880","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","dispermum","Aspidosperma dispermum","Müll.Arg.","Marcondes-Ferreira, W","Luz, AA","69","2002","07","31",NA,"Brazil","Espírito Santo","Baixo Guandu","Ecossistema: Mata Ciliar.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Forma do Fuste: Cilíndrico; Superfície da Casca: Áspera; Cor da Exsudação: Incolor; Cor do Fruto Maduro: Marrom; Cor do Fruto Imaturo: Verde; Forma de Vida: terrestre; Porte: Arbóreo; Altura Total: 23; Altura do Fuste: 10; Exsudação Se","UEC037193","UEC037193","34474","auto",NA,NA,"2013","11",NA,NA,NA,NA,NA
"31","2019-09-23 10:16:16-03","UNICAMP","UEC","204657","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium",NA,"Machaerium","Pers.","Luz, AA","Luz, AA","113","2003","03","19",NA,"Brazil","Espírito Santo","Baixo Guandu","Procedência:Baixo Guandú-Baixo Guandú-ES-Brasil.&nf;Estrada:Baixo Guandú à Queijadinha Km:4000","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Forma do Fuste:Cilíndrico&nf;Superfície da Casca:Áspera&nf;Cor da Exsudação:Incolor&nf;Cor do Fruto Maduro:Marrom&nf;Cor do Fruto Imaturo:Verde&nf;Forma de Vida:Terrestre&nf;Porte:Arbóreo&nf;Altura Total:8&nf;Altura do Fuste:4&nf;CAP do Fuste:80&nf;Diâm","UEC169483","UEC169483","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:14:34-03","UNICAMP","UEC","193622","S","Plantae","Magnoliopsida",NA,"Fabaceae","Peltogyne","angustiflora","Peltogyne angustiflora","Ducke","Pinto, RB","Luz, AA","204","2004","06","16",NA,"Brazil","Espírito Santo","Baixo Guandu","Trilha da Cachoeira.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Arbóreo. Terrestre. Fruto imaturo verde. Seiva incolor. Descamação ausente. Fuste cilíndrico. Casca áspera. 15m de alt. Fuste 10m. CAP fuste 50cm. Diâmetro da copa 5m.; Capoeirão","UEC143777","UEC143777","34474","auto","1000","1000","2014","12",NA,NA,NA,NA,NA
"33","2019-08-20 10:14:34-03","UNICAMP","UEC","193595","S","Plantae","Magnoliopsida",NA,"Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","(Mart. ex Hayne) Benth.","Folli, DA","Folli, DA","7117","2013","09","19",NA,"Brazil","Espírito Santo","Baixo Guandu","UTM 297064 7824284","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Arbóreo. Terrestre. Fruto maduro marrom, fruto imaturo verde. Seiva incolor. Descamação ausente. Fuste cilíndrico. Casca escamosa. 30 m de alt. Altura do fuste 17m, CAP do fuste 170. Diâmetro da copa 12m.; Mata de montanha","UEC143784","UEC143784","34474","auto","629","629","2013","09","19",NA,NA,NA,NA
"34","2019-11-19 14:05:53-03","UFRPE","PEUFR","21736","PreservedSpecimen","Plantae",NA,NA,"Cleomaceae","Tarenaya","spinosa","Tarenaya spinosa","(Jacq.) Raf.","R.L. Soares Neto","W. Booni","469","1985","05","26",NA,"Brasil","Espirito Santo","Baixo Guandu","Próxima ao asfalto para Aimores.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Arbusto de 1,5m; com flores de pétalas brancas; cálice esverdeado.","PEUFR021736",NA,"34474","auto",NA,NA,"2015","06","12",NA,NA,NA,NA
"35","2019-12-06 19:29:49-03","UFES","VIES","28548","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","Haroldo C. de Lima","Lima, H.C.; Rogério Gribel & Marcus F.O. Silva","7846","2014","10","19",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.","-41.013333","-19.538056","41º0'48''W","19º32'17''S",NA,NA,"VIES028548","VIES028548",NA,NA,"62","62","2014","10","19",NA,NA,NA,NA
"36","2019-12-06 19:29:49-03","UFES","VIES","28549","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","Nathan P. Smith, Michel Ribeiro","Ribeiro, M.; Nathan P. Smith","1031","2014","04","18",NA,"Brasil","Espírito Santo","Baixo Guandu","Coletada no meio de um pasto, em um morro.","-41.016667","-19.616389","41º1'W","19º36'59''S",NA,NA,"VIES028549","VIES028549",NA,NA,"140","140","2014","04","18",NA,NA,NA,NA
"37","2019-12-06 19:29:49-03","UFES","VIES","41568","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","H.C. Lima","Lima, H.C.; Gribel, R. & Silva, M.F.O.","7847","2014","10","19",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.","-41.013333","-19.538056","41º0'48''W","19º32'17''S",NA,NA,"VIES041568","VIES041568",NA,NA,"62","62","2014","10","19",NA,NA,NA,NA
"38","2019-12-06 19:29:31-03","UFES","VIES","38678","S","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Moura, R.","Mayer, M.","1179","2014","11","10",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.04","-19.62","41º2'24''W","19º37'12''S",NA,NA,"VIES038678","VIES038678",NA,NA,NA,NA,"2016","01","27",NA,NA,NA,NA
"39","2019-12-06 19:29:46-03","UFES","VIES","23060","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,"Gomes, J. M. L.","Gomes, J. M. L.","4392","2012","01","24",NA,"Brasil","Espírito Santo","Baixo Guandu","Usina Hidrelétrica de Mascarenhas.","-40.911111","-19.505278","40º54'40''W","19º30'19''S",NA,NA,"VIES023060","VIES023060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-03-09 17:49:32-03","UFES","VIES","1855","S","Plantae",NA,NA,"Apocynaceae","Calotropis","procera","Calotropis procera","(Aiton) W.T.Aiton","Menezes, A.L.B. de","Menezes, A.L.B. de","s.n.","1987","09","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES001855","VIES001855","34474","auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA
"41","2020-03-09 17:49:37-03","UFES","VIES","1854","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G.Lohmann","R.S. Ribeiro","Menezes, A.L.B. de","s.n.","1987","09","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES001854","VIES001854","34474","auto",NA,NA,"2020","02","27",NA,NA,NA,NA
"42","2020-03-09 17:50:16-03","UFES","VIES","1850","S","Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,NA,"Menezes, A.L.B. de","s.n.","1987","09","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES001850",NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-09-27 18:04:46-03","UFES","VIES","19676","S","Plantae",NA,NA,"Fabaceae","Enterolobium","monjollo","Enterolobium monjollo","(Vell.) Mart.","Ribeiro, R.D.","Luz, A.A. da","465","2007","09","05",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES019676",NA,"34474","auto",NA,NA,"2010","04","08",NA,NA,NA,NA
"44","2020-03-09 17:49:57-03","UFES","VIES","1853","S","Plantae",NA,NA,"Malvaceae","Luehea",NA,"Luehea",NA,NA,"Menezes, A.L.B. de","s.n.","1987","09","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES001853","VIES001853","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-03-09 17:49:32-03","UFES","VIES","1851","S","Plantae",NA,NA,"Apocynaceae","Asclepias","curassavica","Asclepias curassavica","L.","Menezes, A.L.B. de","Menezes, A.L.B. de","s.n.","1987","09","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES001851",NA,"34474","auto",NA,NA,"1987","09",NA,NA,NA,NA,NA
"46","2019-06-27 10:26:49-03","UFES","VIES","32532","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,"Luz, A.A. da","471","2007","12","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES032532","VIES032532","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-06-27 10:26:51-03","UFES","VIES","32541","S","Plantae",NA,NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,"Luz, A.A. da","308","2006","01","04",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES032541","VIES032541","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-03-09 17:49:32-03","UFES","VIES","1852","S","Plantae",NA,NA,"Apocynaceae","Prestonia","tomentosa","Prestonia tomentosa","R.Br.","Menezes, A.B.L. de","Menezes, A.L.B. de","s.n.","1987","09","07",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES001852","VIES001852","34474","auto",NA,NA,"1987","09","07",NA,NA,NA,NA
"49","2019-06-27 10:26:51-03","UFES","VIES","32535","S","Plantae",NA,NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,"Luz, A.A. da","78","2002","10","23",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES032535","VIES032535","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
