"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","specificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","scientificNameAuthorship","continentOcean","typeStatus","infraspecificEpithet","preparationType"
"572","2019-10-02 15:07:17-03","UFMG","BHCB","116361","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","Cattleya liliputana","Carmo, FF; Vasconcelos, MF de","1171","2007","10","11","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-43.683111","-20.093806","-43.683111","-20.093806","1624","1624","coletado em fendas e depressões na rocha. Afloramento de canga","BHCB026075",NA,"Monocotyledon",NA,NA,"liliputana",NA,"2015",NA,NA,NA,NA,NA,"(Pabst) , Van den Berg","Southern America",NA,NA,NA
"573","2019-10-02 15:07:17-03","UFMG","BHCB","191429","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","Cattleya liliputana","Vidal, CV","s.n.","2017","11","20","Brasil","Minas Gerais","Rio Acima",NA,"-43.666389","-20.1125","-43.666389","-20.1125","1600","1600","Campo Rupestre sobre Canga","BHCB191429",NA,"Monocotyledon",NA,NA,"liliputana",NA,NA,NA,NA,NA,NA,NA,"(Pabst) , Van den Berg","Southern America",NA,NA,NA
"574","2019-10-02 14:52:31-03","UFMG","BHCB","184945","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","Cayaponia","Rezende, SG; Justo, AG","5605","2015","04","16","Brasil","Minas Gerais","Rio Acima","Córrego Fazenda Velha, Região do Córrego Fazenda Velha","-43.801667","-20.143611","-43.801667","-20.143611","900","980","Herbáceo; Campo sujo","BHCB184945",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"575","2019-10-02 14:52:31-03","UFMG","BHCB","183551","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","Cayaponia espelina","Rezende, SG; Justo, AG","5348","2015","04","08","Brasil","Minas Gerais","Rio Acima","Região do Córrego Fazenda Velha","-44.341389","-20.241389","-44.341389","-20.241389","940","980","Herbáceo; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"espelina",NA,NA,NA,NA,NA,NA,NA,"(Silva Manso) Cogn.","Southern America",NA,NA,NA
"576","2019-10-02 14:52:31-03","UFMG","BHCB","176776","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","Cayaponia espelina","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","51","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Liana; frutos laranja.; Campo Rupestre Quartzitico",NA,NA,"Dicotyledon",NA,NA,"espelina",NA,"2015","05","01",NA,NA,NA,"(Silva Manso) Cogn.","Southern America",NA,NA,NA
"577","2019-10-02 15:08:14-03","UFMG","BHCB","197003","PreservedSpecimen","Plantae","Poaceae","Cenchrus","Cenchrus purpureus","Rezende, SG; Justo, AG","6711","2018","01","10","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.674167","-19.989444","-43.674167","-19.989444","1206","1206","Erva terrícula; Floresta Estacional em Estágio Inicial de Regeneração","BHCB197003",NA,"Monocotyledon",NA,NA,"purpureus",NA,NA,NA,NA,NA,NA,NA,"(Schumach.) Morrone","Southern America",NA,NA,NA
"578","2019-10-02 14:53:38-03","UFMG","BHCB","176784","PreservedSpecimen","Plantae","Fabaceae","Centrosema","Centrosema","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","60","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Liana; fruto castanho.; Campo Rupestre Quartzitico",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DC.) Benth.","Southern America",NA,NA,NA
"579","2019-10-02 15:03:44-03","UFMG","BHCB","197981","PreservedSpecimen","Plantae","Solanaceae","Cestrum","Cestrum axillare","Rezende, SG; Justo, AG","6988","2018","05","28","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.685","-20.041667","-43.685","-20.041667","1580","1580","Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197981",NA,"Dicotyledon",NA,NA,"axillare",NA,NA,NA,NA,NA,NA,NA,"Vell.","Southern America",NA,NA,NA
"580","2019-10-02 15:03:44-03","UFMG","BHCB","197982","PreservedSpecimen","Plantae","Solanaceae","Cestrum","Cestrum axillare","Rezende, SG; Justo, AG","6989","2018","08","29","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.681111","-20.036111","-43.681111","-20.036111","1542","1542","Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197982",NA,"Dicotyledon",NA,NA,"axillare",NA,NA,NA,NA,NA,NA,NA,"Vell.","Southern America",NA,NA,NA
"581","2019-11-14 18:36:41-03","UFMG","BHCB","143168","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","Chaetostoma","Augsten, M; Stehmann, JR","628","2010","09","19","Brasil","Minas Gerais","Rio Acima","Serra da Gandarela","-43.688981","-20.0836","-43.688981","-20.0836","1638","1638","Subarbusto, flores roxas; No paredão do corte da estrada dos tropeiros em área de canga","BHCB013479",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"582","2019-10-02 14:56:45-03","UFMG","BHCB","145822","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","Chaetostoma armatum","Mansur, T; Tameirão Neto, E","98","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-44.255608","-20.043475","-44.255608","-20.043475","1229","1300","Campo limpo",NA,NA,"Dicotyledon",NA,NA,"armatum",NA,"2010","09",NA,NA,NA,NA,"(Spreng.) Cogn.","Southern America",NA,NA,NA
"583","2019-10-02 14:53:41-03","UFMG","BHCB","145792","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista","Mansur, T; Tameirão Neto, E","82","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-44.255608","-20.043475","-44.255608","-20.043475","1229","1300","Cerrado ralo rupestre","BHCB031669",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moench","Southern America",NA,NA,NA
"584","2019-10-02 14:53:41-03","UFMG","BHCB","161170","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista","Mota, AC; Arruda, AJ; Cruz, CKF","18","2011","09","09","Brasil","Minas Gerais","Rio Acima",NA,"-43.660953","-20.158172","-43.660953","-20.158172","1246","1246","Flores amarelas, folhas opostas por todo o caule.; Coletada na RPPN Capivari, no final da trilha.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moench","Southern America",NA,NA,NA
"585","2019-10-02 14:53:41-03","UFMG","BHCB","134035","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista cathartica","Carmo, FF","4862","2009","07","25","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa., QTZ","-43.701389","-20.1045","-43.701389","-20.1045","1390","1390","Afloramento de quartzito.","BHCB047962",NA,"Dicotyledon",NA,NA,"cathartica",NA,"2010","04",NA,NA,NA,NA,"(Mart.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"586","2019-10-02 14:53:41-03","UFMG","BHCB","183621","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista cathartica","Rezende, SG; Justo, AG","5418","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Arbusto; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"cathartica",NA,NA,NA,NA,NA,NA,NA,"(Mart.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"587","2019-10-02 14:53:41-03","UFMG","BHCB","148702","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista cathartica","Rezende, SG; Mendes, MS; Neves, GS","s.n.","2010","03","25","Brasil","Minas Gerais","Rio Acima",NA,"-43.842778","-20.130556","-43.842778","-20.130556","860","1000","Arbustivo; Floresta estadual semidecidual baixo-montana em estágio inicial de regeneraçao","BHCB038923",NA,"Dicotyledon",NA,NA,"cathartica",NA,"2016",NA,NA,NA,NA,NA,"(Mart.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"588","2019-10-02 14:53:41-03","UFMG","BHCB","151870","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista cathartica","Memdes, MS; Memdes, MS","s.n.","2016","09","21","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região rio do peixe, Região Nova quartzito. bacia do córrego Volta Grande.","-43.893333","-20.111111","-43.893333","-20.111111","1244","1368","Arbustivo.; Formação de canga.","BHCB038921",NA,"Dicotyledon",NA,NA,"cathartica",NA,"2016",NA,NA,NA,NA,NA,"(Mart.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"589","2019-10-02 14:53:41-03","UFMG","BHCB","185028","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista cathartica","Rezende, SG; Justo, AG","5688","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Arbusto; Campo Sujo","BHCB185028",NA,"Dicotyledon",NA,NA,"cathartica",NA,NA,NA,NA,NA,NA,NA,"(Mart.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"590","2019-10-02 14:53:43-03","UFMG","BHCB","176745","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista cathartica cathartica","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","19","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Arbusto; ca. 2,0m alt.; presença de tricomas glandulares e flores amarelas.; Campo Rupestre Quartzitico",NA,NA,"Dicotyledon",NA,NA,"cathartica",NA,"2016","09","21",NA,NA,NA,"(Mart.) H.S.Irwin & Barneby","Southern America",NA,"cathartica",NA
"591","2019-10-02 14:53:43-03","UFMG","BHCB","151869","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista ciliolata","Mendes, MS","s.n.","2010","04","22","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região Nova Quartzito - bacia do córrego Volta Grande","-43.893333","-20.111111","-43.893333","-20.111111","1244","1368","Arbusto.; Formação campestre sobre quartzito.","BHCB022620",NA,"Dicotyledon",NA,NA,"ciliolata",NA,"2016","09","21",NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"592","2019-10-02 14:53:43-03","UFMG","BHCB","148701","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista ciliolata","Rezende, SG; Mendes, MS; Neves, GS","s.n.","2016","09","21","Brasil","Minas Gerais","Rio Acima","Bacia do córrego procópio","-43.842778","-20.130556","-43.842778","-20.130556","860","1000","Arbustivo; Campo sujo","BHCB038922",NA,"Dicotyledon",NA,NA,"ciliolata",NA,"2016",NA,NA,NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"593","2019-10-02 14:53:43-03","UFMG","BHCB","180511","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista ciliolata","Rezende, SG; Justo, AG","4872","2015","04","08","Brasil","Minas Gerais","Rio Acima","Região do Córrego Fazenda Velha","-44.341389","-20.241389","-44.341389","-20.241389","940","980","Herbáceo; Campo sujo",NA,NA,"Dicotyledon",NA,NA,"ciliolata",NA,"2015","04",NA,NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"594","2019-10-02 14:53:43-03","UFMG","BHCB","133881","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista desvauxii","Carmo, FF; Vasconcelos, MF de","1178","2007","10","11","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1","-43.683111","-20.093528","-43.683111","-20.093528","1624","1624","coletado em fendas e depressões na rocha. Afloramento de canga.",NA,NA,"Dicotyledon",NA,NA,"desvauxii",NA,NA,NA,NA,NA,NA,NA,"(Collad.) Killip","Southern America",NA,NA,NA
"595","2019-10-02 14:53:43-03","UFMG","BHCB","181535","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista desvauxii","Tameirão Neto, E; Mansur, T","5335","2013","07","16","Brasil","Minas Gerais","Rio Acima",NA,"-43.702903","-20.090481","-43.702903","-20.090481",NA,NA,"Arbustivo; 1,5m; flores amarelas; Contato Campo limpo e Floresta semidecidual",NA,NA,"Dicotyledon",NA,NA,"desvauxii",NA,NA,NA,NA,NA,NA,NA,"(Collad.) Killip","Southern America",NA,NA,NA
"596","2019-10-02 14:53:46-03","UFMG","BHCB","133986","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista incurvata","Carmo, FF","1393","2007","11","13","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1","-43.683111","-20.093528","-43.683111","-20.093528","1624","1624","coletado em borda de capão. Afloramento de canga","BHCB047966",NA,"Dicotyledon",NA,NA,"incurvata",NA,"2010","04",NA,NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"597","2019-10-02 14:53:46-03","UFMG","BHCB","181454","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista multipennis","Tameirão Neto, E; Mansur, T","5254","2013","07","03","Brasil","Minas Gerais","Rio Acima",NA,"-43.7074","-20.086628","-43.7074","-20.086628",NA,NA,"Subarbustivo; flor amarela; Campo cerrado",NA,NA,"Dicotyledon",NA,NA,"multipennis",NA,NA,NA,NA,NA,NA,NA,"(H.S.Irwin & Barneby) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"598","2019-10-02 14:53:46-03","UFMG","BHCB","181528","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista multipennis","Tameirão Neto, E; Mansur, T","5328","2013","07","16","Brasil","Minas Gerais","Rio Acima",NA,"-43.702903","-20.090481","-43.702903","-20.090481",NA,NA,"Herbáceo; 0,3m; flores amarelas e avermelhadas; Campo limpo",NA,NA,"Dicotyledon",NA,NA,"multipennis",NA,NA,NA,NA,NA,NA,NA,"(H.S.Irwin & Barneby) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"599","2019-10-02 14:53:46-03","UFMG","BHCB","148887","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista multiseta","Rezende, SG; Mendes, MS","4470","2010","03","28","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Bacia do córrego Procópio","-43.841111","-20.135833","-43.841111","-20.135833",NA,NA,"Arbustivo&nf;; Floresta Estacional Semidecidual em estágio Inicial de Regeneração","BHCB034876",NA,"Dicotyledon",NA,NA,"multiseta",NA,"2018","05",NA,NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"600","2019-10-31 18:28:17-03","UFMG","BHCB","151867","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista myrophenges","Mendes, MS","s.n.","2010","04","21","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região do rio. Bacia do Córrego Boiadeiros.","-43.894444","-20.113611","-43.894444","-20.113611","1251","1368","Arbusto.; Formação campestres sobre quartzito.","BHCB022611",NA,"Dicotyledon",NA,NA,"myrophenges",NA,"2015","03","11",NA,NA,NA,"(H.S.Irwin & Barneby) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"601","2019-10-02 14:53:48-03","UFMG","BHCB","151868","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista papillata","Mendes, MS","s.n.","2010","04","21","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região do rio. Bacia do Córrego Boiadeiros","-43.894444","-20.113611","-43.894444","-20.113611","1251","1368","Arbusto; Formação campestre sobre quartzito","BHCB022616",NA,"Dicotyledon",NA,NA,"papillata",NA,"2015","03","11",NA,NA,NA,"H.S.Irwin & Barneby","Southern America",NA,NA,NA
"602","2019-10-02 14:53:48-03","UFMG","BHCB","191171","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista papillata","Quaresma, AS; Meyer, PB","962","2018","05","24","Brasil","Minas Gerais","Rio Acima",NA,"-43.745833","-20.119722","-43.745833","-20.119722",NA,NA,"Campo sujo","BHCB191171",NA,"Dicotyledon",NA,NA,"papillata",NA,"2018","06","10",NA,NA,NA,"H.S.Irwin & Barneby","Southern America",NA,NA,NA
"603","2019-10-02 14:53:48-03","UFMG","BHCB","133963","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista repens","Carmo, FF","4916","2009","07","25","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa., QTZ","-43.701389","-20.1045","-43.701389","-20.1045","1390","1390","Afloramento de quartzito.",NA,NA,"Dicotyledon",NA,NA,"repens",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"604","2019-10-02 14:53:48-03","UFMG","BHCB","133988","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista secunda","Carmo, FF","1454","2007","11","13","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1","-43.683111","-20.093528","-43.683111","-20.093528","1624","1624","coletado em fendas e depressões na rocha. Afloramento de canga","BHCB047954",NA,"Dicotyledon",NA,NA,"secunda",NA,"2010","04",NA,NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"605","2019-10-02 14:53:48-03","UFMG","BHCB","143177","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista secunda","Augsten, M; Stehmann, JR","638","2010","09","19","Brasil","Minas Gerais","Rio Acima","Serra da Gandarela","-43.687319","-20.087406","-43.687319","-20.087406","1669","1669","Subarbusto reptante, flores amarelas; Área de canga","BHCB013469",NA,"Dicotyledon",NA,NA,"secunda",NA,"2015","03","11",NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"606","2019-10-02 14:53:48-03","UFMG","BHCB","191412","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","Chamaecrista secunda","Vidal, CV","s.n.","2017","11","23","Brasil","Minas Gerais","Rio Acima",NA,"-43.679722","-20.106389","-43.679722","-20.106389","1600","1600","Campo Rupestre sobre Canga","BHCB191412",NA,"Dicotyledon",NA,NA,"secunda",NA,NA,NA,NA,NA,NA,NA,"(Benth.) H.S.Irwin & Barneby","Southern America",NA,NA,NA
"607","2019-10-02 14:49:41-03","UFMG","BHCB","191387","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","Chaptalia integerrima","Vidal, CV","s.n.","2017","11","27","Brasil","Minas Gerais","Rio Acima",NA,"-43.676944","-20.101389","-43.676944","-20.101389","1600","1600","Campo Rupestre sobre Canga","BHCB191387",NA,"Dicotyledon",NA,NA,"integerrima",NA,NA,NA,NA,NA,NA,NA,"(Vell.) Burkart","Southern America",NA,NA,NA
"608","2019-10-02 14:49:41-03","UFMG","BHCB","118468","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","Chaptalia martii","Carmo, FF; Vasconcelos, MF de","1172","2007","10","11","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1.","-43.683056","-20.093889","-43.683056","-20.093889","1624","1624","Plantas do Brasil. Fendas e depressões na rocha; afloramento de canga. coordenada indicada na exsicata como 20.0537°S e 43.4059°W.",NA,NA,"Dicotyledon",NA,NA,"martii",NA,NA,NA,NA,NA,NA,NA,"(Baker) Zardini","Southern America",NA,NA,NA
"609","2019-10-02 14:49:43-03","UFMG","BHCB","181481","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","Chaptalia martii","Tameirão Neto, E; Mansur, T","5281","2013","07","04","Brasil","Minas Gerais","Rio Acima",NA,"-43.723194","-20.087992","-43.723194","-20.087992",NA,NA,"Flor branca; Campo limpo",NA,NA,"Dicotyledon",NA,NA,"martii",NA,"2015","04","13",NA,NA,NA,"(Baker) Zardini","Southern America",NA,NA,NA
"610","2019-10-02 14:49:43-03","UFMG","BHCB","118469","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","Chaptalia nutans","Carmo, FF","1386","2007","11","13","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1.","-43.683056","-20.093889","-43.683056","-20.093889","1624","1624","Plantas do Brasil. Borda de capão; afloramento de canga. Coordenadas indicadas na exsicata como 20.0537°S e 43.4059°W.",NA,NA,"Dicotyledon",NA,NA,"nutans",NA,NA,NA,NA,NA,NA,NA,"(L.) Pol.","Southern America",NA,NA,NA
"611","2019-10-02 14:49:43-03","UFMG","BHCB","184857","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","Chaptalia piloselloides","Rezende, SG; Justo, AG","5517","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Herbáceo; Campo Sujo","BHCB184857",NA,"Dicotyledon",NA,NA,"piloselloides",NA,NA,NA,NA,NA,NA,NA,"(Vahl) Baker","Southern America",NA,NA,NA
"612","2019-10-02 15:02:12-03","UFMG","BHCB","185092","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","Chiococca alba","Rezende, SG; Justo, AG","5752","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Liana; Campo Sujo","BHCB185092",NA,"Dicotyledon",NA,NA,"alba",NA,NA,NA,NA,NA,NA,NA,"(L.) Hitchc.","Southern America",NA,NA,NA
"613","2019-10-02 15:02:12-03","UFMG","BHCB","185093","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","Chiococca alba","Rezende, SG; Justo, AG","5753","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Liana; Campo Sujo","BHCB185093",NA,"Dicotyledon",NA,NA,"alba",NA,NA,NA,NA,NA,NA,NA,"(L.) Hitchc.","Southern America",NA,NA,NA
"614","2019-10-02 14:49:43-03","UFMG","BHCB","151734","PreservedSpecimen","Plantae","Asteraceae","Chresta","Chresta harleyi","Mendes, MS","s.n.","2010","04","21","Brasil","Minas Gerais","Rio Acima","Região do Rio do Peixe; Bacia do Córrego Boiadeiros.","-43.894444","-20.113611","-43.894444","-20.113611","1368","1368","Arbustivo.; Formação campestre sobre quartzito.","BHCB051397",NA,"Dicotyledon",NA,NA,"harleyi",NA,NA,NA,NA,NA,NA,NA,"H.Rob.","Southern America",NA,NA,NA
"615","2019-10-02 14:49:43-03","UFMG","BHCB","184993","PreservedSpecimen","Plantae","Asteraceae","Chresta","Chresta sphaerocephala","Rezende, SG; Justo, AG","5653","2015","04","10","Brasil","Minas Gerais","Rio Acima","Região do Rio do Peixe.","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Arbusto.; Campo Sujo.","BHCB184993",NA,"Dicotyledon",NA,NA,"sphaerocephala",NA,NA,NA,NA,NA,NA,NA,"DC.","Southern America",NA,NA,NA
"616","2019-10-02 14:49:43-03","UFMG","BHCB","177578","PreservedSpecimen","Plantae","Asteraceae","Chresta","Chresta sphaerocephala","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2469","2015","06","22","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool.; Arbusto; ca. 0,8m alt; folhas, ramos e raque da inflorescência cobertos por indumento cinza; flores rosas.; Campo Rupestre Quartzítico em transição com o Cerrado.","BHCB051419",NA,"Dicotyledon",NA,NA,"sphaerocephala",NA,"2015","07","01",NA,NA,NA,"DC.","Southern America",NA,NA,NA
"617","2019-10-02 14:49:44-03","UFMG","BHCB","177313","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","Chromolaena","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2151","2015","04","22","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool; Arbusto; ca. 1,5m alt; brácteas involucrais castanahs; pappus castanho; flores cremes.; Campo Rupestre Quartzítico",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DC.","Southern America",NA,NA,NA
"618","2019-12-16 17:41:39-03","UFMG","BHCB","183595","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","Chromolaena arrayana","Rezende, SG; Justo, AG","5392","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Arbusto; Campo Sujo","BHCB053369",NA,"Dicotyledon",NA,NA,"arrayana",NA,NA,NA,NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Southern America",NA,NA,NA
"619","2020-01-27 18:59:17-03","UFMG","BHCB","180494","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","Chromolaena chaseae","Rezende, SG; Justo, AG","4855","2015","04","08","Brasil","Minas Gerais","Rio Acima","Região do Córrego Fazenda Velha","-44.341389","-20.241389","-44.341389","-20.241389","940","980","Arbustivo; Campo sujo",NA,NA,"Dicotyledon",NA,NA,"chaseae",NA,"2015","04",NA,NA,NA,NA,"(B.L.Rob.) R.M.King & H.Rob.","Southern America",NA,NA,NA
"620","2020-03-16 20:32:59-03","UFMG","BHCB","148856","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","Chromolaena chaseae","Rezende, SG; Mendes, MS","4439","2010","03","25","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região do Rio do Peixe. Região Nova Quartzito. Bacia do Córrego Fazenda Velha.","-44.730603","-20.162222","-44.730603","-20.162222",NA,NA,"Determinação por BHZB 11845; Arbustivo.; Mata Atlântica. Campo sujo.","BHCB056082",NA,"Dicotyledon",NA,NA,"chaseae",NA,"2020","03","04",NA,NA,NA,"(B.L.Rob.) R.M.King & H.Rob.","Southern America",NA,NA,NA
"621","2020-01-27 18:59:17-03","UFMG","BHCB","184858","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","Chromolaena chaseae","Rezende, SG; Justo, AG","5518","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Arbusto; Campo Sujo","BHCB184858",NA,"Dicotyledon",NA,NA,"chaseae",NA,NA,NA,NA,NA,NA,NA,"(B.L.Rob.) R.M.King & H.Rob.","Southern America",NA,NA,NA
"622","2019-10-02 14:49:46-03","UFMG","BHCB","183596","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","Chromolaena cinereoviridis","Rezende, SG; Justo, AG","5393","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Arbusto; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"cinereoviridis",NA,NA,NA,NA,NA,NA,NA,"(Sch.Bip. ex Baker) R.M.King & H.Rob.","Southern America",NA,NA,NA
