"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","specificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","scientificNameAuthorship","continentOcean","typeStatus","infraspecificEpithet","preparationType"
"1687","2019-10-02 15:01:46-03","UFMG","BHCB","181480","PreservedSpecimen","Plantae","Polygalaceae","Polygala","Polygala longicaulis","Tameirão Neto, E; Mansur, T","5280","2013","07","04","Brasil","Minas Gerais","Rio Acima",NA,"-43.723194","-20.087992","-43.723194","-20.087992",NA,NA,"Herbáceo; flor roxa; Campo limpo","BHCB037921",NA,"Dicotyledon",NA,NA,"longicaulis",NA,NA,NA,NA,NA,NA,NA,"Kunth","Southern America",NA,NA,NA
"1688","2019-10-02 15:01:46-03","UFMG","BHCB","185131","PreservedSpecimen","Plantae","Polygalaceae","Polygala","Polygala longicaulis","Rezende, SG; Justo, AG","5791","2015","04","07","Brasil","Minas Gerais","Rio Acima","Bacia do Córrego do Andaime","-43.800833","-20.172222","-43.800833","-20.172222","905","975","Herbáceo; Campo sujo","BHCB185131",NA,"Dicotyledon",NA,NA,"longicaulis",NA,NA,NA,NA,NA,NA,NA,"Kunth","Southern America",NA,NA,NA
"1689","2019-10-02 15:01:46-03","UFMG","BHCB","197012","PreservedSpecimen","Plantae","Polygalaceae","Polygala","Polygala longicaulis","Rezende, SG; Justo, AG","6721","2018","02","19","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.685278","-20.106944","-43.685278","-20.106944","1335","1335","Erva terrícula; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197012",NA,"Dicotyledon",NA,NA,"longicaulis",NA,NA,NA,NA,NA,NA,NA,"Kunth","Southern America",NA,NA,NA
"1690","2019-10-02 15:01:46-03","UFMG","BHCB","184875","PreservedSpecimen","Plantae","Polygalaceae","Polygala","Polygala paniculata","Rezende, SG; Justo, AG","5535","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Herbáceo; Campo Sujo","BHCB184875",NA,"Dicotyledon",NA,NA,"paniculata",NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1691","2019-10-02 15:01:46-03","UFMG","BHCB","185089","PreservedSpecimen","Plantae","Polygalaceae","Polygala","Polygala paniculata","Rezende, SG; Justo, AG","5749","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Herbáceo; Campo Sujo","BHCB185089",NA,"Dicotyledon",NA,NA,"paniculata",NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1692","2019-10-02 15:01:46-03","UFMG","BHCB","185090","PreservedSpecimen","Plantae","Polygalaceae","Polygala","Polygala paniculata","Rezende, SG; Justo, AG","5750","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Herbáceo; Campo Sujo","BHCB185090",NA,"Dicotyledon",NA,NA,"paniculata",NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1693","2019-10-02 14:50:42-03","UFMG","BHCB","184862","PreservedSpecimen","Plantae","Asteraceae","Porophyllum","Porophyllum angustissimum","Rezende, SG; Justo, AG","5522","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Herbáceo; Campo Sujo","BHCB184862",NA,"Dicotyledon",NA,NA,"angustissimum",NA,NA,NA,NA,NA,NA,NA,"Gardner","Southern America",NA,NA,NA
"1694","2019-10-02 14:50:42-03","UFMG","BHCB","185002","PreservedSpecimen","Plantae","Asteraceae","Porophyllum","Porophyllum angustissimum","Rezende, SG; Justo, AG","5662","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Herbáceo; Campo sujo","BHCB185002",NA,"Dicotyledon",NA,NA,"angustissimum",NA,NA,NA,NA,NA,NA,NA,"Gardner","Southern America",NA,NA,NA
"1695","2019-10-02 14:50:42-03","UFMG","BHCB","184931","PreservedSpecimen","Plantae","Asteraceae","Porophyllum","Porophyllum angustissimum","Rezende, SG; Justo, AG","5591","2015","04","16","Brasil","Minas Gerais","Rio Acima","Córrego Fazenda Velha, Região do Córrego Fazenda Velha","-43.801667","-20.143611","-43.801667","-20.143611","900","980","Herbáceo; Campo sujo","BHCB184931",NA,"Dicotyledon",NA,NA,"angustissimum",NA,NA,NA,NA,NA,NA,NA,"Gardner","Southern America",NA,NA,NA
"1696","2019-10-02 14:50:42-03","UFMG","BHCB","183606","PreservedSpecimen","Plantae","Asteraceae","Porophyllum","Porophyllum obscurum","Rezende, SG; Justo, AG","5403","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Herbáceo; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"obscurum",NA,NA,NA,NA,NA,NA,NA,"(Spreng.) DC.","Southern America",NA,NA,NA
"1697","2019-10-02 15:01:52-03","UFMG","BHCB","144809","PreservedSpecimen","Plantae","Portulacaceae",NA,NA,"Carmo, FF; Ribeiro, LC; Silva, ES","2245","2008","02","10","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-44.141975","-20.160572","-44.141975","-20.160572","1624","1624","coletado em borda de capão. Afloramento de canga",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"1698","2019-10-02 15:02:35-03","UFMG","BHCB","181457","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","Posoqueria latifolia","Tameirão Neto, E; Mansur, T","5257","2013","07","03","Brasil","Minas Gerais","Rio Acima",NA,"-43.7074","-20.086628","-43.7074","-20.086628",NA,NA,"Arbóreo; frutificação; Campo cerrado","BHCB037928",NA,"Dicotyledon",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,"(Rudge) Schult.","Southern America",NA,NA,NA
"1699","2019-10-02 14:50:42-03","UFMG","BHCB","177327","PreservedSpecimen","Plantae","Asteraceae","Praxelis","Praxelis kleinioides","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2166","2015","04","17","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool; Erva; brácteas involucrais castanhas; flores lilás.; Campo Rupestre Ferruginoso antropizado",NA,NA,"Dicotyledon",NA,NA,"kleinioides",NA,NA,NA,NA,NA,NA,NA,"(Kunth) Sch.Bip.","Southern America",NA,NA,NA
"1700","2019-10-02 15:07:58-03","UFMG","BHCB","116358","PreservedSpecimen","Plantae","Orchidaceae","Prosthechea","Prosthechea pachysepala","Carmo, FF; Vasconcelos, MF de","1145","2007","10","11","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-43.683111","-20.093806","-43.683111","-20.093806","1624","1624","Coletado em fendas e depressões; afloramento de canga.",NA,NA,"Monocotyledon",NA,NA,"pachysepala",NA,NA,NA,NA,NA,NA,NA,"(Klotzsch) Chiron & V.P.Castro","Southern America",NA,NA,NA
"1701","2019-10-02 15:02:02-03","UFMG","BHCB","197017","PreservedSpecimen","Plantae","Rosaceae","Prunus","Prunus myrtifolia","Rezende, SG; Justo, AG","6726","2018","02","22","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.684722","-20.086944","-43.684722","-20.086944","1608","1608","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197017",NA,"Dicotyledon",NA,NA,"myrtifolia",NA,NA,NA,NA,NA,NA,NA,"(L.) Urb.","Southern America",NA,NA,NA
"1702","2019-10-02 14:50:43-03","UFMG","BHCB","145759","PreservedSpecimen","Plantae","Asteraceae","Pseudobrickellia","Pseudobrickellia brasiliensis","Tameirão Neto, E; Mansur, T","4846","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-44.229164","-20.069944","-44.229164","-20.069944","1070","1080","Cerrado ralo",NA,NA,"Dicotyledon",NA,NA,"brasiliensis",NA,"2010","09",NA,NA,NA,NA,"(Spreng.) R.M.King & H.Rob.","Southern America",NA,NA,NA
"1703","2019-10-02 15:00:46-03","UFMG","BHCB","185055","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium","Rezende, SG; Justo, AG","5715","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Arbusto; Campo Sujo","BHCB185055",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"1704","2019-10-02 15:00:46-03","UFMG","BHCB","176734","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","4","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Arvoreta; ca. 1,5m alt; fruto verde.; Campo Rupestre Quartzitico",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"1705","2019-10-02 15:00:46-03","UFMG","BHCB","181534","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium","Tameirão Neto, E; Mansur, T","5334","2013","07","16","Brasil","Minas Gerais","Rio Acima",NA,"-43.702903","-20.090481","-43.702903","-20.090481",NA,NA,"Arbustivo; botão floral; Campo limpo","BHCB037903",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"1706","2019-10-02 15:00:46-03","UFMG","BHCB","197950","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium cattleianum","Rezende, SG; Justo, AG","6957","2018","10","02","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.683056","-20.023333","-43.683056","-20.023333","1619","1619","Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197950",NA,"Dicotyledon",NA,NA,"cattleianum",NA,NA,NA,NA,NA,NA,NA,"Sabine","Southern America",NA,NA,NA
"1707","2019-10-02 15:00:46-03","UFMG","BHCB","196980","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium cattleianum","Rezende, SG; Justo, AG","6686","2018","01","24","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.7","-20.093611","-43.7","-20.093611","1376","1376","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196980",NA,"Dicotyledon",NA,NA,"cattleianum",NA,NA,NA,NA,NA,NA,NA,"Sabine","Southern America",NA,NA,NA
"1708","2019-10-02 15:00:46-03","UFMG","BHCB","196981","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium cattleianum","Rezende, SG; Justo, AG","6687","2018","02","22","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.6875","-20.076389","-43.6875","-20.076389","1632","1632","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196981",NA,"Dicotyledon",NA,NA,"cattleianum",NA,NA,NA,NA,NA,NA,NA,"Sabine","Southern America",NA,NA,NA
"1709","2019-10-02 15:00:46-03","UFMG","BHCB","196982","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium cattleianum","Rezende, SG; Justo, AG","6688","2018","02","22","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.684722","-20.086944","-43.684722","-20.086944","1608","1608","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196982",NA,"Dicotyledon",NA,NA,"cattleianum",NA,NA,NA,NA,NA,NA,NA,"Sabine","Southern America",NA,NA,NA
"1710","2019-10-02 15:00:47-03","UFMG","BHCB","183657","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium cinereum","Rezende, SG; Justo, AG","5454","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Herbáceo; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"cinereum",NA,NA,NA,NA,NA,NA,NA,"Mart.Ex.DC.","Southern America",NA,NA,NA
"1711","2019-10-02 15:00:49-03","UFMG","BHCB","197087","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium oblongatum","Rezende, SG; Justo, AG","6689","2018","01","30","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.688889","-20.077778","-43.688889","-20.077778","1626","1626","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197087",NA,"Dicotyledon",NA,NA,"oblongatum",NA,NA,NA,NA,NA,NA,NA,"O.Berg","Southern America",NA,NA,NA
"1712","2019-10-02 15:00:49-03","UFMG","BHCB","122342","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium robustum","Carmo, FF","3248","2008","05","26","Brasil","Minas Gerais","Rio Acima","Serra da Gandarela","-43.683111","-20.093631","-43.683111","-20.093631","1624","1624","Afloramento de canga. Capão.","BHCB011122",NA,"Dicotyledon",NA,NA,"robustum",NA,"2013","11","14",NA,NA,NA,"O.Berg","Southern America",NA,NA,NA
"1713","2019-10-02 15:00:49-03","UFMG","BHCB","196983","PreservedSpecimen","Plantae","Myrtaceae","Psidium","Psidium rufum","Rezende, SG; Justo, AG","6690","2018","01","10","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.665833","-19.973333","-43.665833","-19.973333","1066","1066","Arbóreo; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB196983",NA,"Dicotyledon",NA,NA,"rufum",NA,NA,NA,NA,NA,NA,NA,"Mart. ex DC.","Southern America",NA,NA,NA
"1714","2019-10-02 15:02:35-03","UFMG","BHCB","176982","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","278","2015","04","23","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool; Arbusto; ca. 1,5m alt; flores cremes.; Floresta Estacional Semidecidual em estágio secundário de regeneração.",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1715","2019-10-02 15:02:35-03","UFMG","BHCB","197801","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria","Rezende, SG; Justo, AG","6877","2018","05","17","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.657778","-20.109167","-43.657778","-20.109167","1386","1386","Epífita; Capão de mata sobre canga","BHCB197801",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1716","2019-10-02 15:02:35-03","UFMG","BHCB","197802","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria","Rezende, SG; Justo, AG","6878","2018","05","29","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.660833","-20.11","-43.660833","-20.11","1412","1412","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197802",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1717","2019-10-02 15:02:35-03","UFMG","BHCB","197800","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria","Rezende, SG; Justo, AG","6876","2018","05","16","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.658611","-20.101111","-43.658611","-20.101111","1165","1165","Arbusto; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB197800",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"1718","2019-10-02 15:02:37-03","UFMG","BHCB","177366","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria capitata","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2209","2015","04","23","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool; Arbusto; ca. 0,6m alt; frutos roxos.; Floresta Estacional Semidecidual estágio secunndário",NA,NA,"Dicotyledon",NA,NA,"capitata",NA,"2015","11",NA,NA,NA,NA,"Ruiz & Pav.","Southern America",NA,NA,NA
"1719","2019-10-02 15:02:37-03","UFMG","BHCB","197099","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6764","2018","03","02","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.709444","-20.057778","-43.709444","-20.057778","1203","1203","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197099",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1720","2019-10-02 15:02:37-03","UFMG","BHCB","197045","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6763","2018","02","20","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.686944","-20.080833","-43.686944","-20.080833","1591","1591","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197045",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1721","2019-10-02 15:02:37-03","UFMG","BHCB","197096","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6760","2018","01","15","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.688889","-20.077778","-43.688889","-20.077778","1626","1626","Arbusto; Floresta Estacional em Estágio Avançado de Regeneração - Capão de canga","BHCB197096",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1722","2019-10-02 15:02:37-03","UFMG","BHCB","197097","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6761","2018","02","19","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.685278","-20.106944","-43.685278","-20.106944","1335","1335","Arvoreta; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197097",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1723","2019-10-02 15:02:37-03","UFMG","BHCB","197098","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6762","2018","02","19","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.685278","-20.106944","-43.685278","-20.106944","1335","1335","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197098",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1724","2019-10-02 15:02:37-03","UFMG","BHCB","197100","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6765","2018","03","02","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.709444","-20.057778","-43.709444","-20.057778","1203","1203","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197100",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1725","2019-10-02 15:02:37-03","UFMG","BHCB","197970","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Rezende, SG; Justo, AG","6977","2018","08","30","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.689722","-20.048056","-43.689722","-20.048056","1546","1546","Erva terrícula; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197970",NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,NA,NA,NA,"Jacq.","Southern America",NA,NA,NA
"1726","2019-10-02 15:02:39-03","UFMG","BHCB","197796","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria hastisepala","Rezende, SG; Justo, AG","6872","2018","05","16","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.658611","-20.101111","-43.658611","-20.101111","1165","1165","Arbusto; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB197796",NA,"Dicotyledon",NA,NA,"hastisepala",NA,NA,NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1727","2019-10-02 15:02:39-03","UFMG","BHCB","197046","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria hastisepala","Rezende, SG; Justo, AG","6766","2018","03","02","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.709444","-20.057778","-43.709444","-20.057778","1203","1203","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197046",NA,"Dicotyledon",NA,NA,"hastisepala",NA,NA,NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1728","2019-10-02 15:02:39-03","UFMG","BHCB","197797","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria hastisepala","Rezende, SG; Justo, AG","6873","2018","05","17","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.657778","-20.109167","-43.657778","-20.109167","1386","1386","Arbusto; Capão de mata sobre canga","BHCB197797",NA,"Dicotyledon",NA,NA,"hastisepala",NA,NA,NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1729","2019-10-02 15:02:39-03","UFMG","BHCB","197974","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria hastisepala","Rezende, SG; Justo, AG","6981","2018","08","30","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.689722","-20.048056","-43.689722","-20.048056","1546","1546","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197974",NA,"Dicotyledon",NA,NA,"hastisepala",NA,NA,NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1730","2019-10-02 15:02:39-03","UFMG","BHCB","197973","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria hastisepala","Rezende, SG; Justo, AG","6980","2018","08","28","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.681111","-20.036111","-43.681111","-20.036111","1542","1542","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197973",NA,"Dicotyledon",NA,NA,"hastisepala",NA,NA,NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1731","2019-10-02 15:02:39-03","UFMG","BHCB","197798","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria leiocarpa","Rezende, SG; Justo, AG","6874","2018","05","30","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.659722","-20.103611","-43.659722","-20.103611","1184","1184","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197798",NA,"Dicotyledon",NA,NA,"leiocarpa",NA,NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","Southern America",NA,NA,NA
"1732","2019-10-02 15:02:40-03","UFMG","BHCB","133428","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria nemorosa","Carmo, FF","4964","2009","02","17","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-43.683111","-20.093806","-43.683111","-20.093806","1624","1624","Coletado em borda de afloramento de canga.","BHCB035598",NA,"Dicotyledon",NA,NA,"nemorosa",NA,"2011","01","10",NA,NA,NA,"Gardner","Southern America",NA,NA,NA
"1733","2019-10-02 15:02:42-03","UFMG","BHCB","148803","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria pleiocephala","Rezende, SG; Mendes, MS; Neves, GS","148803","2010","06","30","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Bacia do Córrego Fazenda Velha","-43.826944","-20.156389","-43.826944","-20.156389","825","1050","Determinação por duplicata no BHZB; Arbóreo; Floresta Estacional Semidecidual Baixo-Montana","BHCB040100",NA,"Dicotyledon",NA,NA,"pleiocephala",NA,"2016",NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1734","2019-10-02 15:02:42-03","UFMG","BHCB","197799","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria purpurascens","Rezende, SG; Justo, AG","6875","2018","05","29","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.660833","-20.11","-43.660833","-20.11","1412","1412","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197799",NA,"Dicotyledon",NA,NA,"purpurascens",NA,NA,NA,NA,NA,NA,NA,"Müll.Arg.","Southern America",NA,NA,NA
"1735","2019-10-02 15:02:42-03","UFMG","BHCB","197047","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria ruelliifolia","Rezende, SG; Justo, AG","6767","2018","01","15","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.688889","-20.077778","-43.688889","-20.077778","1626","1626","Arbustivo; Floresta Estacional em Estágio Avançado de Regeneração - Capão de canga","BHCB197047",NA,"Dicotyledon",NA,NA,"ruelliifolia",NA,NA,NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Müll.Arg.","Southern America",NA,NA,NA
"1736","2019-10-02 15:02:42-03","UFMG","BHCB","197048","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria ruelliifolia","Rezende, SG; Justo, AG","6768","2018","01","26","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.694167","-20.090833","-43.694167","-20.090833","1378","1378","Herbáceo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197048",NA,"Dicotyledon",NA,NA,"ruelliifolia",NA,NA,NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Müll.Arg.","Southern America",NA,NA,NA
"1737","2019-10-02 15:02:42-03","UFMG","BHCB","197049","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria ruelliifolia","Rezende, SG; Justo, AG","6769","2018","02","28","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.674167","-20.109722","-43.674167","-20.109722","1437","1437","Arbusto; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB197049",NA,"Dicotyledon",NA,NA,"ruelliifolia",NA,NA,NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Müll.Arg.","Southern America",NA,NA,NA
"1738","2019-10-02 15:02:42-03","UFMG","BHCB","197971","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria ruelliifolia","Rezende, SG; Justo, AG","6978","2018","08","28","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.685","-20.041667","-43.685","-20.041667","1580","1580","Arbusto; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197971",NA,"Dicotyledon",NA,NA,"ruelliifolia",NA,NA,NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Müll.Arg.","Southern America",NA,NA,NA
