"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class","relatedCatalogItem"
"243","2019-12-06 15:04:20-03","MBM","MBM","175950","S","Plantae",NA,NA,"Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) Don","Baumgratz, J.","Campos, W.G.","11",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Dionísio","CEMAS","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM175950","MBM175950",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-12-06 15:25:21-03","MBM","MBM","170194","S","Plantae",NA,NA,"Vitaceae","Cissus","verticillata","Cissus verticillata verticillata","(L.) Nicolson & Jarvis","Lombardi, J.A.","Campos, G.M.","16","1986","02","06","Southern America","Brazil","Minas Gerais","Dionísio","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM170194","MBM170194","verticillata",NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-12-06 14:47:50-03","MBM","MBM","248662","S","Plantae",NA,NA,"Fabaceae","Dialium","guianense","Dialium guianense","(Aubl.) Sandwith","Lombardi, J.A.","Trameirão Neto, E.","848",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Dionísio","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM248662","MBM248662",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-12-06 15:07:04-03","MBM","MBM","81078","S","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Smith, S.F.","Heringer, E.P.; et al.; et al.","16615",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Dionísio","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM081078","MBM081078",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-12-06 15:25:37-03","MBM","MBM","187937","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K.","Trameirão Neto, E.","846","1992","07","28","Southern America","Brazil","Minas Gerais","Dionísio","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM187937","MBM187937",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-12-06 14:43:00-03","MBM","MBM","295647","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","(Aubl.) Benth.","Sampaio, D.","França, G.S.","463","2004","01","06","Southern America","Brazil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça) Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Arbóreo, 7m, frutos amarronzados, floresta estacional semidecidual submontana","MBM295647","MBM295647",NA,"2010","31394","auto",NA,NA,"247","247",NA,NA,NA,NA
"249","2019-12-06 14:41:40-03","MBM","MBM","145756","S","Plantae",NA,NA,"Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,"Tenório, E.C.","77-1498","1977","10","07","Southern America","Brazil","Minas Gerais","Dionísio","Paque Florestal do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM145756","MBM145756",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-12-06 15:06:53-03","MBM","MBM","295678","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spr.) Perkins","França, G.S.","França, G.S.","482","2004","01","08","Southern America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM295678","MBM295678",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-12-06 14:23:49-03","MBM","MBM","81011","S","Plantae",NA,NA,"Acanthaceae","Ruellia","acutangula","Ruellia acutangula","Nees","Wasshausen, D.C.","Heringer, E.P.","16011","1976","09","23","Southern America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"MBM081011","MBM081011",NA,"1982","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-12-06 14:38:46-03","MBM","MBM","106809","S","Plantae",NA,NA,"Celastraceae","Monteverdia","gonoclada","Monteverdia gonoclada","(Mart.) Biral","Biral, L.","Heringer, E.P.","16056","1976","09","23","Southern America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Árvore de capoeira originária da mata virgem incendiada","MBM106809","MBM106809",NA,"2019","31394","auto","02",NA,NA,NA,NA,NA,NA,NA
"253","2019-12-06 15:21:52-03","MBM","MBM","329944","S","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","França, G.S.; et al.; et al.","320","2003","04","10","Southern America","Brazil","Minas Gerais","Dionísio","Fazenda Santa Cruz","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Arbusto, frutos escuros, área de pasto","MBM329944","MBM329944",NA,"2009","31394","auto","07","17","265","265",NA,NA,NA,NA
"254","2018-08-17 11:59:48-03","JBB","HEPH","5107","S","Plantae","Monocotyledon","Poales","Cyperaceae","Eleocharis",NA,"Eleocharis",NA,"Alves, MV","Heringer, EP; Eiten, G","15148","1975","09","22","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de brejo; Margem do lago",NA,NA,NA,"1999","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-10-02 14:51:16-03","UFMG","BHCB","86051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","cinereum","Adenocalymma cinereum","Udulutsch & Assis",NA,"França, GS","483","2004","01","08","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Arbusto, 2,5 metros, frutos verdes; Floresta Estacional Semidecidual Submontana","BHCB030318",NA,NA,"2014",NA,NA,"09","17","247","247",NA,NA,NA,NA
"256","2019-10-02 14:53:26-03","UFMG","BHCB","127355","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","evenia","Aeschynomene evenia serrulata","Rudd",NA,"Pivari, MOD; Costa, FM; Ferreira, RM","1145","2008","11","13","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa Verde dos Crentes","-42.581944","-19.839167","-42.581944","-19.839167",NA,"Erva proxima a lagoa, flores avermelhadas; Solo arenoso","BHCB007576",NA,"serrulata","2010",NA,NA,"11","19","291","291",NA,NA,NA,NA
"257","2019-10-02 14:53:26-03","UFMG","BHCB","134513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","sensitiva","Aeschynomene sensitiva sensitiva","Sw.",NA,"Pivari, MOD; Cortat, RF; Costa, FM","1448","2009","01","12","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa do Capim - CAF","-42.581111","-19.880556","-42.581111","-19.880556",NA,"Arbusto, ca. 1,2m de altura. Flores amarelas, frutos maduros marrons; Emergente, ca. 0,3m de profundidade","BHCB007138",NA,"sensitiva","2009",NA,NA,"01","12","263","263",NA,NA,NA,NA
"258","2019-10-02 15:03:04-03","UFMG","BHCB","86033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.",NA,"França, GS","465","2004","01","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce., Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Árvore 6m, frutos verdes; Floresta estacional semidecidual submontana","BHCB020949",NA,NA,"2014",NA,NA,"06","05","247","247",NA,NA,NA,NA
"259","2019-10-02 15:03:04-03","UFMG","BHCB","86041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"França, GS","473","2004","01","07","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce., Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Árvore, 5m. Frutos verdes; Floresta estacional semidecidual submontana","BHCB020987",NA,NA,"2014",NA,NA,"06","05","247","247",NA,NA,NA,NA
"260","2019-10-02 15:03:04-03","UFMG","BHCB","86347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"França, GS; Raggi, F","502","2004","02","05","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce., Lagoa dos Patos (Mumbaça). Floresta estacional semidecidual submontana.","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Arbóreo 4m. Frutos alaranjados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"247",NA,NA,NA,NA
"261","2020-02-07 18:35:00-03","UFMG","BHCB","88941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Amaranthus",NA,"Amaranthus",NA,NA,"França, GS; Raggi, F; Stehmann, JR; Sobral, M","576","2004","09","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.543056","-19.805","-42.543056","-19.805",NA,"Herbáceo.; Floresta Estacional Semidecidual Submontana,","BHCB054417","BHCB054417",NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"262","2019-10-02 14:51:19-03","UFMG","BHCB","83024","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Anemopaegma","setilobum","Anemopaegma setilobum","A.H.Gentry",NA,"França, GS","373","2003","08","13","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião., Foresta estacional semidecidual.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Liana. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-12-16 17:40:45-03","UFMG","BHCB","88947","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"França, GS; Raggi, F; Stehmann, JR; Sobral, M","582","2004","09","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.543056","-19.805","-42.543056","-19.805",NA,"Arbusto, 2m, flores vermelhas.; Floresta estacional semidecidual submontana, mumbaça.","BHCB006707","BHCB006707",NA,"2010",NA,NA,"04","14","235","235",NA,NA,NA,NA
"264","2019-10-02 15:04:49-03","UFMG","BHCB","134522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Urticaceae","Boehmeria",NA,"Boehmeria",NA,NA,"Pivari, MOD; Cortat, RF; Costa, FM","1457","2009","12","01","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa do Capim","-42.581111","-19.880556","-42.581111","-19.880556",NA,"Erva. Frutos castanhos.; Em ilha flutuante (histossolo).","BHCB037723",NA,NA,NA,NA,NA,NA,NA,"263","263",NA,NA,NA,NA
"265","2019-10-02 14:59:39-03","UFMG","BHCB","83032","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Brosimum","gaudichaudii","Brosimum gaudichaudii","Trécul",NA,"França, GS","381","2003","08","14","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Arbóreo - 12m, floresta estacional semidecidual, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"266","2019-10-02 15:03:41-03","UFMG","BHCB","86043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Capsicum","baccatum","Capsicum baccatum","L.",NA,"França, GS","475",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Cultivada. Arbusto, 1m. Frutos verdes. Plantas do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"267","2019-10-02 15:03:44-03","UFMG","BHCB","80145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.",NA,"França, GS; Stehmann, JR","320","2013","04","10","Southern America","Brasil","Minas Gerais","Dionísio","Fazenda Santa Cruz (CAF)","-42.598056","-19.819444","-42.598056","-19.819444",NA,"Arbusto, frutos escuros; Área de pasto.","BHCB027069",NA,NA,"2015",NA,NA,"08","20","265","265",NA,NA,NA,NA
"268","2019-10-02 15:05:08-03","UFMG","BHCB","127362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.",NA,"Pivari, MOD; Costa, FM; Ferreira, RM","1152","2008","11","13","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa Verde dos Crentes","-42.581944","-19.839167","-42.581944","-19.839167",NA,"Liana anfíbia. Raque da inflorescência e cálice vermelhos, corola amarela.","BHCB037715",NA,NA,"2008",NA,NA,"11","13","291","291",NA,NA,NA,NA
"269","2019-10-02 15:05:08-03","UFMG","BHCB","134526","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.",NA,"Pivari, MOD; Cortat, RF; Costa, FM","1461","2009","12","01","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa do Capim, CAF","-42.581111","-19.880556","-42.581111","-19.880556",NA,"Liana anfíbia. Inflorescência vermelha, frutos verdes.","BHCB037733",NA,NA,"2009",NA,NA,"12","01","263","263",NA,NA,NA,NA
"270","2019-10-24 17:20:39-03","UFMG","BHCB","127358","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","surinamensis","Cyperus surinamensis","Rottb.",NA,"Pivari, MOD; Costa, FM; Ferreira, RM","1148","2008","11","13","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa Verde dos Crentes","-42.581944","-19.839167","-42.581944","-19.839167",NA,"Erva anfíbia. Inflorescências verdes.; Solo arenoso.","BHCB052107",NA,NA,"2019",NA,NA,"09","24","291","291",NA,NA,NA,NA
"271","2020-01-09 18:29:13-03","UFMG","BHCB","127372","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,NA,"Pivari, MOD; Costa, FM; Ferreira, RM","1162","2008","11","13","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa Verde dos Crentes.","-42.581944","-19.839167","-42.581944","-19.839167",NA,"Erva emergente, ca. 0,2m prof., flores brancas, frutos verdes.; Em meio a a Eleocharis interstincta.","BHCB053722","BHCB053722",NA,NA,NA,NA,NA,NA,"291","291",NA,NA,NA,NA
"272","2019-10-02 14:59:42-03","UFMG","BHCB","86034","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","insipida","Ficus insipida","Willd.",NA,"França, GS","466","2004","01","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa Águas Claras.","-42.5525","-19.797778","-42.5525","-19.797778",NA,"Arbóreo, 10m. Frutos verdes, floresta estacional semidecidual submontana.",NA,NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"273","2019-10-02 15:07:09-03","UFMG","BHCB","86045","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","prolifera","Goeppertia prolifera","(Vell.) Borchs. & S.Suárez",NA,"França, GS","477","2004","01","08","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Erva; Interior de mata, floresta estacional semidecidual submontana","BHCB011520",NA,NA,"2015",NA,NA,"01",NA,"247","247",NA,NA,NA,NA
"274","2019-10-02 14:56:22-03","UFMG","BHCB","127367","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Hibiscus","sororius","Hibiscus sororius","L.",NA,"Pivari, MOD; Costa, FM; Ferreira, RM","1157","2008","11","13","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa Verde dos Crentes","-42.581944","-19.839167","-42.581944","-19.839167",NA,"Arbusto, ca. 1,5 metros de altura, flores rosa e frutos verdes; Anfíbio","BHCB030050",NA,NA,"2008",NA,NA,"11","13","291","291",NA,NA,NA,NA
"275","2019-10-02 14:50:17-03","UFMG","BHCB","89678","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","argyrotricha","Lepidaploa argyrotricha","(Sch.Bip. ex Baker) H.Rob.",NA,"França, GS; Raggi, F","599","2004","07","06","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Plantas do Brasil. Floresta Estacional Semidecidual Submontana. Arbustivo, 1,5m. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"276","2019-10-02 14:56:10-03","UFMG","BHCB","83052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","W.R.Anderson & C.C.Davis",NA,"França, GS","401","2003","09","02","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Liana, flores amarelas; Floresta estacional semidecidual","BHCB027617","BHCB027617",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"277","2019-12-16 17:40:50-03","UFMG","BHCB","86038","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Mendoncia",NA,"Mendoncia",NA,NA,"França, GS","470","2004","01","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça).","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Liana, frutos verdes, flores boninas.; Floresta Estacional Semidecidual submontana.","BHCB053235","BHCB053235",NA,NA,NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"278","2019-10-02 15:00:26-03","UFMG","BHCB","88936","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","floridissima","Myrcia floridissima","Sobral",NA,"França, GS; Raggi, F; Stehmann, JR; Sobral, M","571","2004","09","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.543056","-19.805","-42.543056","-19.805",NA,"Floresta Estacional Semidecídual Submontana. Arbóreo, 4m. Parátipo - J.Bot.Res.Inst. Texas 4: 142.2010","BHCB001578",NA,NA,NA,NA,NA,NA,NA,"235","235","Paratypus",NA,NA,NA
"279","2019-10-02 15:00:39-03","UFMG","BHCB","83051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.",NA,"França, GS","400","2003","09","02","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Floresta Estacional Semidecidual. Arbóreo, 12m. Botões florais brancos. Plantas do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"280","2019-10-02 15:00:39-03","UFMG","BHCB","83055","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.",NA,"França, GS","404","2003","09","03","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Floresta Estacional Semidecidual. Arbóreo, 9m. Flores brancas. Plantas do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"281","2019-10-02 15:00:39-03","UFMG","BHCB","89669","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.",NA,"França, GS; Raggi, F","590","2004","07","06","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Floresta Estacional Semidecidual Submontana. Arbóreo, 5m. Flores brancas. Plantas do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"282","2019-10-02 15:01:55-03","UFMG","BHCB","88953","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","coriacea","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.",NA,"França, GS; Raggi, F; Stehmann, JR; Sobral, M","588","2004","09","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce., Mumbaça.","-42.543056","-19.805","-42.543056","-19.805",NA,"Plantas do Brasil.; Arbustivo, 2m.; Floresta Estacional Semidecidual Submontana.",NA,NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"283","2019-10-02 14:53:19-03","UFMG","BHCB","86039","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,"França, GS","471","2004","01","06","Southern America","Brasil","Minas Gerais","Dionísio","LAgoa dos patos","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Arbóreo, 7m, frutos verdes, latex branco.; floresta estacional semidecidual submontana.","BHCB046055",NA,NA,"2009",NA,NA,"04",NA,"247","247",NA,NA,NA,NA
"284","2019-10-02 15:01:18-03","UFMG","BHCB","87957","PreservedSpecimen","Plantae","Dicotyledon",NA,"Peraceae","Pera","leandri","Pera leandri","Baill.",NA,"França, GS; Raggi, F","507","2004","01","08","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.5525","-19.797778","-42.5525","-19.797778",NA,"Mumbaça, indivíduo 578; Arbóreo - 11 metros, flores verdes; Floresta Estacional Semidecidual Submontana","BHCB046903",NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"285","2019-10-02 15:01:18-03","UFMG","BHCB","88937","PreservedSpecimen","Plantae","Dicotyledon",NA,"Peraceae","Pera","leandri","Pera leandri","Baill.",NA,"França, GS; Raggi, F; Stehmann, JR; Sobral, M","572","2004","06","09","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.543056","-19.805","-42.543056","-19.805",NA,"Arboreo - 8m, frutos verdes, Mumbaca.; floresta estacional semidecidual submontana.","BHCB046916",NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"286","2019-10-02 14:50:39-03","UFMG","BHCB","83066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker",NA,"França, GS","415","2003","09","03","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Plantas do Brasil. Floresta Estacional Semidecidual. Arbóreo, 15m. Flores brancas. Indivíduo nº 188.",NA,NA,NA,NA,NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"287","2019-10-02 15:00:49-03","UFMG","BHCB","89677","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","O.Berg",NA,"França, GS; Raggi, F","598","2004","07","06","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Arbóreo, 3m, frutos verdes.; Floresta estacional semidecidual submontana.","BHCB011116",NA,NA,"2013",NA,NA,"11","14","546","546",NA,NA,NA,NA
"288","2019-10-02 15:05:22-03","UFMG","BHCB","83057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","megalocarpa","Qualea megalocarpa","Stafleu",NA,"França, GS","406","2003","09","03","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Arbóreo 7m, floresta estacional semidecidual, frutos de cor cinza.; Floresta estacional semidecidual.","BHCB048093",NA,NA,"2008",NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"289","2019-12-23 17:48:51-03","UFMG","BHCB","88949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","elegans","Ruellia elegans","Poir.",NA,"França, GS; Raggi, F; Stehmann, JR; Sobral, M","584","2004","09","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.543056","-19.805","-42.543056","-19.805",NA,"Herbáceo, flores amarelas.; Floresta estacional semidecidual submontana. Mumbaça.","BHCB006230","BHCB006230",NA,"2011",NA,NA,"12","11","235","235",NA,NA,NA,NA
"290","2019-10-02 14:52:41-03","UFMG","BHCB","86031","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","eichleri","Sloanea eichleri","K.Schum.",NA,"França, GS","463","2004","01","06","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Arbóreo, 7m, frutos amarronzados; Foresta estacional semidecidual submontana","BHCB020310",NA,NA,"2018",NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"291","2019-10-02 14:52:41-03","UFMG","BHCB","89673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana","K.Schum.",NA,"França, GS; Raggi, F","s.n.","2004","07","06","Southern America","Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.834167","-42.551944","-19.834167",NA,"Arbóreo 4 m, frutos verdes.; Floresta estacional semidecidual submontana","BHCB047434",NA,NA,"2009",NA,NA,NA,NA,"546","546",NA,NA,NA,NA
"292","2019-10-02 15:04:05-03","UFMG","BHCB","81871","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.",NA,"França, GS","362","2003","06","06","Southern America","Brasil","Minas Gerais","Dionísio","Lagoa Jacaré","-42.663333","-19.820833","-42.663333","-19.820833",NA,"Arbusto, 3m. Frutos verdes, flores brancas, floresta estacional semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,"276","276",NA,NA,NA,NA
"293","2019-10-02 14:54:44-03","UFMG","BHCB","86349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","apetala","Swartzia apetala glabra","Vogel",NA,"França, GS; Raggi, F","504","2004","02","05","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos, Mumbaça.","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Arbóreo, 6m, frutos verdes.; Floresta estacional semidecidual submontana.","BHCB010955",NA,"glabra","2013",NA,NA,"11","14","247","247",NA,NA,NA,NA
