"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"97","2019-08-27 13:28:16-03","IAP","PACA-AGP","72590","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","V. de Souza","305","1992","01","30",NA,"Brasil","ES","Colatina","Rodovia do Café","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Árvore com 12m de alt, e fuste + 17,24 cm. Flor creme, botão verde claro. Fuste cilíndrico e casca áspera, fruto imaturo verde. Habitat: Na beira do asfalto","PACA072590",NA,"M. S. Marchioretto","1993",NA,"57036","auto",NA,"05","27","Magnoliatae",NA,NA,NA
"98","2020-03-10 08:29:10-03","UFV","VIC","46474","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae",NA,NA,NA,NA,"Demuner, V.; et al.","3272","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Propr.: Lalau","-40","-19","-40","-19","500","500",NA,"Afloramento rochoso, leve camada de substrato. Arvoreta, 5m frutos verdes.; Arvoreta, 5m, frutos verdes.; Afloramento rochoso, leve camada de substrato.","VIC046474","VIC046474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-03-10 08:29:35-03","UFV","VIC","18811F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Cercospora","atromarginalis","Cercospora atromarginalis","G.F. Atk.","Drummond, A.O.","s.n.","1943","06","28",NA,"Brasil","Espirito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Solanum runcinatum Ruiz & Pav.","VIC18811F",NA,"Drummond, O.A.",NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-03-10 08:29:31-03","UFV","VIC","37510","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","tenuifolia","Senegalia tenuifolia","(L.) Britton & Rose","Terra, V.; Batista, M.L.","638","2012","05","01",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto escandente. Beira da estrada. Floresta estacional decidual.","VIC037510","VIC037510","Terra, V.","2012",NA,"57036","auto",NA,"05","01",NA,NA,NA,NA
"101","2020-03-10 08:29:22-03","UFV","VIC","37511","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","vera","Inga vera","Willd.","Terra, V.; Batista, M.L.","636","2012","05","01",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Árvore 6 m alt., beira do rio. Floresta estacional.","VIC037511","VIC037511","Terra, V.","2012",NA,"57036","auto",NA,"05","01",NA,NA,NA,NA
"102","2020-03-10 08:29:30-03","UFV","VIC","46410","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","polyphylla","Senegalia polyphylla","(DC.) Britton & Rose","D.A. Folli","6387","2009","08","17",NA,"Brasil","Espírito Santo","Colatina","Br 259, Próximo a escola agrícola de Colatina/Itapina.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Macega. Porte arbóreo, 12m de altura; truto imaturo verde; descamação ausente; superfície da casca áspera.; Porte arbóreo, 12m de altura; truto imaturo verde; descamação ausente; superfície da casca áspera.; Macega.","VIC046410","VIC046410","Terra, V.","2014",NA,"57036","auto",NA,"03",NA,NA,NA,NA,NA
"103","2020-03-10 08:29:29-03","UFV","VIC","46607","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","giganticarpa","Senegalia giganticarpa","(G.P. Lewis) Seigler & Ebinger","D.A. Folli","1514","1991","12","11",NA,"Brasil","Espírito Santo","Colatina","Colatina, Localizada no meio do pasto, ao lado do asfalto de Colatina à São Gabriel.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Terrestre; porte arbóreo; 6m de altura; copa com 4m de diâmetro. Botão branco; flor branca.; Botão branco; flor branca.; Terrestre; porte arbóreo; 6m de altura; copa com 4m de diâmetro.","VIC046607","VIC046607","Robson D. Ribeiro","2010",NA,"57036","auto",NA,"04","08",NA,NA,NA,NA
"104","2020-03-10 08:30:03-03","UFV","VIC","24137","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Pterocarpus","rohrii","Pterocarpus rohrii","Vahl","Robin, R.","s.n.","1999","12","29",NA,"Brasil","Espírito Santo","Colatina","Córrego Jacarandá, Próximo à Pedra do Schelemberg.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Beira de córrego intermitente. Muitas abelhas (Apis) nas flores.","VIC024137","VIC024137","Robin, R.",NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-03-10 08:29:29-03","UFV","VIC","46605","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","giganticarpa","Senegalia giganticarpa","(G.P. Lewis) Seigler & Ebinger","Souza, V. de","73","1991","04","19",NA,"Brasil","Espírito Santo","Colatina","Graça Aranha, Fazenda Adílio Topher","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Pasto. Terrestre; porte árboreo; altura máxima 12m; copa com 10m de diâmetro. Fruto imaturo verde; superfície da casca escamosa.; Fruto imaturo verde; superfície da casca escamosa.; Pasto. Terrestre; porte árboreo; altura máxima 12m; c","VIC046605","VIC046605","Robson D. Ribeiro","2010",NA,"57036","auto",NA,"04","08",NA,NA,NA,NA
"106","2020-03-10 08:29:30-03","UFV","VIC","46419","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","polyphylla","Senegalia polyphylla","(DC.) Britton & Rose","Folli, D.A.","6302","2009","02","18",NA,"Brasil","Espírito Santo","Colatina","Itapina. BR 259, Próximo à escola agrícola de de Colatina.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Macega. Árvore, 15m; flor branca, botão branco; seiva incolor; descamação ausente; casca com superfície áspera.; Árvore, 15m; flor branca, botão branco; seiva incolor; descamação ausente; casca com superfície áspera.; Macega","VIC046419","VIC046419","Terra, V.","2014",NA,"57036","auto",NA,"03",NA,NA,NA,NA,NA
"107","2020-03-10 08:29:29-03","UFV","VIC","46604","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","giganticarpa","Senegalia giganticarpa","(G.P. Lewis) Seigler & Ebinger","Menandro, M.S.","181","1990","05","29",NA,"Brasil","Espírito Santo","Colatina","São Francisco, Estrada de São Gabriel da Palha.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Capoeira; terreno inclinado. Árvore, 11m alt. Folíolos discolores com face mais clara, fruto imaturo verde.; Árvore, 11m alt. Folíolos discolores com face mais clara, fruto imaturo verde.; Capoeira.","VIC046604","VIC046604","Robson D. Ribeiro","2010",NA,"57036","auto",NA,"04","08",NA,NA,NA,NA
"108","2020-03-05 19:42:09-03","UFJF","CESJ","69779","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lantana","tiliifolia","Lantana tiliifolia","Cham.","A.M. Assis; K.F.O. Faria","1675","2008","05","23","América do Sul","Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 kv Mascarenhas x Ve","-40.637806","-19.233972","-40.637806","-19.233972","240","240",NA,"Corola vermelha e laranja. Borda. Floresta Estacional Semidecidual- estagio inicial de regeneração","CESJ069779",NA,"P.H. Cardoso","2020",NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"109","2020-03-02 19:19:14-03","UFJF","CESJ","69785","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lantana","tiliifolia","Lantana tiliifolia","Cham.","A.M. Assis; K.F.O. Faria","1756","2008","07","16","América do Sul","Brasil","Espírito Santo","Colatina","São Salvador (Torre 25/2 - LT 230 Kv Mascarenhas x","-40.714833","-19.396944","-40.714833","-19.396944","490","490",NA,"1,5m. Flores lilas e amarela. Frutros verdes . Borda. Floresta Estacional Semidecidual - estágio medio de regeneração","CESJ069785",NA,"P.H. Cardoso","2020",NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"110","2020-03-05 19:42:09-03","UFJF","CESJ","69850","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lantana","tiliifolia","Lantana tiliifolia","Cham.","V. Demuner; T. Cruz; M. Belizário; E. Bausen","3247","2007","03","20","América do Sul","Brasil","Espirito Santo","Colatina","propriedade de Lalau","-40.552222","-19.343611","-40.552222","-19.343611","200","500",NA,"Arbusto 1m, botões florais, flores com pétalas amarelas e laranja, frutos verdes. Borda de mata.","CESJ069850",NA,"P.H. Cardoso","2020",NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"111","2020-02-12 18:56:21-03","UFJF","CESJ","73016","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Priva","lappulacea","Priva lappulacea","(L.) Pers.","R. Reis","38","2005","07","07","América do Sul","Brasil","Espirito Santo","Colatina","Pátio de Colatina, linha 3, EFVM","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"N.v.: Cola pinto. Macega. Herbáceo, terrestre.","CESJ073016",NA,"P.H. Cardoso","2020",NA,"57036","auto",NA,"02",NA,NA,NA,NA,NA
"112","2019-11-21 14:53:34-03","UFJF","CESJ","3372","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Pleopeltis","furcata","Pleopeltis furcata","(L.) A.R.Sm.","J.G.Kuhlmann","s.n.","1934","05",NA,"América do Sul","Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Epífita, na mata.","CESJ003372",NA,"F.S. Souza","2018",NA,"57036","auto",NA,"03",NA,NA,NA,NA,NA
"113","2019-11-21 14:54:29-03","UFJF","CESJ","21591","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Notholaena","venusta","Notholaena venusta","Brade","J.R. Pirani; D.C. Zappi","1123","1985","01","13","América do Sul","Brasil","Espírito Santo","Colatina","BR-259, a 17km de Colatina indo para João Neiva. Grande afloramento rochoso. Plantas pequeninas à sombra de Xerophyta sobre ascassa camada do solo sobre a rocha.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"CESJ021591",NA,"R.F. Novelino","1991",NA,"57036","auto",NA,"11","06",NA,NA,NA,NA
"114","2019-08-20 10:20:59-03","UNICAMP","UEC","195209","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4706","2016","10","05",NA,"Brazil","Espírito Santo","Colatina","Estrada Colatina para Pancas, próximo km 154","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"Arbusto 1,5 m. Frutos imaturos amarelos e maduros vermelho brilhante.; Floresta semidecídua, beira do rio Pancas","UEC149260","UEC149260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-08-20 10:04:20-03","UNICAMP","UEC","195374","S","Plantae","Magnoliopsida",NA,"Asteraceae",NA,NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3330","2016","10","04",NA,"Brazil","Espírito Santo","Colatina",". Estrada Colatina-Pancas, próximo do km 154, beira do Rio Pancas. Fazenda de gado.","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"Erva, 40 cm, capítulo séssil, flores brancas.; Leito seco do rio pancas.","UEC148487","UEC148487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-08-20 10:04:20-03","UNICAMP","UEC","195489","S","Plantae","Magnoliopsida",NA,"Asteraceae",NA,NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3329","2016","10","04",NA,"Brazil","Espírito Santo","Colatina",". Estrada Colatina-Pancas, próximo do km 154, beira do Rio Pancas. Fazenda de gado.","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"Erva Ereta, 1 m, flores lilazes, odor da planta astante conspícuo.; Leito seco do rio pancas.","UEC148484","UEC148484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:05:27-03","UNICAMP","UEC","195372","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eclipta",NA,"Eclipta",NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3332","2016","10","04",NA,"Brazil","Espírito Santo","Colatina",". Estrada Colatina-Pancas, próximo do km 154, beira do Rio Pancas. Fazenda de gado.","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"erva, 30 cm, flores alvas.; Leito seco do rio pancas.","UEC148488","UEC148488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-20 10:09:01-03","UNICAMP","UEC","184816","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Magnago, LFS; Demuner, V; Belisário, M; Bausen, E","s.n.","2006","02","22",NA,"Brazil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, prop.: Landislau.","-40.5375","-19.310833","-40.5375","-19.310833","150","850",NA,"Arvoreta, 3,5 m de altura, botõesflorais verdes, látex incolor, vegetação rupestre","UEC104873","UEC104873","Trad, RJ","2017",NA,NA,NA,NA,"03",NA,NA,NA,NA,NA
"119","2019-08-20 10:25:51-03","UNICAMP","UEC","195511","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia",NA,"Paullinia",NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3333","2016","10","04",NA,"Brazil","Espírito Santo","Colatina",". Estrada Colatina-Pancas, próximo do km 154, beira do Rio Pancas. Fazenda de gado.","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"Liana, flrutos vermelhos, semente negra com arilo alvo.; Mata ciliar.","UEC135722","UEC135722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:25:52-03","UNICAMP","UEC","171441","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","Demuner, V; Magnago, LFS; Cruz, TA; Bausen, E","2569","2006","07","12",NA,"Brazil","Espírito Santo","Colatina","Alto Moacir. prop.: Lalau.","-40.552972","-19.339167","-40.552972","-19.339167","350","350",NA,"Escandente 4m, frutos vermelhos, latex branco.; Ambiente rupestre.","UEC041268","UEC041268","Obando, S","2012",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"121","2019-08-20 10:06:26-03","UNICAMP","UEC","195373","S","Plantae","Magnoliopsida",NA,"Asteraceae","Pluchea","sagittalis","Pluchea sagittalis","(Lam.) Cabrera","Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3331","2016","10","04",NA,"Brazil","Espírito Santo","Colatina",". Estrada Colatina-Pancas, próximo do km 154, beira do Rio Pancas. Fazenda de gado.","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"Erva, ereta, 50 cm, flores alvas.; Leito seco do rio pancas.","UEC148486","UEC148486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:25:56-03","UNICAMP","UEC","195210","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania",NA,"Serjania",NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4707",NA,NA,NA,NA,"Brazil","Espírito Santo","Colatina","Estrada Colatina para Pancas, próximo km 154","-41.158719","-20.272453","-41.158719","-20.272453",NA,NA,NA,"Trepadeira, frutos imaturos verdes.; Floresta semidecídua, beira do rio Pancas","UEC149263","UEC149263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:26:50-03","UNICAMP","UEC","88995","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","scuticum","Solanum scuticum","Mariz","Vasconcellos, J","31539","1990","09","03",NA,"Brazil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto, flores brancas; mais de 2m altura (km27,5).","UEC065684","UEC065684","Stehmann, JR; Giacomin, LL","2011",NA,"57036","auto",NA,"09",NA,NA,NA,NA,NA
"124","2019-08-20 10:26:38-03","UNICAMP","UEC","88996","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","caavurana","Solanum caavurana","Vell.","Vasconcellos, J","31538","1990","09","03",NA,"Brazil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Flores brancas, arbusto com mais de 2 m de altura.","UEC085766","UEC085766","Stehmann, JR","1997",NA,"57036","auto",NA,"08","25",NA,NA,NA,NA
"125","2019-08-20 10:26:38-03","UNICAMP","UEC","88997","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","asperum","Solanum asperum","Rich.","Vasconcelos, J","31537","1990","09","03",NA,"Brazil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto, ca. 1,5 m de altura; flores brancas.","UEC078873","UEC078873","Giacomin, LL","2009",NA,"57036","auto",NA,"08",NA,NA,NA,NA,NA
"126","2019-08-20 10:10:16-03","UNICAMP","UEC","34833","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","cairica","Ipomoea cairica","(L.) Sweet","Bragança, HBN","s.n.","1981","02","22",NA,"Brazil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Invasora em cultura de café, estado veghetativo, adulto, com abundância",NA,NA,"Simão-Bianchini, R","1997",NA,"57036","auto",NA,"08","15",NA,NA,NA,NA
"127","2020-02-10 17:56:31-03","UNICAMP","UEC","182968","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","urbanii","Polygala urbanii","Chodat","Pirani, JR; Zappi, DC","38269","1985","01","13",NA,"Brazil","Espírito Santo","Colatina","BR259, a 17km de Colatina indo para João Neiva.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Ervas 20-40cm alt.Flores rosa-intenso.&nf;; Em campo sujo à margem do afloramento rochoso.","UEC103708","UEC103708","Aguiar, AC","2003",NA,"57036","auto",NA,"08",NA,NA,NA,NA,NA
"128","2019-08-20 10:14:08-03","UNICAMP","UEC","121343","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","pedicellatum","Machaerium pedicellatum","Vogel","Luz, AA","17","2001","07","18",NA,"Brazil","Espírito Santo","Colatina","Colatina a Itaguaçu (Via Pontal), km 11.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"fruto, Arbóreo, fruto marrom.","UEC159929","UEC159929","Mendonça Filho, CV","2001",NA,"57036","auto",NA,"12",NA,NA,NA,NA,NA
"129","2019-09-02 10:45:21-03","UNICAMP","UEC","201547","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Geissospermum","laeve","Geissospermum laeve","(Vell.) Miers","Luz, AA","242","2004","09","01",NA,"Brazil","Espírito Santo","Colatina","Colatina-ES-Brasil.Estrada:Beira Rio Colatina.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Porte:Arbóreo&nf;Forma Vida:Terrestre&nf;Cor Botão:Verde&nf;Cor Flor:Amarela&nf;Cor Exsudação:Incolor&nf;Descamação:Ausente&nf;Forma Fuste:Cilíndrico&nf;Superfície Casca:Áspera&nf;Altura Total (m):6&nf;Altura Fuste (m):1,5&nf;Cap Fuste (cm):40&nf;Diâmetro","UEC161714","UEC161714","Folli, DA","2004",NA,"57036","auto",NA,"10","01",NA,NA,NA,NA
"130","2019-08-20 10:15:30-03","UNICAMP","UEC","9249","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zornia","latifolia","Zornia latifolia","Sm.","Semir, J; Shepherd, GJ; Leite, W; Andrade, JB","5849","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Colatina/Vale do Pancas Km 21","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva prostrada",NA,NA,"Fortuna-Perez, AP","2005",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-02-10 17:52:39-03","UNICAMP","UEC","8004","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","triflorum","Desmodium triflorum","(L.) A.DC.","Semir, J; Shepherd, GJ; Andrade, JB; Leite, W","5851","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Colatina / Vale dos Pancas, km 21.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"fruto, Erva rasteira, flores púrpuras.",NA,NA,"Azevedo, AMG","1979",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
"132","2020-02-10 17:52:39-03","UNICAMP","UEC","8184","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","tortuosum","Desmodium tortuosum","(Sw.) A.DC.","Kuhlmann, JG","72","1934","03","27",NA,"Brazil","Espírito Santo","Colatina","Estrada do Pancas.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Árbusto de até 1m de altura.","UEC089478","UEC089478","Lima, LCP","2008",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
"133","2019-08-20 09:59:27-03","UNICAMP","UEC","79462","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","penduliflora","Dichorisandra penduliflora","Kunth","Kuhlmann, JG","320","1934","05","06",NA,"Brazil","Espírito Santo","Colatina","Estrada para Colônia da Águi Branca, Km 61.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Planta de 1m de altura, flores violaceae.","UEC057570","UEC057570","Aona, LYS","2007",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
"134","2019-08-20 10:25:28-03","UNICAMP","UEC","14197","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Kuhlmann, JG","377","1930","10","20",NA,"Brazil","Espírito Santo","Colatina","Estrada Velha do Pancas, Km 8, Rio Doce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Fruto, Árvore de 8 - 10 metros","UEC031401","UEC031401","Yamamoto, K","1991",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:25:28-03","UNICAMP","UEC","14197","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Kuhlmann, JG","377","1930","10","20",NA,"Brazil","Espírito Santo","Colatina","Estrada Velha do Pancas, Km 8, Rio Doce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Fruto, Árvore de 8 - 10 metros",NA,NA,"Yamamoto, K","1991",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:14:34-03","UNICAMP","UEC","193599","S","Plantae","Magnoliopsida",NA,"Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","(Mart. ex Hayne) Benth.","Souza, V","116","1991","07","16",NA,"Brazil","Espírito Santo","Colatina","Fazenda Roque Bibão - Novo Brasil. Na lavoura de café, 100m do paió.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbóreo. Terrestre. Fruto maduro marrom, fruto imaturo verde claro. Seiva incolor. Descamação ausente. Fuste achatado. Casca escamosa. 20 m de alt. Altura do fuste 13m, CAP do fuste 142. Diâmetro da copa 9m.; Capoeira","UEC143787","UEC143787","Folli, DA","1993",NA,"57036","auto",NA,"05","14",NA,NA,NA,NA
"137","2020-02-10 17:52:31-03","UNICAMP","UEC","35277","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","nictitans","Chamaecrista nictitans patellaria","(A.DC. ex Collad.) H.S.Irwin & Barneby","Bragança, HBN","s.n.","1981","02","22",NA,"Brazil","Espírito Santo","Colatina","Invasora em cultura de café.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Est. vegetativo - adulto. Em abundância.","UEC145663",NA,NA,NA,NA,"57036","auto","patellaria",NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:08:17-03","UNICAMP","UEC","194262","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Ceiba","speciosa","Ceiba speciosa","(A.St.-Hil., A.Juss. & Cambess.) Ravenna","Luz, AA","280","2005","03","23",NA,"Brazil","Espírito Santo","Colatina","Itaguaçú Estrada 211, km 0,8","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Fuste cilíndrico, casca sulcada, botão verde, flor rosada, seiva. Terrestre. Arbóreo. Altura total 10, altura do fuste 2,5, CAP do fuste 100, diâmetro da copa 8. Descamação ausente.","UEC137522","UEC137522","Ferreira, CDM","2018",NA,"57036","auto",NA,"03","05",NA,NA,NA,NA
"139","2019-08-20 10:26:50-03","UNICAMP","UEC","88978","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","sublentum","Solanum sublentum","Hieron.","Vasconcellos, J","31540","1990","09","03",NA,"Brazil","Espírito Santo","Colatina","Km 27,5","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"UEC078180","UEC078180",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 09:59:00-03","UNICAMP","UEC","174135","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","puniceum","Hippeastrum puniceum","(Lam.) Kuntze","Dutilh, JHA","s.n.","2001","08","07",NA,"Brazil","Espírito Santo","Colatina","Morro Forno Quente","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"UEC089061","UEC089061","Oliveira, RS","2013",NA,"57036","auto",NA,"02",NA,NA,NA,NA,NA
"141","2019-08-20 09:59:00-03","UNICAMP","UEC","170467","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","puniceum","Hippeastrum puniceum","(Lam.) Kuntze","Dutilh, JHA","s.n.","2006","10","02",NA,"Brazil","Espírito Santo","Colatina","Morro Forno Quente.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"UEC010275","UEC010275",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"142","2019-09-16 10:29:45-03","UNICAMP","UEC","27201","S","Plantae","Magnoliopsida",NA,"Fabaceae","Muellera","campestris","Muellera campestris","(Mart. ex Benth.) M.J.Silva & A.M.G.Azevedo","Kuhlmann, JG","6577","1943","12","01",NA,"Brazil","Espírito Santo","Colatina","Rio Doce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"fruto, Árvore de 5-7 metros de altura","UEC189714","UEC189714","Silva, MJ","2010",NA,"57036","auto",NA,"07","19",NA,NA,NA,NA
"143","2020-02-10 17:52:39-03","UNICAMP","UEC","196509","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","incanum","Desmodium incanum","A.DC.","Semir, J; Shepherd, GJ; Andrade, JB; Leite, W","5839","1977","09","07",NA,"Brazil","Espírito Santo","Colatina","Rod. BR 101, Vitória / Colatina, km 215.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"fruto, Erva prostrada.","UEC138511","UEC138511","Azevedo, AMG","1979",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
