"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"695","2018-01-16 07:34:32-02","MBML","MBML-HERBARIO","29327",NA,"Plantae",NA,NA,"Loganiaceae","Spigelia",NA,"Spigelia",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3251","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.552222","-19.343611","40W33'8","19S20'37","200","200",NA,"Arbusto 50cm, botões florais, flores lilás, frutos verdes . Interior de mata em regeneração.","MBML029327","MBML029327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2017-09-14 11:47:25-03","MBML","MBML-HERBARIO","35045",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"L. Kollmann; A.P. Fontana & K. Brahim","10908","2008","04","18",NA,"Brasil","Espírito Santo","Colatina","Sapucaia, Alto Moacir, terreno do Laulau, 500m.","-40.554722","-19.341111","40W33'17","19S20'28",NA,NA,NA,"Erva escandente 2m, rupestre no sol, pétalas amarelas. Fruto avermelhado.","MBML035045","MBML035045","R.F. Almeida/X-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28369",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","lalandianum","Stigmaphyllon lalandianum",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","760","2006","02","22",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau","-40.525278","-19.310833","40W31'31","19S18'39","150","150",NA,"Liana. Flores amarelas. Macega na base da pedra.","MBML028369","MBML028369","C. Anderson/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2017-09-14 11:47:25-03","MBML","MBML-HERBARIO","46846",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","paralias","Stigmaphyllon paralias",NA,"A. M. Assis","1847","2008","11","07",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 24/3 - LT 230 Kv Mascarenhas x Verona)","-40.718556","-19.401917","40W43'6,8","19S24'6,9","400","400",NA,"Erva 50 cm. Botoes e flores amarelos. Floresta Estacional Semidecidual. Afloramento rochoso","MBML046846","MBML046846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2017-09-14 11:47:37-03","MBML","MBML-HERBARIO","29332",NA,"Plantae",NA,NA,"Marantaceae","Stromanthe",NA,"Stromanthe",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3250","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.552222","-19.343611","40W33'8","19S20'37","200","200",NA,"Herbácea 2m flores brancas, bracteas rosasfrutos verdes . Interior de mata em regeneração.","MBML029332","MBML029332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2018-01-16 07:34:32-02","MBML","MBML-HERBARIO","29328",NA,"Plantae",NA,NA,"Loganiaceae","Strychnos",NA,"Strychnos",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3242","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.552222","-19.343611","40W33'8","19S20'37","200","200",NA,"Liana 6m, frutos amarelos. Borda de mata.","MBML029328","MBML029328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","27444",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Swartzia","simplex","Swartzia simplex",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2576","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167","40W33'31","19S20'21","270","270",NA,"Arvoreta 7m, frutos laranja. Ambiente rupestre.","MBML027444","MBML027444","N. F. Mansano/11-XII-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","42876",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos",NA,"A. M. Assis","1864","2008","11","06",NA,"Brasil","Espírito Santo","Colatina","Miracema (Torre 41/1 - LT 230 Kv Mascarenhas x Verona)","-40.648361","-19.270139","40W38'54,1","19S16'12,5","200","200",NA,"Palmeira com caule único. Frutos amarelados. Bractea marrom, seca. Floresta Estacional Semidecidual - afloramento rochoso.","MBML042876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","47444",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana",NA,"R. M. Botelho; K.F.O. Faria","1713","2008","07","15",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637806","-19.233972","40W38'16,1","19S14'2,3",NA,NA,NA,"Palmeira sem caule aparente. Folhas com 3 m compr. Bractea da inflor. Marrom. Frutos verdes. Floresta Estacional Semidecidual. Afloramento Rochoso","MBML047444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","5447",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana",NA,"H. Q. Boudet Fernandes","2685","1988","12","09",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.630278","-19.539444","40W37'49","19S32'22",NA,NA,NA,"Nome vulgar: coco de pedra. Arbustiva, cespitosa, até cerca de 3m (população). Estipe com cicatrizes foliares agudas. Folhas arqueadas. Folíolos pêndulos nos 2/3 distais e deflexos no 1/3 proximal. Espadice sub-ereta. Flores amarelas.","MBML005447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","27244",NA,"Plantae",NA,NA,"Bignoniaceae","Tabebuia","reticulata","Tabebuia reticulata",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2588","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167","40W33'31","19S20'21","270","270",NA,"Arvoreta 5m, botões florais, flores roxas. Ambiente rupestre.","MBML027244","MBML027244","R.F. Almeida/20-01-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2017-09-14 11:41:56-03","MBML","MBML-HERBARIO","47585",NA,"Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta",NA,"A. M. Assis; K.F.O. Faria","1759","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 25/2 - LT 230 Kv Mascarenhas x Verona)","-40.714833","-19.330361","40W42'53,4","19S19'49,3",NA,NA,NA,"Arbusto 3 m. Latex. Frutos verdes e secos. Semente com arilo vermelho. Borda. Floresta Estacional Semidecidual - estagio medio de regeneração","MBML047585","MBML047585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","42331",NA,"Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis",NA,"A. M. Assis; V. Pereira","1809","2008","10","15",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 18/1 - LT 230 Kv Mascarenhas x Verona)","-40.771361","-19.440417","40W46'16,9","19S26'25,5","200","200",NA,"Arvore 12 m. DAP 20 cm. Botoes verdes. Floresta Estacional Semidecidual - estagio inicial de regeneracao","MBML042331","MBML042331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","31676",NA,"Plantae",NA,NA,"Malpighiaceae","Tetrapterys","ramiflora","Tetrapterys ramiflora",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3421","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Arbusto 4m, flores de cor amarela. Ambiente rupestre.","MBML031676","MBML031676","R.F. Almeida/III-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2019-05-29 10:03:37-03","MBML","MBML-HERBARIO","46850",NA,"Plantae",NA,NA,"Malpighiaceae","Tetrapterys","ramiflora","Tetrapterys ramiflora",NA,"A. M. Assis","1842","2008","11","07",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 24/3 - LT 230 Kv Mascarenhas x Verona)","-40.718556","-19.401917","40W43'6,8","19S24'6,9","400","400",NA,"Arbusto 2 m. Botoes e flores amarelas.Frutos verdes com apice vermelho. Floresta Estacional Semidecidual. Afloramento rochoso.","MBML046850","MBML046850","P.H.D. Barros/Maio-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2019-05-29 10:03:37-03","MBML","MBML-HERBARIO","46851",NA,"Plantae",NA,NA,"Malpighiaceae","Tetrapterys","ramiflora","Tetrapterys ramiflora",NA,"A. M. Assis","1855","2008","11","07",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 24/3 - LT 230 Kv Mascarenhas x Verona)","-40.718556","-19.401917","40W43'6,8","19S24'6,9","400","400",NA,"Arbusto 2 m. Botoes amarelos. Frutos verdes com apice vinoso. Floresta Estacional Semidecidual - afloramento rochoso","MBML046851","MBML046851","P.H.D. Barros/Maio-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","42007",NA,"Plantae",NA,NA,"Anacardiaceae","Thyrsodium",NA,"Thyrsodium",NA,"A. M. Assis; V. Pereira","1815","2008","10","15",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 14/1 - LT 230 Kv Mascarenhas x Verona)","-40.800278","-19.449611","40W48'1","19S26'58,6","300","300",NA,"Arvore 11 m. DAP 15 cm. Latex branco. Botoes e flores marrons. Floresta Estacional Semidecidual - estagio medio de regeneracao","MBML042007","MBML042007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","42008",NA,"Plantae",NA,NA,"Anacardiaceae","Thyrsodium",NA,"Thyrsodium",NA,"A. M. Assis; V. Pereira","1825","2008","10","16",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 15/2 - LT 230 Kv Mascarenhas x Verona)","-40.7865","-19.44725","40W47'11,4","19S26'50,1","300","300",NA,"Arvoreta 7 m. Latex branco. Botoes e flores marrons. Floresta Estacional Semidecidual - estagio medio de regeneracao","MBML042008","MBML042008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","42879",NA,"Plantae",NA,NA,"Anacardiaceae","Thyrsodium",NA,"Thyrsodium",NA,"A. M. Assis; V. Pereira","1808","2008","10","15",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 18/1 - LT 230 Kv Mascarenhas x Verona)","-40.771361","-19.440417","40W46'16,9","19S26'25,5","200","200",NA,"Arvoreta 7 m. Latex branco. Botoes verdes. Floresta Estacional Semidecidual - estagio inicial de regeneracao","MBML042879","MBML042879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","31632",NA,"Plantae",NA,NA,"Anacardiaceae","Thyrsodium","spruceanum","Thyrsodium spruceanum",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3428","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Árvore 12m, flores com cálice de cor marrom e corola de cor branca. Látex de cor branca. Mata.","MBML031632","MBML031632","H. Q. Boudet Fernandes e A. Amorim","2008",NA,NA,NA,NA,"05","07",NA,NA,NA,NA
"715","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","27213",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2567","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167","40W33'31","19S20'21","270","270",NA,"Arbusto 3m, botões florais, flores roxas. Ambiente rupestre.","MBML027213","MBML027213","L.Kollmann/10-07-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","28844",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","771","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53","150","150",NA,"Arbusto de 1,5m de alt. Flores lilás. Vegeatação rupícula arbustiva em solo úmido.","MBML028844","MBML028844","L.Kollmann/10-07-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","29440",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3264","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Arbusto 2m, flores roxas. Afloramento rochoso, leve camada de substrato.","MBML029440","MBML029440","L.Kollmann/10-07-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","41836",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla",NA,"A. M. Assis; K.F.O. Faria","1707","2008","07","15",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637806","-22.317306","40W38'16,1","22S19'2,3",NA,NA,NA,"Arbusto 2 m. Frutos marrons. Floresta Estacional Semidecidual. Afloramento Rochoso.","MBML041836","MBML041836","R. Goldenberg/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","51517",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","radula","Tibouchina radula",NA,"A. P. Fontana; L. Menini-Neto","6066","2009","07","27",NA,"Brasil","Espírito Santo","Colatina","Itapina, Morro Maquijí, Fazenda Pedra Grande. Afloramento rochoso granítico (inselbergue)","-40.838889","-19.491389","40W50'20","19S29'29","600","600",NA,"Arbusto rupícola no sol com ca. 1,8m. Flores lilás. Frutos secos.","MBML051517","MBML051517","A.P. Fontana/27-07-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","31634",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3422","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Epífita, folhas de cor prateada, frutos jóvens. Ambiente rupestre.","MBML031634","MBML031634","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2017-09-14 11:23:09-03","MBML","MBML-HERBARIO","40463",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","hirta","Trichilia hirta",NA,"A. M. Assis","1903","2008","12","04",NA,"Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.703944","-19.403444","40W42'14,2","19S24'12,4",NA,NA,NA,"Arbusto 5 m. Flores brancas. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML040463","MBML040463","T.B. Flores/Dez.2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28664",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","magnifoliola","Trichilia magnifoliola",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","788","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53","150","150",NA,"Arbusto de 3m de alt. Botões florais brancos e folhas jovens vináceas. Solo raso, interior da mata.","MBML028664","MBML028664","T.B. Flores/Dez.2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","29451",NA,"Plantae",NA,NA,"Trigoniaceae","Trigonia",NA,"Trigonia",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3276","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.552222","-19.343611","40W33'8","19S20'37","200","200",NA,"Liana 4m, botões florais e flores brancas. Afloramento rochoso, leve camada de substrato.","MBML029451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","31636",NA,"Plantae",NA,NA,"Trigoniaceae","Trigonia","nivea","Trigonia nivea",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3426","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Liana, frutos de cor marrom, folhas discolor verde/prateada. Ambiente rupestre.","MBML031636",NA,"V. Demuner & R. R. Vervloet 11/09/2007","2007",NA,NA,NA,NA,"09","11",NA,NA,NA,NA
"725","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","41589",NA,"Plantae",NA,NA,"Trigoniaceae","Trigonia","nivea","Trigonia nivea",NA,"A. M. Assis; K.F.O. Faria","1699","2008","07","15",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637778","-21.3175","40W38'16","21S19'3",NA,NA,NA,"Liana voluvel. Frutos marrons. Borda. Floresta Estacional Semidecidual #?# estagio inicial de regeneração.","MBML041589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","51510",NA,"Plantae",NA,NA,"Trigoniaceae","Trigonia","nivea","Trigonia nivea",NA,"A. P. Fontana; L. Menini-Neto","6072","2009","07","27",NA,"Brasil","Espírito Santo","Colatina","Itapina, Morro Maquijí, Fazenda Pedra Grande. Afloramento rochoso granítico (inselbergue)","-40.838889","-19.491389","40W50'20","19S29'29","600","600",NA,"Trepadeira. Folhas discolores. Frutos marrons.","MBML051510",NA,"A.P. Fontana/27-07-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","42657",NA,"Plantae",NA,NA,"Polygonaceae","Triplaris",NA,"Triplaris",NA,"A. M. Assis; K.F.O. Faria","1725","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","Cascatinha do Pancas (Torre 27/2 - LT 230 Kv Mascarenhas x Verona)","-40.701472","-19.37875","40W42'5,3","19S22'43,5","135","135",NA,"Escandente. Frutos verdes. Floresta Estacional Semidecidual - afloramento rochoso","MBML042657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2017-09-14 11:27:52-03","MBML","MBML-HERBARIO","47574",NA,"Plantae",NA,NA,"Urticaceae",NA,NA,NA,NA,"A. M. Assis","1902","2008","12","04",NA,"Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.703944","-19.320111","40W42'14,2","19S19'12,4",NA,NA,NA,"Planta 1 m. Flores esverdeados. Beira de estrada. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML047574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","19410",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","candida","Vellozia candida",NA,"R. C. Forzza; et al","939","1998","07","15",NA,"Brasil","Espírito Santo","Colatina","BR 259, cerca de 15 km de Colatina","-40.630278","-19.539444","40W37'49","19S32'22",NA,NA,NA,"Erva sobre afloramento granito.","MBML019410",NA,"R. Mello Silva/15-01-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","29626",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","pulchra","Vellozia pulchra",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3253","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Arbusto 1,5m frutos verdes (CULTIVO). Afloramento rochoso.","MBML029626",NA,"R. Mello Silva/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2017-09-14 11:52:10-03","MBML","MBML-HERBARIO","40192",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata",NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & E.S. Leal","5743","2009","11","18",NA,"Brasil","Espírito Santo","Colatina","Estrada para São Gabriel da Palha. Bela Aurora. Inselbergue","-40.679167","-19.397222","40W40'45","19S23'50",NA,NA,NA,"Erva rupícola, muito frequente. Frutos castanhos","MBML040192",NA,"Fraga & Kollmann/01-XI-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2017-09-14 11:52:10-03","MBML","MBML-HERBARIO","51509",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata",NA,"A. P. Fontana; L. Menini-Neto","6059","2009","07","27",NA,"Brasil","Espírito Santo","Colatina","Itapina, Morro Maquijí, Fazenda Pedra Grande. Afloramento rochoso granítico (inselbergue)","-40.838889","-19.491389","40W50'20","19S29'29","600","600",NA,"Arbusto de 50cm até 3m. Rupícola no sol. Flores brancas.","MBML051509",NA,"A.P. Fontana/27-07-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2017-09-14 11:27:56-03","MBML","MBML-HERBARIO","5442",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata",NA,"H. Q. Boudet Fernandes","2684","1988","12","09",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.630278","-19.539444","40W37'49","19S32'22",NA,NA,NA,"Sub arbusto até 1m, flores passadas, brancas, frutos abertos, ao sol. Herb. Cult. (jardim rupestre).","MBML005442",NA,"Fraga & Kollmann/01-XI-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","27223",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","pulchra","Vellozia pulchra",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2562","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167","40W33'31","19S20'21","270","270",NA,"Arbusto 2m, flores roxas, estigma amarelo. Ambiente rupestre.","MBML027223",NA,"R. Mello Silva/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","27989",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","pulchra","Vellozia pulchra",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","768","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53","150","150",NA,"Arbusto de 2,5m de alt. Frutos verdes. Rupícula ao sol.","MBML027989",NA,"R. Mello Silva/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2017-09-14 11:52:10-03","MBML","MBML-HERBARIO","34703",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","pulchra","Vellozia pulchra",NA,"L. Kollmann; A.P. Fontana & K. Brahim","10905","2008","04","18",NA,"Brasil","Espírito Santo","Colatina","Sapucaia, Alto Moacir, terreno do Laulau, 500m.","-40.554722","-19.341111","40W33'17","19S20'28",NA,NA,NA,"Erva 3,5cm. Rupestre no sol. Fruto seco.","MBML034703",NA,"Fraga & Kollmann/01-XI-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2017-09-14 11:27:56-03","MBML","MBML-HERBARIO","41756",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","pulchra","Vellozia pulchra",NA,"A. M. Assis","1858","2008","11","06",NA,"Brasil","Espírito Santo","Colatina","Miracema (Torre 41/1 - LT 230 Kv Mascarenhas x Verona)","-40.648361","-19.270139","40W38'54,1","19S16'12,5","200","200",NA,"Arbusto 2 m. Frutos secos. Floresta Estacional Semidecidual - afloramento rochoso.","MBML041756",NA,"Fraga & Kollmann/01-XI-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
