"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","relationshipType","relatedCatalogItem","individualCount"
"1539","2015-10-22 10:03:01-02","UNIOESTE","UNOP","7597","S","Plantae",NA,NA,"Melastomataceae","Clidemia",NA,"Clidemia",NA,"Rocha, L.B. da; Oliveira, M.J.F.; Oliveira, M.J.F.","106","1989","10","11",NA,"Brasil","Minas Gerais","Ponte Nova","Estação Experimental da EPAMIG.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto de mais ou menos 1,0 m de altura. Flores brancas. Pouco frequente na área.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1540","2015-10-22 10:03:01-02","UNIOESTE","UNOP","7593","S","Plantae",NA,NA,"Melastomataceae","Clidemia",NA,"Clidemia",NA,"Valente, G.E.; Neto, J.A.A.M.; Silva, A.F. da; Neto, J.A.A.M.; Silva, A.F. da","99","1995","08","02",NA,"Brasil","Minas Gerais","Ponte Nova","Municipio de Ponte Nova.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto com mais ou menos 1,5 m, frutos imaturos roxos-nigrescentes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1541","2018-04-26 14:53:15-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Bonamia",NA,"Bonamia",NA,"Messias, MCTB","185",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Ponte Nova","Fazenda Casa Branca","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"CONV016623",NA,NA,"Vasconcelos, LV","2013","06",NA,NA,NA,"16921","auto",NA,NA,"voucher","206152",NA
"1542","2019-12-15 13:42:12-03","UNESP-RC","HRCB","60116","S","Plantae",NA,NA,"Lauraceae","Ocotea",NA,"Ocotea",NA,"Badini, J.","s.n.","1969","10","17",NA,"Brasil","Minas Gerais","Ponte Nova","Usina do brejo","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore, flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1543","2019-12-15 13:41:36-03","UNESP-RC","HRCB","41524","S","Plantae",NA,NA,"Euphorbiaceae","Acalypha","amblyodonta","Acalypha amblyodonta","Jacq.","Magalhães, M.","275","1940","06","12",NA,"Brasil","Minas Gerais","Nova Ponte","Matinha","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Trepadeira, muito frequente <ll>dwc_commonname:</ll> Erva d'anta",NA,NA,NA,"Souza, A.A.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1544","2019-12-15 13:41:26-03","UNESP-RC","HRCB","42841","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","hassleriana","Dioscorea hassleriana","Chodat","Tameirão Neto, E.","2347","1997","03","20",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Escandente <ll>dwc_commonname:</ll> Cará do mato",NA,NA,NA,"Araújo, D.","2011","09","02",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1545","2019-05-23 11:07:45-03","UFLA","ESAL","166","S","Plantae",NA,NA,"Asteraceae","Blainvillea","latifolia","Blainvillea latifolia","(L. F.) DC.","Carvalho, DA","15",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"; ; ;; formação antrópica",NA,NA,NA,"Hermogenes F. L. Filho",NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1546","2018-12-21 09:08:47-02","UFLA","ESAL","28123","S","Plantae",NA,NA,"Verbenaceae","Aloysia","virgata","Aloysia virgata","(Ruiz & Pav.) A. Juss.","Renato Andrade Vale","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Prox a mata da margem esquerda do rio doce","-42.9085998535156","-20.4164009094238",NA,NA,NA,"; ; laranjada sem odor caracteristico;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1547","2019-07-30 19:18:20-03","IBt","SP-ALGAE","187930","S",NA,NA,"Zygnematales","Closteriaceae","Closterium","jenneri","Closterium jenneri","Ralf","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte de Furnas","Não Especificado",NA,NA,NA,NA,NA,"Reprodutor Marinho: Não determinado",NA,NA,NA,"L.S. Pinto & S.J.M. Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,"Chlorophyceae",NA,NA,NA
"1548","2019-11-07 17:50:24-03","IBt","SP-ALGAE","187937","S","Plantae",NA,"Sphaeropleales","Scenedesmaceae","Scenedesmus","protuberans","Scenedesmus protuberans protuberans",NA,"G.P. Castro",NA,"1987","10","12",NA,"Brasil","Minas Gerais","Nova Ponte","Córrego Rocinha","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Reprodutor Marinho: Não determinado",NA,NA,NA,"S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto","protuberans","Chlorophyceae",NA,NA,NA
"1549","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Closterium","abruptum","Closterium abruptum brevius","W. West","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto","brevius","Zygnemaphyceae",NA,NA,NA
"1550","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Closterium","tumidum","Closterium tumidum","Johnson","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,"Zygnemaphyceae",NA,NA,NA
"1551","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Closterium","setaceum","Closterium setaceum","Ehr ex Ralf","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,"Zygnemaphyceae",NA,NA,NA
"1552","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Closterium","eboracense","Closterium eboracense","Juner","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,"Zygnemaphyceae",NA,NA,NA
"1553","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Closterium","kuetzingii","Closterium kuetzingii","(Racib.) Krieger","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,"Zygnemaphyceae",NA,NA,NA
"1554","2019-11-12 18:01:14-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Micrasterias","papillifera","Micrasterias papillifera glabra","Brébson ex Ralf","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto","glabra","Zygnemaphyceae",NA,NA,NA
"1555","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Actinotaenium","australe","Actinotaenium australe","(Racib.) Croasdale","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,"Zygnemaphyceae",NA,NA,NA
"1556","2019-11-12 18:01:12-03","IBt","SP-ALGAE","187930","S","Plantae",NA,"Desmidiales","Desmidiaceae","Closterium","jenneri","Closterium jenneri","Ralf","S.J.M. Oliveira",NA,"1988","01","25",NA,"Brasil","Minas Gerais","Nova Ponte","Ribeirão de Furnas","-47.6747016906738","-19.1525001525879",NA,NA,NA,"material concentrado em rede de 20µm de abertura de poro, fixado com lugol acético, em vidro",NA,NA,NA,"L. Sormus & S.J.M. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,"Zygnemaphyceae",NA,NA,NA
"1557","2020-02-20 10:24:10-03","UFRPE","HST","14476","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","conferta","Mikania conferta","Gardn.","N.J.Maffei","2","1998","08","12",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Trepadeira,capítulos jovens verde-claros","HST014476",NA,NA,"M.R.Ritter","1998",NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1558","2014-07-30 10:40:45-03","CITSF","HXBH","004999","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","cf. flagellare (casar.) cabr.","Dasyphyllum cf. flagellare (casar.) cabr.",NA,"Pedralli et alii",NA,"1987","05","01",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Arbusto apoiante.",NA,NA,NA,"Pedralli, G.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1559","2014-07-30 10:40:51-03","CITSF","HXBH","003365","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","gracilipes (hook. f.) prance","Hirtella gracilipes (hook. f.) prance",NA,"Pedralli, G.; Meyer, S. T.",NA,"1987","08","12",NA,"Brasil","MG","Nova Ponte","Rio Araguarí","-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1560","2014-07-30 10:40:51-03","CITSF","HXBH","004956","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","gracilipes (hook. f.) prance","Hirtella gracilipes (hook. f.) prance",NA,"Stehmann & Teixeira",NA,"1986","10","17",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Mata. Estames azul arroxeados",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1561","2014-07-30 10:41:02-03","CITSF","HXBH","005758","S","Plantae",NA,NA,"Fabaceae-Mimosoidae","Piptadenia","gonoacantha (mart.) macbr.","Piptadenia gonoacantha (mart.) macbr.",NA,"Stehman & Teixeira",NA,"1987","08","11",NA,"BR","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Frutos verdes.",NA,NA,NA,"V. L. Oliveira","1988","01","01",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1562","2014-07-30 10:40:45-03","CITSF","HXBH","004993","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","lippioides (baker) blake","Dimerostemma lippioides (baker) blake",NA,"Pedralli et alii",NA,"1988","03","04",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Flor amarela.",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1563","2014-07-30 10:40:48-03","CITSF","HXBH","004898","S","Plantae",NA,NA,"Bignoniaceae",NA,NA,NA,NA,"Pedralli et alii",NA,"1987","05","09",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1564","2014-07-30 10:41:02-03","CITSF","HXBH","005198","S","Plantae",NA,NA,"Flacourtiaceae","Casearia","sylvestris swartz","Casearia sylvestris swartz",NA,"Stehmann & Teixeira",NA,"1987","08","04",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Flor creme",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1565","2014-07-30 10:41:02-03","CITSF","HXBH","005200","S","Plantae",NA,NA,"Flacourtiaceae","Casearia","sylvestris swartz","Casearia sylvestris swartz",NA,"Stehmann & Teixeira",NA,"1987","08","14",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"V.L. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1566","2014-07-30 10:40:58-03","CITSF","HXBH","003453","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.",NA,"S. T. Meyer",NA,"1987","03","25",NA,"BR","MG","Nova Ponte","Rio Araguari","-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"S. T. Meyer",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1567","2014-07-30 10:40:45-03","CITSF","HXBH","004994","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","lippioides (baker) blake","Dimerostemma lippioides (baker) blake",NA,"Pedralli et alii",NA,"1987","05","10",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado.",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1568","2014-07-30 10:40:45-03","CITSF","HXBH","004995","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","lippioides (baker) blake","Dimerostemma lippioides (baker) blake",NA,"Pedralli et alii",NA,"1987","03","30",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado.",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1569","2014-07-30 10:40:45-03","CITSF","HXBH","005000","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum",NA,"Dasyphyllum",NA,"Pedralli et alii",NA,"1987","03","27",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Apoiante.",NA,NA,NA,"Oliveira, V.L.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1570","2014-07-30 10:40:48-03","CITSF","HXBH","004914","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","bracteatum (cham.) dc.","Adenocalymma bracteatum (cham.) dc.",NA,"Pedralli et alii",NA,"1987","05","09",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Flores amarelas",NA,NA,NA,"Renata G. Udulutsch","2007","09","04",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1571","2014-07-30 10:40:42-03","CITSF","HXBH","003426","S","Plantae",NA,NA,"Asteraceae","Ageratum","conyzoides l.","Ageratum conyzoides l.",NA,"Pedralli, G. e Meyer, S.T.",NA,"1987","08","12",NA,"Brasil","MG","Nova Ponte","Rio Araguarí","-47.6747","-19.1525",NA,NA,NA,"Flor roxa.",NA,NA,NA,"Meyer, S.T.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1572","2014-07-30 10:40:42-03","CITSF","HXBH","005072","S","Plantae",NA,NA,"Asteraceae","Alomia","fastigiata (gardn.) benth.","Alomia fastigiata (gardn.) benth.",NA,"Pedralli et alii",NA,"1987","03","30",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado.",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1573","2014-07-30 10:40:42-03","CITSF","HXBH","005073","S","Plantae",NA,NA,"Asteraceae","Alomia","fastigiata (gardn.) benth.","Alomia fastigiata (gardn.) benth.",NA,"Pedralli et alii",NA,"1987","05","10",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Flores branco-rosadas.",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1574","2014-07-30 10:40:37-03","CITSF","HXBH","004819","S","Plantae",NA,NA,"Anacardiaceae","Anacardium","humile st. hil.","Anacardium humile st. hil.",NA,"Stehmann & Teixeira",NA,"1987","08","14",NA,"Brasil","MG","Nova Ponte","Nova Ponte","-47.6747","-19.1525",NA,NA,NA,"Flor branca",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1575","2014-07-30 10:40:37-03","CITSF","HXBH","004821","S","Plantae",NA,NA,"Anacardiaceae","Anacardium","nanum st.hiil.","Anacardium nanum st.hiil.",NA,"Pedralli et alii",NA,"1987","10","19",NA,"Brasil","MG","Nova Ponte","Nova Ponte","-47.6747","-19.1525",NA,NA,NA,"Flor branca, fruto avermelhado",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1576","2014-07-30 10:40:37-03","CITSF","HXBH","004820","S","Plantae",NA,NA,"Anacardiaceae","Anacardium","nanum st.hiil.","Anacardium nanum st.hiil.",NA,"Stehmann & Teixeira",NA,"1987","08","14",NA,"Brasil","MG","Nova Ponte","Nova Ponte","-47.6747","-19.1525",NA,NA,NA,"Pétala branca riscada de rosa claro",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1577","2014-07-30 10:40:38-03","CITSF","HXBH","004847","S","Plantae",NA,NA,"Annonaceae","Annona","cf. cornifolia st. hil.","Annona cf. cornifolia st. hil.",NA,"Pedralli et alii",NA,"1987","03","27",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1578","2014-07-30 10:40:38-03","CITSF","HXBH","004848","S","Plantae",NA,NA,"Annonaceae","Annona","cf. crassiflora","Annona cf. crassiflora",NA,"Pedralli et alii",NA,"1987","03","30",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1579","2014-07-30 10:40:38-03","CITSF","HXBH","004846","S","Plantae",NA,NA,"Annonaceae","Annona","coriacea mart.","Annona coriacea mart.",NA,"Stehmann & Teixeira",NA,"1987","08","14",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Árvore Ca. 3m de altura",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1580","2014-07-30 10:40:38-03","CITSF","HXBH","004845","S","Plantae",NA,NA,"Annonaceae","Annona","coriacea mart.","Annona coriacea mart.",NA,"Pedralli. et alii",NA,"1987","05","01",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Arbusto",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1581","2014-07-30 10:40:38-03","CITSF","HXBH","004850","S","Plantae",NA,NA,"Annonaceae","Annona","tomentosa r. e. fries","Annona tomentosa r. e. fries",NA,"Pedralli et alii",NA,"1988","03","04",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Frutos verdes",NA,NA,NA,"Pirani, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1582","2014-07-30 10:40:38-03","CITSF","HXBH","004849","S","Plantae",NA,NA,"Annonaceae","Annona","tomentosa r. e. fries","Annona tomentosa r. e. fries",NA,NA,NA,"1986","11","22",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Frutos verdes",NA,NA,NA,"Pirani, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1583","2014-07-30 10:40:41-03","CITSF","HXBH","004894","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","esperanzae o. ktze.","Aristolochia esperanzae o. ktze.",NA,"Pedralli et alii",NA,"1987","05","09",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1584","2014-07-30 10:40:41-03","CITSF","HXBH","004895","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","esperanzae o. ktze.","Aristolochia esperanzae o. ktze.",NA,"Pedralli et alii",NA,"1986","10","16",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Flor vinho tinto e creme",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1585","2014-07-30 10:40:41-03","CITSF","HXBH","004893","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","giberti hook.","Aristolochia giberti hook.",NA,"Pedralli et alii",NA,"1987","05","09",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Flor verde",NA,NA,NA,"G. Pedralli","1988","04","16",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1586","2014-07-30 10:40:41-03","CITSF","HXBH","004892","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","melastoma manso.","Aristolochia melastoma manso.",NA,"Pedralli et alii",NA,"1987","03","27",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cálice piloso",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1587","2014-07-30 10:40:48-03","CITSF","HXBH","003335","S","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","sp.","Arrabidaea sp.",NA,"G. Pedralli & S.T. Meyer",NA,"1988","03","02",NA,"Brasil","MG","Nova Ponte","Rio Araguari","-47.6747","-19.1525",NA,NA,NA,"Flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1588","2014-07-30 10:40:42-03","CITSF","HXBH","005089","S","Plantae",NA,NA,"Asteraceae","Aspilia",NA,"Aspilia",NA,"Pedralli et alii",NA,"1987","10","19",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1589","2014-07-30 10:40:37-03","CITSF","HXBH","004825","S","Plantae",NA,NA,"Anacardiaceae","Astronium","cf. urundeuva (fr. all.) engl.","Astronium cf. urundeuva (fr. all.) engl.",NA,"Stehmann & Teixeira",NA,"1987","08","14",NA,"Brasil","MG","Nova Ponte","Nova Ponte","-47.6747","-19.1525",NA,NA,NA,"Flor amarela clara com cálice vermelho",NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1590","2014-07-30 10:40:38-03","CITSF","HXBH","004822","S","Plantae",NA,NA,"Anacardiaceae","Astronium","urundeuva (fr. all.) engl.","Astronium urundeuva (fr. all.) engl.",NA,"Stehmann & Teixeira",NA,"1987","08","11",NA,"Brasil","MG","Nova Ponte","Nova Ponte","-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"V.L. Oliveira",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1591","2014-07-30 10:40:38-03","CITSF","HXBH","004824","S","Plantae",NA,NA,"Anacardiaceae","Astronium","urundeuva (fr. all.) engl.","Astronium urundeuva (fr. all.) engl.",NA,"Pedralli et alii",NA,"1986","11","21",NA,"Brasil","MG","Nova Ponte","Nova Ponte","-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1592","2014-07-30 10:40:42-03","CITSF","HXBH","003386","S","Plantae",NA,NA,"Asteraceae","Baccharis",NA,"Baccharis",NA,"Meyer, S.T.",NA,"1987","03","25",NA,"Brasil","MG","Nova Ponte","Rio Araguarí","-47.6747","-19.1525",NA,NA,NA,"Flor branca.",NA,NA,NA,"Nakajina, J.N.","2000","10","01",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1593","2014-07-30 10:40:44-03","CITSF","HXBH","005071","S","Plantae",NA,NA,"Asteraceae","Baccharis","rufescens spreng.","Baccharis rufescens spreng.",NA,"Pedralli et alii",NA,"1987","05","10",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Cerrado. Flores brancas",NA,NA,NA,"Pedralli, G.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1594","2014-07-30 10:40:44-03","CITSF","HXBH","005006","S","Plantae",NA,NA,"Asteraceae","Bidens",NA,"Bidens",NA,"Pedralli et alii",NA,"1987","03","27",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1595","2014-07-30 10:40:44-03","CITSF","HXBH","005008","S","Plantae",NA,NA,"Asteraceae","Bidens","segetum mart. ex colla","Bidens segetum mart. ex colla",NA,"Pedralli et alii",NA,"1987","05","01",NA,"Brasil","MG","Nova Ponte",NA,"-47.6747","-19.1525",NA,NA,NA,"Mata. Apoiante. Flores amarelas.",NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
