"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","relationshipType","relatedCatalogItem","individualCount"
"329","2020-03-10 08:30:41-03","UFV","VIC","5318","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cardiospermum","grandiflorum","Cardiospermum grandiflorum","Swartz","Fontella; Vidal, R.; Vidal, W.; Fortunato, R et Coons","1037","1978","05","22",NA,"Brasil","Minas Gerais","Ponte Nova","Estrada para Amparo do Serra, à 1km da Estr.-BR-120 e à 6 km da ponte sobre o Ribeirão das Flores","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Beira da estrada, perto de fazendas; solo argiloso vermelho. Escandente; heliófila; flores alvas","VIC005318","VIC005318",NA,"Somner, G.V.","2004","07","22",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"330","2020-03-10 08:27:17-03","UFV","VIC","23096","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker","Valente, G.E.; et al.","121","1995","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Botelho - UHE de Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura; inflorescência com forte perfume.","VIC023096","VIC023096",NA,"Esteves, R.L.","2004","07","21",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"331","2020-03-10 08:28:20-03","UFV","VIC","23098","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus",NA,"Doliocarpus",NA,"Valente, G.E.; et al.","122","1995","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Botelho - UHE de Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Liana com frutos na beira da estrada.","VIC023098","VIC023098",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"332","2020-03-10 08:28:39-03","UFV","VIC","23141","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae",NA,NA,NA,NA,"Valente, G.E.; et al.","120","1995","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Botelho - UHE de Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore de ca 10 m,inflorescência novas arroxeadas.","VIC023141",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"333","2020-03-10 08:27:47-03","UFV","VIC","23101","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Apuleia","leiocarpa","Apuleia leiocarpa","(Vogel) J.F. Macbr.","Valente, G.E.; et al.","118","1995","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Botelho - UHE de Brecha, Beira da mata.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore, c.a. de 12 metros de altura; com frutos do tipo sâmara.","VIC023101","VIC023101",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"334","2020-03-10 08:26:48-03","UFV","VIC","23090","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","chrysocarpa","Duguetia chrysocarpa","Maas","Valente, G.E.; et al.","119",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Botelho - UHE de Brecha, UHE de Brecha.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore de 12 m, com frutos velhos e botões florais.","VIC023090","VIC023090",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"335","2020-03-10 08:30:39-03","UFV","VIC","4688","PreservedSpecimen","Plantae",NA,NA,"Rubiaceaeae","Faramea","salicifolia","Faramea salicifolia","Presl.","Irwin","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Shrub to 1 1/2 m. in shade of secondary forest.CA,co,and ultimate pedicels blue common.","VIC004688",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"336","2020-03-10 08:29:08-03","UFV","VIC","4690","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","Veel.","Irwin, H.S.","2253","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Tree to 20m. in secondary forest, red clay soil. Co pink. Occasional.","VIC004690","VIC004690",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"337","2020-03-10 08:30:58-03","UFV","VIC","4153","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.)","Irwin, H.S.","2239","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Erva 1/2m. Na sombra de floresta secundária, solo vermelho argiloso, flor vermelho violeta comum.","VIC004153","VIC004153",NA,"H.N.Moldenke",NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"338","2020-03-10 08:29:32-03","UFV","VIC","4641","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Siparuna","arianeae","Siparuna arianeae","V.Pereira","Irwin, H.S.","2245","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Shrub at 5m. with long pendant branches. Flowers not seen. Fruit green, with violet cheek. In secondary forest, red clay soil. Occasional.","VIC004641","VIC004641",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"339","2020-03-10 08:28:48-03","UFV","VIC","4873","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","concinnus","Struthanthus concinnus","Mart","Irwin, H.S.","s.n.","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Parasitic on Vismi sp. in partial shade, secondary forest. Flowers greenish white. Few seen.","VIC004873",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"340","2020-03-10 08:30:38-03","UFV","VIC","004686","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","stachyoides","Psychotria stachyoides","Benth","Irwin","2251","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Shrub to 4 m, in shade of secondary forest,red clay soil,inflorescences green,uncommon.","VIC004686","VIC004686",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"341","2020-03-10 08:28:10-03","UFV","VIC","004059","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","pubescens","Dichorisandra pubescens","Mart. ex R. & .S.","Irwin, H.S.","2234","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km de Ponte Nova.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Erva em escarpa na sombra em declive na floresta, 2 dia, solo argiloso,flor violeta, comum.","VIC004059","VIC004059",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"342","2020-03-10 08:28:56-03","UFV","VIC","4040","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","scheidiana","Pavonia scheidiana","Steud","Irwin, H.S.","2232","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km E de Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Su-frutex to 1 m, in shade of secondary forest, red clay soil, co pink. locally common.","VIC004040",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"343","2020-03-10 08:26:48-03","UFV","VIC","4697","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Guatteria","macropus","Guatteria macropus","Mart.","Irwin, H.S.","2252",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km E de Ponte Nova.","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC004697","VIC004697",NA,"Lobão, A.","2006","10",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"344","2020-03-10 08:30:59-03","UFV","VIC","004038","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","brasiliensis","Lippia brasiliensis","(Link) T.Silva","Irwin, H.S.","2244","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km E de Ponte Nova.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto de até 1 m, de caule descido rastejante, flores brancas e amarelas. Solo argiloso,floresta secundária ,comum.","VIC004038","VIC004038",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"345","2020-03-10 08:30:36-03","UFV","VIC","4621","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea",NA,"Palicourea","Aubl.","Irwin, H.S.","s.n.","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km E. of. Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Shrub to 2m. In secondary forest. Ca and ultimate inflorescential branches red-orange. Co violet. In red clay soil. Common.","VIC004621","VIC004621",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"346","2020-03-10 08:28:38-03","UFV","VIC","4351","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Irwin, H.S.","s.n.","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12km leste de Ponte Nova.","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC004351",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"347","2020-03-10 08:26:35-03","UFV","VIC","22499","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Mart.","Irwin, H.S.","2248","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, Floresta secundária.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Liana em árvores baixas nos limites da floresta secundária.","VIC022499","VIC022499",NA,"Braz, D.M.","1998","11","18",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"348","2020-03-10 08:30:38-03","UFV","VIC","4629","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea",NA,"Rudgea",NA,"Irwin, H. .S.","2241","1958","12","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha, km 12","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC004629","VIC004629",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"349","2020-03-10 08:27:21-03","UFV","VIC","23095","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,"Valente, G.E.; et al.","79","1995","07","14",NA,"Brasil","Minas Gerais","Ponte Nova","Fragmento de mata mesófila próxima à UHE de Brito.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura, inflorescência ainda nova.","VIC023095","VIC023095",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"350","2020-03-10 08:28:11-03","UFV","VIC","23097","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Distimake","macrocalyx","Distimake macrocalyx",NA,"Valente, G.E.; et al.","82","1995","07","14",NA,"Brasil","Minas Gerais","Ponte Nova","Fragmento de Mata Mesófila próxima à UHE de Brito.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Trepadeira com frutos secos.","VIC023097","VIC023097",NA,NA,"2017","12","07",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"351","2020-03-10 08:29:53-03","UFV","VIC","23104","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.","Valente, G.E.; et al.","81","1995","07","14",NA,"Brasil","Minas Gerais","Ponte Nova","Fragmento de mata mesófila próximo à UHE de Brito.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Trepadeira com flores róseas vivas.","VIC023104","VIC023104",NA,"Bortoluzzi, R.L.C.","1999","03",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"352","2020-03-10 08:27:44-03","UFV","VIC","026450","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","pruinosa","Tillandsia pruinosa","Swartz","de Paula, C.C.; Goldschmidt, A.","s.n.","2001","02","10",NA,"Brasil","Minas Gerais","Ponte Nova","Ilha da Garça","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Epífita de pétalas roxas.","VIC026450","VIC026450",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"353","2020-03-10 08:29:46-03","UFV","VIC","24842","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Oncidium",NA,"Oncidium",NA,"Goldschmidt, A.","et al","2000","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Ilha da Garça","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Epífita e esciófila. Não é muito frequente na área. Perianto amarelo com máculas marrom.","VIC024842","VIC024842",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"354","2020-03-10 08:27:44-03","UFV","VIC","025418","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","pruinosa","Tillandsia pruinosa","Swartz","Goldschmidt, A.; et al","48","2000","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Ilha da Garça, lha do Rio Piranga em mata ciliar.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Desde ciófilas á heliófilas, epífitas , muits vezes crescendo de ponta cabeça, comum em toda a ilha, féretis na data.","VIC025418","VIC025418",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"355","2020-03-10 08:27:37-03","UFV","VIC","25149","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult. f.) Klotzsch","Goldschmidt, A.","50","2000","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Ilha da Garça, Mata ciliar","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Geralmente heliófilas raro esciófilas. Epífitas","VIC025149","VIC025149",NA,"Goldschimdt, A.","2000","08","04",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"356","2020-03-10 08:27:44-03","UFV","VIC","024854","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","globosa","Tillandsia globosa","Wawra","Goldschmidt, A.; et al.","49","2000","08","04",NA,"Brasil","Minas Gerais","Ponte Nova","Ilha da Garça, Mata ciliar.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Plantas epífitas e esciófilas, comum na área.","VIC024854","VIC024854",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"357","2020-03-10 08:27:44-03","UFV","VIC","026449","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","pruinosa","Tillandsia pruinosa","Swartz","de Paula, C.C.; Goldschmidt, A.","s.n.","2000","11","15",NA,"Brasil","Minas Gerais","Ponte Nova","Ilha da Garça, No Piranga.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Epífita de pétalas roxas.","VIC026449","VIC026449",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"358","2020-03-10 08:28:42-03","UFV","VIC","23425","PreservedSpecimen","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,"Bortoluzzi, R.L.C.; et al.","397","1998","12","15",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa do Aníbal.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore de ca 6 m flores amarelas.","VIC023425",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"359","2020-03-10 08:30:40-03","UFV","VIC","001731","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus",NA,"Pilocarpus",NA,"Kulhmann","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arvorezinha dde 1 a 2 m de altura em mata virgem.","VIC001731","VIC001731",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"360","2020-03-10 08:30:52-03","UFV","VIC","001781","PreservedSpecimen","Plantae",NA,NA,"Styraceae","Styrax",NA,"Styrax",NA,"Kulhmann","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001781","VIC001781",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"361","2020-03-10 08:28:44-03","UFV","VIC","821","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea",NA,"Ocotea",NA,"Kulhmann.;","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC000821","VIC000821",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"362","2020-03-10 08:28:50-03","UFV","VIC","1588","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","calophylla","Cuphea calophylla","Cham & Schlecht","Kulhmann.;","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001588",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"363","2020-03-10 08:27:33-03","UFV","VIC","1445","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Xylophragma",NA,"Xylophragma",NA,"Kuhlmann, J.G.","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001445","VIC001445",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"364","2020-03-10 08:27:36-03","UFV","VIC","1423","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Kuhlmann, J.G.","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001423","VIC001423",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"365","2020-03-10 08:30:54-03","UFV","VIC","001786","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceaetrigoniaceae","Trigonia","nivea","Trigonia nivea pubescnes",NA,"Kulhmann","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001786","VIC001786",NA,NA,NA,NA,NA,NA,NA,"16921","auto","pubescnes",NA,NA,NA,NA
"366","2020-03-10 08:30:22-03","UFV","VIC","1681","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala",NA,"Polygala",NA,"Kulhmann","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001681","VIC001681",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"367","2020-03-10 08:29:34-03","UFV","VIC","1639","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","obtusiuscula","Ficus obtusiuscula","(Miq.) Miq.","Kuhlmamn","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001639",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"368","2020-03-10 08:30:00-03","UFV","VIC","1592","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Machaerium","declinatum","Machaerium declinatum","Vell.(Stellfeld)","Kuhlmann, J.G.","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Grande","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001592","VIC001592",NA,"Mendonça-Filho, C.V.","2000","04","10",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"369","2020-03-10 08:29:10-03","UFV","VIC","1628","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.","Kuhmann, J.G.","s.n.","1934","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Lagoa Graude","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC001628","VIC001628",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"370","2020-03-10 08:29:36-03","UFV","VIC","21934F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton","Pereira, Mauricio J","153","1995","02","04",NA,"Brasil","Minas Gerais","Ponte Nova","Mariana, Km 51","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Lantana camara L.","VIC21934F",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"371","2020-03-10 08:29:02-03","UFV","VIC","23110","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","D.C.","Valente, G.E.; et al.","78","1995","07","01",NA,"Brasil","Minas Gerais","Ponte Nova","mata do Baltazar","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto com +/- 3,0m de altura, raque da inflorescência vermelha, Frutos imaturos verdes, maduros roxo, nervuras principais vermelhas.","VIC023110","VIC023110",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"372","2020-03-10 08:29:03-03","UFV","VIC","23107","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(D.C) . Triana","Valente, G.E.; et al.","77","1995","07","01",NA,"Brasil","Minas Gerais","Ponte Nova","mata do Baltazar","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC023107","VIC023107",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"373","2020-03-10 08:27:46-03","UFV","VIC","23093","PreservedSpecimen","Plantae",NA,NA,"Buddlejaceae","Buddleja","brasiliensis","Buddleja brasiliensis","Jacq. ex Spreng.","Valente, G.E.; et al.","97","1995","08","02",NA,"Brasil","Minas Gerais","Ponte Nova","Pastagem abandonada.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Erva com cerca de 60 cm de altura; flore amarelas.","VIC023093","VIC023093",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"374","2020-03-10 08:28:29-03","UFV","VIC","5447","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Coons, M.P.; et al.","53","1976","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Peito de Brecha, Mata secundária na beira do rio.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Subarbusto, flor verde-clara.","VIC005447","VIC005447",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"375","2020-03-10 08:30:29-03","UFV","VIC","5445","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","latifolia","Gouania latifolia","Reiss","Coons, M.P.; Lima, S.L.","7652","1976","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Perto da Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Liana, corola branca, mata secundária em beira de rio, comum.","VIC005445","VIC005445",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"376","2020-03-10 08:30:31-03","UFV","VIC","5449","PreservedSpecimen","Plantae",NA,NA,"Rosaceae","Rubus",NA,"Rubus",NA,"Coons, M.P.; Lima, S.L.","7655","1976","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Perto de Bracha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Subarbusto em mata secundária, pétalas brancas, frutos vermelhos claros, até 1,5 cm de diâmetro, doces, comum.","VIC005449","VIC005449",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"377","2020-03-10 08:28:11-03","UFV","VIC","6199","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Distimake","macrocalyx","Distimake macrocalyx",NA,"Coons, M.P.; et al.","59","1976","04",NA,NA,"Brasil","Minas Gerais","Ponte Nova","Perto de Bracha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Planta rastejante no chão, perto da estrada. Frutos na carpoteca.","VIC006199","VIC006199",NA,NA,"2017","12","07",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"378","2020-03-10 08:30:34-03","UFV","VIC","5448","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Manettia","cordifolia","Manettia cordifolia","Mart",NA,"s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Perto de brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Trepadeira de flores vermelhas cresce com Rubus em mata secundária, perto de rio.","VIC005448","VIC005448",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"379","2020-03-10 08:28:40-03","UFV","VIC","5452","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae",NA,NA,NA,NA,"Coons, M.P.; Lima, S.L.","s.n.","1976","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Perto de brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Beira de mata secundária perto do rio flor azul.","VIC005452",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"380","2020-03-10 08:30:47-03","UFV","VIC","006200","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum",NA,"Cestrum",NA,"Coons, M. .P.; et al.","7657","1976","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Perto de brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto ou árvore pequena.","VIC006200","VIC006200",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"381","2020-03-10 08:30:45-03","UFV","VIC","005446","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Acnistus",NA,"Acnistus",NA,"Coons, M. .P.","7651","1976","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Perto de Brecha.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto de flores brancas ou esverdeadas, na mata secundária, perto de rio.","VIC005446","VIC005446",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
