"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","preparationType","individualCount"
"114","2019-05-23 11:07:42-03","UFLA","ESAL","3663","S","Plantae",NA,NA,NA,"Asteraceae","Ageratum","fastigiatum","Ageratum fastigiatum","(Gardner) R.M.Kin","Mansanares, ME","2016","05","04","Gavilanes, ML","453",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 1.0; capítulos de flores brancas arroxeadas;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-05-23 11:07:26-03","UFLA","ESAL","3757","S","Plantae",NA,NA,NA,"Amaranthaceae","Amaranthus",NA,"Amaranthus",NA,NA,NA,NA,NA,"Gavilanes, ML","472",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.9; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-05-23 11:07:44-03","UFLA","ESAL","3764","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","dracunculifolia","Baccharis dracunculifolia","DC.","M. L. Gavilanes",NA,NA,NA,"Gavilanes, ML","473",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-11-24 14:11:41-02","UFLA","ESAL","14202","S","Plantae",NA,NA,NA,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. Sobral",NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Próximo à Estação Ferroviária","-45.1819000244141","-21.0207996368408","15141","arvoreta; 3,0; creme;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-11-24 14:12:18-02","UFLA","ESAL","3665","S","Plantae",NA,NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(L.) G.Mey.",NA,NA,NA,NA,"Gavilanes, ML","456",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0,30; branca;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-11-24 14:11:39-02","UFLA","ESAL","7105","S","Plantae",NA,NA,NA,"Moraceae","Brosimum","gaudichaudii","Brosimum gaudichaudii","Trécul","S. Romaniuc Neto",NA,NA,NA,"Gavilanes, ML","1.741",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","arbusto; 1,6; ;; cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-11-24 14:10:49-02","UFLA","ESAL","7101","S","Plantae",NA,NA,NA,"Fabaceae","Crotalaria",NA,"Crotalaria","L.",NA,NA,NA,NA,"Gavilanes, ML","1.745",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","sub-arbusto; 1,0; amarelada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2018-12-21 09:08:47-02","UFLA","ESAL","3661","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","andreanus","Cyperus andreanus","Maury","J. Gonçalves",NA,NA,NA,"Gavilanes, ML","447",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.50; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2018-12-21 09:08:47-02","UFLA","ESAL","3524","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Gavilanes, ML","449",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.60; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2018-12-21 09:08:47-02","UFLA","ESAL","3557","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","laxus","Cyperus laxus","Lam.","J.Gonçalves",NA,NA,NA,"Gavilanes, ML","448",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.60; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-11-24 14:12:33-02","UFLA","ESAL","14196","S","Plantae",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrad para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","arvoreta; 1,5; ; sim; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-05-23 11:07:48-03","UFLA","ESAL","23775","S","Plantae",NA,NA,NA,"Asteraceae","Dasyphyllum",NA,"Dasyphyllum",NA,NA,NA,NA,NA,"Mansanares, ME; Alyson, Thomaz","s.n.","2014","07","12",NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Boa Vista","-45.1819000244141","-21.0207996368408","15141","Material da di; Arvoreta, flor amarelada; Cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2017-11-24 14:12:19-02","UFLA","ESAL","14199","S","Plantae",NA,NA,NA,"Rubiaceae","Diodia",NA,"Diodia",NA,NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","rastejante; ; branca;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-11-24 14:10:27-02","UFLA","ESAL","4317","S","Plantae",NA,NA,NA,"Cucurbitaceae","Echinocystis","muricata","Echinocystis muricata","Kellogg",NA,NA,NA,NA,"Gavilanes, ML","433",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas, Próximo ao rego d'agua","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2018-10-09 16:32:04-03","UFLA","ESAL","5553","S","Plantae",NA,NA,NA,"Poaceae","Eragrostis","articulata","Eragrostis articulata","(Schrank) Nees","Sonja de Castro Boechat",NA,NA,NA,"Gavilanes, ML","480",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2017-11-24 14:12:04-02","UFLA","ESAL","5551","S","Plantae",NA,NA,NA,"Poaceae","Eragrostis","pilosa","Eragrostis pilosa","(L.) P.Beauv.","Sonja de Castro Boechat",NA,NA,NA,"Gavilanes, ML","489",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas, próximo a construções","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2017-11-24 14:12:04-02","UFLA","ESAL","7102","S","Plantae",NA,NA,NA,"Poaceae","Eragrostis","rufescens","Eragrostis rufescens","Schrad. ex Schult.","T.S.Filgueira",NA,NA,NA,"Gavilanes, ML","1744",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","erva; 0,80 m; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-11-24 14:12:04-02","UFLA","ESAL","4347","S","Plantae",NA,NA,NA,"Poaceae","Eragrostis","rufescens","Eragrostis rufescens","Schrad. ex Schult.","Sonja de Castro Boechat",NA,NA,NA,"Gavilanes, ML","439",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-05-23 11:07:49-03","UFLA","ESAL","5557","S","Plantae",NA,NA,NA,"Asteraceae","Erechtites","hieraciifolia","Erechtites hieraciifolia","(L.) Raf. ex DC.","Telma de S. R.",NA,NA,NA,"Gavilanes, ML","479",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 1.0; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-05-23 11:07:51-03","UFLA","ESAL","4350","S","Plantae",NA,NA,NA,"Asteraceae","Eupatorium","laevigatum","Eupatorium laevigatum","Lam.",NA,NA,NA,NA,"Gavilanes, ML","441",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; até 1.20; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-05-23 11:07:51-03","UFLA","ESAL","3768","S","Plantae",NA,NA,NA,"Asteraceae","Eupatorium","squalidum","Eupatorium squalidum","DC","Telma de S. Rodrigues",NA,NA,NA,"Gavilanes, ML","477",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 1.20; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-05-23 11:07:51-03","UFLA","ESAL","4319","S","Plantae",NA,NA,NA,"Asteraceae","Jaegeria","hirta","Jaegeria hirta","(Lag.) Less.","Telma de S. Rodrigues",NA,NA,NA,"Gavilanes, ML","435",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; branca e amarela;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2017-11-24 14:11:23-02","UFLA","ESAL","27831","S","Plantae",NA,NA,NA,"Malvaceae","Luehea","divaricata","Luehea divaricata","Mart. & Zucc.",NA,NA,NA,NA,"Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para santana do jacare","-45.1819000244141","-21.0207996368408","15141","árvore; ; amarela;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2017-11-24 14:12:31-02","UFLA","ESAL","5559","S","Plantae",NA,NA,NA,"Solanaceae","Nicandra","physalodes","Nicandra physalodes","(L.) Gaertn.","L.L.Giacomin",NA,NA,NA,"Gavilanes, ML","491",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0,80; azulada, arroxeada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2017-11-24 14:12:06-02","UFLA","ESAL","7103","S","Plantae",NA,NA,NA,"Poaceae","Olyra","ciliatifolia","Olyra ciliatifolia","Raddi","R.P.Oliveira",NA,NA,NA,"Gavilanes, ML","1743",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","erva; 0.70 m; ;; floresta","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-10-26 11:55:02-03","Cenargen","CEN","28828","S","Plantae",NA,NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","(Jacq.) Macbr.","T. B. Cavalcanti",NA,NA,NA,"Aldicir Osni Scariot","315","1989","02","03",NA,"Brasil","MG","CANA VERDE","Rodovia BR-354, as margens do Rio Jacaré.","-45.18333","-20.98333",NA,"Cresce em campo graminoso.",NA,"CEN00028828","CEN00028828",NA,"870","870","-45.18333","-20.98333","Exsicatas","5"
"140","2018-10-26 11:55:21-03","Cenargen","CEN","28827","S","Plantae",NA,NA,NA,"Lythraceae","Cuphea","ingrata","Cuphea ingrata","Cham. & Schltdl.","T. B. Cavalcanti",NA,NA,NA,"Aldicir Osni Scariot","314","1989","02","03",NA,"Brasil","MG","CANA VERDE","Rodovia BR-354; as margens do Rio Jacaré.","-45.18333","-20.98333",NA,"CRESCE EM CAMPO GRAMINOSO",NA,"CEN00028827","CEN00028827",NA,"870","870","-45.18333","-20.98333","Exsicatas","5"
"141","2018-10-26 11:55:30-03","Cenargen","CEN","28826","S","Plantae",NA,NA,NA,"Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","T. B. Cavalcanti",NA,NA,NA,"Aldicir Osni Scariot","313","1989","02","03",NA,"Brasil","MG","CANA VERDE","Rodovia BR-354; as margens do Rio Jacaré.","-45.18333","-20.98333",NA,"Cresce na margem do rio.",NA,"CEN00028826","CEN00028826",NA,"870","870","-45.18333","-20.98333","Exsicatas","5"
"142","2019-07-24 16:05:29-03","SMITHSONIAN","US","2195845","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,NA,NA,NA,"A. Macedo","39","1943","06","28","South America - Neotropics","Brazil","Minas Gerais","Cana Verde","Manga, C. Verde.","-45.1819000244141","-21.0207996368408","15141","<a href=http://n2t.net/ark:/65665/3e8eb4b8a-1f1a-4bcd-ade1-85c90b34c4bf target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-13 11:23:52-03","USP","SPF","82139","PreservedSpecimen","Plantae",NA,NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","(Jacq.) J.F.Macbr.","Cavalcanti, TB","1989","03",NA,"Scariot, AO","315","1989","02","03",NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141",NA,"auto","SPF00082139",NA,NA,"870","870",NA,NA,NA,NA
"144","2019-11-13 11:23:57-03","USP","SPF","82141","PreservedSpecimen","Plantae",NA,NA,NA,"Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","Anônimo",NA,NA,NA,"Scariot, AO","313","1989","02","03",NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141",NA,"auto","SPF00082141",NA,NA,"870","870",NA,NA,NA,NA
"145","2019-11-13 11:23:56-03","USP","SPF","82140","PreservedSpecimen","Plantae",NA,NA,NA,"Lythraceae","Cuphea","ingrata","Cuphea ingrata","Cham. & Schltdl.","Cavalcanti, TB","1989","03",NA,"Scariot, AO","314","1989","02","03",NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141",NA,"auto","SPF00082140",NA,NA,"870","870",NA,NA,NA,NA
"146","2019-06-24 08:12:59-03","IAC","IAC","34220","S","Plantae",NA,NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","(Jacq.) J.F.Macbr.","T.B. Cavalcanti","1989","03","20","A.O. Scariot et al.","315","1989","02","03",NA,"Brasil","Minas Gerais","Cana Verde","Rod. BR-354","-45.1819","-21.0208",NA,"20o 59#?# S, 45o 11#?# W",NA,NA,NA,NA,NA,NA,"-45.1819","-21.0208",NA,NA
"147","2019-11-07 11:21:24-03","UFMG","BHCB-SL","38976","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Christella","dentata","Christella dentata","(Forssk.) Brownsey & Jermy","Salino, A","1997","09",NA,"Salino, A","3492","1997","09","28","América","Brasil","Minas Gerais","Jequeri-Canaã","Usina de Cachoeira Grande/ Providência.",NA,NA,NA,"Crescendo entre pedras, na borda de mata de galeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-07 11:17:15-03","UFMG","BHCB-SL","38986","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Didymoglossum","krausii","Didymoglossum krausii","(Hook. & Grev.) C.Presl","Salino, A","2010","09",NA,"Salino, A","3500","1997","09","28","América","Brasil","Minas Gerais","Jequeri-Canaã","Usina de Cachoeira Grande/ Providência.",NA,NA,NA,"Epífita crescendo na base de tronco de árvore, interior de floresta ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 10:16:03-03","IBt","SP","238400","S","Plantae",NA,NA,NA,"Poaceae","Olyra","latifolia","Olyra latifolia","L.","Judziewicz, E","2005",NA,NA,"Clark, L; Morel, M","708","1990","02","25",NA,"Brasil","Minas Gerais","Canaã","Between Canaã and Araponga, about 8.4 km from Canaã.","-42.566667","-20.65",NA,NA,NA,NA,NA,NA,"900","900","-42.566667","-20.65",NA,NA
