"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","class","relatedCatalogItem"
"4390","2009-12-03 12:28:24-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Heterokontophyta","Bacillariales","Surirellaceae","Campylodiscus","clypeus",NA,"Campylodiscus clypeus","(Ehrenberg) Ehrenberg ex Kützing",NA,"1844","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4391","2009-12-03 12:28:24-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Bacillariales","Surirellaceae","Campylodiscus","clypeus",NA,"Campylodiscus clypeus","(Ehrenberg) Ehrenberg ex Kützing",NA,"1844","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4392","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESRE0043","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey",NA,"1937","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4393","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey",NA,"1937","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4394","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESRE0035","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey",NA,"1937","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4395","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey",NA,"1937","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4396","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey",NA,"1937","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4397","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESRE0052","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey",NA,"1937","01",NA,"2004","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4398","2009-12-03 12:28:36-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Heterokontophyta","Biddulphiales","Hemiaulaceae","Cerataulina","pelagica",NA,"Cerataulina pelagica","(Cleve) Hendey","LUBIANA, K. M. F.","1937","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae; Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4399","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0027","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4400","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4401","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0029","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4402","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0031","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4403","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0033","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4404","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0037","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2004","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4405","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0044","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4406","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4407","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4408","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0050","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4409","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0052","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2004","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4410","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparède et Lachmann","LUBIANA, K. M. F.","1859","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4411","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0035","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4412","2009-12-03 12:28:49-02","UFES","LABFITO","CFUFESRE0043","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","furca",NA,"Ceratium furca","(Ehrenberg) Claparéde & Lachmann",NA,"1859","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4413","2009-12-03 12:28:56-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","fusus",NA,"Ceratium fusus","(Ehrenberg) Dujardin",NA,"1841","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4414","2009-12-03 12:28:50-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","fusus",NA,"Ceratium fusus","(Ehrenberg) Dujardin","LUBIANA, K. M. F.","1841","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4415","2009-12-03 12:28:50-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","gibberum",NA,"Ceratium gibberum","Gourret","LUBIANA, K. M. F.","1883","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4416","2009-12-03 12:28:50-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","massiliense","armatum","Ceratium massiliense armatum","(Karsten) Jörgensen","LUBIANA, K. M. F.","1911","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4417","2009-12-03 12:28:51-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","pentagonum",NA,"Ceratium pentagonum","Gourret",NA,"1883","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4418","2009-12-03 12:29:01-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Pyrrhophyta","Peridiniales","Ceratiaceae","Ceratium","trichoceros",NA,"Ceratium trichoceros","(Ehrenberg) Kofoid",NA,"1908","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4419","2009-11-05 11:05:02-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Pyrrhophyta","Gonyaulacales","Ceratiaceae","Ceratium","tripos",NA,"Ceratium tripos","(O. F. Müller) Nitzsch","LUBIANA, K. M. F.","1817","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Dinophyceae",NA
"4420","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4421","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4422","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0043","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4423","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0027","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4424","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4425","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0029","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4426","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0031","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4427","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4428","2009-12-03 12:28:34-02","UFES","LABFITO","CFUFESRE0044","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","affinis",NA,"Chaetoceros affinis","Lauder",NA,"1864","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4429","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","atlanticus",NA,"Chaetoceros atlanticus","P.T. Cleve",NA,"1873","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4430","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0050","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","atlanticus",NA,"Chaetoceros atlanticus","P.T. Cleve",NA,"1873","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4431","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","brevis",NA,"Chaetoceros brevis","Schütt",NA,"1895","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4432","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","costatus",NA,"Chaetoceros costatus","Pavillard",NA,"1911","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4433","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0044","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4434","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4435","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4436","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0050","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4437","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0043","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4438","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0027","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4439","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4440","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0029","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4441","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0031","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4442","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0033","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4443","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0035","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4444","2009-12-03 12:28:35-02","UFES","LABFITO","CFUFESRE0037","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Chaetoceros","curvisetus",NA,"Chaetoceros curvisetus","P.T. Cleve",NA,"1889","01",NA,"2004","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
