"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","class","relatedCatalogItem"
"2641","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22953",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"106",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML022953",NA,NA,NA,NA,NA,NA,NA
"2642","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22954",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"102",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML022954",NA,NA,NA,NA,NA,NA,NA
"2643","2018-03-14 14:30:45-03","MBML","MBML-HERBARIO","22984",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"76",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML022984",NA,NA,NA,NA,NA,NA,NA
"2644","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23008",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","06","23","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"61",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023008",NA,NA,NA,NA,NA,NA,NA
"2645","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23009",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"69",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML023009",NA,NA,NA,NA,NA,NA,NA
"2646","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23010",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","12","04","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"94",NA,"Praia dos Padres","40W7'24","19S55'56",NA,"MBML023010",NA,NA,NA,NA,NA,NA,NA
"2647","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23011",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","06","23","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"66",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML023011",NA,NA,NA,NA,NA,NA,NA
"2648","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23012",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","06","24","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"40",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023012",NA,NA,NA,NA,NA,NA,NA
"2649","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23013",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"18",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023013",NA,NA,NA,NA,NA,NA,NA
"2650","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23014",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"11",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML023014",NA,NA,NA,NA,NA,NA,NA
"2651","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23015",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta de ampla ocorrência, presente o ano todo e em todos os pontos de coleta.",NA,NA,"12",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023015",NA,NA,NA,NA,NA,NA,NA
"2652","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23044",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"116",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023044",NA,NA,NA,NA,NA,NA,NA
"2653","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23050",NA,"Plantae",NA,NA,"Udoteaceae","Halimeda","cunneata",NA,"Halimeda cunneata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"110",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023050",NA,NA,NA,NA,NA,NA,NA
"2654","2018-03-14 14:29:47-03","MBML","MBML-HERBARIO","39474",NA,"Plantae",NA,NA,"Heliconiaceae","Heliconia","richardiana",NA,"Heliconia richardiana",NA,"A.A.S. Mascarenhas/21-09-2016",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Inflorescência vermelha, brácteas e flores verde-amareladas, peciolo e ovário vermelhos, pétalas verdes.",NA,NA,"11863",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039474","MBML039474","400","400",NA,NA,NA,NA
"2655","2017-09-14 11:46:06-03","MBML","MBML-HERBARIO","39487",NA,"Plantae",NA,NA,"Heliconiaceae","Heliconia","spatho-circinata",NA,"Heliconia spatho-circinata",NA,"L. Kollmann/14-01-2010",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Erva 2 m na meia sombra, brácteas vermelhas, flores amarelas.",NA,NA,"11855",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039487","MBML039487_1 MBML039487_2","400","400",NA,NA,NA,NA
"2656","2017-09-14 11:22:20-03","MBML","MBML-HERBARIO","51047",NA,"Plantae",NA,NA,"Malvaceae","Hibiscus","pernambucensis",NA,"Hibiscus pernambucensis",NA,NA,NA,NA,"L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.098056","-19.908889",NA,"Restinga, arbusto perto do lago, flores amarelas.",NA,NA,"13297",NA,"Putiri","40W5'53","19S54'32",NA,"MBML051047","MBML051047",NA,NA,NA,NA,NA,NA
"2657","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54121",NA,"Plantae",NA,NA,"Umbelliferae","Hydrocotyle","cf. bonariensis",NA,"Hydrocotyle cf. bonariensis",NA,"A. P. Fontana/11-02-2009",NA,NA,"A. P. Fontana; C. Esgario & C. P. Esgario","2009","01","02","Brasil","Espírito Santo","Aracruz","-40.147842","-19.954503",NA,"Erva ereta, rizomatoza. Flores verdes",NA,NA,"5742",NA,"Santa Cruz, Bacia Hidrográfica do Rio Piraqueaçu (Foz), transição entre o mangue e restinga","40W8'52,23","19S57'16,21",NA,"MBML054121","MBML054121","2","2",NA,NA,NA,NA
"2658","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12100",NA,"Plantae",NA,NA,"Cystocloniaceae","Hypnea",NA,NA,"Hypnea",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"390",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012100",NA,NA,NA,NA,NA,NA,NA
"2659","2017-09-14 11:44:31-03","MBML","MBML-HERBARIO","51062",NA,"Plantae",NA,NA,"Convolvulaceae","Ipomoea","pes-caprae",NA,"Ipomoea pes-caprae",NA,NA,NA,NA,"L. Kollmann; R.L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.444444","-18.781111",NA,"Restinga, erva ao sol, flores lilas.",NA,NA,"13292",NA,"Putiri","40W26'40","18S46'52",NA,"MBML051062","MBML051062",NA,NA,NA,NA,NA,NA
"2660","2017-09-14 11:19:35-03","MBML","MBML-HERBARIO","51037",NA,"Plantae",NA,NA,"Convolvulaceae","Ipomoea","alba",NA,"Ipomoea alba",NA,NA,NA,NA,"L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.098056","-19.908889",NA,"Restinga, liana ao sol, flores brancas",NA,NA,"13299",NA,"Putiri","40W5'53","19S54'32",NA,"MBML051037","MBML051037",NA,NA,NA,NA,NA,NA
"2661","2017-09-14 11:44:31-03","MBML","MBML-HERBARIO","36529",NA,"Plantae",NA,NA,"Convolvulaceae","Ipomoea","pes-caprae",NA,"Ipomoea pes-caprae",NA,"L. Kollmann/31-12-2008",NA,NA,"L. Kollmann; R.L.Kollmann, A.P.Fontana & C.Esgario","2008","12","31","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Erva na praia, flores lílas.",NA,NA,"11351",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML036529","MBML036529",NA,NA,NA,NA,NA,NA
"2662","2017-09-14 11:47:33-03","MBML","MBML-HERBARIO","43289",NA,"Plantae",NA,NA,"Marantaceae","Ischnosiphon",NA,NA,"Ischnosiphon",NA,NA,NA,NA,"C.L. Dalmonech; A. Assis & T.F. Sagrillo","2011","07","16","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Flores brancas. 50cm","auto",NA,"88",NA,"Picuã",NA,NA,NA,"MBML043289","MBML043289",NA,NA,NA,NA,NA,NA
"2663","2019-02-20 09:48:10-03","MBML","MBML-HERBARIO","12102",NA,"Plantae",NA,NA,"Rhodomelaceae","Laurencia",NA,NA,"Laurencia",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"392",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012102",NA,NA,NA,NA,NA,NA,NA
"2664","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","47629",NA,"Plantae",NA,NA,"Leguminosae Faboideae",NA,NA,NA,NA,NA,NA,NA,NA,"A. M. Assis; J. Santos","2012","06","17","Brasil","Espírito Santo","Aracruz","-40.111056","-19.765361",NA,"Arbusto escandente. Flor lilás; frutos verdes. Borda",NA,NA,"3111",NA,"Taquaral - fragmento de floresta de tabuleiro em estágio médio","40W6'39,8","19S45'55,3",NA,"MBML047629","MBML047629","30","30",NA,NA,NA,NA
"2665","2017-09-14 11:46:07-03","MBML","MBML-HERBARIO","46746",NA,"Plantae",NA,NA,"Icacinaceae","Leretia",NA,NA,"Leretia",NA,NA,NA,NA,"A. M. Assis; Kleber apicultor","2009","10","09","Brasil","Espírito Santo","Aracruz","-40.246111","-19.763944",NA,"Escandente, flores amarelas",NA,NA,"2159",NA,"Gimuhuma - flor. Tabuleiro em estágio médio","40W14'46","19S45'50,2",NA,"MBML046746","MBML046746","40","40",NA,NA,NA,NA
"2666","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12087",NA,"Plantae",NA,NA,"Dictyotaceae","Lobophora",NA,NA,"Lobophora",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"377",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012087",NA,NA,NA,NA,NA,NA,NA
"2667","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","36458",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","hirsuta",NA,"Mandevilla hirsuta",NA,"L. Kollmann/2-1-2009",NA,NA,"L. Kollmann; & R.L.Kollmann","2009","01","02","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Liana no sol, flores amarelas com o centro avermelhado.",NA,NA,"11358",NA,"Santa Cruz, estrada Santa Cruz-Fundão","40W16'24","19S49'14",NA,"MBML036458","MBML036458",NA,NA,NA,NA,NA,NA
"2668","2017-09-14 11:47:33-03","MBML","MBML-HERBARIO","39477",NA,"Plantae",NA,NA,"Marantaceae","Maranta","bicolor",NA,"Maranta bicolor",NA,"L. Kollmann/14-01-2010",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Erva 20 cm, folhas verdes escuras com nervuras mais claras, face abaxial vinácea.",NA,NA,"11861",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039477","MBML039477","400","400",NA,NA,NA,NA
"2669","2017-09-14 11:47:31-03","MBML","MBML-HERBARIO","44462",NA,"Plantae",NA,NA,"Marantaceae",NA,NA,NA,NA,NA,NA,NA,NA,"J. E. Simon","2012","09","04","Brasil","Espírito Santo","Aracruz","-40.063333","-19.846111",NA,"VIDE CARPOTECA",NA,NA,NA,NA,"Restinga Codesa, Barra do Riacho","40W3'48","19S50'46",NA,"MBML044462","MBML044462",NA,NA,NA,NA,NA,NA
"2670","2017-09-14 11:47:31-03","MBML","MBML-HERBARIO","47616",NA,"Plantae",NA,NA,"Marantaceae",NA,NA,NA,NA,NA,NA,NA,NA,"A. M. Assis; J. Santos","2012","06","17","Brasil","Espírito Santo","Aracruz","-40.111056","-19.765361",NA,"Erva bambusoide; brácteas rosas; frutos lilas",NA,NA,"3117",NA,"Taquaral - fragmento de floresta de tabuleiro em estágio médio","40W6'39,8","19S45'55,3",NA,"MBML047616","MBML047616","30","30",NA,NA,NA,NA
"2671","2017-09-14 11:45:50-03","MBML","MBML-HERBARIO","44459",NA,"Plantae",NA,NA,"Gramineae","Merostachys","calderoniana",NA,"Merostachys calderoniana",NA,"T. S. Filgueiras/25-03-2015",NA,NA,"J. E. Simon","2012","09","03","Brasil","Espírito Santo","Aracruz","-40.164167","-19.878333",NA,"Mata de tabuleiro",NA,NA,NA,NA,"Mata Putiri","40W9'51","19S52'42",NA,"MBML044459","MBML044459_1 MBML044459_2",NA,NA,NA,NA,NA,NA
"2672","2017-09-14 11:45:50-03","MBML","MBML-HERBARIO","44506",NA,"Plantae",NA,NA,"Gramineae","Merostachys","calderoniana",NA,"Merostachys calderoniana",NA,"T. S. Filgueiras/25-03-2015",NA,NA,"J. E. Simon","2012","09","04","Brasil","Espírito Santo","Aracruz","-40.063333","-19.843611",NA,NA,NA,NA,NA,NA,"Restinga Codesa, Barra do Riacho","40W3'48","19S50'37",NA,"MBML044506","MBML044506_1 MBML044506_2",NA,NA,NA,NA,NA,NA
"2673","2017-09-14 11:46:13-03","MBML","MBML-HERBARIO","46678",NA,"Plantae",NA,NA,"Labiatae","Mesosphaerum","pectinatum",NA,"Mesosphaerum pectinatum",NA,"G.M. Antar/IV-2017",NA,NA,"A. M. Assis; Lomir apicultor","2009","10","09","Brasil","Espírito Santo","Aracruz","-40.211722","-19.903361",NA,"Erva, flores verdes. Nome popular: catinga de bode. Projeto APES - Flora Apícola - SEBRAE",NA,NA,"2153",NA,"Barra do Riacho - Aldeia Irajá I - flor. Tabuleiro em estágio médio","40W12'42,2","19S54'12,1",NA,"MBML046678","MBML046678","55","55",NA,NA,NA,NA
"2674","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","46660",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","albicans",NA,"Miconia albicans",NA,NA,NA,NA,"A. M. Assis; Lomir apicultor","2009","10","09","Brasil","Espírito Santo","Aracruz","-40.130833","-19.869361",NA,"Arbusto 2m, frutos marrons. Nome popular: camará de fogo. Projeto APES - Flora Apícola - SEBRAE.",NA,NA,"2150",NA,"Barra do Riacho - Aldeia Pau Brasil - flor. Tabuleiro em estágio inicial","40W7'51","19S52'9,7",NA,"MBML046660","MBML046660","20","20",NA,NA,NA,NA
"2675","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","46651",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","prasina",NA,"Miconia prasina",NA,"R. Goldenberg/2015",NA,NA,"A. M. Assis; Valdir apicultor","2009","10","09","Brasil","Espírito Santo","Aracruz","-40.130833","-19.869361",NA,"Arbusto 2m, frutos vermelhos. Nome popular: fruto de rendeira / fruto de pombo. Projeto APES - Flora Apícola - SEBRAE",NA,NA,"2145",NA,"Barra do Riacho - Aldeia Pau Brasil - flor. Tabuleiro em estágio inicial","40W7'51","19S52'9,7",NA,"MBML046651","MBML046651","20","20",NA,NA,NA,NA
"2676","2018-05-29 15:47:13-03","MBML","MBML-HERBARIO","52902",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","glabra",NA,"Mollinedia glabra",NA,"E.J. Lírio",NA,NA,"E.J. de Lírio; W. Pianca","2012","09","30","Brasil","Espírito Santo","Aracruz","-40.326389","-19.82",NA,"Frutos imaturos verdes. DNA. Altura 1,8m",NA,NA,"224",NA,"Entrada do Picuã, por Aracruz","40W19'35","19S49'12",NA,"MBML052902","MBML052902",NA,NA,NA,NA,NA,NA
"2677","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52940",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","glabra",NA,"Mollinedia glabra",NA,"E.J. Lírio",NA,NA,"E.J. de Lírio; W. Pianca","2012","09","30","Brasil","Espírito Santo","Aracruz","-40.326389","-19.82",NA,"Receptáculo frurífero verde. DNA. Altura 1m",NA,NA,"223",NA,"Entrada do Picuã. Por Aracruz","40W19'35","19S49'12",NA,"MBML052940","MBML052940",NA,NA,NA,NA,NA,NA
"2678","2017-09-14 11:46:21-03","MBML","MBML-HERBARIO","6057",NA,"Plantae",NA,NA,"Lauraceae","Nectandra","psammophila",NA,"Nectandra psammophila",NA,"A. Quinet/01-08-2006",NA,NA,"O. J. Pereira; et al","1990","05","16","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Fruto vinoso. Cálice vermelho. Árvore com 6m, restinga.",NA,NA,"1982",NA,"Santa Cruz, Estação Ecológica da Marinha","40W16'24","19S49'14",NA,"MBML006057","MBML006057",NA,NA,NA,NA,NA,NA
"2679","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","19612",NA,"Plantae",NA,NA,"Orchidaceae","Oeceoclades","maculata",NA,"Oeceoclades maculata",NA,NA,NA,NA,"C. N. de Fraga","1995","09","23","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Folhas marmoreadas fruto verde.",NA,NA,"276",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML019612",NA,NA,NA,NA,NA,NA,NA
"2680","2017-09-14 11:17:35-03","MBML","MBML-HERBARIO","51042",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum",NA,NA,"Oxypetalum",NA,NA,NA,NA,"L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.098056","-19.908889",NA,"Restinga, liana ao sol, flores verdes.",NA,NA,"13295",NA,"Putiri","40W5'53","19S54'32",NA,"MBML051042","MBML051042",NA,NA,NA,NA,NA,NA
"2681","2017-10-17 10:06:12-02","MBML","MBML-HERBARIO","52079",NA,"Plantae",NA,NA,"Gramineae","Paspalum",NA,NA,"Paspalum",NA,NA,NA,NA,"A. M. Assis; R. Cipriano","2012","05","09","Brasil","Espírito Santo","Aracruz","-40.077083","-19.869361",NA,"Erva crescendo próximo à clareira. Frutos verdes.",NA,NA,"2963",NA,"Barra do Sahy - Restinga, floresta não inundável","40W4'37,5","19S52'9,7",NA,"MBML052079","MBML052079","10","10",NA,NA,NA,NA
"2682","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","51044",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora",NA,NA,"Passiflora",NA,NA,NA,NA,"L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.098056","-19.908889",NA,"Restinga, liana ao sol, botoes esverdeados, frutos verdes.",NA,NA,"13294",NA,"Putiri","40W5'53","19S54'32",NA,"MBML051044",NA,NA,NA,NA,NA,NA,NA
"2683","2017-09-14 11:47:31-03","MBML","MBML-HERBARIO","39485",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","multiflora",NA,"Pavonia multiflora",NA,"L. Kollmann/14-01-2010",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Arbusto 1 m, bracteas rosas, pétalas pretas.",NA,NA,"11853",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039485","MBML039485","400","400",NA,NA,NA,NA
"2684","2017-09-14 11:47:24-03","MBML","MBML-HERBARIO","47591",NA,"Plantae",NA,NA,"Malpighiaceae","Peixotoa",NA,NA,"Peixotoa",NA,NA,NA,NA,"A. M. Assis; J. Santos","2012","06","17","Brasil","Espírito Santo","Aracruz","-39.970806","-19.673194",NA,"Liana; botões e flores amarelas. Borda",NA,NA,"3095",NA,"Fazenda Agril - fragmento de floresta de restinga","39W58'14,9","19S40'23,5",NA,"MBML047591","MBML047591","10","10",NA,NA,NA,NA
"2685","2017-09-14 11:50:08-03","MBML","MBML-HERBARIO","39476",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","magnoliifolia",NA,"Peperomia magnoliifolia",NA,"V.B. Sarnaglia Jr./2013",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Rupicola na sombra, espiga verde.",NA,NA,"11858",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039476",NA,"400","400",NA,NA,NA,NA
"2686","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","46671",NA,"Plantae",NA,NA,"Euphorbiaceae","Pera","glabrata",NA,"Pera glabrata",NA,NA,NA,NA,"A. M. Assis; Valdir apicultor","2009","10","09","Brasil","Espírito Santo","Aracruz","-40.130833","-19.869361",NA,"Arbusto 5m, flores marrons. Nome popular: sete cacho. Projeto APES - Flora Apícola - SEBRAE",NA,NA,"2144",NA,"Barra do Riacho - Aldeia Pau Brasil - flor. Tabuleiro em estágio inicial","40W7'51","19S52'9,7",NA,"MBML046671","MBML046671","20","20",NA,NA,NA,NA
"2687","2017-09-14 11:50:14-03","MBML","MBML-HERBARIO","39488",NA,"Plantae",NA,NA,"Piperaceae","Piper","arboreum",NA,"Piper arboreum",NA,"L. Kollmann/14-01-2010",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Arbusto 2 m na sombra, espiga verde.",NA,NA,"11856",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039488",NA,"400","400",NA,NA,NA,NA
"2688","2017-09-14 11:50:16-03","MBML","MBML-HERBARIO","39489",NA,"Plantae",NA,NA,"Piperaceae","Piper","pubisubmarginalum",NA,"Piper pubisubmarginalum",NA,"D. Monteiro/X-2014",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Arbusto 2 m na meia sombra, espiga verde.",NA,NA,"11867",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039489",NA,"400","400",NA,NA,NA,NA
"2689","2020-03-16 10:48:23-03","MBML","MBML-HERBARIO","22840",NA,"Plantae",NA,NA,"Orchidaceae","Pleurothallis",NA,NA,"Pleurothallis",NA,NA,NA,NA,"E. Lagasa","1972","08","09","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Somente em álcool.",NA,NA,NA,NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML022840",NA,NA,NA,NA,NA,NA,NA
"2690","2019-02-20 09:48:10-03","MBML","MBML-HERBARIO","12103",NA,"Plantae",NA,NA,"Plocamiaceae","Plocamium",NA,NA,"Plocamium",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"393",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012103",NA,NA,NA,NA,NA,NA,NA
"2691","2017-10-17 10:06:13-02","MBML","MBML-HERBARIO","16310",NA,"Plantae",NA,NA,"Orchidaceae","Polystachya","concreta",NA,"Polystachya concreta",NA,"C. N. Fraga",NA,NA,"C. N. de Fraga","1995","09","23","Brasil","Espírito Santo","Aracruz","-40.136389","-19.968611",NA,"Formação de restinga floresta arenos litorânea. Epífita, frutos verdes, com cálice e corola amarelados e persistentes.",NA,NA,"230",NA,"Estação Biológica de Santa Cruz","40W8'11","19S58'7",NA,"MBML016310",NA,NA,NA,NA,NA,NA,NA
