"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","dayIdentified","previousCatalogNumber","fieldNumber","relatedCatalogItem"
"1972","2020-03-09 08:19:59-03","UFPR","UPCB","84054","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","Goldenberg, R.","Gomes, J.M.L.","1871","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.835","-20.2911","-40.8350","-20.2911","UPCB0012011","UPCB0012011",NA,NA,NA,"2013",NA,"Panelas: Mata Atlântica.",NA,NA,"Flor alba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","2019-10-11 11:15:37-03","UFPR","UPCB","22580","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","citrifolium","Erythroxylum citrifolium","A.St.-Hil.","Amaral Jr, A. & Mendonça, J.O.","Hatschbach, G.","57946","1992","10","11","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1997","04","BLOQUEADO",NA,NA,"Arbusto, 3m, flor alva. Encosta de morro..",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"1974","2019-10-11 11:20:07-03","UFPR","UPCB","22816","PreservedSpecimen","Plantae","Sterculiaceae","Helicteres","ovata","Helicteres ovata","Lam.","Cristobal, C.L.","Hatschbach, G.","57955","1992","10","11","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1993","01","BLOQUEADO",NA,NA,"Arbusto, 3m, pétalas vermelhas. Orla da mata pluvial..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"1975","2019-10-11 11:16:03-03","UFPR","UPCB","20666","PreservedSpecimen","Plantae","Fabaceae","Inga","lenticellata","Inga lenticellata","Benth.","Garcia, F.C.P.","Hatschbach, G.","57979","1992","10","12","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1999","02","BLOQUEADO",NA,NA,"Árvore 8m, flores alvescentes. Mata pluvial da encosta do morro. Alt. 800-900m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","2020-03-09 08:20:01-03","UFPR","UPCB","82822","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","Goldenberg, R.","Fontana, A.P.","2199","2006","07","11","Brasil","Espírito Santo","Domingos Martins","-41.023","-21.114","-41.023","-21.114","UPCB0012614","UPCB0012614",NA,NA,NA,"2015",NA,"Parque Nacional da Pedra Azul. Pedra Azul, Pedra das Flores, cume. Floresta Ombrófila Densa, Afloramento rochoso com Mata Nebular.",NA,NA,"Arbusto, ca. 1,1m, heliófila. Flores lilás..",NA,NA,NA,"1600","1920",NA,NA,NA,NA,NA,NA
"1977","2020-03-09 08:20:01-03","UFPR","UPCB","82821","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","Goldenberg, R.","Fontana, A.P.","2231","2006","07","11","Brasil","Espírito Santo","Domingos Martins","-41.023","-21.114","-41.023","-21.114","UPCB0012636","UPCB0012636",NA,NA,NA,"2015",NA,"Parque Nacional da Pedra Azul. Pedra Azul, Pedra das Flores, cume. Floresta Ombrófila Densa, Afloramento rochoso com Mata Nebular.",NA,NA,"Arbusto, ca. 1m. Rupícola no sol. Flores lilás. Frutos avermelhados..",NA,NA,NA,"1600","1920",NA,NA,NA,NA,NA,NA
"1978","2020-03-09 08:20:01-03","UFPR","UPCB","84016","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.","Goldenberg, R.","Pereira, O.J.","310","1984","06","16","Brasil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","UPCB0012588","UPCB0012588",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","2020-03-09 08:20:05-03","UFPR","UPCB","85759","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fallax","Leandra fallax","(Cham.) Cogn.","Goldenberg, R.","Simonelli, M. et al.","1388","2007","12","01","Brasil","Espírito Santo","Domingos Martins","-41.069722","-20.389167","-41.069722","-20.389167","UPCB0013403","UPCB0013403",NA,NA,NA,"2016",NA,"Sítio Tucano",NA,NA,"3 m alt., botões verdes, mata ciliar, estames creme..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","2020-03-09 08:20:07-03","UFPR","UPCB","85762","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Reginato, M.","Simonelli, M. et al.","1401","2007","12","01","Brasil","Espírito Santo","Domingos Martins","-41.070556","-20.3925","-41.070556","-20.392500","UPCB0014834","UPCB0014834",NA,NA,NA,"2016",NA,"Sítio Tucano",NA,NA,"2 m alt. Botões verdes, bordo de mata..",NA,NA,NA,"1062","1062",NA,NA,NA,NA,NA,NA
"1981","2020-03-09 08:20:12-03","UFPR","UPCB","53418","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","Goldenberg, R.","Valpassos, E.","4","1991","05","26","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999","UPCB0015157","UPCB0015157",NA,NA,NA,"2005","01","BLOQUEADO",NA,NA,"25cm, flor branca, estame vermelho, amarelo quando novo..",NA,NA,NA,"1600","1600",NA,NA,"01",NA,NA,NA
"1982","2020-03-09 08:20:13-03","UFPR","UPCB","85758","PreservedSpecimen","Plantae","Melastomataceae","Miconia",NA,"Miconia",NA,NA,"Simonelli, M. et al.","1409","2007","12","01","Brasil","Espírito Santo","Domingos Martins","-41.070833","-20.390278","-41.070833","-20.390278","UPCB0014853","UPCB0014853",NA,NA,NA,NA,NA,"Sítio Tucano",NA,NA,"Frutos avermelhados, bordo da mata, 7 m alt..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983","2020-03-09 08:20:16-03","UFPR","UPCB","86548","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cf. cf. polyandra","Miconia cf. cf. polyandra","Gardner","Goldenberg, R.","Folli, D.A.","6701","2010","10","08","Brasil","Espírito Santo","Domingos Martins","-40.865974","-20.327542","-40,865974","-20,327542","UPCB0020952","UPCB0020952",NA,NA,NA,"2016",NA,"Estrada Alto Parajú a Garrafão",NA,NA,"Porte arbóreo; forma de vida terrestre; fruto maduro roxo; fruto imaturo verde; exsudação seiva incolor; descamação ausente; forma fuste cilíndrico; altura total 6m, altura fuste 4m; cap fuste 31 cm; diâmetro da copa 4m. Mata de Alti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984","2020-03-09 08:20:20-03","UFPR","UPCB","42477","PreservedSpecimen","Plantae","Melastomataceae","Miconia","flammea","Miconia flammea","Casar","Caddah, M.K.","Hatschbach, G.","61599","1995","01","17","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999","UPCB0021001","UPCB0021001",NA,NA,NA,"2013",NA,"BLOQUEADO",NA,NA,"Arvoreta, flor alva, verso das folhas ferrugentas. Mata pluvial..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","2020-03-09 08:20:23-03","UFPR","UPCB","83990","PreservedSpecimen","Plantae","Melastomataceae","Miconia","latecrenata","Miconia latecrenata","Triana","Goldenberg, R.","Pereira, O.J.","6434","2004","10","24","Brasil","Espírito Santo","Domingos Martins","-41.0515","-20.2842","-41.0515","-20.2842","UPCB0023182","UPCB0023182",NA,NA,NA,"2013",NA,"Rio Jucu: Mata Atlântica",NA,NA,"Planta com 7,0 metros de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986","2020-03-09 08:20:25-03","UFPR","UPCB","83988","PreservedSpecimen","Plantae","Melastomataceae","Miconia","mirabilis","Miconia mirabilis","(Aubl.) L.O.Williams","Goldenberg, R.","Gomes, J.M.L.","1911","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.835","-20.2911","-40.8350","-20.2911","UPCB0016343","UPCB0016343",NA,NA,NA,"2013",NA,"Panelas: Mata Atlântica.",NA,NA,"Frutos vinosos. Altura de 6,0 metros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987","2020-03-09 08:20:27-03","UFPR","UPCB","84047","PreservedSpecimen","Plantae","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Goldenberg, R.","Pereira, O.J.","6863","2001","03","14","Brasil","Espírito Santo","Domingos Martins","-40.9583","-20.2854","-40.9583","-20.2854","UPCB0020658","UPCB0020658",NA,NA,NA,"2013",NA,"Fazenda Candelaria: Floresta Ciliar - Atlântica. Vegetação de encosta.",NA,NA,"Planta com 10 metros de altura. Flor alba..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2019-10-11 11:14:25-03","UFPR","UPCB","19408","PreservedSpecimen","Plantae","Asteraceae","Mikania","lanuginosa","Mikania lanuginosa","DC.","Robinson, H.","Hatschbach, G.","51349","1987","08","21","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1988","01","BLOQUEADO",NA,NA,"Volúvel, capítulos alvescentes odoríferos. Capoeira e orla mata pluvial..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"1989","2019-10-11 11:16:40-03","UFPR","UPCB","43632","PreservedSpecimen","Plantae","Lauraceae","Ocotea","longifolia","Ocotea longifolia","H.B. & K.","Rohwer, J.G.","Hatschbach, G.","57965","1992","10","11","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"2000","01","BLOQUEADO",NA,NA,"Árvore 8m; mata da encosta de morro. 500m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"1990","2020-03-09 08:20:53-03","UFPR","UPCB","88085","PreservedSpecimen","Plantae","Orchidaceae","Pabstiella","bowmannii","Pabstiella bowmannii","(Rchb.f.) Luer","Smidt, E.C.","Royer, C.A. | Cardoso, W.C.","140","2016","10","03","Brasil","Espirito Santo","Domingos Martins","-40.653333","-20.363056","-40.653333","-20.363056",NA,NA,NA,NA,NA,"2016","10","Reserva Kautsky.",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2019-10-11 11:18:52-03","UFPR","UPCB","88088","PreservedSpecimen","Plantae","Orchidaceae","Pabstiella","cf. hians","Pabstiella cf. hians","(Lindl.) Luer","E.C.Smidt","Royer, C.A. | Cardoso, W.C.","153","2016","10","03","Brasil","Espirito Santo","Domingos Martins","-40.653333","-20.363056","-40.653333","-20.363056","UPCB0029409","UPCB0029409",NA,NA,NA,"2016","10","Reserva Kautsky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2019-10-11 11:18:59-03","UFPR","UPCB","37816","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","Mikan","Cervi, A.C.","Félix, L.P.","9334","1999","02","07","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,"var. amethystina","1999","05",NA,NA,NA,"Liana, flores roxas. Na mata secundária..",NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,NA
"1993","2019-10-11 11:17:01-03","UFPR","UPCB","22802","PreservedSpecimen","Plantae","Malvaceae","Pavonia","makoyana","Pavonia makoyana","E.Morr.","Krapovickas, A.","Hatschbach, G.","57991","1992","10","12","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1993","01","BLOQUEADO",NA,NA,"Arbusto, 1,50m, brácteas vermelhas, cálice vinoso-pálido, corola mais escura, anteras azuis. Clareiras, mata pluvial..",NA,NA,NA,"800","900",NA,NA,"01",NA,NA,NA
"1994","2019-10-11 11:14:28-03","UFPR","UPCB","22569","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Baker","Grokoviski, L.","Hatschbach, G.","57989","1992","10","12","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"2006","06","BLOQUEADO",NA,NA,"Árvore, 8m, antera vinosa, capítulo muito odorífero. Mata pluvial degradada..",NA,NA,NA,"800","900",NA,NA,"07",NA,NA,NA
"1995","2019-10-11 11:18:54-03","UFPR","UPCB","59316","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","tricarinata","Pleurothallis tricarinata","Poepp. & Endl.","Fontana, A.P.","Hatschbach, G.","49971","1985","10","19","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"2005","01","BLOQUEADO",NA,NA,"Epífita da mata pluvial. Flor amarelo-ocre com máculas punctiformes vinosas..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"1996","2019-10-11 11:18:34-03","UFPR","UPCB","28955","PreservedSpecimen","Plantae","Myrtaceae","Plinia","renatiana","Plinia renatiana","Barroso & Peixoto","Sobral, M.","Hatschbach, G.","61191","1994","10","20","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999","UPCB0027631","UPCB0027631",NA,NA,NA,"1995","01","BLOQUEADO",NA,NA,"Árvore, 8m, botão alvo. Margens de rio..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"1997","2019-10-11 11:18:54-03","UFPR","UPCB","88099","PreservedSpecimen","Plantae","Orchidaceae","Polystachia",NA,"Polystachia",NA,NA,"Royer, C.A. | Cardoso, W.C.","142","2016","10","03","Brasil","Espirito Santo","Domingos Martins","-40.653333","-20.363056","-40.653333","-20.363056","UPCB0029414","UPCB0029414",NA,NA,NA,NA,NA,"Reserva do Caracol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","2019-10-11 11:19:41-03","UFPR","UPCB","16554","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stachyoides","Psychotria stachyoides","Benth.",NA,"Hatschbach, G.","48664","1984","12","06","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,"BLOQUEADO",NA,NA,"Erva, 70cm, flor alva. Mata pluvial..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","2019-10-11 11:16:20-03","UFPR","UPCB","20556","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","brasiliensis","Sinningia brasiliensis","(Regel & Schmidt) Wiehler & Chautems","Chautems, A.","Cervi, A.C.","4079","1992","10","17","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"2001","01","BLOQUEADO",NA,NA,"Erva ereta, viscosa. Flores verde-amareladas pintalgadas de marron. Cultivada em Curitiba..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","2019-10-11 11:18:54-03","UFPR","UPCB","88221","PreservedSpecimen","Plantae","Orchidaceae","Specklinia","picta","Specklinia picta","(Lindl.) Pridgeon & M.W.Chase","Santos, T.F.","Royer, C.A. | Cardoso, W.C.","139","2016","10","03","Brasil","Espirito Santo","Domingos Martins","-40.653333","-20.363056","-40.653333","-20.363056","UPCB0029359","UPCB0029359",NA,NA,NA,"2016","10","Reserva Kautsky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","2020-03-09 08:20:39-03","UFPR","UPCB","56400","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","arborea","Tibouchina arborea","(Gardn.) Cogn.","Guimarães, P.J.F.","Kollmann, L.","7233","2004","11","01","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999","UPCB0018913","UPCB0018913",NA,NA,NA,"2007","01","BLOQUEADO",NA,NA,"Árvore 8m, flor lilás, sol..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"2002","2019-10-11 11:16:24-03","UFPR","UPCB","20407","PreservedSpecimen","Plantae","Hippocrateaceae","Tontelea","miersii","Tontelea miersii","(Peyr.) A.C.Sm.","Mennega, A.M.W.","Hatschbach, G.","50774","1986","11","11","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1992","01","BLOQUEADO",NA,NA,"Trepadeira lenhosa, flor creme. Mata pluvial..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"2003","2019-10-11 11:14:33-03","UFPR","UPCB","21953","PreservedSpecimen","Plantae","Asteraceae","Vanillosmopsis","erythropappa","Vanillosmopsis erythropappa","Sch.Bip.","Robinson, H.","Hatschbach, G.","57980","1992","10","12","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1993","01","BLOQUEADO",NA,NA,"Arbusto, 2m, capítulo lilás. Alto de morro..",NA,NA,NA,"1000","1000",NA,NA,"01",NA,NA,NA
"2004","2019-10-11 11:14:33-03","UFPR","UPCB","20736","PreservedSpecimen","Plantae","Asteraceae","Verbesina","glabrata","Verbesina glabrata","Hook. & Arn.","Hatschbach, G.","Hatschbach, G.","57956","1992","10","11","Brasil","Espírito Santo","Domingos Martins",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"1992","01","BLOQUEADO",NA,NA,"Arbusto, 1,50m, capítulo amarelo. Mata degradada..",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"2005","2020-03-09 08:20:16-03","UFPR","UPCB","77236","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","R. Goldenberg","Goldenberg, R.","62","1994","07",NA,"Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,"48150",NA,"Arbusto com 3m de altura, em mata..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2019-10-11 11:18:49-03","UFPR","UPCB","84786","PreservedSpecimen","Plantae","Orchidaceae","Lankesteriana","imberbis","Lankesteriana imberbis","(Luer & Hirtz) Karremans","Santos, M.C.","Toscano de Brito, A.L.V.","1573","1996",NA,NA,"Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,"48150",NA,"Coletado por R.A. Kautsky s.n., em 1996, florescendo em cultivo em fevereiro de 1997. Amostra conservada em solução de glicerina com álcool..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","2019-10-11 11:18:50-03","UFPR","UPCB","83192","PreservedSpecimen","Plantae","Orchidaceae","Pabstiella",NA,"Pabstiella",NA,"Toscano de Brito, A.L.V.","Toscano de Brito, A.L.V.","3068","2012","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,"2015","07","Alto Biriricas.","48150",NA,"Ramicaule e folhas verde-claros. Flores amarelo-alaranjadas; labelo amarelo-esverdeado.. Coletada e cultivada pelo Orquidário Caliman, Espírito Santo, fl. cult. 06/06/2012.","auto",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"2008","2020-03-09 08:20:12-03","UFPR","UPCB","81153","PreservedSpecimen","Plantae","Melastomataceae","Miconia",NA,"Miconia",NA,NA,"Thomaz, L.D.","1850b","1997","05","26","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"UPCB0014990","UPCB0014990",NA,NA,NA,NA,NA,"Aracê: EMCAPA - Centro de Pesquisa e Desenvolvimento Centro Serrano (CPDSC).","48150",NA,"Planta com 12 metros de altura, PAP de 51 cm; botões amarelados; caule interno branco..","auto",NA,NA,"900","1100",NA,NA,NA,NA,NA,NA
"2009","2020-03-09 08:20:27-03","UFPR","UPCB","81147","PreservedSpecimen","Plantae","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Goldenberg, R.","Thomaz, L.D.","1858","1997","04","29","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"UPCB0020662","UPCB0020662",NA,NA,NA,"2014",NA,"Aracê: EMCAPA - Centro de Pesquisa e Desenvolvimento Centro Serrano (CPDSC). Alt.: 900-1100msm...","48150",NA,"Planta com 9,0 metros de altura, PAP de 28 cm; frutos jovens verdes; caule interno branco..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","2020-03-09 08:20:27-03","UFPR","UPCB","81157","PreservedSpecimen","Plantae","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Goldenberg, R.","Thomaz, L.D.","1862","1997","04","29","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"UPCB0020657","UPCB0020657",NA,NA,NA,"2014",NA,"Aracê: EMCAPA - Centro de Pesquisa e Desenvolvimento Centro Serrano (CPDSC). Alt.: 900-1100msm...","48150",NA,"Planta com 11 metros de altura, PAP de 22 cm; frutos verdes; caule interno branco..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2020-03-09 08:20:27-03","UFPR","UPCB","84023","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pusiliiflora","Miconia pusiliiflora","(DC.) Naudin","Goldenberg, R.","Pereira, O.J.","6895","2001","03","15","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"UPCB0020445","UPCB0020445",NA,NA,NA,"2013",NA,"Floresta Atlântica: floresta ciliar rio Jucu - Braço Sul - lateral a rodovia BR 262 - km 75 - Vitor Hugo","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2019-10-11 11:18:42-03","UFPR","UPCB","93441","PreservedSpecimen","Plantae","Orchidaceae","Barbosella","crassifolia","Barbosella crassifolia","(Edwall) Schltr.","Bolson, M.","Bolson, M. | Imig, D.C.","631","2017","01","16","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"UPCB0042786",NA,NA,NA,NA,"2017","01","Parque das Hortências","48150",NA,"Cultivada no Orquidário do Fábio Tesch, Marechal Floriano/ ES. Em cultivo na Casa de Vegetação do Depto de Botânica da UFPR, Curitiba/ PR. Amostra em álcool. Amostra de DNA..","auto",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA
"2013","2020-03-09 08:20:18-03","UFPR","UPCB","83992","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","Goldenberg, R.","Pereira, O.J.","6771","2001","01","22","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"UPCB0020637","UPCB0020637",NA,NA,NA,"2013",NA,"Rio Jucu: Mata Atlântica - Mata Ciliar","48150",NA,"Planta com 12 metros de altura. Fruto jovem verde.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2019-11-08 15:44:40-03","UNESP-IBILCE","SJRP","9707","S","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.","Chiea, S.A.C.","Pereira, O.J.","309","1984","06","16","Brasil","Espirito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,"48150",NA,NA,"auto","Magnoliopsida","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"2015","2019-11-08 15:44:30-03","UNESP-IBILCE","SJRP","08553","S","Plantae","Gesneriaceae","Lietzia","brasiliensis","Lietzia brasiliensis",NA,NA,"A.C. Cervi","4079","1992","10","17","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,"Alto do Galo","48150",NA,"Geografia: erva ereta, viscosa, flores verde-amareladas pintalgadas de marron.;","auto","Magnoliopsida","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"2016","2019-09-03 16:08:41-03","UNESP-IBILCE","SJRP","33935","S","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","(Aubl.) Benth.","Sampaio, D.","Pereira, O.J.; Espindula, E.","6416","2000","08","24","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863","40,9708°","20,2842°",NA,NA,"Tracheophyta","Oxalidales",NA,"2019","08",NA,"48150",NA,"Geografia: Planta com 6 metros, remanescente na planície de inundação do rio Jucu.","auto","Magnoliopsida","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"2017","2019-11-08 15:43:42-03","UNESP-IBILCE","SJRP","24977","S","Plantae","Myrtaceae","Myrcia","anceps","Myrcia anceps","(Sprengel) O. Berg","M.L. Kawasaki","G. Hatschbach","68652","1998","10","19","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1999","01","Rio Jucu Braço Sul","48150",NA,"Geografia: árvore 6 m, flor alva, odorífera, floresta atlântica;","auto",NA,"América do Sul",NA,NA,NA,NA,"01",NA,NA,NA
"2018","2019-11-08 15:44:33-03","UNESP-IBILCE","SJRP","12375","S","Plantae","Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea","Vell","G. Hatschbach","Cremers G. & M. Hatschabach","53513","1989","09","20","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Magnoliophyta","Violales",NA,"1990","01","Vitor Hugo","48150",NA,"Geografia: cresce ao longo de tronco de árvores da mata pluvia. flor alva.;","auto","Magnoliopsida","América do Sul",NA,NA,NA,NA,"01",NA,NA,NA
"2019","2019-11-08 15:44:08-03","UNESP-IBILCE","SJRP","14059","S","Plantae","Apocynaceae","Forsteronia","refracta","Forsteronia refracta","Muell. Arg.","A.J.M. Leeuwenberg","Cremers G. & M. Hatschabach","59734","1993","11","08","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Magnoliophyta","Gentianales",NA,"1996","01","pedra branca, rio jacu, braço norte","48150",NA,"Geografia: trepadeira lenhosa, flor creme, látex alvo. mata das margens do rio.;","auto","Magnoliopsida","América do Sul",NA,NA,NA,NA,"01",NA,NA,NA
"2020","2019-11-08 15:43:52-03","UNESP-IBILCE","SJRP","02750","S","Plantae","Poaceae","Guadua",NA,"Guadua",NA,NA,"L. Clark","691","1990","02","21","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Magnoliophyta","Poales",NA,NA,NA,"BR 262","48150",NA,"Geografia: Culms to 8 cm diam., to ca. 9 m tall, erect at base, ...;","auto","Liliopsida","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"2021","2019-11-08 15:43:52-03","UNESP-IBILCE","SJRP","26216","S","Plantae","Poaceae","Guadua",NA,"Guadua",NA,NA,"L. Clark","691","1990","02","21","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Magnoliophyta","Poales",NA,NA,NA,"BR 262, km 42","48150",NA,"Geografia: Culms to 8 cm diam, to ca. 9 m tall, erect ...;","auto","Liliopsida","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
