"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","dayIdentified","previousCatalogNumber","fieldNumber","relatedCatalogItem"
"48","2019-12-16 18:41:18-03","NYBG","NYBG","613095","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","splendens","Rhynchospora splendens","Lindm.","T. M. Koyama","G. Martinelli","10858","1985","05","07","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00613095","NY00613095","Magnoliophyta","Poales",NA,"1987",NA,"Mata do Dr. Kautsky.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","600","850","sheet",NA,NA,NA,NA,NA
"49","2019-12-16 18:12:16-03","NYBG","NYBG","396374","PreservedSpecimen","Plantae","Violaceae","Rinorea","guianensis","Rinorea guianensis","Aubl.","A. Goldberg","G. G. Hatschbach","59718","1993","11","08","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00396374","NY00396374","Magnoliophyta","Malpighiales",NA,"1994",NA,"Chapéu, Rio Jucu Braço Norte",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=294155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"50","2019-12-16 18:50:17-03","NYBG","NYBG","656672","PreservedSpecimen","Plantae","Rosaceae","Rubus","urticifolius","Rubus urticifolius","Poir.","J. A. Kallunki","J. R. Pirani","2814","1993","05","12","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00656672","NY00656672","Magnoliophyta","Rosales",NA,"1994",NA,"A 4 km da BR 262 na estrada vicinal para Santa Luzia",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=265712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"51","2019-12-16 16:39:42-03","NYBG","NYBG","1018954","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella",NA,"Selaginella",NA,NA,"C. M. Mynssen","910","2005","12","14","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY01018954","NY01018954","Lycopodiophyta","Selaginellales",NA,NA,NA,"Estrada para California.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"52","2019-12-16 16:38:50-03","NYBG","NYBG","01149185","PreservedSpecimen","Plantae","Sematophyllaceae","Sematophyllum","subsimplex","Sematophyllum subsimplex","(Hedw.) Mitt.","W. R. Buck","A. Schäfer-Verwimp","10174","1988","10","10","Brazil","Espírito Santo","Domingos Martins","-41.03","-20.45","-41.03","-20.45","NY01149185",NA,"Bryophyta",NA,NA,NA,NA,"südöstlich Venda Nova",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1292331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","1060","1060","packeted",NA,NA,NA,NA,NA
"53","2019-12-16 17:28:04-03","NYBG","NYBG","1018895","PreservedSpecimen","Plantae","Fabaceae","Senegalia","grandistipula","Senegalia grandistipula","(Benth.) Seigler & Ebinger","H. C. de Lima","H. C. de Lima","7012","2008","11","14","Brazil","Espírito Santo","Domingos Martins","-40.6361","-20.3842","-40.6361","-20.3842","NY01018895","NY01018895","Magnoliophyta","Fabales",NA,"2008",NA,"BR 262, ca. 2 km após Santa Isabel.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"54","2019-12-16 17:28:18-03","NYBG","NYBG","391203","PreservedSpecimen","Plantae","Fabaceae","Senegalia","multipinnata","Senegalia multipinnata","(Ducke) Seigler & Ebinger","V. Terra dos Santos","G. Martinelli","10874","1985","05","07","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00391203","NY00391203","Magnoliophyta","Fabales",NA,"2013",NA,"Mata Dr. Kaustky",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","600","850","sheet",NA,NA,NA,NA,NA
"55","2019-12-16 18:58:33-03","NYBG","NYBG","887284","PreservedSpecimen","Plantae","Sapindaceae","Serjania","communis","Serjania communis communis","Cambess.","P. Acevedo-Rodríguez","J. R. Pirani","2817","1993","05","12","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00887284","NY00887284","Magnoliophyta","Sapindales","communis","2005",NA,"A 3 km da BR 262 na estrada vicinal para Santa Luzia.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"56","2019-12-16 17:47:50-03","NYBG","NYBG","01132058","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","speciosa","Sinningia speciosa","(Lodd.) Hiern","H. J. Wiehler","H. J. Wiehler","91136","1991","10","15","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY01132058","NY01132058","Magnoliophyta","Lamiales",NA,NA,NA,"Chacara Retiro Saudoso = Kautzky's Rain Forest.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","500","500","sheet",NA,NA,NA,NA,NA
"57","2019-12-16 17:54:37-03","NYBG","NYBG","625442","PreservedSpecimen","Plantae","Smilacaceae","Smilax","schomburgkiana","Smilax schomburgkiana","Kunth","J. R. Botina-P.","J. R. Pirani","2801","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00625442","NY00625442","Magnoliophyta","Liliales",NA,"2015",NA,"BR 262 km 35, localidade Santa Isabel. Em encosta do Vale Rio Jucu (braço norte), em Fazenda do Sr. Emilio Rheim (atrás do Pousada Vista Linda).",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"58","2019-12-16 19:02:44-03","NYBG","NYBG","669814","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee","G. G. Hatschbach","60054","1993","11","08","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00669814",NA,"Magnoliophyta","Solanales",NA,"1996",NA,"Melgaço.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"59","2019-12-16 19:03:19-03","NYBG","NYBG","00852469","PreservedSpecimen","Plantae","Solanaceae","Solanum","cordifolium","Solanum cordifolium","Dunal","M. H. Nee","J. R. Pirani","2797","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.58263","-20.365026","-40.58263","-20.365026","NY00852469","NY00852469","Magnoliophyta","Solanales",NA,"2007",NA,"BR 262 Km 32, Braço Norte do Rio Jucu.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928338 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"60","2019-12-16 19:05:52-03","NYBG","NYBG","1551626","PreservedSpecimen","Plantae","Solanaceae","Solanum","pereirae","Solanum pereirae","Carvalho","L. L. Giacomin","G. G. Hatschbach","31386","1973","02","08","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY01551626","NY01551626","Magnoliophyta","Solanales",NA,"2013",NA,"S. Miguel.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"61","2019-12-16 18:49:45-03","NYBG","NYBG","566186","PreservedSpecimen","Plantae","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","J. R. Pirani","2808","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.622019","-20.380535","-40.622019","-20.380535","NY00566186","NY00566186","Magnoliophyta","Rosales",NA,"1996",NA,"Santa Isabel, BR 262 km 34",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"62","2019-12-16 18:40:45-03","NYBG","NYBG","02674833","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","foliosa","Rhynchospora foliosa","Kunth",NA,"W. W. Thomas","16626","2016","09","24","Brazil","Espírito Santo","Domingos Martins","-40.98483","-20.4819","-40.98483","-20.4819","NY02674833","NY02674833","Magnoliophyta","Poales",NA,NA,NA,"Distrito Pedra Azul. Hotel Fazenda Monte Verde, S of BR-262, and E of ES-164.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","1020","1020","Sheet",NA,NA,NA,NA,NA
"63","2019-12-16 18:40:47-03","NYBG","NYBG","02674841","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","macrantha","Rhynchospora macrantha","(Kunth) W.W.Thomas",NA,"W. W. Thomas","16627","2016","09","24","Brazil","Espírito Santo","Domingos Martins","-41.009","-20.16736","-41.009","-20.16736","NY02674841","NY02674841","Magnoliophyta","Poales",NA,NA,NA,"Distrito Pedra Azul. Fazenda Caete, S of BR-262, and E of ES-164, opposite property of Hotel Fazenda Monte Verde.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","1087","1087","Sheet",NA,NA,NA,NA,NA
"64","2019-12-16 17:30:36-03","NYBG","NYBG","459641","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","G. G. Hatschbach","48675","1984","12","06","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00459641","NY00459641","Magnoliophyta","Fabales","polyphyllum","2005",NA,"Rod. BR 262, prox. entrada para Domingos Martins",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"65","2019-12-16 18:57:25-03","NYBG","NYBG","447805","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M. S. Ferrucci","G. G. Hatschbach","57967","1992","10","11","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00447805","NY00447805","Magnoliophyta","Sapindales",NA,NA,NA,"Alto do Galo.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","900","900","sheet",NA,NA,NA,NA,NA
"66","2019-12-16 17:37:42-03","NYBG","NYBG","396564","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","intermedia","Amaioua intermedia brasiliana","(DC.) Steyerm.","S. F. Smith","G. G. Hatschbach","61598","1995","01","17","Brazil","Espírito Santo","Domingos Martins","-40.879922","-20.414572","-40.879922","-20.414572","NY00396564",NA,"Magnoliophyta","Gentianales","brasiliana","1995",NA,"Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço Sul",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=555066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"67","2019-12-16 19:17:05-03","NYBG","NYBG","02514528","PreservedSpecimen","Plantae","Anemiaceae","Anemia","collina","Anemia collina","Sm.",NA,"C. M. Mynssen","897","2005","12","14","Brazil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"NY02514528","NY02514528","Pteridophyta","Schizaeales",NA,NA,NA,"Estrada para California.","48150",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2806965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"68","2019-12-16 19:17:06-03","NYBG","NYBG","2553967","PreservedSpecimen","Plantae","Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Rosenst.",NA,"C. M. Mynssen","898","2005","12","14","Brazil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"NY02553967","NY02553967","Pteridophyta","Schizaeales",NA,NA,NA,"Estrada para California.","48150",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"69","2019-12-16 19:17:22-03","NYBG","NYBG","2578077","PreservedSpecimen","Plantae","Anemiaceae","Anemia","tomentosa","Anemia tomentosa anthriscifolia","(Schrad.) Mickel",NA,"C. M. Mynssen","891","2005","12","14","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY02578077","NY02578077","Pteridophyta","Schizaeales","anthriscifolia",NA,NA,"Estrada para California.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"70","2019-12-16 19:17:22-03","NYBG","NYBG","2578078","PreservedSpecimen","Plantae","Anemiaceae","Anemia","tomentosa","Anemia tomentosa anthriscifolia","(Schrad.) Mickel",NA,"C. M. Mynssen","899","2005","12","14","Brazil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"NY02578078","NY02578078","Pteridophyta","Schizaeales","anthriscifolia",NA,NA,"Estrada para California.","48150",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"71","2019-12-16 19:17:22-03","NYBG","NYBG","02578098","PreservedSpecimen","Plantae","Anemiaceae","Anemia","villosa","Anemia villosa","Humb. & Bonpl. ex Willd.",NA,"C. M. Mynssen","900","2005","12","14","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY02578098","NY02578098","Pteridophyta","Schizaeales",NA,NA,NA,"Estrada para California.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2843174 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"72","2019-12-16 19:17:23-03","NYBG","NYBG","807581","PreservedSpecimen","Plantae","Anemiaceae","Anemia","villosa","Anemia villosa","Humb. & Bonpl. ex Willd.","A. Sehnem","G. G. Hatschbach","31382","1973","02","08","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00807581","NY00807581","Pteridophyta","Schizaeales",NA,"1973",NA,"S. Miguel.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"73","2019-12-16 18:34:18-03","NYBG","NYBG","247987","PreservedSpecimen","Plantae","Velloziaceae","Barbacenia","pabstiana","Barbacenia pabstiana","L.B.Sm. & Ayensu","L. B. Smith","G. G. Hatschbach","31360","1973","02","07","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00247987","NY00247987","Magnoliophyta","Pandanales",NA,"1975",NA,"Aracé",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=23484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","800","1000","sheet","isotype",NA,NA,NA,NA
"74","2019-12-16 17:37:43-03","NYBG","NYBG","1032943","PreservedSpecimen","Plantae","Rubiaceae","Bathysa",NA,"Bathysa",NA,"C. M. Taylor","J. R. Pirani","2802","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY01032943","NY01032943","Magnoliophyta","Gentianales",NA,"2006",NA,"BR 262 Km 35, localidade Santa Isabel; em encosta do Vale do Rio Jucu (braço norte), em Fazenda do Sr. Emilio Rheim (atrás da Pousada Vista Linda).",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"75","2019-12-16 17:14:24-03","NYBG","NYBG","00958160","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","grazielae","Bauhinia grazielae","Vaz","A. M. S. da F. Vaz","G. G. Hatschbach","59733","1993","11","08","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00958160","NY00958160","Magnoliophyta","Fabales",NA,"1997",NA,"Pedra Branca, rio Jucu Braço Norte",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"76","2019-12-16 17:14:24-03","NYBG","NYBG","583618","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","longicuspis","Bauhinia longicuspis","Spruce ex Benth.",NA,"J. R. Pirani","2795","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.58263","-20.365026","-40.58263","-20.365026","NY00583618","NY00583618","Magnoliophyta","Fabales",NA,NA,NA,"BR 262 km 32. Morros do Braço Norte do Rio Jucu",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"77","2019-12-16 18:38:15-03","NYBG","NYBG","539103","PreservedSpecimen","Plantae","Cyperaceae","Becquerelia","cymosa","Becquerelia cymosa","Brongn.","W. W. Thomas","J. R. Pirani","2810","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.622367","-20.359273","-40.622367","-20.359273","NY00539103","NY00539103","Magnoliophyta","Poales",NA,"1994",NA,"Santa Isabel, BR 262 Km 34, Mato pluvial tropical das encostas do Rio Jucu (braço norte)",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"78","2019-12-16 16:59:10-03","NYBG","NYBG","454042","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","S. F. Smith","G. G. Hatschbach","53510","1989","09","20","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY00454042","NY00454042","Magnoliophyta","Cucurbitales",NA,"1995","10","Vitor Hugo",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,"01",NA,NA,NA
"79","2019-12-16 19:13:08-03","NYBG","NYBG","1018955","PreservedSpecimen","Plantae","Blechnaceae","Blechnum","brasiliense","Blechnum brasiliense","Desv.",NA,"C. M. Mynssen","915","2005","12","15","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633","-40.6592","-20.3633","NY01018955","NY01018955","Pteridophyta","Polypodiales",NA,NA,NA,"Estrada para o Galo.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"80","2019-12-16 18:07:09-03","NYBG","NYBG","886188","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"G. G. Hatschbach","61600","1995","01","17","Brazil","Espírito Santo","Domingos Martins","-40.879922","-20.414572","-40.879922","-20.414572","NY00886188","NY00886188","Magnoliophyta","Malpighiales",NA,NA,NA,"Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço Sul.",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
"81","2019-12-16 17:32:37-03","NYBG","NYBG","634618","PreservedSpecimen","Plantae","Polygalaceae","Caamembeca","grandifolia","Caamembeca grandifolia","(A.St.-Hil. & Moq.) J.F.B.Pastore","J. R. Abbott","R. de Mello-Silva","824","1993","05","11","Brazil","Espírito Santo","Domingos Martins","-40.622367","-20.359273","-40.622367","-20.359273","NY00634618","NY00634618","Magnoliophyta","Fabales",NA,"2016",NA,"Santa Isabel, km 34 da rodovia Vitoria-Belo Horizonte BR 262. Matas de encosta do rio Jucu",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA
